Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;34,00;34,00;22,00;11,00;6,00;11,00;17,00;6,00;6,00;0,00;0,00;11,00;6,00;0,00;11,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;16,00;22,00;16,00;5,00;11,00;0,00;5,00;11,00;5,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;11,00;0,00;16,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;27,00;27,00;11,00;0,00;5,00;0,00;0,00;5,00;11,00;0,00;0,00;5,00;0,00;5,00;5,00;5,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;65,00;22,00;0,00;16,00;16,00;0,00;5,00;16,00;0,00;0,00;5,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;33,00;16,00;0,00;5,00;11,00;16,00;0,00;6,00;5,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;22,00;0,00;17,00;6,00;6,00;0,00;6,00;0,00;6,00;0,00;6,00;11,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00
2019-02-17;11,00;11,00;17,00;11,00;11,00;11,00;0,00;0,00;6,00;0,00;0,00;11,00;6,00;0,00;11,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00
2019-02-24;17,00;23,00;12,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;28,00;6,00;17,00;17,00;11,00;0,00;17,00;6,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;33,00;11,00;39,00;0,00;6,00;22,00;11,00;17,00;0,00;6,00;6,00;11,00;0,00;0,00;6,00;6,00;11,00;6,00;22,00;11,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00
