Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;10,00;1,00;0,00;2,00;0,50;0,00;0,50;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;12,00;1,00;0,00;0,50;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;12,00;1,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;15,00;1,00;0,50;0,00;2,00;2,00;1,00;1,00;0,50;0,00;0,00;2,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2019-02-03;17,00;0,50;0,50;0,00;1,00;1,00;2,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;12,00;0,50;0,00;1,00;1,00;1,00;2,00;2,00;0,00;0,50;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;18,00;1,00;0,00;0,50;2,00;0,50;1,00;4,00;0,00;0,00;0,00;3,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;19,00;1,00;0,00;0,50;0,50;0,50;2,00;2,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00
2019-03-03;15,00;1,00;0,50;1,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;16,00;0,00;0,00;1,00;3,00;1,00;1,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;20,00;0,00;0,50;1,00;2,00;0,50;1,00;3,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;16,00;1,00;0,00;1,00;2,00;1,00;2,00;4,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2019-03-31;22,00;1,00;0,00;0,00;1,00;1,00;1,00;5,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;18,00;1,00;0,50;1,00;0,00;1,00;4,00;4,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-04-14;21,00;1,00;0,50;0,50;0,50;1,00;6,00;3,00;0,00;0,00;1,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;32,00;3,00;1,00;2,00;1,00;0,00;4,00;10,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;21,00;2,00;0,00;0,00;1,00;1,00;3,00;2,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2019-05-05;17,00;1,00;0,00;1,00;0,50;1,00;2,00;3,00;0,00;0,00;0,50;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;17,00;1,00;0,00;1,00;2,00;0,50;1,00;5,00;0,00;0,00;0,00;2,00;0,50;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00
2019-05-19;19,00;1,00;0,50;2,00;1,00;2,00;5,00;3,00;0,00;0,00;0,50;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;18,00;2,00;0,50;2,00;0,50;0,50;2,00;5,00;0,50;0,50;0,00;3,00;0,00;0,50;0,00;0,00;0,50;0,00;0,50;0,00;0,00
2019-06-02;20,00;2,00;0,50;1,00;1,00;1,00;7,00;3,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-06-09;21,00;3,00;0,50;1,00;2,00;1,00;2,00;4,00;0,00;0,00;0,00;4,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;21,00;1,00;0,50;0,50;2,00;3,00;3,00;6,00;0,50;0,00;0,00;5,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00
