Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;32,00;19,00;7,00;18,00;9,00;44,52;5,57;1,39;11,13;3,05;54,86;38,10;12,19;6,15;11,08;49,23;0,00;7,27;10,18;17,45;14,55
2019-01-13;32,00;23,00;5,00;24,00;2,00;40,35;5,57;1,39;19,48;0,00;54,86;67,05;9,14;4,92;7,38;50,46;4,92;73,14;4,57;24,38;12,19
2019-01-20;27,00;23,00;6,00;21,00;12,00;36,95;7,11;4,26;12,79;4,50;36,00;49,50;13,50;9,82;9,82;47,86;6,14;19,50;7,50;9,00;19,50
2019-01-27;36,00;17,00;3,00;10,00;6,00;31,85;2,77;6,92;12,46;3,00;45,00;52,50;6,00;1,24;2,48;65,79;4,97;3,00;31,50;10,50;10,50
2019-02-03;51,00;22,00;10,00;20,00;2,00;31,17;7,08;1,42;25,50;3,09;51,00;55,64;6,18;4,98;8,71;48,51;2,49;6,00;30,00;12,00;12,00
2019-02-10;50,00;25,00;7,00;16,00;6,00;40,28;11,11;1,39;19,44;6,06;45,45;56,06;7,58;6,25;6,25;60,00;2,50;6,06;46,97;9,09;19,70
2019-02-17;55,00;28,00;7,00;24,00;6,00;35,75;9,63;1,38;24,75;4,58;51,94;68,75;7,64;3,67;8,56;56,22;6,11;2,97;47,57;7,43;13,38
2019-02-24;51,00;32,00;8,00;9,00;6,00;28,95;5,51;4,14;22,05;4,50;58,50;63,00;6,00;4,86;2,43;40,07;1,21;1,46;27,69;10,20;16,03
2019-03-03;61,00;29,00;6,00;13,00;6,00;44,36;15,25;4,16;23,57;6,10;38,13;64,05;3,05;4,98;1,24;38,59;3,73;1,49;29,76;4,46;16,37
2019-03-10;47,00;24,00;6,00;15,00;5,00;47,00;11,06;1,38;13,82;6,06;36,39;72,77;7,58;6,18;1,24;50,71;1,24;1,47;24,97;5,88;10,28
2019-03-17;57,00;26,00;10,00;6,00;13,00;47,27;11,12;2,78;12,51;10,78;47,76;53,92;12,32;4,96;0,00;48,33;3,72;3,00;18,00;4,50;15,00
2019-03-24;66,00;34,00;7,00;17,00;4,00;38,50;5,50;5,50;20,63;4,60;46,05;69,07;9,21;7,47;4,98;52,30;12,45;6,00;28,50;7,50;28,50
2019-03-31;55,00;37,00;7,00;23,00;8,00;52,25;12,38;1,38;19,25;15,28;36,67;70,28;13,75;2,44;3,67;55,00;2,44;4,46;11,89;8,92;13,38
2019-04-07;55,00;34,00;9,00;27,00;12,00;52,25;11,00;1,38;24,75;18,33;38,19;94,72;18,33;2,44;4,89;56,22;3,67;4,46;4,46;20,81;19,32
2019-04-14;57,00;34,00;9,00;34,00;7,00;58,39;9,73;1,39;18,07;10,78;64,70;98,59;21,57;9,91;0,00;70,63;3,72;7,50;10,50;30,00;16,50
2019-04-21;53,00;31,00;12,00;27,00;15,00;75,32;19,53;1,39;20,92;10,60;42,40;72,69;21,20;6,16;0,00;61,63;7,40;7,36;10,31;36,81;16,19
2019-04-28;69,00;35,00;11,00;27,00;16,00;52,44;11,04;2,76;17,94;6,13;42,93;75,13;13,80;4,93;3,70;71,46;6,16;6,00;6,00;27,00;21,00
2019-05-05;58,00;32,00;10,00;35,00;7,00;42,81;19,33;1,38;20,71;3,05;33,58;70,21;13,74;6,17;2,47;71,57;6,17;8,92;7,44;16,36;16,36
2019-05-12;49,00;26,00;3,00;27,00;5,00;40,60;8,40;2,80;14,00;3,06;22,97;73,50;10,72;6,13;1,23;53,90;2,45;8,91;1,48;23,76;19,30
2019-05-19;62,00;33,00;8,00;25,00;15,00;38,05;9,86;4,23;19,73;3,10;51,15;63,55;13,95;6,20;1,24;43,40;1,24;6,05;6,05;25,71;18,15
2019-05-26;60,00;40,00;10,00;28,00;9,00;69,77;16,74;1,40;36,28;6,15;50,77;96,92;18,46;11,25;2,50;73,75;7,50;9,00;7,50;34,50;21,00
2019-06-02;62,00;29,00;5,00;19,00;10,00;56,36;9,86;1,41;15,50;7,56;52,93;96,78;10,59;13,64;1,24;74,40;1,24;7,38;7,38;28,05;20,67
2019-06-09;72,00;31,00;9,00;24,00;10,00;56,77;9,69;5,54;16,62;6,13;52,09;91,91;19,91;8,69;1,24;58,34;4,97;7,50;7,50;24,00;25,50
2019-06-16;63,00;37,00;11,00;24,00;14,00;50,40;4,20;5,60;16,80;6,15;58,39;90,66;12,29;6,18;2,47;60,53;4,94;9,00;7,50;30,00;22,50
2019-06-23;59,00;26,00;13,00;22,00;13,00;56,26;8,23;4,12;19,21;4,54;52,95;92,28;16,64;7,38;2,46;65,15;4,92;8,85;5,90;26,55;23,60
2019-06-30;42,00;18,00;6,00;21,00;17,00;74,20;7,00;1,40;26,60;9,33;37,33;96,44;14,00;3,71;2,47;81,53;11,12;4,50;9,00;30,00;33,00
2019-07-07;61,00;42,00;12,00;37,00;13,00;74,86;6,93;1,39;27,73;9,15;67,10;88,45;18,30;6,22;2,49;77,18;6,22;2,98;17,85;19,34;63,98
2019-07-14;67,00;37,00;18,00;34,00;11,00;100,50;12,56;6,98;36,29;9,14;60,91;114,20;25,89;11,17;2,48;101,74;6,20;13,40;13,40;28,29;49,13
2019-07-21;75,00;42,00;11,00;34,00;19,00;93,06;12,50;5,56;37,50;13,78;61,22;94,90;24,49;8,61;7,38;87,30;7,38;13,50;13,50;31,50;34,50
2019-07-28;68,00;31,00;14,00;42,00;14,00;94,37;24,98;4,16;52,73;12,09;68,00;122,40;21,16;18,55;11,13;98,91;13,60;11,83;20,70;19,22;36,96
2019-08-04;78,00;45,00;13,00;42,00;17,00;109,47;15,05;4,11;47,89;16,50;63,00;135,00;27,00;15,84;2,44;113,34;15,84;17,66;16,19;27,96;54,45
2019-08-11;100,00;58,00;14,00;38,00;15,00;105,56;20,83;8,33;44,44;27,27;72,73;116,67;34,85;8,64;2,47;79,01;9,88;16,42;16,42;35,82;52,24
2019-08-18;81,00;52,00;8,00;25,00;17,00;74,02;13,97;9,78;44,69;7,64;67,25;120,74;24,45;13,71;2,49;82,25;1,25;9,00;16,50;25,50;39,00
2019-08-25;60,00;36,00;10,00;29,00;17,00;69,77;9,77;5,58;13,95;3,00;46,50;78,00;13,50;7,35;2,45;66,12;2,45;12,00;18,00;31,50;22,50
2019-09-01;59,00;27,00;10,00;22,00;6,00;39,79;8,23;4,12;10,98;7,56;54,46;74,13;13,62;6,15;3,69;62,69;4,92;16,23;11,80;17,70;20,65
2019-09-08;57,00;24,00;5,00;21,00;9,00;34,76;8,34;4,17;15,29;1,50;49,50;82,50;10,50;8,67;1,24;60,72;2,48;9,00;6,00;22,50;19,50
2019-09-15;44,00;22,00;12,00;14,00;12,00;45,42;8,52;5,68;18,45;7,59;48,55;51,59;15,17;6,29;1,26;51,54;5,03;4,55;15,17;24,28;22,76
2019-09-22;44,00;22,00;14,00;17,00;8,00;38,50;6,88;1,38;6,88;3,03;45,52;84,97;12,14;7,33;3,67;56,22;3,67;14,67;7,33;13,20;13,20
2019-09-29;39,00;20,00;5,00;11,00;11,00;32,04;4,18;5,57;13,93;1,56;40,56;68,64;12,48;7,55;3,77;61,65;3,77;4,50;7,50;21,00;12,00
2019-10-06;32,00;20,00;4,00;23,00;8,00;38,96;5,57;1,39;9,74;6,10;33,52;57,90;12,19;4,92;1,23;45,54;1,23;5,82;11,64;18,91;11,64
2019-10-13;37,00;20,00;6,00;24,00;11,00;24,67;9,59;1,37;10,96;3,08;37,00;64,75;9,25;2,47;2,47;41,93;2,47;1,48;7,40;19,24;10,36
2019-10-20;47,00;29,00;8,00;19,00;15,00;38,71;6,91;2,76;11,06;3,03;45,48;77,32;9,10;2,47;4,95;58,13;4,95;7,58;6,06;24,26;24,26
2019-10-27;31,00;17,00;4,00;15,00;12,00;21,14;8,45;2,82;8,45;4,65;43,40;55,80;9,30;1,24;4,96;48,36;2,48;5,90;4,43;16,24;11,81
2019-11-03;39,00;20,00;2,00;14,00;7,00;16,71;4,18;1,39;11,14;3,00;43,50;64,50;13,50;4,88;6,09;32,91;2,44;3,00;7,50;27,00;13,50
2019-11-10;37,00;17,00;4,00;18,00;3,00;19,19;6,85;2,74;6,85;1,48;41,44;45,88;5,92;2,47;4,93;39,47;3,70;4,44;5,92;26,64;11,84
2019-11-17;35,00;21,00;6,00;17,00;7,00;19,60;2,80;1,40;12,60;3,04;42,61;59,35;7,61;3,75;3,75;38,75;5,00;5,83;7,29;14,58;16,04
2019-11-24;25,00;16,00;5,00;12,00;3,00;11,11;1,39;2,78;9,72;2,94;36,76;48,53;10,29;3,57;2,38;32,14;10,71;8,82;5,88;17,65;7,35
2019-12-01;29,00;16,00;6,00;11,00;10,00;23,48;4,14;0,00;8,29;3,05;53,42;45,79;13,74;3,63;3,63;48,33;1,21;2,90;7,25;20,30;5,80
2019-12-08;26,00;13,00;5,00;11,00;8,00;17,33;2,89;1,44;11,56;4,59;47,41;53,53;3,06;3,71;6,19;43,33;3,71;4,59;1,53;13,76;10,71
2019-12-15;30,00;18,00;5,00;16,00;7,00;20,00;4,29;1,43;12,86;3,00;52,50;61,50;9,00;7,50;3,75;38,75;1,25;4,50;6,00;15,00;18,00
2019-12-22;36,00;19,00;4,00;14,00;10,00;29,08;8,31;1,38;18,00;4,50;75,00;63,00;7,50;3,72;3,72;42,21;2,48;6,00;10,50;16,50;15,00
2019-12-29;35,00;24,00;8,00;12,00;8,00;26,60;4,20;1,40;12,60;3,04;54,78;50,22;13,70;6,03;7,24;50,69;4,83;10,21;14,58;21,88;16,04
2020-01-05;23,00;11,00;2,00;18,00;3,00;31,12;5,41;4,06;13,53;4,60;52,13;53,67;13,80;8,47;6,05;47,21;3,63;7,19;8,63;15,81;11,50
2020-01-12;36,00;19,00;9,00;16,00;14,00;30,46;6,92;2,77;18,00;4,50;55,50;55,50;19,50;2,48;2,48;42,21;2,48;1,50;9,00;25,50;18,00
2020-01-19;27,00;19,00;5,00;17,00;7,00;22,95;5,40;1,35;14,85;1,50;46,50;60,00;15,00;4,91;8,59;57,68;1,23;7,50;7,50;9,00;21,00
2020-01-26;43,00;23,00;8,00;9,00;8,00;37,45;9,71;4,16;12,48;6,14;53,75;67,57;16,89;4,91;3,69;51,60;6,14;4,45;8,90;14,83;16,31
2020-02-02;27,00;15,00;9,00;27,00;6,00;36,45;8,10;5,40;14,85;6,00;61,50;61,50;12,00;9,82;9,82;49,09;3,68;7,50;9,00;24,00;13,50
2020-02-09;31,00;18,00;8,00;16,00;13,00;40,86;9,86;5,64;18,32;3,10;63,55;69,75;12,40;3,72;2,48;75,64;2,48;5,90;7,38;28,05;16,24
