Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-07-14;65,00;0,00;11,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;11,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;4,88;0,00;0,00;0,00
2019-07-21;65,00;49,00;22,00;11,00;11,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;21,13;0,00;0,00;0,00;0,00
2019-07-28;72,00;6,00;0,00;11,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00
2019-08-04;56,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,80;4,80;0,00;0,00;0,00
2019-08-11;17,00;6,00;11,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;42,50;0,00;0,00;0,00;0,00
2019-08-18;39,00;0,00;0,00;0,00;11,00;0,00;0,00;6,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;11,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;22,75;11,38;0,00;0,00;0,00
2019-08-25;100,00;5,00;11,00;0,00;5,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;11,29;4,84;0,00;0,00;0,00
2019-09-01;35,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;9,55;4,77;0,00;5,00;0,00
2019-09-08;39,00;0,00;10,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;9,75;0,00;0,00;0,00;0,00
2019-09-15;14,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-22;34,00;0,00;5,00;5,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;14,57;4,86;0,00;0,00;0,00
2019-09-29;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;9,50;0,00;0,00;0,00;0,00
2019-10-06;10,00;0,00;0,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00
2019-10-13;24,00;0,00;5,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;5,00;0,00;5,00;0,00;0,00;0,00;4,80;0,00;0,00;0,00
2019-10-20;28,00;9,00;0,00;14,00;19,00;0,00;0,00;0,00;5,00;0,00;14,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;9,33;0,00;5,00;0,00
2019-10-27;5,00;10,00;5,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;10,00;5,00;0,00;0,00;5,00
2019-11-03;23,00;9,00;0,00;5,00;9,00;5,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;35,27;9,20;0,00;14,00;9,00
2019-11-10;28,00;5,00;5,00;5,00;5,00;5,00;0,00;9,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,94;14,82;9,88;0,00;0,00;9,00
2019-11-17;9,00;5,00;19,00;5,00;5,00;0,00;5,00;9,00;0,00;5,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;4,50;48,00;0,00;0,00;5,00;5,00
2019-11-24;9,00;9,00;9,00;9,00;9,00;0,00;5,00;0,00;0,00;0,00;14,00;0,00;5,00;0,00;5,00;0,00;5,00;0,00;5,00;0,00;5,00;0,00;0,00;34,50;13,50;5,00;9,00;0,00
2019-12-01;39,00;29,00;5,00;10,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;78,00;29,25;0,00;14,00;0,00
2019-12-08;15,00;5,00;5,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;36,67;10,00;0,00;5,00;5,00
2019-12-15;28,00;14,00;5,00;0,00;9,00;5,00;9,00;5,00;0,00;0,00;5,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;9,00;5,00;9,00;0,00;0,00;28,00;9,33;0,00;5,00;9,00
2019-12-22;53,00;0,00;21,00;5,00;0,00;11,00;0,00;5,00;5,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;160,61;11,24;0,00;11,00;5,00
2019-12-29;11,00;11,00;21,00;0,00;11,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;61,29;4,71;0,00;10,00;10,00
2020-01-05;58,00;5,00;5,00;10,00;5,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;19,00;5,00;5,00;0,00;0,00;38,67;4,83;0,00;14,00;5,00
2020-01-12;18,00;13,00;9,00;4,00;4,00;9,00;0,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;76,91;4,91;0,00;0,00;4,00
2020-01-19;22,00;9,00;9,00;0,00;13,00;0,00;0,00;4,00;4,00;0,00;9,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;69,14;17,29;4,00;13,00;4,00
2020-01-26;32,00;5,00;5,00;5,00;18,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;9,00;9,00;0,00;0,00;0,00;36,80;4,80;0,00;9,00;5,00
2020-02-02;23,00;9,00;5,00;5,00;0,00;0,00;0,00;5,00;0,00;5,00;5,00;0,00;0,00;0,00;5,00;5,00;0,00;5,00;0,00;0,00;9,00;0,00;0,00;37,79;9,86;5,00;5,00;9,00
2020-02-09;32,00;9,00;14,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;17,60;4,80;0,00;0,00;5,00
2020-02-16;27,00;0,00;5,00;0,00;9,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;27,00;4,76;0,00;5,00;5,00
2020-02-23;22,00;4,00;0,00;0,00;13,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;39,29;9,43;0,00;0,00;0,00
