Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;24,00;24,00;12,00;24,00;0,00;24,00;0,00;49,00;0,00
2019-01-13;24,00;24,00;12,00;24,00;0,00;12,00;12,00;24,00;0,00
2019-01-20;0,00;0,00;46,00;23,00;0,00;0,00;0,00;12,00;12,00
2019-01-27;35,00;35,00;23,00;23,00;0,00;0,00;0,00;12,00;0,00
2019-02-03;12,00;48,00;24,00;0,00;0,00;0,00;12,00;0,00;12,00
2019-02-10;12,00;36,00;12,00;12,00;0,00;0,00;24,00;12,00;12,00
2019-02-17;0,00;12,00;0,00;25,00;25,00;12,00;12,00;25,00;12,00
2019-02-24;12,00;37,00;49,00;24,00;0,00;0,00;0,00;12,00;12,00
2019-03-03;24,00;61,00;0,00;49,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;0,00;24,00;12,00;24,00;12,00;0,00;0,00;0,00;12,00
2019-03-17;36,00;36,00;12,00;12,00;0,00;12,00;12,00;0,00;24,00
2019-03-24;0,00;25,00;12,00;61,00;0,00;0,00;12,00;12,00;12,00
2019-03-31;0,00;25,00;37,00;49,00;0,00;0,00;0,00;25,00;0,00
2019-04-07;36,00;24,00;12,00;0,00;0,00;12,00;0,00;24,00;0,00
2019-04-14;38,00;13,00;13,00;0,00;0,00;0,00;0,00;38,00;13,00
2019-04-21;0,00;13,00;50,00;25,00;0,00;13,00;0,00;25,00;0,00
2019-04-28;36,00;36,00;0,00;24,00;12,00;12,00;0,00;24,00;0,00
2019-05-05;24,00;24,00;12,00;36,00;0,00;0,00;12,00;12,00;0,00
2019-05-12;0,00;24,00;12,00;36,00;0,00;0,00;0,00;60,00;24,00
2019-05-19;0,00;23,00;12,00;12,00;0,00;0,00;0,00;23,00;0,00
2019-05-26;47,00;12,00;12,00;35,00;0,00;0,00;0,00;23,00;0,00
2019-06-02;11,00;22,00;0,00;22,00;0,00;0,00;0,00;11,00;0,00
2019-06-09;12,00;0,00;12,00;23,00;0,00;0,00;0,00;12,00;0,00
2019-06-16;35,00;12,00;35,00;35,00;0,00;12,00;12,00;23,00;0,00
2019-06-23;0,00;24,00;12,00;36,00;0,00;0,00;24,00;0,00;0,00
2019-06-30;71,00;36,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00
2019-07-07;0,00;47,00;0,00;36,00;0,00;0,00;0,00;24,00;12,00
2019-07-14;25,00;62,00;25,00;0,00;0,00;0,00;0,00;62,00;0,00
