Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;15,00;19,00;19,00;26,00;11,00;6,67;0,00;3,33;18,33
2019-01-13;15,00;33,00;7,00;4,00;4,00;0,00;3,75;15,00;0,00
2019-01-20;21,00;11,00;25,00;18,00;7,00;3,50;3,50;14,00;3,50
2019-01-27;35,00;21,00;17,00;14,00;0,00;7,00;10,50;7,00;10,50
2019-02-03;7,00;11,00;14,00;14,00;7,00;7,00;0,00;0,00;175,00
2019-02-10;36,00;11,00;11,00;25,00;7,00;6,86;0,00;3,43;13,71
2019-02-17;29,00;4,00;22,00;11,00;4,00;0,00;0,00;3,41;17,06
2019-02-24;15,00;0,00;15,00;4,00;7,00;3,75;3,75;18,75;11,25
2019-03-03;22,00;15,00;11,00;26,00;7,00;0,00;15,23;3,38;6,77
2019-03-10;19,00;19,00;0,00;19,00;11,00;10,36;6,91;10,36;3,45
2019-03-17;34,00;4,00;15,00;8,00;8,00;6,80;0,00;11,90;3,40
2019-03-24;23,00;11,00;8,00;19,00;34,00;0,00;3,54;15,92;7,08
2019-03-31;34,00;4,00;4,00;7,00;15,00;10,74;0,00;3,58;16,11
2019-04-07;18,00;11,00;4,00;26,00;15,00;3,27;3,27;6,55;6,55
2019-04-14;19,00;8,00;11,00;19,00;8,00;0,00;3,45;0,00;6,91
2019-04-21;39,00;4,00;12,00;39,00;12,00;11,87;3,39;8,48;18,65
2019-04-28;22,00;11,00;15,00;15,00;11,00;0,00;6,77;3,38;6,77
2019-05-05;11,00;7,00;14,00;14,00;0,00;3,67;0,00;7,33;7,33
2019-05-12;40,00;47,00;18,00;22,00;11,00;3,48;10,43;13,91;10,43
2019-05-19;36,00;64,00;14,00;14,00;4,00;10,29;3,43;6,86;13,71
2019-05-26;24,00;41,00;21,00;14,00;7,00;3,43;0,00;6,86;3,43
2019-06-02;19,00;4,00;0,00;15,00;7,00;0,00;0,00;15,55;22,45
2019-06-09;4,00;22,00;11,00;11,00;4,00;4,00;0,00;18,00;4,00
2019-06-16;33,00;19,00;4,00;34,00;11,00;3,47;3,47;6,95;19,11
2019-06-23;27,00;23,00;11,00;19,00;4,00;7,20;7,20;7,20;66,60
2019-06-30;57,00;23,00;23,00;27,00;0,00;0,00;6,91;0,00;6,91
2019-07-07;26,00;22,00;11,00;18,00;11,00;0,00;10,40;10,40;0,00
2019-07-14;42,00;8,00;30,00;23,00;11,00;0,00;0,00;0,00;22,75
2019-07-21;43,00;12,00;4,00;31,00;4,00;12,04;0,00;6,88;3,44
2019-07-28;31,00;31,00;12,00;8,00;0,00;0,00;3,44;3,44;12,06
2019-08-04;100,00;20,00;12,00;12,00;4,00;0,00;8,62;12,07;79,31
2019-08-11;38,00;21,00;8,00;17,00;0,00;8,64;3,45;12,09;20,73
2019-08-18;43,00;8,00;8,00;27,00;0,00;15,48;0,00;0,00;43,00
2019-08-25;36,00;7,00;7,00;22,00;4,00;25,71;3,43;13,71;13,71
2019-09-01;24,00;7,00;7,00;14,00;0,00;0,00;3,43;13,71;17,14
2019-09-08;32,00;4,00;18,00;29,00;7,00;0,00;3,37;0,00;6,74
2019-09-15;24,00;10,00;3,00;14,00;3,00;6,86;3,43;3,43;13,71
2019-09-22;24,00;7,00;3,00;10,00;3,00;3,43;6,86;0,00;10,29
2019-09-29;21,00;0,00;14,00;14,00;0,00;0,00;0,00;10,50;7,00
2019-10-06;18,00;4,00;4,00;14,00;4,00;0,00;0,00;3,60;10,80
2019-10-13;17,00;14,00;14,00;24,00;7,00;0,00;0,00;3,40;10,20
2019-10-20;27,00;10,00;20,00;13,00;17,00;0,00;3,60;10,80;18,00
2019-10-27;27,00;10,00;20,00;27,00;7,00;3,38;3,38;6,75;6,75
2019-11-03;17,00;13,00;10,00;40,00;7,00;0,00;0,00;10,20;25,50
2019-11-10;20,00;17,00;7,00;0,00;7,00;3,33;0,00;0,00;6,67
2019-11-17;33,00;10,00;3,00;17,00;7,00;3,47;0,00;6,95;10,42
2019-11-24;17,00;10,00;13,00;17,00;3,00;3,40;3,40;6,80;3,40
2019-12-01;14,00;17,00;3,00;10,00;0,00;3,50;7,00;10,50;10,50
2019-12-08;10,00;3,00;14,00;21,00;3,00;3,33;6,67;6,67;20,00
2019-12-15;10,00;7,00;18,00;18,00;7,00;13,33;3,33;10,00;13,33
2019-12-22;36,00;24,00;4,00;12,00;16,00;8,57;0,00;27,43;3,43
2019-12-29;27,00;15,00;8,00;23,00;4,00;3,60;7,20;7,20;3,60
2020-01-05;28,00;17,00;17,00;21,00;14,00;3,50;3,50;21,00;17,50
2020-01-12;22,00;10,00;16,00;19,00;13,00;3,38;0,00;11,85;11,85
2020-01-19;23,00;26,00;16,00;20,00;3,00;10,62;3,54;14,15;14,15
2020-01-26;29,00;29,00;19,00;6,00;16,00;3,41;0,00;10,24;6,82
2020-02-02;28,00;9,00;3,00;9,00;3,00;3,50;7,00;7,00;143,50
2020-02-09;23,00;16,00;20,00;16,00;7,00;7,08;3,54;0,00;3,54
2020-02-16;39,00;13,00;16,00;30,00;0,00;0,00;10,17;15,26;10,17
2020-02-23;21,00;3,00;9,00;6,00;6,00;3,50;0,00;0,00;12,25
2020-03-01;21,00;18,00;6,00;34,00;6,00;0,00;3,50;19,25;7,00
2020-03-08;12,00;12,00;9,00;18,00;6,00;0,00;3,43;3,43;0,00
2020-03-15;15,00;9,00;9,00;6,00;21,00;3,75;9,38;3,75;9,38
2020-03-22;17,00;8,00;6,00;11,00;3,00;3,40;8,50;3,40;8,50
2020-03-29;14,00;0,00;3,00;14,00;3,00;0,00;3,50;3,50;17,50
2020-04-05;24,00;3,00;6,00;18,00;9,00;0,00;3,43;3,43;8,57
2020-04-12;15,00;6,00;0,00;15,00;3,00;0,00;0,00;3,33;5,00
2020-04-19;14,00;0,00;8,00;14,00;0,00;0,00;0,00;3,50;14,00
2020-04-26;35,00;9,00;0,00;12,00;3,00;3,50;0,00;8,75;8,75
2020-05-03;35,00;0,00;3,00;9,00;9,00;0,00;5,25;5,25;5,25
2020-05-10;9,00;0,00;0,00;20,00;23,00;3,60;3,60;3,60;9,00
2020-05-17;24,00;3,00;0,00;12,00;6,00;0,00;0,00;3,43;3,43
2020-05-24;9,00;9,00;3,00;12,00;9,00;0,00;3,60;7,20;0,00
2020-05-31;28,00;6,00;15,00;6,00;6,00;0,00;3,50;3,50;8,75
2020-06-07;18,00;6,00;0,00;9,00;0,00;5,40;3,60;3,60;9,00
2020-06-14;26,00;0,00;3,00;19,00;13,00;6,93;0,00;3,47;6,93
2020-06-21;16,00;3,00;0,00;16,00;13,00;0,00;0,00;7,11;3,56
2020-06-28;16,00;0,00;0,00;16,00;6,00;7,11;7,11;10,67;10,67
2020-07-05;27,00;7,00;3,00;3,00;3,00;3,60;0,00;3,60;0,00
2020-07-12;30,00;0,00;7,00;17,00;0,00;6,67;6,67;3,33;6,67
2020-07-19;21,00;0,00;10,00;17,00;14,00;0,00;0,00;0,00;7,00
2020-07-26;25,00;0,00;0,00;0,00;0,00;14,29;0,00;0,00;7,14
2020-08-02;27,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;13,50
2020-08-09;30,00;11,00;11,00;19,00;7,00;3,53;7,06;3,53;15,88
2020-08-16;29,00;0,00;0,00;4,00;0,00;25,59;6,82;3,41;6,82
2020-08-23;14,00;17,00;3,00;17,00;7,00;7,00;3,50;0,00;61,25
2020-08-30;7,00;7,00;10,00;16,00;7,00;3,50;0,00;0,00;0,00
