Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;30,00;560,00;0,00;20,00;20,00;19,00;35,00;5,00;22,00;11,54;18,46;2,31;0,00
2019-01-13;21,00;472,50;10,50;5,25;21,00;23,00;41,00;15,00;18,00;4,67;9,33;2,33;4,67
2019-01-20;20,00;410,00;10,00;20,00;10,00;25,00;52,00;2,00;37,00;12,50;22,50;2,50;0,00
2019-01-27;22,00;506,00;11,00;11,00;22,00;32,00;40,00;5,00;35,00;9,78;7,33;4,89;0,00
2019-02-03;26,00;611,00;13,00;13,00;26,00;29,00;58,00;5,00;26,00;7,09;18,91;0,00;0,00
2019-02-10;23,00;621,00;11,50;23,00;23,00;29,00;31,00;10,00;16,00;9,20;9,20;6,90;0,00
2019-02-17;37,00;653,67;6,17;24,67;24,67;26,00;58,00;8,00;26,00;4,93;29,60;4,93;2,47
2019-02-24;23,00;494,50;0,00;11,50;34,50;31,00;56,00;5,00;23,00;6,90;9,20;4,60;0,00
2019-03-03;27,00;621,00;13,50;13,50;27,00;27,00;27,00;11,00;16,00;4,91;22,09;0,00;2,45
2019-03-10;32,00;512,00;5,33;21,33;21,33;21,00;63,00;11,00;32,00;17,23;19,69;2,46;0,00
2019-03-17;19,00;494,00;0,00;28,50;19,00;29,00;32,00;3,00;24,00;4,75;16,63;0,00;2,38
2019-03-24;26,00;702,00;6,50;13,00;39,00;50,00;34,00;3,00;37,00;14,18;18,91;4,73;0,00
2019-03-31;20,00;490,00;10,00;30,00;30,00;48,00;51,00;13,00;25,00;13,33;22,22;2,22;0,00
2019-04-07;38,00;557,33;6,33;25,33;25,33;8,00;38,00;10,00;26,00;14,25;9,50;7,13;4,75
2019-04-14;52,00;1040,00;5,20;20,80;10,40;38,00;60,00;8,00;52,00;11,82;40,18;4,73;0,00
2019-04-21;13,00;546,00;6,50;26,00;26,00;23,00;41,00;18,00;29,00;18,20;31,20;2,60;0,00
2019-04-28;47,00;505,25;5,88;11,75;11,75;23,00;31,00;5,00;26,00;18,80;9,40;0,00;4,70
2019-05-05;30,00;490,00;5,00;30,00;40,00;38,00;38,00;8,00;18,00;11,54;18,46;6,92;0,00
2019-05-12;28,00;401,33;0,00;9,33;28,00;23,00;41,00;13,00;41,00;9,33;23,33;4,67;0,00
2019-05-19;38,00;595,33;6,33;12,67;12,67;38,00;36,00;13,00;31,00;21,38;11,88;4,75;0,00
2019-05-26;28,00;364,00;4,67;18,67;18,67;43,00;28,00;20,00;28,00;11,67;23,33;4,67;0,00
2019-06-02;47,00;564,00;5,88;35,25;23,50;49,00;47,00;5,00;39,00;25,85;25,85;7,05;2,35
2019-06-09;52,00;457,60;0,00;41,60;31,20;27,00;52,00;15,00;37,00;14,18;33,09;7,09;0,00
2019-06-16;26,00;637,00;6,50;39,00;26,00;70,00;52,00;21,00;29,00;11,82;28,36;7,09;0,00
2019-06-23;24,00;540,00;6,00;24,00;36,00;40,00;50,00;16,00;32,00;21,60;24,00;14,40;7,20
2019-06-30;37,00;604,33;6,17;49,33;37,00;53,00;77,00;16,00;45,00;37,00;27,75;6,94;0,00
2019-07-07;23,00;529,00;11,50;34,50;46,00;36,00;64,00;15,00;31,00;25,30;27,60;9,20;4,60
2019-07-14;45,00;528,75;5,63;22,50;33,75;46,00;86,00;16,00;29,00;33,16;59,21;16,58;4,74
2019-07-21;21,00;577,50;10,50;31,50;21,00;40,00;59,00;21,00;32,00;23,33;23,33;2,33;0,00
2019-07-28;49,00;649,25;6,13;36,75;36,75;55,00;66,00;27,00;41,00;23,33;16,33;2,33;2,33
2019-08-04;47,00;693,25;23,50;35,25;47,00;52,00;58,00;30,00;41,00;32,90;35,25;4,70;2,35
2019-08-11;42,00;661,50;10,50;31,50;21,00;50,00;100,00;33,00;25,00;32,67;32,67;21,00;4,67
2019-08-18;44,00;561,00;0,00;33,00;22,00;66,00;60,00;25,00;52,00;24,44;19,56;12,22;0,00
2019-08-25;42,00;609,00;10,50;31,50;21,00;42,00;60,00;16,00;49,00;11,67;28,00;2,33;4,67
2019-09-01;34,00;532,67;11,33;34,00;45,33;49,00;66,00;17,00;44,00;15,87;38,53;2,27;0,00
2019-09-08;36,00;552,00;12,00;24,00;24,00;39,00;73,00;19,00;41,00;14,40;19,20;4,80;0,00
2019-09-15;43,00;559,00;5,38;32,25;32,25;36,00;50,00;12,00;45,00;11,94;31,06;2,39;2,39
2019-09-22;31,00;537,33;5,17;31,00;20,67;31,00;48,00;22,00;27,00;7,15;16,69;2,38;2,38
2019-09-29;26,00;702,00;13,00;26,00;39,00;29,00;60,00;14,00;26,00;14,18;26,00;4,73;2,36
2019-10-06;50,00;500,00;5,00;20,00;20,00;19,00;65,00;10,00;26,00;19,05;21,43;9,52;2,38
2019-10-13;19,00;408,50;9,50;38,00;19,00;24,00;40,00;7,00;31,00;19,00;19,00;0,00;0,00
2019-10-20;30,00;430,00;10,00;20,00;20,00;19,00;63,00;14,00;37,00;18,46;27,69;2,31;0,00
2019-10-27;7,00;294,00;7,00;14,00;21,00;36,00;48,00;21,00;40,00;18,67;14,00;4,67;2,33
2019-11-03;14,00;700,00;14,00;42,00;42,00;35,00;44,00;9,00;28,00;9,33;16,33;0,00;4,67
2019-11-10;21,00;535,50;0,00;21,00;31,50;23,00;37,00;5,00;35,00;14,00;11,67;2,33;4,67
2019-11-17;34,00;498,67;5,67;34,00;34,00;25,00;32,00;7,00;21,00;2,43;14,57;4,86;4,86
2019-11-24;16,00;720,00;16,00;48,00;16,00;23,00;41,00;7,00;34,00;6,86;18,29;4,57;2,29
2019-12-01;21,00;535,50;10,50;31,50;21,00;26,00;48,00;12,00;48,00;11,67;4,67;2,33;2,33
2019-12-08;15,00;600,00;0,00;45,00;45,00;42,00;39,00;10,00;12,00;12,50;7,50;5,00;2,50
2019-12-15;7,00;259,00;0,00;14,00;14,00;16,00;37,00;5,00;19,00;11,67;16,33;4,67;0,00
2019-12-22;16,00;688,00;8,00;32,00;32,00;32,00;47,00;0,00;21,00;2,29;18,29;2,29;0,00
2019-12-29;8,00;384,00;0,00;16,00;24,00;10,00;47,00;5,00;31,00;13,33;24,00;2,67;0,00
2020-01-05;14,00;700,00;7,00;28,00;28,00;17,00;50,00;2,00;26,00;11,67;11,67;7,00;2,33
2020-01-12;22,00;616,00;5,50;22,00;22,00;11,00;59,00;7,00;33,00;9,78;4,89;4,89;2,44
2020-01-19;37,00;604,33;12,33;12,33;24,67;24,00;15,00;17,00;24,00;11,56;16,19;2,31;0,00
2020-01-26;25,00;600,00;12,50;25,00;37,50;38,00;38,00;9,00;25,00;10,00;30,00;5,00;0,00
2020-02-02;25,00;612,50;6,25;25,00;25,00;29,00;43,00;11,00;18,00;5,00;20,00;5,00;2,50
2020-02-09;25,00;525,00;12,50;25,00;25,00;36,00;49,00;9,00;40,00;5,00;22,50;5,00;0,00
2020-02-16;25,00;625,00;6,25;12,50;37,50;25,00;56,00;18,00;36,00;12,50;20,00;10,00;0,00
2020-02-23;22,00;462,00;11,00;11,00;22,00;42,00;58,00;4,00;24,00;9,78;4,89;0,00;0,00
2020-03-01;19,00;361,00;0,00;9,50;19,00;17,00;58,00;0,00;32,00;9,50;2,38;4,75;0,00
2020-03-08;15,00;465,00;7,50;15,00;15,00;21,00;21,00;0,00;21,00;7,50;10,00;2,50;0,00
2020-03-15;23,00;172,50;5,75;5,75;23,00;12,00;12,00;2,00;6,00;4,60;13,80;2,30;0,00
2020-03-22;8,00;104,00;4,00;0,00;8,00;8,00;8,00;2,00;2,00;0,00;2,67;5,33;2,67
2020-03-29;8,00;88,00;0,00;8,00;8,00;12,00;0,00;4,00;4,00;5,33;2,67;5,33;0,00
2020-04-05;10,00;130,00;5,00;10,00;0,00;17,00;8,00;4,00;4,00;0,00;7,50;2,50;2,50
2020-04-12;2,00;52,00;2,00;2,00;0,00;10,00;14,00;4,00;8,00;2,00;0,00;2,00;0,00
2020-04-19;4,00;88,00;4,00;4,00;4,00;9,00;15,00;2,00;4,00;0,00;2,00;2,00;0,00
2020-04-26;6,00;54,00;0,00;0,00;0,00;2,00;6,00;2,00;10,00;0,00;3,00;6,00;0,00
2020-05-03;2,00;40,00;0,00;2,00;2,00;8,00;4,00;8,00;6,00;2,00;4,00;0,00;2,00
2020-05-10;6,00;54,00;0,00;3,00;6,00;6,00;6,00;6,00;12,00;6,00;3,00;3,00;0,00
2020-05-17;2,00;48,00;2,00;4,00;4,00;6,00;8,00;4,00;2,00;2,00;0,00;4,00;2,00
2020-05-24;19,00;76,00;4,75;4,75;9,50;14,00;12,00;8,00;8,00;2,38;7,13;7,13;0,00
2020-05-31;8,00;104,00;4,00;8,00;4,00;12,00;22,00;10,00;8,00;2,67;2,67;8,00;0,00
2020-06-07;18,00;117,00;0,00;4,50;4,50;6,00;10,00;4,00;8,00;6,75;4,50;0,00;0,00
2020-06-14;13,00;182,00;6,50;6,50;13,00;15,00;21,00;2,00;13,00;5,20;7,80;0,00;0,00
2020-06-21;13,00;169,00;0,00;13,00;6,50;16,00;14,00;0,00;9,00;6,50;8,67;0,00;0,00
2020-06-28;7,00;77,00;3,50;7,00;7,00;13,00;36,00;9,00;7,00;16,33;11,67;7,00;2,33
2020-07-05;19,00;171,00;4,75;9,50;19,00;12,00;35,00;5,00;25,00;11,88;7,13;0,00;0,00
2020-07-12;19,00;142,50;4,75;4,75;9,50;19,00;24,00;0,00;14,00;4,75;237,50;0,00;0,00
2020-07-19;17,00;136,00;4,25;4,25;8,50;19,00;22,00;0,00;15,00;12,14;68,00;0,00;0,00
2020-07-26;20,00;200,00;5,00;0,00;10,00;17,00;22,00;2,00;15,00;10,00;27,50;0,00;0,00
2020-08-02;27,00;270,00;13,50;13,50;27,00;42,00;29,00;17,00;7,00;9,82;9,82;12,27;0,00
2020-08-09;22,00;198,00;0,00;5,50;22,00;27,00;34,00;5,00;19,00;7,33;2,44;0,00;2,44
2020-08-16;15,00;300,00;7,50;7,50;15,00;35,00;15,00;7,00;20,00;12,50;17,50;2,50;0,00
2020-08-23;14,00;294,00;7,00;14,00;42,00;17,00;38,00;14,00;14,00;7,00;2,33;4,67;4,67
2020-08-30;28,00;186,67;4,67;9,33;9,33;14,00;19,00;7,00;19,00;7,00;7,00;0,00;0,00
2020-09-06;7,00;126,00;0,00;7,00;14,00;9,00;21,00;12,00;19,00;4,67;11,67;4,67;2,33
2020-09-13;7,00;126,00;0,00;3,50;7,00;13,00;31,00;0,00;20,00;7,00;7,00;2,33;0,00
2020-09-20;9,00;207,00;4,50;9,00;4,50;20,00;16,00;2,00;11,00;2,25;2,25;0,00;0,00
2020-09-27;16,00;352,00;0,00;8,00;16,00;14,00;21,00;2,00;18,00;9,14;6,86;2,29;2,29
2020-10-04;7,00;154,00;0,00;7,00;14,00;14,00;14,00;5,00;16,00;11,67;4,67;0,00;4,67
2020-10-11;5,00;180,00;5,00;10,00;10,00;7,00;25,00;2,00;10,00;7,50;5,00;5,00;0,00
2020-10-18;2,00;68,00;2,00;4,00;4,00;12,00;7,00;5,00;0,00;4,00;6,00;2,00;2,00
2020-10-25;16,00;208,00;8,00;8,00;16,00;2,00;7,00;5,00;12,00;9,14;0,00;0,00;0,00
2020-11-01;11,00;110,00;0,00;11,00;5,50;18,00;5,00;7,00;9,00;6,60;2,20;4,40;0,00
2020-11-08;7,00;91,00;0,00;3,50;3,50;5,00;9,00;2,00;5,00;2,33;2,33;0,00;0,00
2020-11-15;7,00;70,00;3,50;7,00;7,00;0,00;2,00;2,00;9,00;2,33;0,00;0,00;0,00
2020-11-22;2,00;36,00;0,00;4,00;2,00;14,00;14,00;5,00;5,00;0,00;4,00;0,00;2,00
2020-11-29;5,00;120,00;5,00;10,00;20,00;7,00;12,00;2,00;5,00;10,00;7,50;2,50;2,50
2020-12-06;7,00;105,00;0,00;3,50;7,00;12,00;17,00;7,00;9,00;0,00;7,00;0,00;2,33
2020-12-13;7,00;77,00;3,50;3,50;3,50;16,00;12,00;7,00;12,00;9,33;0,00;2,33;0,00
2020-12-20;8,00;88,00;0,00;0,00;8,00;18,00;3,00;3,00;8,00;5,33;5,33;0,00;0,00
2020-12-27;5,00;150,00;5,00;5,00;5,00;5,00;18,00;0,00;13,00;2,50;5,00;2,50;0,00
2021-01-03;5,00;130,00;5,00;5,00;10,00;5,00;9,00;2,00;2,00;0,00;10,00;0,00;0,00
2021-01-10;2,00;68,00;2,00;4,00;2,00;5,00;9,00;2,00;5,00;2,00;0,00;2,00;0,00
2021-01-17;2,00;52,00;0,00;2,00;4,00;9,00;9,00;2,00;7,00;6,00;2,00;0,00;0,00
2021-01-24;7,00;91,00;7,00;3,50;3,50;14,00;0,00;5,00;2,00;2,33;2,33;0,00;0,00
2021-01-31;2,00;40,00;2,00;4,00;2,00;2,00;0,00;2,00;2,00;0,00;4,00;0,00;0,00
