Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;43,00;13,00;7,00;3,00;7,00;10,00;10,00;3,00;3,00;3,00;3,00;3,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;33,00;3,00;0,00;10,00;20,00;16,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-01-20;38,00;16,00;6,00;3,00;3,00;3,00;0,00;0,00;0,00;6,00;0,00;3,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-01-27;19,00;0,00;9,00;6,00;9,00;6,00;3,00;9,00;3,00;12,00;3,00;9,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00
2019-02-03;33,00;3,00;26,00;13,00;7,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;29,00;16,00;19,00;3,00;10,00;3,00;10,00;0,00;3,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;23,00;20,00;3,00;3,00;7,00;7,00;7,00;3,00;7,00;0,00;0,00;7,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;39,00;6,00;3,00;6,00;6,00;0,00;10,00;0,00;10,00;6,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00
2019-03-03;43,00;10,00;17,00;30,00;10,00;3,00;17,00;7,00;3,00;0,00;7,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00
2019-03-10;42,00;0,00;13,00;6,00;10,00;6,00;16,00;0,00;0,00;6,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00
2019-03-17;30,00;7,00;13,00;17,00;10,00;7,00;0,00;10,00;7,00;13,00;13,00;3,00;0,00;0,00;0,00;3,00;3,00;0,00;3,00;0,00;0,00
2019-03-24;7,00;10,00;7,00;10,00;7,00;7,00;0,00;0,00;13,00;3,00;3,00;3,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00
2019-03-31;36,00;13,00;10,00;3,00;3,00;13,00;3,00;13,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00
2019-04-07;52,00;10,00;21,00;7,00;21,00;17,00;3,00;0,00;3,00;3,00;0,00;7,00;0,00;7,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00
2019-04-14;28,00;4,00;35,00;21,00;7,00;7,00;7,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00
2019-04-21;40,00;13,00;17,00;17,00;3,00;0,00;3,00;3,00;7,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;38,00;6,00;9,00;16,00;9,00;28,00;0,00;6,00;3,00;3,00;3,00;16,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;25,00;12,00;9,00;3,00;12,00;6,00;0,00;6,00;9,00;6,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00
