Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;43,00;291,44;28,67;43,00;66,89;50,00;46,00;28,00;34,00;24,12;34,61;5,24;8,39
2019-01-13;44,00;273,78;29,33;48,89;73,33;44,00;38,00;29,00;36,00;23,05;31,43;7,33;7,33
2019-01-20;43,00;281,89;33,44;43,00;76,44;51,00;42,00;27,00;34,00;20,98;32,51;4,20;7,34
2019-01-27;37,00;317,14;42,29;52,86;63,43;42,00;52,00;16,00;35,00;22,20;32,77;5,29;5,29
2019-02-03;38,00;304,00;33,25;47,50;61,75;58,00;41,00;16,00;36,00;22,59;32,86;6,16;5,14
2019-02-10;36,00;329,14;36,00;51,43;61,71;55,00;40,00;18,00;39,00;23,66;37,03;7,20;5,14
2019-02-17;40,00;330,00;35,00;45,00;60,00;59,00;42,00;12,00;35,00;26,67;29,74;7,18;6,15
2019-02-24;39,00;312,00;34,13;48,75;58,50;67,00;41,00;19,00;45,00;27,71;32,84;8,21;5,13
2019-03-03;37,00;327,71;31,71;52,86;63,43;58,00;46,00;17,00;40,00;31,71;31,71;8,46;6,34
2019-03-10;43,00;301,00;33,44;47,78;57,33;54,00;43,00;17,00;38,00;22,02;35,66;6,29;6,29
2019-03-17;44,00;332,44;34,22;48,89;58,67;57,00;45,00;15,00;37,00;24,10;32,48;6,29;5,24
2019-03-24;43,00;305,78;28,67;47,78;57,33;50,00;40,00;15,00;37,00;26,22;32,51;7,34;5,24
2019-03-31;51,00;346,80;35,70;51,00;91,80;57,00;47,00;29,00;36,00;26,02;46,84;7,29;8,33
2019-04-07;54,00;338,73;39,27;54,00;73,64;61,00;46,00;29,00;39,00;28,04;37,38;10,38;9,35
2019-04-14;64,00;492,31;39,38;49,23;68,92;60,00;47,00;32,00;44,00;29,38;47,21;8,39;10,49
2019-04-21;57,00;357,55;36,27;51,82;67,36;69,00;46,00;35,00;38,00;33,78;32,72;11,61;10,56
2019-04-28;56,00;336,00;35,64;61,09;71,27;65,00;44,00;36,00;36,00;27,47;31,70;8,45;8,45
2019-05-05;48,00;292,80;33,60;48,00;62,40;55,00;40,00;30,00;37,00;27,13;34,43;7,30;8,35
2019-05-12;53,00;298,73;28,91;48,18;67,45;61,00;46,00;30,00;34,00;27,56;29,68;7,42;8,48
2019-05-19;53,00;298,73;28,91;53,00;77,09;57,00;45,00;31,00;36,00;27,02;28,06;8,31;9,35
2019-05-26;59,00;319,58;34,42;44,25;73,75;57,00;44,00;28,00;31,00;31,61;28,45;9,48;8,43
2019-06-02;60,00;325,00;35,00;50,00;65,00;64,00;50,00;30,00;34,00;29,47;31,58;8,42;10,53
2019-06-09;59,00;354,00;34,42;49,17;68,83;67,00;51,00;33,00;37,00;36,88;29,50;10,54;9,48
2019-06-16;67,00;365,92;41,23;56,69;82,46;73,00;48,00;28,00;44,00;33,50;33,50;11,52;12,56
2019-06-23;74,00;370,00;34,53;54,27;74,00;75,00;47,00;35,00;38,00;30,23;33,35;11,46;9,38
2019-06-30;67,00;365,92;30,92;56,69;82,46;71,00;47,00;33,00;37,00;31,41;35,59;11,52;10,47
2019-07-07;71,00;360,07;40,57;50,71;81,14;81,00;51,00;31,00;42,00;35,50;35,50;16,71;10,44
2019-07-14;71,00;385,43;35,50;55,79;76,07;73,00;47,00;33,00;44,00;40,72;35,50;14,62;9,40
2019-07-21;80,00;390,00;35,00;50,00;80,00;79,00;55,00;32,00;45,00;39,48;42,60;12,47;10,39
2019-07-28;77,00;390,13;41,07;56,47;82,13;94,00;55,00;38,00;44,00;45,36;39,03;11,60;12,66
2019-08-04;88,00;371,56;39,11;53,78;78,22;100,00;57,00;32,00;46,00;46,10;48,19;11,52;11,52
2019-08-11;91,00;394,33;45,50;60,67;75,83;96,00;61,00;36,00;46,00;53,34;47,07;13,60;11,51
2019-08-18;80,00;360,00;40,00;75,00;75,00;81,00;51,00;32,00;41,00;43,64;35,32;12,47;12,47
2019-08-25;70,00;335,00;40,00;70,00;70,00;71,00;50,00;34,00;42,00;31,34;35,52;11,49;9,40
2019-09-01;71,00;329,64;30,43;55,79;81,14;64,00;43,00;31,00;37,00;30,28;32,37;6,26;10,44
2019-09-08;67,00;350,46;36,08;61,85;77,31;61,00;46,00;36,00;39,00;27,22;33,50;8,38;9,42
2019-09-15;59,00;319,58;34,42;59,00;73,75;63,00;48,00;33,00;43,00;31,05;35,19;9,32;8,28
2019-09-22;61,00;330,42;35,58;55,92;71,17;69,00;53,00;33,00;40,00;23,78;32,05;10,34;20,68
2019-09-29;52,00;348,40;36,40;67,60;67,60;63,00;42,00;26,00;38,00;28,65;31,84;7,43;10,61
2019-10-06;53,00;298,73;33,73;57,82;72,27;56,00;44,00;26,00;40,00;23,32;33,92;6,36;9,54
2019-10-13;59,00;339,25;39,33;63,92;73,75;60,00;41,00;29,00;39,00;25,29;36,88;8,43;8,43
2019-10-20;55,00;350,00;35,00;60,00;80,00;64,00;50,00;29,00;44,00;33,21;33,21;8,30;12,45
2019-10-27;51,00;367,20;35,70;56,10;76,50;54,00;45,00;31,00;34,00;31,88;39,31;7,44;11,69
2019-11-03;46,00;332,22;35,78;61,33;76,67;49,00;45,00;27,00;35,00;28,88;35,30;6,42;7,49
2019-11-10;46,00;311,78;30,67;51,11;81,78;50,00;38,00;27,00;38,00;23,00;30,32;5,23;9,41
2019-11-17;52,00;301,60;41,60;67,60;72,80;45,00;34,00;25,00;33,00;24,41;27,59;7,43;8,49
2019-11-24;42,00;288,75;36,75;57,75;68,25;50,00;37,00;32,00;36,00;21,00;29,40;7,35;8,40
2019-12-01;55,00;290,00;35,00;65,00;65,00;41,00;40,00;28,00;42,00;26,44;31,73;6,35;7,40
2019-12-08;46,00;291,33;35,78;61,33;66,44;47,00;39,00;29,00;37,00;29,27;26,14;5,23;7,32
2019-12-15;56,00;315,64;30,55;76,36;71,27;49,00;50,00;27,00;39,00;21,78;31,11;6,22;9,33
2019-12-22;54,00;328,91;29,45;58,91;78,55;56,00;46,00;31,00;35,00;24,35;34,94;6,35;8,47
2019-12-29;51,00;362,10;30,60;56,10;76,50;57,00;44,00;31,00;38,00;25,50;42,50;5,31;7,44
2020-01-05;44,00;293,33;34,22;48,89;68,44;65,00;39,00;27,00;41,00;20,95;33,52;5,24;7,33
2020-01-12;43,00;301,00;28,67;43,00;66,89;57,00;46,00;31,00;38,00;25,17;36,71;5,24;8,39
2020-01-19;53,00;284,27;28,91;48,18;67,45;60,00;42,00;31,00;39,00;27,56;34,98;7,42;7,42
2020-01-26;44,00;288,44;34,22;68,44;63,56;70,00;35,00;26,00;37,00;20,95;36,67;6,29;7,33
