Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2020-05-17;60,00;20,57;10,29;25,71;0,00;7,00;0,00;7,00;13,00
2020-05-24;43,00;30,96;30,96;20,64;3,44;14,00;4,00;7,00;11,00
2020-05-31;58,00;29,00;10,24;29,00;10,24;16,00;19,00;10,00;6,00
2020-06-07;36,00;29,14;17,14;10,29;6,86;7,00;3,00;13,00;23,00
2020-06-14;70,00;33,25;10,50;26,25;0,00;3,00;13,00;17,00;7,00
2020-06-21;67,00;24,05;3,44;17,18;6,87;10,00;3,00;17,00;7,00
2020-06-28;43,00;18,92;13,76;51,60;6,88;20,00;7,00;16,00;20,00
2020-07-05;49,00;17,50;10,50;38,50;0,00;17,00;0,00;7,00;10,00
2020-07-12;65,00;13,68;6,84;17,11;3,42;18,00;4,00;22,00;11,00
2020-07-19;51,00;25,50;18,70;28,90;3,40;11,00;0,00;18,00;11,00
2020-07-26;48,00;32,57;32,57;0,00;0,00;18,00;0,00;4,00;18,00
2020-08-02;56,00;15,27;15,27;37,33;0,00;15,00;4,00;11,00;4,00
2020-08-09;30,00;19,41;65,29;33,53;3,53;11,00;7,00;4,00;19,00
2020-08-16;41,00;37,43;23,17;23,17;3,57;11,00;7,00;22,00;18,00
2020-08-23;40,00;26,09;13,91;29,57;0,00;7,00;4,00;15,00;0,00
2020-08-30;49,00;22,75;3,50;22,75;7,00;4,00;11,00;15,00;8,00
2020-09-06;34,00;23,26;16,11;42,95;0,00;7,00;4,00;11,00;15,00
2020-09-13;45,00;90,00;22,50;38,08;3,46;4,00;4,00;4,00;7,00
2020-09-20;36,00;61,71;18,86;36,00;3,43;7,00;4,00;7,00;7,00
2020-09-27;26,00;19,07;15,60;26,00;6,93;15,00;7,00;11,00;15,00
2020-10-04;56,00;42,00;22,75;15,75;0,00;11,00;11,00;22,00;64,00
2020-10-11;35,00;19,25;15,75;22,75;3,50;35,00;0,00;15,00;4,00
