Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;41,00;10,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;14,64;30,75;0,00;0,00;9,46;72,54;0,00;0,00;5,00;5,00;0,00
2019-01-13;45,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,00;30,00;0,00;0,00;0,00;54,64;0,00;5,00;0,00;5,00;0,00
2019-01-20;30,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,29;64,29;0,00;0,00;0,00;57,00;0,00;0,00;0,00;0,00;5,00
2019-01-27;29,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;10,15;24,65;0,00;0,00;0,00;54,78;0,00;0,00;5,00;0,00;5,00
2019-02-03;34,00;5,00;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,22;63,57;0,00;0,00;6,18;68,00;0,00;0,00;10,00;0,00;0,00
2019-02-10;34,00;5,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,43;48,78;0,00;0,00;0,00;68,00;0,00;0,00;10,00;0,00;5,00
2019-02-17;20,00;5,00;15,00;0,00;0,00;0,00;0,00;5,00;5,00;4,62;10,77;46,15;0,00;0,00;0,00;63,33;0,00;0,00;5,00;0,00;0,00
2019-02-24;34,00;5,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,13;44,35;0,00;0,00;0,00;61,82;0,00;0,00;10,00;0,00;0,00
2019-03-03;45,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,50;36,00;0,00;0,00;0,00;61,07;0,00;0,00;10,00;0,00;0,00
2019-03-10;60,00;5,00;25,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;14,63;35,12;0,00;0,00;0,00;34,74;0,00;0,00;0,00;10,00;5,00
2019-03-17;41,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,50;35,14;0,00;0,00;0,00;59,92;6,31;0,00;5,00;0,00;5,00
2019-03-24;67,00;21,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;10,20;40,78;0,00;0,00;0,00;25,52;0,00;0,00;0,00;5,00;5,00
2019-03-31;71,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,14;40,57;4,35;0,00;0,00;46,30;0,00;0,00;0,00;10,00;0,00
2019-04-07;36,00;5,00;10,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;10,08;66,24;0,00;0,00;0,00;69,00;0,00;0,00;0,00;5,00;0,00
2019-04-14;31,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,90;53,14;0,00;0,00;0,00;46,50;0,00;0,00;0,00;10,00;0,00
2019-04-21;58,00;0,00;5,00;0,00;0,00;5,00;0,00;5,00;0,00;10,41;16,36;20,82;0,00;0,00;0,00;64,44;0,00;0,00;5,00;5,00;0,00
2019-04-28;65,00;5,00;5,00;0,00;5,00;0,00;0,00;5,00;0,00;4,33;4,33;75,11;0,00;0,00;6,19;74,29;0,00;0,00;5,00;5,00;0,00
2019-05-05;41,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,25;35,14;0,00;0,00;0,00;66,23;0,00;0,00;0,00;10,00;5,00
2019-05-12;31,00;10,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;16,24;53,14;0,00;0,00;0,00;31,00;0,00;0,00;0,00;5,00;5,00
2019-05-19;42,00;10,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;69,00;6,00;0,00;0,00;87,23;0,00;0,00;0,00;10,00;5,00
2019-05-26;75,00;11,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,47;48,53;0,00;0,00;0,00;84,38;0,00;0,00;5,00;0,00;0,00
2019-06-02;47,00;5,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;63,16;0,00;0,00;0,00;313,33;0,00;0,00;10,00;10,00;5,00
2019-06-09;73,00;10,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;5,84;10,22;83,22;0,00;0,00;0,00;111,09;0,00;0,00;10,00;5,00;0,00
2019-06-16;52,00;5,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,94;52,00;0,00;0,00;0,00;48,75;0,00;0,00;10,00;0,00;0,00
2019-06-23;54,00;5,00;22,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;10,22;48,16;0,00;0,00;0,00;76,24;0,00;0,00;16,00;0,00;0,00
2019-06-30;55,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;5,95;22,30;60,95;0,00;9,71;0,00;51,76;6,47;0,00;5,00;0,00;0,00
2019-07-07;41,00;10,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,36;73,21;0,00;0,00;6,31;78,85;0,00;0,00;5,00;0,00;5,00
2019-07-14;53,00;11,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,19;47,11;0,00;0,00;0,00;56,12;0,00;0,00;0,00;0,00;0,00
2019-07-21;60,00;11,00;22,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,85;64,39;0,00;0,00;0,00;28,42;0,00;0,00;0,00;0,00;5,00
2019-07-28;64,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,82;80,00;0,00;0,00;0,00;70,40;0,00;0,00;5,00;0,00;5,00
2019-08-04;53,00;5,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,19;42,69;5,89;6,24;0,00;59,24;0,00;11,00;5,00;0,00;11,00
2019-08-11;57,00;0,00;10,00;0,00;0,00;0,00;0,00;10,00;5,00;0,00;16,50;37,50;0,00;0,00;0,00;79,17;0,00;0,00;0,00;0,00;5,00
