Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;43,00;36,00;25,00;50,00;2,00;0,00;7,00;5,00;2,00
2019-01-13;24,00;15,00;22,00;57,00;2,00;4,00;11,00;4,00;7,00
2019-01-20;20,00;13,00;18,00;59,00;2,00;4,00;2,00;0,00;0,00
2019-01-27;15,00;17,00;22,00;33,00;0,00;0,00;9,00;17,00;0,00
2019-02-03;24,00;60,00;20,00;31,00;4,00;0,00;7,00;4,00;4,00
2019-02-10;23,00;32,00;14,00;34,00;2,00;4,00;2,00;13,00;2,00
2019-02-17;22,00;20,00;7,00;31,00;0,00;2,00;4,00;7,00;2,00
2019-02-24;19,00;37,00;16,00;47,00;5,00;2,00;5,00;9,00;9,00
2019-03-03;18,00;33,00;29,00;51,00;4,00;4,00;2,00;11,00;4,00
2019-03-10;24,00;22,00;7,00;40,00;0,00;0,00;4,00;18,00;7,00
2019-03-17;35,00;21,00;12,00;40,00;2,00;9,00;9,00;9,00;2,00
2019-03-24;14,00;21,00;7,00;30,00;2,00;0,00;7,00;9,00;7,00
2019-03-31;21,00;25,00;7,00;37,00;0,00;2,00;12,00;2,00;0,00
2019-04-07;16,00;25,00;9,00;51,00;0,00;0,00;7,00;5,00;2,00
2019-04-14;13,00;20,00;8,00;84,00;0,00;5,00;3,00;0,00;0,00
2019-04-21;15,00;17,00;12,00;34,00;0,00;0,00;0,00;2,00;7,00
2019-04-28;14,00;25,00;18,00;41,00;0,00;0,00;2,00;5,00;0,00
2019-05-05;24,00;31,00;9,00;40,00;2,00;2,00;4,00;0,00;7,00
2019-05-12;14,00;18,00;14,00;34,00;2,00;0,00;11,00;5,00;5,00
2019-05-19;23,00;18,00;11,00;27,00;0,00;2,00;2,00;2,00;5,00
2019-05-26;26,00;9,00;5,00;28,00;0,00;0,00;0,00;0,00;7,00
2019-06-02;11,00;18,00;7,00;43,00;0,00;0,00;7,00;11,00;2,00
2019-06-09;14,00;23,00;7,00;28,00;0,00;2,00;2,00;2,00;2,00
2019-06-16;33,00;19,00;19,00;51,00;0,00;0,00;5,00;9,00;0,00
2019-06-23;14,00;14,00;14,00;63,00;0,00;0,00;0,00;0,00;7,00
2019-06-30;21,00;23,00;14,00;41,00;2,00;0,00;7,00;2,00;5,00
2019-07-07;18,00;21,00;9,00;44,00;2,00;5,00;7,00;7,00;2,00
2019-07-14;24,00;17,00;17,00;24,00;0,00;2,00;2,00;0,00;0,00
2019-07-21;23,00;20,00;10,00;55,00;0,00;0,00;0,00;5,00;3,00
2019-07-28;17,00;22,00;12,00;46,00;0,00;5,00;0,00;0,00;0,00
2019-08-04;22,00;19,00;19,00;46,00;0,00;2,00;2,00;2,00;0,00
2019-08-11;12,00;16,00;9,00;42,00;0,00;0,00;7,00;0,00;0,00
2019-08-18;14,00;31,00;26,00;38,00;0,00;7,00;5,00;2,00;7,00
2019-08-25;23,00;14,00;7,00;42,00;2,00;2,00;5,00;7,00;5,00
2019-09-01;11,00;7,00;11,00;57,00;0,00;0,00;2,00;5,00;2,00
2019-09-08;11,00;30,00;18,00;41,00;5,00;2,00;0,00;5,00;0,00
2019-09-15;16,00;14,00;11,00;46,00;2,00;0,00;5,00;2,00;2,00
2019-09-22;33,00;22,00;4,00;58,00;0,00;0,00;0,00;7,00;2,00
2019-09-29;24,00;16,00;24,00;51,00;0,00;2,00;4,00;4,00;2,00
2019-10-06;22,00;42,00;22,00;65,00;0,00;0,00;2,00;2,00;2,00
2019-10-13;20,00;15,00;11,00;51,00;0,00;0,00;4,00;7,00;4,00
2019-10-20;15,00;15,00;6,00;61,00;2,00;2,00;9,00;0,00;6,00
2019-10-27;9,00;26,00;11,00;28,00;0,00;0,00;4,00;6,00;0,00
2019-11-03;10,00;17,00;6,00;54,00;0,00;0,00;2,00;8,00;0,00
2019-11-10;23,00;36,00;27,00;54,00;0,00;2,00;2,00;8,00;6,00
2019-11-17;11,00;13,00;15,00;55,00;2,00;2,00;13,00;6,00;0,00
2019-11-24;10,00;31,00;6,00;50,00;2,00;2,00;2,00;0,00;0,00
2019-12-01;17,00;17,00;17,00;28,00;4,00;2,00;2,00;2,00;6,00
2019-12-08;21,00;25,00;8,00;44,00;2,00;4,00;0,00;4,00;10,00
2019-12-15;26,00;30,00;15,00;24,00;11,00;2,00;4,00;2,00;0,00
2019-12-22;22,00;40,00;20,00;72,00;0,00;15,00;2,00;5,00;2,00
2019-12-29;28,00;28,00;14,00;62,00;2,00;5,00;2,00;0,00;9,00
2020-01-05;12,00;33,00;8,00;56,00;0,00;6,00;6,00;2,00;6,00
2020-01-12;28,00;30,00;26,00;51,00;0,00;2,00;2,00;6,00;10,00
2020-01-19;16,00;32,00;12,00;85,00;0,00;6,00;6,00;4,00;4,00
2020-01-26;28,00;24,00;10,00;34,00;0,00;2,00;24,00;2,00;2,00
2020-02-02;14,00;16,00;16,00;38,00;2,00;0,00;12,00;2,00;4,00
2020-02-09;12,00;28,00;18,00;39,00;0,00;8,00;6,00;4,00;0,00
2020-02-16;22,00;35,00;6,00;43,00;0,00;2,00;6,00;4,00;2,00
2020-02-23;10,00;38,00;2,00;26,00;2,00;0,00;0,00;6,00;4,00
2020-03-01;18,00;16,00;10,00;51,00;0,00;4,00;12,00;4,00;2,00
2020-03-08;4,00;26,00;7,00;49,00;0,00;2,00;2,00;0,00;2,00
2020-03-15;22,00;26,00;7,00;22,00;2,00;4,00;13,00;5,00;5,00
2020-03-22;11,00;13,00;5,00;20,00;0,00;0,00;5,00;2,00;0,00
2020-03-29;20,00;9,00;2,00;25,00;2,00;0,00;4,00;2,00;2,00
2020-04-05;14,00;8,00;4,00;18,00;2,00;4,00;0,00;2,00;2,00
2020-04-12;11,00;15,00;6,00;47,00;0,00;2,00;15,00;2,00;2,00
2020-04-19;15,00;20,00;4,00;17,00;6,00;6,00;6,00;2,00;2,00
2020-04-26;14,00;7,00;2,00;20,00;2,00;2,00;4,00;2,00;4,00
2020-05-03;15,00;13,00;5,00;16,00;2,00;2,00;4,00;0,00;2,00
2020-05-10;7,00;13,00;6,00;37,00;4,00;2,00;9,00;2,00;0,00
2020-05-17;21,00;15,00;6,00;37,00;0,00;4,00;10,00;2,00;4,00
2020-05-24;26,00;6,00;6,00;23,00;0,00;0,00;2,00;2,00;2,00
2020-05-31;9,00;19,00;7,00;20,00;2,00;0,00;4,00;2,00;7,00
2020-06-07;20,00;7,00;2,00;22,00;0,00;2,00;6,00;0,00;4,00
2020-06-14;100,00;13,00;9,00;11,00;0,00;4,00;6,00;6,00;2,00
2020-06-21;10,00;6,00;6,00;23,00;0,00;0,00;10,00;2,00;6,00
2020-06-28;9,00;15,00;6,00;13,00;0,00;0,00;4,00;2,00;2,00
2020-07-05;20,00;12,00;8,00;32,00;2,00;0,00;6,00;0,00;4,00
2020-07-12;16,00;12,00;4,00;22,00;0,00;0,00;6,00;6,00;2,00
2020-07-19;23,00;10,00;2,00;12,00;2,00;0,00;2,00;4,00;0,00
2020-07-26;10,00;10,00;12,00;27,00;4,00;0,00;8,00;0,00;0,00
2020-08-02;15,00;13,00;13,00;19,00;2,00;10,00;6,00;0,00;4,00
2020-08-09;21,00;12,00;2,00;23,00;0,00;2,00;6,00;2,00;2,00
2020-08-16;19,00;8,00;2,00;29,00;0,00;0,00;8,00;2,00;0,00
2020-08-23;15,00;27,00;4,00;21,00;4,00;0,00;2,00;4,00;2,00
2020-08-30;12,00;16,00;8,00;16,00;2,00;2,00;8,00;0,00;2,00
2020-09-06;46,00;19,00;12,00;54,00;0,00;2,00;4,00;6,00;4,00
2020-09-13;6,00;8,00;4,00;39,00;2,00;2,00;0,00;0,00;0,00
2020-09-20;16,00;10,00;4,00;28,00;0,00;4,00;4,00;2,00;4,00
2020-09-27;12,00;29,00;14,00;21,00;2,00;0,00;2,00;0,00;4,00
2020-10-04;8,00;12,00;0,00;31,00;0,00;0,00;6,00;0,00;2,00
