Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;56,00;18,00;7,00;10,00;5,00;2,00;8,00;6,00;5,00;1,00;2,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;66,00;2,00;8,00;7,00;0,00;4,00;7,00;2,00;1,00;0,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-01-20;65,00;14,00;5,00;4,00;1,00;2,00;11,00;5,00;4,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00
2019-01-27;52,00;6,00;5,00;9,00;1,00;3,00;15,00;10,00;3,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;54,00;6,00;4,00;12,00;5,00;1,00;10,00;5,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00
2019-02-10;55,00;11,00;0,00;7,00;2,00;1,00;9,00;6,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00
2019-02-17;66,00;11,00;6,00;6,00;1,00;2,00;9,00;5,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00
2019-02-24;55,00;10,00;7,00;13,00;1,00;4,00;8,00;6,00;1,00;1,00;1,00;1,00;1,00;0,00;1,00;1,00;1,00;0,00;1,00;0,00;0,00
2019-03-03;53,00;11,00;6,00;8,00;4,00;2,00;7,00;10,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;68,00;6,00;6,00;15,00;2,00;5,00;17,00;11,00;2,00;0,00;0,00;2,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00
2019-03-17;56,00;15,00;6,00;6,00;1,00;4,00;10,00;13,00;2,00;0,00;1,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-03-24;57,00;9,00;3,00;8,00;1,00;6,00;11,00;4,00;3,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-03-31;62,00;16,00;10,00;12,00;2,00;4,00;10,00;10,00;4,00;0,00;0,00;0,00;2,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-04-07;66,00;21,00;5,00;13,00;6,00;1,00;13,00;10,00;1,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00
2019-04-14;80,00;17,00;5,00;13,00;0,00;4,00;10,00;5,00;5,00;1,00;1,00;0,00;0,00;1,00;0,00;3,00;1,00;0,00;0,00;1,00;0,00
2019-04-21;80,00;15,00;2,00;17,00;0,00;1,00;12,00;4,00;2,00;1,00;1,00;4,00;0,00;1,00;0,00;1,00;2,00;0,00;1,00;1,00;0,00
2019-04-28;54,00;14,00;11,00;11,00;1,00;6,00;11,00;1,00;4,00;0,00;2,00;0,00;1,00;0,00;0,00;2,00;1,00;0,00;0,00;1,00;0,00
