Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;25,00;158,33;4,17;50,00;8,33;10,00;4,00;0,00;5,00;3,00;3,00;1,00;2,00
2019-01-13;24,00;160,00;4,00;52,00;8,00;10,00;5,00;1,00;7,00;5,00;2,00;1,00;1,00
2019-01-20;27,00;150,43;1,93;50,14;7,71;10,00;6,00;1,00;3,00;4,00;6,00;3,00;3,00
2019-01-27;23,00;130,33;1,92;49,83;3,83;12,00;4,00;3,00;6,00;3,00;4,00;2,00;2,00
2019-02-03;28,00;156,00;2,00;48,00;8,00;10,00;5,00;1,00;2,00;1,00;3,00;2,00;1,00
2019-02-10;21,00;155,40;2,10;50,40;4,20;12,00;4,00;3,00;1,00;2,00;2,00;2,00;0,00
2019-02-17;37,00;159,10;1,85;62,90;3,70;10,00;2,00;4,00;6,00;7,00;1,00;4,00;2,00
2019-02-24;18,00;140,40;1,80;50,40;3,60;18,00;6,00;2,00;7,00;1,00;3,00;5,00;1,00
2019-03-03;32,00;180,00;4,00;64,00;4,00;11,00;10,00;2,00;8,00;2,00;2,00;4,00;1,00
2019-03-10;32,00;176,00;2,00;60,00;4,00;14,00;6,00;4,00;6,00;2,00;4,00;3,00;1,00
2019-03-17;35,00;171,11;3,89;66,11;3,89;14,00;3,00;3,00;3,00;3,00;2,00;5,00;1,00
2019-03-24;35,00;155,56;1,94;73,89;3,89;13,00;5,00;5,00;3,00;3,00;4,00;1,00;2,00
2019-03-31;28,00;160,00;2,00;72,00;4,00;8,00;14,00;0,00;6,00;2,00;2,00;0,00;0,00
2019-04-07;36,00;192,00;4,00;64,00;8,00;15,00;5,00;7,00;6,00;5,00;2,00;2,00;0,00
2019-04-14;33,00;412,50;2,06;119,63;16,50;17,00;9,00;3,00;6,00;4,00;6,00;2,00;0,00
2019-04-21;44,00;172,00;2,00;92,00;8,00;15,00;7,00;0,00;3,00;5,00;2,00;0,00;2,00
2019-04-28;34,00;181,33;3,78;64,22;3,78;13,00;7,00;0,00;6,00;1,00;2,00;2,00;0,00
2019-05-05;43,00;164,18;3,91;70,36;7,82;12,00;9,00;2,00;8,00;3,00;3,00;2,00;4,00
2019-05-12;44,00;184,00;4,00;72,00;4,00;9,00;11,00;5,00;7,00;3,00;5,00;2,00;1,00
2019-05-19;27,00;169,71;1,93;77,14;7,71;11,00;12,00;6,00;7,00;2,00;8,00;2,00;2,00
2019-05-26;42,00;164,18;1,91;91,64;7,64;19,00;6,00;1,00;9,00;3,00;1,00;2,00;3,00
2019-06-02;34,00;207,78;1,89;86,89;11,33;19,00;10,00;5,00;6,00;7,00;3,00;2,00;1,00
2019-06-09;45,00;216,82;4,09;94,09;8,18;20,00;16,00;6,00;5,00;4,00;6,00;2,00;3,00
2019-06-16;39,00;171,60;3,90;93,60;3,90;14,00;12,00;4,00;6,00;9,00;1,00;4,00;1,00
2019-06-23;37,00;160,33;4,11;74,00;8,22;11,00;18,00;4,00;6,00;7,00;2,00;2,00;2,00
2019-06-30;47,00;195,83;1,96;74,42;11,75;20,00;9,00;0,00;6,00;9,00;1,00;1,00;2,00
2019-07-07;44,00;196,00;2,00;84,00;12,00;14,00;9,00;5,00;8,00;5,00;2,00;4,00;5,00
2019-07-14;49,00;180,92;3,77;98,00;7,54;10,00;10,00;4,00;7,00;8,00;5,00;5,00;4,00
2019-07-21;54,00;200,57;3,86;100,29;7,71;14,00;11,00;1,00;5,00;4,00;2,00;2,00;2,00
2019-07-28;43,00;183,73;1,95;82,09;11,73;17,00;11,00;4,00;9,00;5,00;4,00;3,00;2,00
2019-08-04;38,00;186,20;3,80;91,20;7,60;19,00;12,00;5,00;6,00;9,00;4,00;3,00;1,00
2019-08-11;34,00;181,33;3,78;79,33;7,56;23,00;11,00;6,00;9,00;2,00;2,00;3,00;0,00
2019-08-18;38,00;171,00;1,90;155,80;7,60;19,00;12,00;5,00;8,00;5,00;2,00;6,00;2,00
2019-08-25;40,00;176,00;4,00;200,00;8,00;20,00;14,00;2,00;3,00;6,00;3,00;1,00;0,00
2019-09-01;43,00;168,09;1,95;70,36;7,82;16,00;9,00;7,00;4,00;3,00;4,00;3,00;4,00
2019-09-08;46,00;172,50;1,92;69,00;3,83;18,00;8,00;4,00;6,00;3,00;5,00;3,00;1,00
2019-09-15;43,00;168,09;3,91;78,18;7,82;10,00;4,00;5,00;5,00;4,00;5,00;2,00;0,00
2019-09-22;46,00;195,50;3,83;99,67;7,67;14,00;7,00;3,00;8,00;4,00;2,00;4,00;1,00
2019-09-29;38,00;231,80;3,80;110,20;11,40;18,00;12,00;2,00;2,00;0,00;4,00;4,00;1,00
2019-10-06;30,00;180,00;0,00;71,25;7,50;11,00;6,00;2,00;4,00;1,00;1,00;2,00;0,00
2019-10-13;27,00;189,00;3,86;61,71;7,71;11,00;8,00;3,00;6,00;3,00;1,00;3,00;1,00
2019-10-20;23,00;172,50;3,83;80,50;7,67;10,00;3,00;2,00;5,00;3,00;3,00;0,00;1,00
2019-10-27;18,00;162,00;3,60;82,80;1,80;9,00;5,00;2,00;8,00;4,00;4,00;2,00;3,00
