Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;54,00;38,12;61,41;14,82;38,12;93,00;70,00;39,00;31,00;0,00;54,00;15,00;23,00;15,00;38,00;23,00;8,00;8,00;8,00;0,00;15,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;77,00;45,99;45,99;31,01;38,50;39,00;46,00;8,00;15,00;15,00;8,00;15,00;31,00;8,00;0,00;15,00;15,00;0,00;15,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;22,00;73,33;44,00;51,33;36,67;23,00;38,00;30,00;23,00;7,00;22,00;30,00;15,00;0,00;7,00;7,00;7,00;15,00;0,00;15,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;29,00;64,21;78,71;29,00;42,46;37,00;44,00;22,00;37,00;7,00;7,00;15,00;22,00;15,00;29,00;7,00;0,00;7,00;22,00;22,00;52,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00
2019-02-03;15,00;54,64;38,57;15,00;23,57;54,00;46,00;39,00;8,00;23,00;15,00;0,00;15,00;46,00;0,00;0,00;8,00;0,00;15,00;8,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00
2019-02-10;31,00;84,45;53,45;38,48;14,97;23,00;8,00;15,00;15,00;15,00;15,00;8,00;8,00;8,00;23,00;8,00;8,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;8,00;25,14;50,29;25,14;17,14;24,00;24,00;0,00;0,00;16,00;23,00;24,00;8,00;8,00;8,00;0,00;8,00;0,00;8,00;8,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00
2019-02-24;46,00;38,51;99,49;46,00;53,49;31,00;61,00;30,00;15,00;38,00;15,00;15,00;0,00;23,00;15,00;15,00;23,00;8,00;8,00;23,00;23,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;23,00;53,32;38,68;38,68;61,68;71,00;39,00;24,00;0,00;16,00;0,00;31,00;16,00;16,00;23,00;0,00;8,00;8,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;15,00;15,00;99,64;22,50;53,57;61,00;31,00;0,00;38,00;0,00;15,00;0,00;8,00;8,00;15,00;0,00;8,00;0,00;0,00;23,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;8,00;25,14;8,00;25,14;50,29;71,00;47,00;0,00;16,00;0,00;32,00;39,00;16,00;0,00;16,00;8,00;8,00;8,00;0,00;8,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;40,00;40,00;32,43;7,57;23,78;16,00;24,00;24,00;16,00;16,00;16,00;0,00;0,00;8,00;8,00;8,00;8,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;23,00;47,10;39,43;31,76;15,33;53,00;31,00;30,00;15,00;30,00;0,00;8,00;8,00;0,00;8,00;23,00;15,00;8,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;24,00;48,00;32,35;32,35;32,35;57,00;33,00;0,00;0,00;16,00;8,00;16,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;8,00;23,00;0,00;8,00;8,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;0,00;7,00;15,00;0,00;15,00;16,00;16,00;0,00;0,00;16,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;15,00;7,50;7,50;0,00;0,00;0,00;0,00;7,00;15,00;7,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;15,00;7,50;0,00;7,50;15,00;0,00;15,00;0,00;0,00;22,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;23,00;0,00;0,00;0,00;7,32;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00
2019-05-19;15,00;7,50;22,50;7,50;7,50;7,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;30,00;7,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;28,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00
2019-06-09;29,00;15,04;15,04;15,04;0,00;7,00;7,00;0,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;15,00;7,50;15,00;7,50;7,50;0,00;8,00;0,00;0,00;0,00;8,00;0,00;15,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;24,00;0,00;15,65;8,35;24,00;8,00;0,00;0,00;0,00;8,00;0,00;0,00;16,00;0,00;0,00;0,00;16,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;16,00;0,00;8,53;0,00;8,53;0,00;0,00;0,00;0,00;8,00;24,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;24,00;7,64;7,64;0,00;0,00;24,00;32,00;0,00;8,00;24,00;0,00;8,00;16,00;0,00;0,00;16,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00
2019-07-14;58,00;8,44;16,87;16,87;16,87;25,00;17,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;52,00;52,00;17,33;8,67;26,00;17,00;0,00;0,00;9,00;34,00;0,00;0,00;0,00;0,00;0,00;9,00;9,00;26,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;43,00;25,80;8,60;8,60;8,60;9,00;17,00;0,00;0,00;26,00;0,00;26,00;0,00;8,00;0,00;0,00;0,00;0,00;9,00;0,00;9,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00
2019-08-04;41,00;0,00;0,00;8,41;16,82;25,00;17,00;8,00;0,00;8,00;33,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00
2019-08-11;24,00;8,35;8,35;15,65;8,35;8,00;8,00;0,00;0,00;16,00;24,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00
2019-08-18;74,00;0,00;8,58;0,00;16,09;0,00;16,00;8,00;0,00;16,00;8,00;0,00;16,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;16,00;0,00;16,00;8,00;0,00;0,00;0,00;0,00
2019-08-25;16,00;0,00;16,00;16,00;0,00;8,00;0,00;16,00;0,00;8,00;8,00;0,00;16,00;0,00;0,00;8,00;16,00;8,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00
2019-09-01;15,00;15,00;7,50;22,50;15,00;0,00;0,00;15,00;15,00;0,00;23,00;0,00;8,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;31,00;38,48;14,97;14,97;7,48;31,00;8,00;0,00;15,00;23,00;23,00;15,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00
2019-09-15;23,00;47,10;15,33;7,67;15,33;0,00;23,00;0,00;15,00;8,00;15,00;8,00;0,00;0,00;15,00;15,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-22;15,00;36,43;15,00;7,50;28,93;15,00;15,00;7,00;15,00;0,00;15,00;0,00;15,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;7,00;48,00;41,00;34,00;55,00;15,00;7,00;0,00;15,00;15,00;7,00;15,00;0,00;0,00;7,00;15,00;0,00;0,00;0,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;22,00;29,33;22,00;7,33;22,00;7,00;30,00;22,00;37,00;15,00;22,00;0,00;15,00;0,00;7,00;0,00;7,00;7,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;21,00;49,35;28,35;35,70;13,65;7,00;7,00;14,00;14,00;0,00;0,00;7,00;0,00;7,00;0,00;7,00;0,00;0,00;7,00;14,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;22,00;7,70;0,00;22,00;22,00;7,00;7,00;15,00;7,00;15,00;29,00;7,00;0,00;7,00;0,00;0,00;7,00;0,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-27;30,00;52,50;7,50;30,00;60,00;0,00;23,00;15,00;8,00;0,00;8,00;15,00;8,00;0,00;7,00;22,00;22,00;0,00;15,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;22,00;51,70;7,70;7,70;7,70;22,00;0,00;7,00;14,00;7,00;14,00;7,00;29,00;7,00;7,00;14,00;7,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;65,00;51,15;21,31;28,77;21,31;22,00;29,00;36,00;22,00;7,00;15,00;22,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00
2019-11-17;14,00;21,54;29,08;29,08;29,08;22,00;7,00;7,00;22,00;7,00;14,00;7,00;7,00;0,00;29,00;0,00;0,00;0,00;0,00;14,00;22,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;14,00;20,46;42,00;42,00;20,46;7,00;28,00;7,00;7,00;7,00;7,00;14,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;21,00;55,65;21,00;21,00;13,65;14,00;14,00;14,00;14,00;14,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;7,00;7,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;28,00;28,00;82,96;28,00;20,74;0,00;21,00;14,00;21,00;14,00;0,00;14,00;0,00;14,00;0,00;0,00;0,00;14,00;7,00;7,00;7,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00
2019-12-15;42,00;42,00;34,65;21,00;21,00;42,00;14,00;35,00;28,00;21,00;7,00;14,00;0,00;7,00;14,00;28,00;7,00;7,00;0,00;7,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;100,00;30,85;23,40;54,26;38,30;39,00;54,00;54,00;31,00;8,00;31,00;8,00;15,00;23,00;0,00;0,00;15,00;8,00;15,00;15,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;45,00;37,50;45,00;30,00;37,50;68,00;45,00;30,00;30,00;22,00;0,00;7,00;15,00;0,00;7,00;7,00;22,00;0,00;0,00;8,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;34,00;74,38;34,00;54,19;26,56;20,00;34,00;20,00;27,00;20,00;27,00;7,00;14,00;7,00;13,00;7,00;20,00;0,00;0,00;14,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;13,00;27,08;40,08;53,08;13,00;46,00;20,00;33,00;46,00;13,00;7,00;26,00;0,00;20,00;20,00;7,00;13,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00
2020-01-19;55,00;69,02;55,00;62,55;40,98;27,00;48,00;21,00;14,00;27,00;21,00;14,00;0,00;0,00;7,00;20,00;7,00;21,00;21,00;14,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;7,00
2020-01-26;47,00;54,48;74,77;54,48;20,30;41,00;75,00;47,00;41,00;14,00;7,00;27,00;7,00;7,00;0,00;7,00;27,00;7,00;14,00;20,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-02;69,00;34,50;83,02;90,56;42,05;48,00;21,00;28,00;21,00;21,00;0,00;14,00;14,00;27,00;0,00;7,00;7,00;0,00;14,00;0,00;0,00;0,00;34,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;33,00;26,61;53,23;46,84;39,39;20,00;53,00;33,00;33,00;20,00;7,00;7,00;27,00;13,00;26,00;20,00;20,00;13,00;13,00;7,00;13,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00
2020-02-16;20,00;32,63;58,95;58,95;26,32;20,00;40,00;33,00;13,00;13,00;7,00;0,00;20,00;0,00;13,00;0,00;20,00;7,00;13,00;7,00;13,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;27,00;39,96;60,48;108,00;27,00;40,00;7,00;27,00;13,00;20,00;20,00;13,00;13,00;7,00;0,00;13,00;0,00;0,00;0,00;13,00;7,00;13,00;20,00;0,00;0,00;0,00;0,00;0,00
