Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;17,00;11,00;3,00;3,00;3,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;6,00;0,00;0,00;0,00
2019-01-13;30,00;0,00;6,00;6,00;6,00;3,00;6,00;3,00;0,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00
2019-01-20;25,00;6,00;3,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;29,00;5,00;0,00;0,00;3,00;0,00;0,00;11,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;17,00;3,00;3,00;6,00;9,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00
2019-02-10;25,00;11,00;3,00;6,00;9,00;0,00;6,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;12,00;3,00;3,00;0,00;6,00;6,00;3,00;3,00;0,00;6,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;29,00;23,00;0,00;3,00;6,00;3,00;0,00;9,00;0,00;0,00;0,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;22,00;8,00;0,00;0,00;8,00;3,00;8,00;5,00;0,00;3,00;0,00;5,00;3,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00
2019-03-10;45,00;14,00;0,00;0,00;3,00;0,00;3,00;6,00;0,00;3,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;29,00;6,00;0,00;0,00;6,00;3,00;0,00;6,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;3,00;0,00;6,00;0,00;0,00;0,00
2019-03-24;35,00;6,00;0,00;9,00;6,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00
2019-03-31;39,00;9,00;0,00;0,00;11,00;3,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00
2019-04-07;53,00;13,00;3,00;5,00;3,00;5,00;3,00;16,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-04-14;47,00;9,00;3,00;6,00;6,00;6,00;13,00;3,00;0,00;0,00;0,00;6,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;47,00;9,00;3,00;13,00;3,00;3,00;9,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00
2019-04-28;22,00;16,00;5,00;0,00;8,00;0,00;5,00;5,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2019-05-05;27,00;0,00;3,00;8,00;3,00;8,00;3,00;11,00;0,00;0,00;0,00;5,00;0,00;3,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00
2019-05-12;36,00;11,00;8,00;0,00;6,00;0,00;8,00;6,00;0,00;0,00;0,00;6,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;66,00;8,00;3,00;3,00;11,00;6,00;0,00;8,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;33,00;3,00;0,00;6,00;12,00;3,00;0,00;9,00;0,00;3,00;0,00;3,00;9,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-06-02;42,00;17,00;6,00;9,00;11,00;0,00;11,00;8,00;0,00;0,00;0,00;8,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
