Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;56,00;448,00;9,33;4,67;18,67;11,00;27,00;5,00;11,00;7,00;6,00;2,00;2,00
2019-01-13;66,00;424,29;9,43;4,71;9,43;18,00;17,00;4,00;17,00;7,00;7,00;5,00;1,00
2019-01-20;65,00;376,07;13,93;18,57;23,21;16,00;23,00;5,00;23,00;7,00;12,00;4,00;1,00
2019-01-27;52,00;368,73;9,45;14,18;9,45;13,00;19,00;1,00;13,00;7,00;11,00;10,00;1,00
2019-02-03;54,00;407,45;14,73;4,91;19,64;17,00;21,00;2,00;24,00;6,00;10,00;5,00;3,00
2019-02-10;55,00;330,00;22,92;4,58;22,92;17,00;28,00;11,00;16,00;7,00;8,00;5,00;2,00
2019-02-17;66,00;353,57;9,43;9,43;14,14;16,00;27,00;15,00;24,00;13,00;13,00;4,00;1,00
2019-02-24;55,00;370,00;5,00;10,00;15,00;15,00;35,00;4,00;18,00;7,00;10,00;10,00;4,00
2019-03-03;53,00;390,27;9,64;4,82;14,45;24,00;24,00;6,00;22,00;10,00;12,00;6,00;2,00
2019-03-10;68,00;393,43;14,57;24,29;19,43;12,00;17,00;8,00;15,00;12,00;7,00;6,00;1,00
2019-03-17;56,00;364,00;14,00;4,67;18,67;17,00;28,00;8,00;21,00;8,00;15,00;5,00;1,00
2019-03-24;57,00;327,75;9,50;14,25;9,50;20,00;34,00;15,00;26,00;5,00;6,00;4,00;4,00
2019-03-31;62,00;367,23;9,54;9,54;23,85;21,00;21,00;6,00;16,00;6,00;11,00;10,00;1,00
2019-04-07;66,00;400,71;14,14;14,14;14,14;17,00;27,00;10,00;19,00;10,00;7,00;16,00;1,00
2019-04-14;80,00;400,00;9,41;18,82;9,41;21,00;30,00;16,00;19,00;3,00;14,00;4,00;0,00
2019-04-21;80,00;296,47;14,12;9,41;9,41;20,00;31,00;20,00;9,00;10,00;13,00;6,00;1,00
2019-04-28;54,00;397,64;19,64;9,82;19,64;27,00;18,00;10,00;12,00;4,00;5,00;10,00;2,00
2019-05-05;77,00;336,88;9,63;9,63;19,25;22,00;32,00;11,00;25,00;6,00;12,00;7,00;0,00
2019-05-12;79,00;283,47;13,94;4,65;13,94;24,00;28,00;6,00;15,00;9,00;18,00;11,00;5,00
2019-05-19;95,00;356,25;19,00;9,50;23,75;36,00;28,00;13,00;13,00;7,00;12,00;6,00;5,00
2019-05-26;90,00;341,05;9,47;14,21;14,21;37,00;32,00;9,00;23,00;5,00;17,00;8,00;4,00
2019-06-02;86,00;377,44;9,56;9,56;19,11;34,00;26,00;17,00;17,00;10,00;11,00;5,00;1,00
2019-06-09;100,00;404,76;9,52;9,52;14,29;26,00;35,00;6,00;21,00;5,00;7,00;7,00;2,00
2019-06-16;73,00;413,67;14,60;14,60;14,60;23,00;39,00;17,00;14,00;13,00;12,00;7,00;2,00
2019-06-23;80,00;470,59;18,82;9,41;32,94;25,00;31,00;7,00;18,00;12,00;14,00;20,00;2,00
2019-06-30;90,00;369,47;9,47;4,74;23,68;24,00;45,00;15,00;22,00;13,00;12,00;5,00;0,00
2019-07-07;98,00;401,33;14,00;4,67;23,33;19,00;32,00;6,00;23,00;12,00;12,00;6,00;2,00
2019-07-14;98,00;396,67;18,67;18,67;23,33;19,00;34,00;10,00;28,00;7,00;12,00;6,00;5,00
2019-07-21;91,00;435,84;19,16;14,37;19,16;17,00;42,00;12,00;16,00;6,00;17,00;12,00;5,00
2019-07-28;78,00;472,88;14,63;4,88;19,50;26,00;30,00;9,00;22,00;12,00;17,00;9,00;1,00
2019-08-04;85,00;396,67;9,44;9,44;14,17;13,00;34,00;20,00;24,00;8,00;9,00;13,00;2,00
2019-08-11;95,00;394,25;19,00;14,25;23,75;21,00;28,00;8,00;19,00;12,00;22,00;7,00;5,00
2019-08-18;87,00;377,00;14,50;14,50;14,50;21,00;29,00;13,00;15,00;10,00;13,00;9,00;5,00
2019-08-25;71,00;378,67;14,20;14,20;18,93;32,00;26,00;7,00;20,00;10,00;10,00;12,00;5,00
2019-09-01;84,00;340,67;18,67;14,00;32,67;26,00;26,00;7,00;15,00;7,00;16,00;6,00;1,00
2019-09-08;79,00;424,63;19,75;4,94;24,69;26,00;31,00;9,00;23,00;5,00;6,00;6,00;5,00
2019-09-15;72,00;475,20;19,20;9,60;24,00;13,00;32,00;7,00;19,00;9,00;15,00;2,00;2,00
2019-09-22;78,00;409,50;19,50;19,50;19,50;26,00;30,00;8,00;26,00;10,00;8,00;7,00;3,00
2019-09-29;78,00;409,50;24,38;9,75;24,38;17,00;17,00;12,00;13,00;12,00;7,00;3,00;3,00
2019-10-06;60,00;401,54;13,85;13,85;27,69;23,00;26,00;7,00;18,00;15,00;13,00;7,00;1,00
2019-10-13;54,00;407,45;19,64;19,64;19,64;17,00;14,00;7,00;12,00;2,00;8,00;6,00;1,00
2019-10-20;44,00;459,56;14,67;14,67;24,44;14,00;19,00;9,00;18,00;9,00;5,00;3,00;1,00
2019-10-27;57,00;337,25;9,50;14,25;14,25;15,00;14,00;7,00;9,00;4,00;9,00;3,00;4,00
2019-11-03;39,00;370,50;9,75;9,75;14,63;13,00;22,00;6,00;18,00;7,00;13,00;2,00;2,00
2019-11-10;36,00;380,57;10,29;10,29;20,57;8,00;23,00;6,00;13,00;9,00;5,00;1,00;3,00
2019-11-17;45,00;315,00;9,00;9,00;18,00;16,00;21,00;9,00;24,00;8,00;4,00;1,00;0,00
2019-11-24;53,00;346,91;9,64;9,64;19,27;14,00;21,00;7,00;10,00;9,00;9,00;2,00;0,00
2019-12-01;40,00;360,00;15,00;15,00;20,00;11,00;19,00;4,00;13,00;3,00;9,00;2,00;0,00
2019-12-08;39,00;341,25;14,63;9,75;24,38;16,00;15,00;9,00;20,00;4,00;7,00;2,00;0,00
2019-12-15;35,00;405,00;10,00;25,00;30,00;13,00;21,00;6,00;15,00;3,00;13,00;2,00;5,00
2019-12-22;55,00;375,83;13,75;22,92;18,33;17,00;22,00;11,00;11,00;14,00;5,00;4,00;5,00
2019-12-29;64,00;452,92;9,85;14,77;24,62;27,00;28,00;11,00;13,00;6,00;9,00;2,00;0,00
2020-01-05;68,00;466,29;14,57;14,57;34,00;25,00;33,00;13,00;25,00;13,00;14,00;6,00;3,00
2020-01-12;63,00;474,92;14,54;19,38;19,38;23,00;31,00;5,00;14,00;12,00;11,00;6,00;1,00
2020-01-19;67,00;445,07;23,93;14,36;28,71;29,00;22,00;4,00;32,00;4,00;10,00;6,00;0,00
2020-01-26;54,00;358,36;4,91;14,73;24,55;24,00;36,00;6,00;16,00;11,00;9,00;3,00;4,00
2020-02-02;55,00;398,75;13,75;9,17;9,17;19,00;30,00;12,00;13,00;8,00;14,00;3,00;5,00
2020-02-09;64,00;425,14;13,71;13,71;27,43;18,00;23,00;7,00;18,00;9,00;8,00;7,00;0,00
2020-02-16;63,00;431,31;9,69;9,69;19,38;17,00;28,00;6,00;13,00;5,00;7,00;3,00;3,00
2020-02-23;57,00;399,00;14,25;19,00;9,50;11,00;18,00;6,00;14,00;11,00;11,00;6,00;2,00
2020-03-01;42,00;368,67;4,67;14,00;23,33;18,00;25,00;10,00;18,00;11,00;8,00;3,00;2,00
2020-03-08;49,00;323,40;9,80;4,90;19,60;13,00;17,00;11,00;13,00;9,00;7,00;2,00;0,00
2020-03-15;29,00;217,50;4,83;14,50;14,50;13,00;10,00;2,00;12,00;11,00;5,00;0,00;1,00
2020-03-22;19,00;114,00;4,75;4,75;9,50;7,00;9,00;4,00;5,00;4,00;6,00;2,00;1,00
2020-03-29;19,00;109,25;4,75;4,75;9,50;6,00;3,00;1,00;3,00;2,00;0,00;1,00;1,00
2020-04-05;12,00;116,00;4,00;8,00;8,00;13,00;8,00;4,00;10,00;6,00;3,00;0,00;2,00
2020-04-12;6,00;162,00;6,00;6,00;12,00;9,00;9,00;4,00;6,00;3,00;1,00;0,00;0,00
2020-04-19;11,00;132,00;5,50;5,50;11,00;7,00;7,00;1,00;7,00;4,00;3,00;0,00;0,00
2020-04-26;16,00;101,33;5,33;5,33;5,33;6,00;6,00;3,00;5,00;4,00;2,00;1,00;0,00
2020-05-03;20,00;110,00;2,50;5,00;10,00;6,00;10,00;6,00;7,00;4,00;3,00;0,00;1,00
2020-05-10;17,00;119,00;4,25;12,75;4,25;9,00;8,00;3,00;6,00;2,00;2,00;1,00;1,00
2020-05-17;20,00;130,00;5,00;10,00;5,00;12,00;10,00;3,00;7,00;6,00;6,00;0,00;0,00
2020-05-24;19,00;109,25;4,75;4,75;14,25;8,00;9,00;4,00;8,00;3,00;1,00;1,00;0,00
2020-05-31;27,00;112,50;4,50;4,50;13,50;13,00;2,00;5,00;4,00;4,00;2,00;3,00;1,00
2020-06-07;29,00;130,50;0,00;4,83;9,67;12,00;11,00;5,00;7,00;9,00;4,00;5,00;3,00
2020-06-14;34,00;150,57;4,86;4,86;4,86;8,00;12,00;5,00;7,00;10,00;4,00;7,00;3,00
2020-06-21;45,00;175,00;2,50;5,00;15,00;19,00;13,00;2,00;11,00;3,00;6,00;4,00;3,00
2020-06-28;40,00;205,00;10,00;10,00;15,00;15,00;24,00;6,00;14,00;9,00;6,00;6,00;3,00
2020-07-05;51,00;227,18;9,27;4,64;13,91;18,00;15,00;4,00;19,00;11,00;10,00;6,00;4,00
2020-07-12;58,00;222,33;4,83;4,83;14,50;17,00;25,00;6,00;11,00;12,00;13,00;4,00;3,00
2020-07-19;64,00;246,86;13,71;4,57;13,71;20,00;28,00;8,00;9,00;7,00;15,00;9,00;5,00
2020-07-26;54,00;206,18;9,82;9,82;14,73;22,00;18,00;7,00;9,00;6,00;6,00;1,00;4,00
2020-08-02;46,00;207,00;9,20;4,60;9,20;22,00;15,00;6,00;11,00;9,00;10,00;3,00;6,00
2020-08-09;57,00;185,25;4,75;9,50;14,25;20,00;18,00;2,00;12,00;6,00;7,00;2,00;3,00
2020-08-16;22,00;132,00;8,80;13,20;13,20;12,00;6,00;6,00;6,00;11,00;5,00;2,00;2,00
2020-08-23;26,00;145,60;5,20;5,20;10,40;12,00;12,00;5,00;18,00;9,00;2,00;1,00;1,00
2020-08-30;25,00;110,00;10,00;10,00;10,00;13,00;5,00;4,00;7,00;4,00;8,00;4,00;0,00
2020-09-06;19,00;152,00;4,75;4,75;9,50;5,00;9,00;5,00;8,00;8,00;2,00;0,00;0,00
2020-09-13;30,00;130,00;5,00;10,00;5,00;6,00;8,00;2,00;7,00;8,00;3,00;3,00;1,00
2020-09-20;15,00;150,00;5,00;10,00;15,00;7,00;9,00;3,00;6,00;4,00;1,00;2,00;5,00
2020-09-27;16,00;128,00;10,67;10,67;10,67;6,00;8,00;6,00;6,00;3,00;4,00;2,00;1,00
2020-10-04;16,00;154,67;5,33;5,33;10,67;11,00;6,00;3,00;2,00;6,00;1,00;1,00;2,00
2020-10-11;10,00;160,00;5,00;2,50;5,00;9,00;12,00;2,00;4,00;2,00;0,00;1,00;1,00
2020-10-18;19,00;114,00;4,75;9,50;9,50;6,00;12,00;2,00;5,00;4,00;6,00;0,00;2,00
2020-10-25;21,00;115,50;5,25;5,25;15,75;8,00;10,00;4,00;1,00;4,00;1,00;2,00;1,00
2020-11-01;14,00;88,67;4,67;9,33;4,67;8,00;6,00;3,00;4,00;0,00;0,00;0,00;2,00
2020-11-08;7,00;77,00;3,50;7,00;3,50;6,00;5,00;4,00;4,00;5,00;2,00;1,00;0,00
2020-11-15;18,00;117,00;4,50;4,50;9,00;6,00;10,00;1,00;8,00;4,00;2,00;1,00;1,00
2020-11-22;23,00;105,80;2,30;4,60;9,20;6,00;15,00;6,00;7,00;8,00;4,00;2,00;0,00
2020-11-29;12,00;80,00;4,00;8,00;8,00;6,00;4,00;1,00;7,00;8,00;3,00;0,00;0,00
2020-12-06;16,00;133,33;2,67;5,33;10,67;11,00;11,00;2,00;1,00;2,00;3,00;3,00;2,00
2020-12-13;16,00;101,33;2,67;5,33;10,67;11,00;14,00;5,00;4,00;1,00;2,00;0,00;0,00
2020-12-20;14,00;135,33;4,67;4,67;9,33;7,00;10,00;5,00;8,00;0,00;1,00;1,00;0,00
2020-12-27;21,00;131,25;5,25;5,25;10,50;7,00;10,00;1,00;6,00;3,00;0,00;0,00;1,00
2021-01-03;15,00;125,00;2,50;5,00;5,00;7,00;9,00;1,00;6,00;5,00;3,00;2,00;2,00
2021-01-10;12,00;92,00;2,00;4,00;4,00;6,00;7,00;4,00;5,00;5,00;4,00;0,00;2,00
