Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;50,00;31,00;36,00;27,00;23,00;28,00;19,00;12,00;16,00;29,00;19,00;4,00;17,00;8,00;13,00;15,00;8,00;6,00;8,00;8,00;8,00;12,00;11,00;18,00;6,00;1,00;7,00;8,00
2019-01-13;46,00;24,00;37,00;33,00;25,00;28,00;18,00;16,00;10,00;28,00;13,00;7,00;21,00;6,00;14,00;16,00;11,00;6,00;9,00;11,00;11,00;9,00;5,00;20,00;18,00;2,00;8,00;5,00
2019-01-20;45,00;26,00;44,00;29,00;27,00;30,00;14,00;11,00;14,00;21,00;16,00;9,00;13,00;11,00;27,00;16,00;12,00;6,00;17,00;7,00;15,00;19,00;5,00;29,00;17,00;4,00;11,00;11,00
2019-01-27;48,00;23,00;37,00;35,00;29,00;27,00;16,00;22,00;16,00;27,00;19,00;8,00;19,00;11,00;12,00;15,00;11,00;5,00;13,00;10,00;12,00;5,00;6,00;28,00;12,00;2,00;11,00;12,00
2019-02-03;53,00;20,00;45,00;23,00;32,00;32,00;24,00;18,00;13,00;20,00;13,00;10,00;16,00;13,00;17,00;15,00;7,00;7,00;12,00;6,00;12,00;4,00;10,00;27,00;16,00;3,00;8,00;12,00
2019-02-10;55,00;29,00;40,00;35,00;28,00;26,00;18,00;15,00;11,00;29,00;14,00;9,00;21,00;6,00;17,00;27,00;13,00;6,00;14,00;9,00;16,00;5,00;5,00;22,00;19,00;1,00;8,00;5,00
2019-02-17;55,00;25,00;35,00;29,00;29,00;35,00;19,00;17,00;17,00;24,00;16,00;16,00;19,00;10,00;13,00;39,00;14,00;9,00;17,00;9,00;13,00;5,00;7,00;23,00;13,00;3,00;8,00;6,00
2019-02-24;46,00;19,00;35,00;26,00;32,00;29,00;24,00;22,00;11,00;22,00;14,00;13,00;10,00;9,00;15,00;24,00;11,00;8,00;13,00;9,00;11,00;3,00;7,00;21,00;12,00;2,00;5,00;7,00
2019-03-03;54,00;27,00;33,00;25,00;26,00;27,00;20,00;22,00;10,00;23,00;22,00;9,00;14,00;10,00;14,00;19,00;16,00;3,00;13,00;9,00;8,00;4,00;5,00;20,00;10,00;2,00;7,00;5,00
2019-03-10;52,00;31,00;40,00;19,00;24,00;33,00;21,00;13,00;11,00;24,00;13,00;8,00;13,00;8,00;8,00;16,00;10,00;4,00;12,00;9,00;8,00;3,00;5,00;6,00;5,00;1,00;7,00;5,00
2019-03-17;40,00;25,00;30,00;19,00;26,00;12,00;10,00;14,00;9,00;17,00;12,00;5,00;7,00;5,00;11,00;9,00;5,00;4,00;7,00;6,00;7,00;3,00;4,00;9,00;10,00;1,00;7,00;3,00
2019-03-24;39,00;22,00;18,00;13,00;23,00;18,00;10,00;5,00;3,00;12,00;8,00;4,00;4,00;4,00;7,00;4,00;5,00;3,00;7,00;6,00;6,00;2,00;3,00;7,00;6,00;1,00;3,00;2,00
2019-03-31;45,00;19,00;16,00;13,00;19,00;22,00;5,00;7,00;5,00;10,00;8,00;2,00;8,00;4,00;9,00;4,00;5,00;1,00;6,00;10,00;6,00;7,00;1,00;8,00;2,00;0,50;4,00;3,00
2019-04-07;34,00;17,00;14,00;10,00;18,00;12,00;10,00;6,00;4,00;11,00;5,00;2,00;6,00;3,00;5,00;6,00;9,00;0,50;6,00;5,00;4,00;4,00;1,00;10,00;1,00;0,50;2,00;0,50
2019-04-14;32,00;12,00;11,00;11,00;19,00;14,00;4,00;3,00;4,00;11,00;10,00;3,00;4,00;3,00;5,00;3,00;6,00;2,00;1,00;7,00;3,00;1,00;2,00;6,00;1,00;0,50;0,50;0,50
2019-04-21;42,00;19,00;10,00;10,00;15,00;4,00;2,00;2,00;2,00;7,00;6,00;2,00;3,00;1,00;0,50;3,00;5,00;1,00;1,00;5,00;4,00;3,00;1,00;6,00;1,00;0,00;2,00;0,50
2019-04-28;28,00;8,00;4,00;4,00;9,00;5,00;2,00;1,00;2,00;5,00;4,00;1,00;4,00;0,50;0,50;3,00;5,00;0,50;2,00;2,00;2,00;2,00;1,00;6,00;2,00;0,50;0,00;0,50
2019-05-05;30,00;4,00;2,00;2,00;7,00;4,00;2,00;0,50;2,00;8,00;3,00;2,00;6,00;3,00;2,00;2,00;2,00;2,00;2,00;2,00;0,50;2,00;2,00;3,00;1,00;1,00;1,00;1,00
2019-05-12;27,00;2,00;3,00;2,00;5,00;4,00;1,00;0,00;1,00;3,00;3,00;1,00;2,00;0,00;1,00;1,00;5,00;1,00;2,00;0,00;2,00;1,00;0,00;8,00;2,00;1,00;1,00;0,00
2019-05-19;24,00;1,00;4,00;3,00;3,00;2,00;2,00;2,00;0,00;3,00;5,00;1,00;3,00;1,00;2,00;1,00;5,00;0,50;2,00;2,00;3,00;2,00;2,00;5,00;1,00;0,00;0,50;0,00
2019-05-26;37,00;1,00;3,00;2,00;5,00;3,00;1,00;3,00;1,00;6,00;4,00;1,00;1,00;0,50;0,50;2,00;5,00;1,00;2,00;0,50;2,00;2,00;2,00;7,00;3,00;0,50;0,50;0,50
2019-06-02;35,00;1,00;6,00;3,00;6,00;2,00;2,00;1,00;2,00;7,00;6,00;2,00;3,00;0,00;1,00;3,00;5,00;2,00;0,50;3,00;2,00;3,00;2,00;7,00;3,00;0,00;0,50;1,00
2019-06-09;39,00;5,00;3,00;1,00;8,00;3,00;4,00;1,00;0,50;6,00;6,00;1,00;2,00;0,50;1,00;4,00;13,00;4,00;3,00;1,00;2,00;3,00;1,00;8,00;2,00;0,50;0,50;0,50
2019-06-16;42,00;3,00;6,00;5,00;6,00;5,00;3,00;2,00;1,00;7,00;9,00;1,00;5,00;2,00;4,00;5,00;7,00;2,00;1,00;1,00;3,00;3,00;2,00;5,00;2,00;1,00;2,00;0,00
2019-06-23;52,00;2,00;7,00;10,00;9,00;5,00;3,00;0,50;2,00;11,00;12,00;3,00;5,00;2,00;2,00;2,00;9,00;3,00;3,00;2,00;3,00;2,00;4,00;9,00;4,00;0,50;0,50;1,00
2019-06-30;41,00;4,00;7,00;8,00;10,00;7,00;4,00;2,00;1,00;10,00;16,00;5,00;7,00;0,00;2,00;3,00;6,00;3,00;4,00;1,00;4,00;4,00;4,00;9,00;1,00;0,00;1,00;2,00
2019-07-07;50,00;7,00;11,00;8,00;16,00;9,00;5,00;6,00;3,00;10,00;28,00;4,00;10,00;4,00;5,00;4,00;9,00;4,00;6,00;2,00;4,00;4,00;2,00;9,00;2,00;0,50;1,00;0,00
2019-07-14;58,00;4,00;9,00;13,00;16,00;7,00;6,00;6,00;2,00;14,00;14,00;4,00;8,00;3,00;6,00;6,00;9,00;3,00;4,00;4,00;7,00;3,00;5,00;12,00;3,00;2,00;1,00;0,50
2019-07-21;72,00;12,00;12,00;9,00;25,00;12,00;7,00;6,00;3,00;18,00;9,00;6,00;6,00;2,00;4,00;6,00;9,00;10,00;2,00;3,00;4,00;6,00;3,00;13,00;5,00;1,00;1,00;2,00
2019-07-28;72,00;6,00;13,00;14,00;23,00;13,00;7,00;3,00;4,00;17,00;15,00;6,00;14,00;4,00;7,00;7,00;10,00;4,00;5,00;3,00;9,00;6,00;5,00;16,00;4,00;1,00;0,50;0,50
2019-08-04;78,00;9,00;21,00;16,00;20,00;8,00;9,00;9,00;3,00;18,00;18,00;4,00;14,00;5,00;7,00;7,00;14,00;6,00;10,00;5,00;6,00;7,00;3,00;15,00;7,00;0,50;1,00;0,00
