Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;27,00;79,65;17,55;62,10;0,00;9,00;0,00;0,00;9,00
2019-01-13;44,00;34,67;17,33;52,00;0,00;0,00;0,00;9,00;0,00
2019-01-20;0,00;40,00;7,00;26,00;0,00;9,00;0,00;0,00;0,00
2019-01-27;52,00;61,58;17,79;52,00;0,00;0,00;9,00;9,00;9,00
2019-02-03;55,00;36,22;9,39;55,00;0,00;0,00;0,00;18,00;28,00
2019-02-10;64,00;9,53;27,23;36,77;0,00;9,00;0,00;9,00;0,00
2019-02-17;0,00;7,00;14,00;34,00;0,00;9,00;0,00;0,00;0,00
2019-02-24;9,00;18,00;25,71;52,71;9,00;9,00;0,00;9,00;0,00
2019-03-03;9,00;19,50;9,00;106,50;9,00;0,00;0,00;9,00;18,00
2019-03-10;36,00;53,33;26,67;70,67;0,00;18,00;9,00;0,00;9,00
2019-03-17;37,00;19,19;0,00;75,37;0,00;0,00;0,00;9,00;0,00
2019-03-24;46,00;28,41;28,41;46,00;0,00;0,00;0,00;9,00;9,00
2019-03-31;0,00;34,00;27,00;47,00;0,00;0,00;0,00;9,00;0,00
2019-04-07;17,00;17,00;0,00;66,69;0,00;9,00;9,00;0,00;0,00
2019-04-14;30,00;30,00;30,00;70,91;0,00;0,00;0,00;20,00;0,00
2019-04-21;10,00;10,00;21,43;74,29;0,00;0,00;0,00;0,00;0,00
2019-04-28;18,00;26,31;8,31;36,00;0,00;18,00;9,00;35,00;0,00
2019-05-05;18,00;0,00;0,00;54,00;8,31;9,00;9,00;9,00;0,00
2019-05-12;45,00;36,82;9,55;117,27;0,00;0,00;0,00;0,00;9,00
2019-05-19;18,00;18,00;36,00;36,00;0,00;0,00;9,00;0,00;9,00
2019-05-26;29,00;9,67;9,67;40,05;0,00;0,00;10,00;0,00;0,00
2019-06-02;27,00;45,90;9,45;63,45;0,00;9,00;0,00;0,00;0,00
2019-06-09;9,00;0,00;0,00;78,43;0,00;18,00;0,00;0,00;0,00
2019-06-16;9,00;52,71;0,00;27,00;0,00;0,00;19,00;0,00;9,00
2019-06-23;20,00;20,00;20,00;29,33;0,00;10,00;20,00;0,00;0,00
2019-06-30;38,00;19,00;19,00;85,50;0,00;10,00;19,00;0,00;0,00
2019-07-07;0,00;21,00;7,00;35,00;0,00;19,00;19,00;10,00;0,00
2019-07-14;21,00;11,20;11,20;64,40;11,20;0,00;0,00;10,00;0,00
2019-07-21;11,00;45,38;22,00;22,00;0,00;0,00;0,00;22,00;11,00
2019-07-28;0,00;16,00;0,00;33,00;0,00;11,00;11,00;11,00;0,00
2019-08-04;41,00;41,00;10,93;31,43;0,00;10,00;10,00;0,00;0,00
2019-08-11;28,00;18,67;37,33;46,67;0,00;0,00;9,00;0,00;9,00
2019-08-18;100,00;17,57;0,00;63,51;0,00;9,00;9,00;0,00;18,00
2019-08-25;37,00;74,00;19,19;56,19;0,00;9,00;0,00;0,00;0,00
2019-09-01;35,00;53,20;44,80;63,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;45,00;27,27;9,55;17,73;0,00;9,00;0,00;9,00;0,00
2019-09-15;36,00;45,33;0,00;53,33;0,00;0,00;9,00;9,00;0,00
2019-09-22;9,00;50,14;0,00;68,14;0,00;9,00;0,00;9,00;0,00
2019-09-29;9,00;9,00;0,00;77,14;0,00;9,00;0,00;0,00;0,00
2019-10-06;36,00;70,67;26,67;133,33;0,00;0,00;9,00;0,00;9,00
2019-10-13;27,00;35,10;9,45;27,00;0,00;9,00;0,00;0,00;9,00
2019-10-20;26,00;8,21;17,79;79,37;0,00;0,00;26,00;0,00;9,00
2019-10-27;0,00;26,00;13,00;70,00;0,00;0,00;17,00;0,00;0,00
2019-11-03;51,00;33,55;17,45;51,00;0,00;9,00;34,00;0,00;9,00
2019-11-10;26,00;26,00;34,21;17,79;0,00;9,00;0,00;9,00;0,00
2019-11-17;17,00;65,38;17,00;65,38;0,00;9,00;0,00;26,00;0,00
2019-11-24;8,00;16,00;49,33;81,33;0,00;0,00;8,00;0,00;0,00
2019-12-01;17,00;49,69;7,85;34,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;34,00;43,52;0,00;51,68;0,00;9,00;26,00;0,00;9,00
2019-12-15;17,00;34,00;17,00;49,69;0,00;0,00;0,00;9,00;0,00
2019-12-22;42,00;82,65;31,16;73,16;0,00;0,00;0,00;0,00;0,00
2019-12-29;40,00;40,00;20,69;81,38;0,00;20,00;0,00;20,00;0,00
2020-01-05;50,00;33,78;24,32;108,11;0,00;0,00;0,00;17,00;8,00
2020-01-12;8,00;32,00;48,00;40,00;0,00;8,00;0,00;16,00;8,00
2020-01-19;8,00;24,00;8,00;89,33;0,00;0,00;0,00;0,00;33,00
2020-01-26;25,00;66,67;8,33;41,67;0,00;0,00;0,00;0,00;0,00
2020-02-02;16,00;40,00;8,00;24,00;8,00;0,00;8,00;0,00;25,00
2020-02-09;16,00;8,00;0,00;57,33;0,00;17,00;0,00;0,00;0,00
2020-02-16;42,00;16,26;33,87;42,00;0,00;8,00;0,00;0,00;17,00
2020-02-23;16,00;30,67;24,00;30,67;0,00;0,00;0,00;8,00;0,00
2020-03-01;8,00;54,67;16,00;54,67;8,00;8,00;8,00;8,00;8,00
2020-03-08;8,00;66,67;29,33;37,33;0,00;8,00;8,00;0,00;8,00
2020-03-15;30,00;30,00;0,00;30,00;0,00;8,00;15,00;0,00;0,00
2020-03-22;15,00;15,00;15,00;45,00;0,00;0,00;0,00;7,00;0,00
2020-03-29;23,00;14,88;8,12;23,00;0,00;0,00;8,00;0,00;0,00
2020-04-05;66,00;49,84;32,33;66,00;0,00;0,00;8,00;0,00;8,00
2020-04-12;0,00;18,00;18,00;18,00;0,00;8,00;0,00;0,00;0,00
2020-04-19;15,00;8,18;23,18;23,18;0,00;0,00;0,00;8,00;0,00
2020-04-26;7,00;44,80;0,00;22,40;0,00;0,00;7,00;0,00;14,00
2020-05-03;0,00;11,00;6,00;11,00;0,00;8,00;8,00;8,00;0,00
2020-05-10;23,00;23,00;0,00;75,76;0,00;8,00;45,00;0,00;0,00
2020-05-17;41,00;24,60;24,60;24,60;0,00;0,00;0,00;0,00;0,00
2020-05-24;47,00;8,06;0,00;8,06;0,00;0,00;16,00;0,00;0,00
2020-05-31;31,00;14,83;14,83;31,00;0,00;0,00;8,00;8,00;0,00
2020-06-07;30,00;46,36;30,00;23,18;0,00;8,00;0,00;0,00;8,00
2020-06-14;54,00;14,85;14,85;37,80;0,00;0,00;15,00;8,00;0,00
2020-06-21;33,00;24,75;0,00;42,63;0,00;0,00;0,00;8,00;0,00
2020-06-28;16,00;24,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;8,00;8,00;16,00;33,33;8,00;0,00;8,00;0,00;0,00
2020-07-12;26,00;26,00;8,21;43,79;8,21;9,00;0,00;9,00;0,00
2020-07-19;9,00;25,71;0,00;59,14;9,00;9,00;0,00;0,00;9,00
2020-07-26;0,00;20,00;0,00;33,00;7,00;9,00;9,00;9,00;0,00
2020-08-02;17,00;24,85;17,00;7,85;0,00;0,00;9,00;0,00;0,00
2020-08-09;17,00;25,50;0,00;8,50;0,00;8,00;8,00;0,00;0,00
2020-08-16;25,00;25,00;8,33;41,67;0,00;8,00;16,00;0,00;16,00
2020-08-23;8,00;16,00;16,00;24,00;0,00;0,00;0,00;8,00;0,00
2020-08-30;16,00;16,00;8,00;40,00;0,00;0,00;0,00;8,00;0,00
2020-09-06;57,00;24,43;8,14;40,71;0,00;8,00;0,00;0,00;8,00
2020-09-13;25,00;25,00;16,67;25,00;0,00;0,00;8,00;8,00;0,00
2020-09-20;40,00;24,00;16,00;24,00;8,00;8,00;8,00;0,00;16,00
2020-09-27;33,00;7,92;0,00;15,84;0,00;8,00;17,00;0,00;8,00
2020-10-04;34,00;17,68;0,00;51,68;0,00;0,00;0,00;0,00;0,00
2020-10-11;9,00;19,50;19,50;39,00;9,00;0,00;0,00;0,00;0,00
2020-10-18;17,00;0,00;7,85;7,85;0,00;0,00;0,00;0,00;0,00
2020-10-25;25,00;51,39;25,00;51,39;0,00;0,00;8,00;0,00;0,00
2020-11-01;8,00;8,00;0,00;16,00;0,00;0,00;0,00;8,00;0,00
2020-11-08;34,00;0,00;8,16;42,16;0,00;8,00;0,00;8,00;0,00
2020-11-15;17,00;8,50;17,00;43,92;0,00;17,00;0,00;0,00;0,00
