Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;33,00;99,00;66,00;99,00;0,00;32,00;0,00;48,00;32,00
2019-01-13;65,00;130,00;65,00;146,25;0,00;16,00;0,00;16,00;16,00
2019-01-20;0,00;27,00;8,00;27,00;0,00;0,00;0,00;16,00;0,00
2019-01-27;16,00;92,00;76,00;136,00;0,00;0,00;0,00;31,00;0,00
2019-02-03;49,00;65,33;49,00;147,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;48,00;144,00;48,00;112,00;0,00;16,00;16,00;16,00;0,00
2019-02-17;50,00;170,83;33,33;154,17;0,00;16,00;33,00;16,00;0,00
2019-02-24;64,00;144,00;32,00;112,00;0,00;0,00;16,00;0,00;16,00
2019-03-03;50,00;100,00;66,67;170,83;0,00;0,00;0,00;16,00;0,00
2019-03-10;48,00;64,00;64,00;160,00;0,00;16,00;32,00;16,00;0,00
2019-03-17;0,00;25,00;25,00;25,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;34,00;89,25;72,25;89,25;0,00;0,00;0,00;100,00;0,00
2019-03-31;0,00;16,00;4,00;20,00;4,00;0,00;0,00;0,00;0,00
2019-04-07;0,00;34,00;21,00;34,00;0,00;0,00;34,00;0,00;0,00
2019-04-14;35,00;85,56;15,56;136,11;0,00;0,00;52,00;18,00;0,00
2019-04-21;67,00;50,25;33,50;154,94;0,00;17,00;33,00;50,00;0,00
2019-04-28;0,00;19,00;15,00;35,00;4,00;0,00;31,00;0,00;0,00
2019-05-05;46,00;79,45;33,45;96,18;0,00;0,00;30,00;0,00;0,00
2019-05-12;49,00;32,67;49,00;114,33;16,33;16,00;0,00;32,00;32,00
2019-05-19;0,00;34,00;11,00;27,00;0,00;0,00;15,00;0,00;0,00
2019-05-26;47,00;47,00;15,67;90,08;15,67;0,00;0,00;0,00;0,00
2019-06-02;0,00;15,00;4,00;11,00;0,00;0,00;0,00;15,00;15,00
2019-06-09;0,00;19,00;4,00;22,00;0,00;0,00;0,00;15,00;0,00
2019-06-16;0,00;35,00;16,00;35,00;0,00;16,00;16,00;0,00;0,00
2019-06-23;34,00;123,25;17,00;212,50;0,00;0,00;17,00;34,00;17,00
2019-06-30;17,00;72,25;0,00;195,50;0,00;0,00;0,00;34,00;0,00
2019-07-07;33,00;82,50;16,50;136,13;0,00;0,00;17,00;0,00;0,00
2019-07-14;18,00;117,00;175,50;117,00;0,00;0,00;17,00;0,00;0,00
2019-07-21;18,00;121,50;99,00;139,50;0,00;0,00;0,00;36,00;0,00
2019-07-28;54,00;128,77;16,62;236,77;0,00;0,00;18,00;36,00;18,00
2019-08-04;87,00;107,71;37,29;124,29;0,00;0,00;17,00;0,00;0,00
2019-08-11;68,00;84,00;32,00;200,00;0,00;34,00;34,00;0,00;17,00
2019-08-18;52,00;68,00;52,00;84,00;0,00;0,00;0,00;17,00;0,00
2019-08-25;50,00;137,50;66,67;220,83;0,00;33,00;33,00;16,00;0,00
2019-09-01;80,00;112,00;64,00;48,00;0,00;0,00;16,00;0,00;16,00
2019-09-08;65,00;65,00;48,75;130,00;0,00;0,00;0,00;16,00;0,00
2019-09-15;48,00;80,00;48,00;80,00;0,00;16,00;16,00;64,00;32,00
2019-09-22;15,00;71,25;41,25;86,25;0,00;0,00;0,00;0,00;0,00
2019-09-29;15,00;112,50;86,25;97,50;0,00;0,00;61,00;15,00;0,00
2019-10-06;16,00;108,00;60,00;200,00;0,00;15,00;0,00;31,00;15,00
2019-10-13;61,00;105,73;44,73;138,27;0,00;15,00;15,00;15,00;15,00
2019-10-20;46,00;96,18;62,73;125,45;0,00;0,00;30,00;15,00;0,00
2019-10-27;16,00;48,00;48,00;140,00;0,00;0,00;0,00;16,00;0,00
2019-11-03;30,00;192,86;94,29;158,57;0,00;0,00;30,00;15,00;15,00
2019-11-10;0,00;38,00;11,00;26,00;0,00;0,00;0,00;15,00;0,00
2019-11-17;45,00;106,36;61,36;245,45;16,36;0,00;30,00;15,00;0,00
2019-11-24;0,00;32,00;18,00;25,00;0,00;29,00;15,00;15,00;0,00
2019-12-01;30,00;205,71;111,43;158,57;0,00;15,00;15,00;15,00;15,00
2019-12-08;45,00;151,36;118,64;163,64;0,00;30,00;59,00;15,00;0,00
2019-12-15;59,00;184,87;86,53;188,80;0,00;15,00;44,00;29,00;0,00
