Semaine;London (GB);Paris (FR);Amsterdam (NL);Barcelona (ES);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);stanbul (TR);Budapest (HU);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2021-05-09;18,00;15,43;2,57;7,71;0,50;11,00;3,00;2,00;7,00;3,00;2,00;2,00;1,00;4,00;3,00;1,00;1,00;1,00;3,00;1,00;3,00;1,00;1,00;0,50;1,00;0,50;0,00;1,00;0,50;2,00;0,00;0,00
2021-05-16;19,00;21,71;2,71;8,14;0,50;6,00;3,00;5,00;5,00;5,00;5,00;2,00;1,00;7,00;3,00;4,00;2,00;3,00;3,00;4,00;5,00;1,00;33,00;0,00;1,00;1,00;0,00;0,00;0,00;4,00;0,00;0,50
2021-05-23;19,00;16,63;4,75;7,13;0,00;8,00;5,00;3,00;6,00;4,00;4,00;2,00;1,00;4,00;1,00;1,00;1,00;1,00;5,00;2,00;4,00;0,50;1,00;0,50;1,00;1,00;0,00;0,50;0,50;4,00;0,00;0,00
2021-05-30;21,00;28,88;7,88;10,50;0,50;6,00;4,00;3,00;9,00;5,00;3,00;2,00;1,00;5,00;3,00;1,00;3,00;1,00;4,00;2,00;3,00;1,00;1,00;0,50;1,00;0,50;0,50;0,50;0,00;3,00;0,00;0,00
2021-06-06;20,00;25,00;5,00;12,50;0,00;8,00;7,00;5,00;5,00;3,00;2,00;4,00;1,00;7,00;4,00;1,00;4,00;1,00;3,00;3,00;4,00;0,00;1,00;1,00;1,00;1,00;0,50;0,50;0,00;2,00;0,50;0,50
2021-06-13;27,00;27,00;8,10;13,50;0,50;8,00;4,00;4,00;10,00;5,00;5,00;2,00;1,00;8,00;2,00;1,00;3,00;2,00;7,00;3,00;5,00;1,00;2,00;0,00;2,00;1,00;0,50;0,50;0,00;3,00;0,00;0,50
2021-06-20;20,00;25,00;7,50;10,00;0,00;10,00;7,00;4,00;7,00;5,00;6,00;4,00;2,00;9,00;2,00;1,00;4,00;2,00;6,00;3,00;4,00;1,00;1,00;1,00;2,00;1,00;0,50;0,50;0,50;2,00;0,50;0,50
2021-06-27;21,00;28,88;7,88;15,75;0,00;9,00;6,00;4,00;8,00;5,00;7,00;7,00;1,00;6,00;4,00;1,00;2,00;2,00;9,00;2,00;4,00;1,00;2,00;0,50;3,00;1,00;0,00;1,00;0,00;3,00;0,00;0,00
2021-07-04;21,00;26,25;7,88;18,38;0,50;11,00;4,00;5,00;8,00;6,00;8,00;5,00;1,00;7,00;4,00;2,00;2,00;1,00;4,00;3,00;5,00;2,00;2,00;0,50;3,00;0,50;1,00;0,50;0,50;2,00;0,50;0,00
2021-07-11;28,00;28,00;7,64;10,18;0,50;7,00;6,00;5,00;10,00;4,00;6,00;4,00;2,00;6,00;4,00;1,00;2,00;2,00;5,00;2,00;4,00;1,00;2,00;0,50;2,00;0,00;1,00;0,00;0,00;3,00;0,00;0,00
2021-07-18;19,00;26,13;7,13;9,50;0,00;8,00;5,00;5,00;8,00;5,00;6,00;3,00;1,00;5,00;3,00;1,00;3,00;1,00;4,00;4,00;5,00;1,00;2,00;0,50;1,00;1,00;1,00;0,50;0,50;4,00;0,00;0,50
2021-07-25;20,00;22,50;7,50;10,00;0,50;10,00;3,00;5,00;9,00;7,00;7,00;5,00;1,00;8,00;2,00;2,00;4,00;1,00;6,00;2,00;4,00;1,00;2,00;1,00;2,00;1,00;0,50;0,50;0,00;3,00;0,50;0,00
2021-08-01;17,00;24,29;9,71;7,29;1,00;8,00;3,00;7,00;8,00;5,00;7,00;4,00;1,00;9,00;3,00;1,00;4,00;3,00;8,00;2,00;5,00;1,00;2,00;0,00;2,00;1,00;0,00;0,50;0,50;3,00;1,00;0,50
2021-08-08;24,00;37,33;10,67;16,00;0,50;9,00;7,00;10,00;11,00;5,00;8,00;8,00;3,00;7,00;4,00;2,00;4,00;3,00;7,00;3,00;8,00;1,00;1,00;0,50;2,00;0,50;0,50;0,50;1,00;2,00;0,00;1,00
2021-08-15;22,00;35,75;11,00;19,25;1,00;10,00;9,00;6,00;12,00;4,00;9,00;5,00;1,00;7,00;3,00;1,00;5,00;2,00;9,00;3,00;7,00;1,00;1,00;1,00;3,00;0,50;1,00;1,00;0,50;4,00;0,00;0,50
2021-08-22;24,00;42,67;13,33;13,33;0,50;8,00;5,00;8,00;11,00;3,00;9,00;7,00;1,00;4,00;5,00;1,00;6,00;2,00;8,00;3,00;5,00;0,50;2,00;1,00;2,00;1,00;0,50;0,50;0,00;6,00;0,00;0,50
2021-08-29;22,00;34,22;9,78;9,78;1,00;11,00;5,00;10,00;11,00;6,00;9,00;6,00;2,00;6,00;6,00;1,00;5,00;2,00;10,00;5,00;7,00;2,00;2,00;0,00;2,00;1,00;0,50;1,00;0,00;2,00;0,00;0,50
2021-09-05;23,00;43,44;10,22;12,78;0,00;11,00;5,00;8,00;12,00;4,00;10,00;6,00;2,00;3,00;4,00;2,00;3,00;2,00;6,00;6,00;5,00;1,00;1,00;0,50;2,00;1,00;0,50;1,00;0,00;4,00;0,00;0,00
2021-09-12;25,00;47,50;12,50;12,50;0,50;13,00;6,00;10,00;10,00;8,00;17,00;6,00;2,00;6,00;5,00;4,00;3,00;2,00;9,00;5,00;8,00;1,00;1,00;0,50;3,00;1,00;0,50;0,50;0,00;2,00;0,00;0,50
