Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-07-05;35,00;0,00;35,00;17,50;175,00;0,00;17,50;490,00;0,00;0,00;8,75;131,25;105,00;122,50;0,00;26,25;288,75;0,00;0,00;94,50;7,00;0,00;0,00;50,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;108,89;0,00;70,00;0,00;43,08;0,00;17,00;0,00;0,00;0,00;0,00;0,00
2020-07-12;91,00;15,17;30,33;0,00;182,00;11,38;0,00;295,75;0,00;8,27;16,55;124,09;173,73;171,89;0,00;10,11;444,89;10,50;10,50;101,50;0,00;0,00;9,75;208,00;9,75;0,00;0,00;0,00;0,00;0,00;0,00;140,64;0,00;34,79;0,00;26,76;0,00;18,00;0,00;0,00;0,00;0,00;0,00
2020-07-19;55,00;0,00;27,50;0,00;82,50;13,75;0,00;522,50;0,00;0,00;0,00;94,29;188,57;155,83;0,00;0,00;348,33;0,00;0,00;116,88;0,00;0,00;0,00;80,88;0,00;0,00;9,00;0,00;0,00;7,86;0,00;271,07;0,00;93,50;0,00;85,25;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2020-07-26;36,00;0,00;36,00;0,00;108,00;9,00;0,00;252,00;0,00;9,00;0,00;153,00;180,00;153,00;0,00;9,00;270,00;0,00;0,00;122,40;0,00;0,00;0,00;91,64;0,00;0,00;9,00;0,00;0,00;0,00;0,00;192,00;0,00;83,08;0,00;19,38;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2020-08-02;46,00;46,00;0,00;23,00;230,00;11,50;0,00;345,00;0,00;0,00;7,67;145,67;138,00;101,20;0,00;0,00;285,20;0,00;17,69;74,31;10,62;0,00;9,86;138,00;0,00;0,00;0,00;0,00;0,00;8,36;0,00;133,82;0,00;54,12;0,00;37,88;9,00;9,00;0,00;0,00;0,00;0,00;0,00
2020-08-09;45,00;0,00;45,00;22,50;225,00;22,50;11,25;360,00;0,00;0,00;0,00;117,00;90,00;135,00;0,00;27,00;297,00;10,38;0,00;90,00;0,00;0,00;9,64;61,07;0,00;0,00;0,00;0,00;0,00;0,00;8,18;126,82;0,00;45,00;0,00;52,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-16;54,00;0,00;13,50;0,00;135,00;0,00;0,00;324,00;0,00;0,00;0,00;115,71;131,14;135,00;0,00;9,00;378,00;10,13;0,00;131,63;10,13;0,00;0,00;88,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95,54;0,00;72,90;0,00;45,90;9,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-23;64,00;0,00;0,00;0,00;128,00;10,67;0,00;362,67;0,00;16,00;0,00;112,00;168,00;106,67;0,00;21,33;405,33;0,00;10,67;103,11;0,00;0,00;0,00;121,26;10,11;0,00;9,00;0,00;0,00;0,00;0,00;116,00;0,00;109,33;0,00;64,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00
2020-08-30;45,00;0,00;0,00;0,00;90,00;11,25;0,00;180,00;0,00;0,00;0,00;117,00;153,00;99,00;0,00;27,00;369,00;17,31;0,00;96,92;0,00;0,00;0,00;141,43;0,00;0,00;0,00;9,00;0,00;0,00;0,00;81,82;0,00;60,88;0,00;71,47;0,00;18,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;18,00;9,00;0,00;9,00;54,00;0,00;9,00;252,00;9,00;0,00;0,00;180,00;198,00;72,00;0,00;9,00;333,00;0,00;0,00;46,80;0,00;0,00;0,00;126,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;153,00;0,00;51,43;0,00;61,71;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2020-09-13;27,00;13,50;13,50;0,00;81,00;0,00;0,00;243,00;0,00;0,00;9,00;126,00;117,00;18,00;0,00;0,00;369,00;0,00;0,00;33,75;0,00;0,00;20,25;64,13;0,00;0,00;0,00;0,00;72,00;0,00;0,00;69,43;0,00;81,00;0,00;45,90;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;26,00;26,00;26,00;0,00;156,00;13,00;13,00;286,00;0,00;0,00;0,00;43,33;130,00;52,00;0,00;0,00;268,67;9,75;0,00;65,00;0,00;0,00;0,00;61,75;16,25;0,00;0,00;9,00;0,00;7,43;0,00;89,14;0,00;41,60;0,00;33,80;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2020-09-27;27,00;13,50;0,00;0,00;135,00;13,50;0,00;351,00;0,00;0,00;0,00;54,00;117,00;36,00;0,00;9,00;171,00;10,13;0,00;50,63;0,00;0,00;0,00;37,13;16,88;0,00;0,00;0,00;0,00;0,00;0,00;77,14;0,00;8,10;0,00;27,00;0,00;27,00;0,00;0,00;0,00;0,00;0,00
2020-10-04;9,00;9,00;9,00;0,00;54,00;9,00;0,00;126,00;0,00;0,00;0,00;72,00;99,00;36,00;0,00;0,00;99,00;0,00;9,00;87,00;0,00;0,00;0,00;33,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;81,00;9,00;60,00;0,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-11;9,00;0,00;0,00;0,00;72,00;0,00;0,00;144,00;0,00;9,00;9,00;18,00;99,00;63,00;0,00;9,00;99,00;0,00;0,00;39,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;54,00;0,00;9,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;9,00;0,00;0,00;0,00;54,00;0,00;18,00;36,00;0,00;0,00;0,00;45,00;81,00;18,00;0,00;0,00;72,00;0,00;0,00;87,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;72,00;0,00;30,00;0,00;21,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00
2020-10-25;9,00;9,00;9,00;0,00;54,00;0,00;0,00;54,00;0,00;9,00;0,00;63,00;81,00;45,00;0,00;0,00;72,00;0,00;0,00;39,00;9,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;49,50;0,00;9,00;0,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;8,00;8,00;16,00;0,00;16,00;8,00;16,00;32,00;0,00;0,00;0,00;48,00;128,00;0,00;0,00;0,00;96,00;0,00;0,00;48,00;0,00;0,00;12,00;32,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;48,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;9,00;0,00;18,00;9,00;54,00;0,00;0,00;72,00;0,00;0,00;0,00;72,00;126,00;36,00;0,00;0,00;81,00;0,00;0,00;54,00;0,00;0,00;0,00;33,00;0,00;0,00;0,00;0,00;9,00;9,00;0,00;49,50;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;9,00
2020-11-15;9,00;0,00;0,00;0,00;54,00;9,00;0,00;54,00;0,00;0,00;0,00;18,00;99,00;54,00;0,00;0,00;63,00;0,00;0,00;39,00;0,00;0,00;0,00;24,00;15,00;0,00;0,00;0,00;9,00;0,00;0,00;31,50;0,00;0,00;0,00;9,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00
2020-11-22;9,00;18,00;18,00;0,00;72,00;9,00;0,00;72,00;9,00;0,00;9,00;54,00;117,00;54,00;0,00;18,00;54,00;0,00;0,00;60,00;0,00;0,00;0,00;15,00;9,00;0,00;0,00;0,00;0,00;9,00;0,00;67,50;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00
2020-11-29;9,00;0,00;0,00;0,00;90,00;0,00;0,00;90,00;0,00;0,00;0,00;99,00;144,00;27,00;0,00;36,00;54,00;0,00;0,00;138,00;0,00;0,00;0,00;15,00;9,00;0,00;0,00;0,00;0,00;9,00;0,00;49,50;0,00;30,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;9,00;9,00;9,00;0,00;54,00;9,00;9,00;108,00;9,00;0,00;0,00;54,00;207,00;36,00;0,00;54,00;108,00;0,00;0,00;159,00;0,00;0,00;0,00;33,00;9,00;0,00;0,00;0,00;0,00;49,50;0,00;67,50;0,00;21,00;0,00;30,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2020-12-13;26,00;0,00;13,00;0,00;52,00;0,00;0,00;104,00;0,00;0,00;0,00;34,67;130,00;60,67;0,00;0,00;34,67;0,00;0,00;139,75;0,00;0,00;9,75;9,75;0,00;0,00;0,00;0,00;0,00;26,00;0,00;14,86;0,00;7,80;0,00;7,80;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;51,00;25,50;25,50;12,75;102,00;0,00;12,75;255,00;0,00;0,00;0,00;17,00;255,00;122,40;0,00;10,20;132,60;0,00;10,20;248,20;0,00;0,00;0,00;30,60;20,40;0,00;0,00;0,00;0,00;11,77;11,77;58,85;0,00;10,74;0,00;29,53;0,00;10,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;29,00;0,00;0,00;0,00;87,00;0,00;14,50;232,00;0,00;9,67;0,00;58,00;290,00;116,00;0,00;154,67;145,00;10,88;10,88;188,50;0,00;0,00;19,33;48,33;9,67;0,00;0,00;0,00;10,00;0,00;0,00;87,00;0,00;18,45;0,00;18,45;0,00;19,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;26,00;26,00;13,00;0,00;104,00;13,00;0,00;182,00;26,00;0,00;0,00;95,33;130,00;104,00;0,00;17,33;104,00;0,00;0,00;113,75;9,75;9,75;0,00;26,00;9,75;0,00;0,00;0,00;0,00;0,00;0,00;95,33;0,00;33,80;0,00;7,80;0,00;17,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;34,00;0,00;34,00;0,00;204,00;17,00;0,00;340,00;0,00;0,00;0,00;110,50;187,00;453,33;0,00;11,33;147,33;0,00;0,00;91,80;0,00;0,00;0,00;51,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;63,75;0,00;17,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;50,00;0,00;25,00;0,00;75,00;0,00;0,00;225,00;12,50;0,00;0,00;83,33;175,00;240,00;0,00;30,00;130,00;0,00;0,00;357,14;0,00;0,00;0,00;43,33;10,00;0,00;0,00;0,00;0,00;8,33;0,00;104,17;0,00;25,00;0,00;41,67;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;100,00;16,67;33,33;33,33;100,00;12,50;25,00;100,00;0,00;0,00;0,00;75,00;125,00;140,00;0,00;20,00;80,00;6,90;17,24;158,62;0,00;0,00;10,00;16,67;16,67;0,00;0,00;0,00;0,00;8,00;0,00;100,00;0,00;24,32;0,00;16,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;93,00;15,50;31,00;15,50;124,00;0,00;0,00;139,50;0,00;0,00;0,00;101,45;135,27;51,67;0,00;20,67;113,67;6,89;0,00;151,56;0,00;0,00;0,00;16,61;26,57;0,00;0,00;0,00;8,00;0,00;0,00;40,43;0,00;16,41;0,00;24,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;26,00;0,00;0,00;0,00;156,00;26,00;0,00;104,00;0,00;0,00;0,00;52,00;138,67;69,33;8,67;8,67;78,00;0,00;0,00;100,29;0,00;0,00;0,00;35,75;0,00;0,00;9,00;0,00;9,00;0,00;0,00;39,00;0,00;33,80;0,00;41,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;9,00;0,00;9,00;0,00;36,00;0,00;0,00;108,00;0,00;0,00;0,00;72,00;153,00;54,00;9,00;18,00;99,00;0,00;0,00;166,50;9,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;18,00;9,00;30,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;9,00;0,00;0,00;9,00;36,00;0,00;0,00;198,00;0,00;0,00;9,00;54,00;117,00;45,00;0,00;0,00;99,00;9,00;0,00;144,00;0,00;0,00;0,00;15,00;15,00;0,00;0,00;0,00;9,00;0,00;0,00;18,00;0,00;18,00;0,00;9,00;0,00;9,00;0,00;0,00;0,00;9,00;0,00
2021-02-28;9,00;0,00;0,00;0,00;36,00;9,00;0,00;144,00;0,00;0,00;0,00;27,00;126,00;45,00;0,00;9,00;90,00;9,00;0,00;130,50;9,00;0,00;0,00;30,00;30,00;0,00;0,00;0,00;0,00;18,00;0,00;27,00;0,00;48,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;25,00;0,00;0,00;0,00;100,00;12,50;0,00;175,00;0,00;0,00;0,00;66,67;133,33;41,67;0,00;50,00;75,00;0,00;0,00;67,86;0,00;0,00;9,38;15,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;0,00;8,33;8,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;8,00;0,00;16,00;0,00;64,00;0,00;0,00;32,00;8,00;8,00;0,00;40,00;112,00;40,00;0,00;16,00;64,00;0,00;8,00;140,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;32,00;0,00;24,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;17,00;0,00;8,50;0,00;51,00;8,50;8,50;85,00;0,00;0,00;0,00;8,50;119,00;17,00;0,00;25,50;51,00;0,00;6,80;159,80;0,00;0,00;10,20;27,20;10,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;36,83;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;9,00;0,00;18,00;0,00;36,00;0,00;0,00;36,00;0,00;0,00;0,00;45,00;90,00;54,00;0,00;18,00;45,00;0,00;0,00;105,00;0,00;0,00;0,00;27,00;9,00;0,00;9,00;0,00;9,00;0,00;0,00;31,50;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;18,00;0,00;0,00;0,00;54,00;0,00;0,00;90,00;0,00;0,00;0,00;81,00;126,00;36,00;0,00;9,00;99,00;0,00;0,00;93,60;0,00;0,00;0,00;50,40;10,80;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;17,00;0,00;0,00;0,00;51,00;0,00;0,00;51,00;0,00;0,00;0,00;17,00;51,00;25,50;0,00;25,50;42,50;0,00;0,00;40,80;0,00;0,00;0,00;10,20;10,20;0,00;0,00;0,00;8,00;0,00;0,00;8,50;0,00;0,00;0,00;8,50;0,00;8,00;8,00;0,00;0,00;0,00;0,00
2021-04-18;9,00;0,00;18,00;0,00;18,00;0,00;0,00;36,00;0,00;0,00;0,00;27,00;18,00;27,00;0,00;0,00;207,00;0,00;0,00;22,50;0,00;0,00;9,00;39,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;27,00;0,00;30,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;9,00;0,00;0,00;0,00;18,00;0,00;0,00;36,00;0,00;0,00;0,00;27,00;72,00;18,00;0,00;18,00;144,00;0,00;0,00;67,50;0,00;0,00;0,00;63,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40,50;0,00;18,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;16,00;8,00;8,00;0,00;32,00;0,00;8,00;80,00;8,00;0,00;8,00;72,00;88,00;48,00;0,00;0,00;144,00;0,00;0,00;73,60;0,00;0,00;0,00;32,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;32,00;0,00;32,00;0,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-09;9,00;0,00;0,00;0,00;9,00;0,00;0,00;90,00;0,00;0,00;0,00;72,00;144,00;63,00;0,00;0,00;153,00;0,00;9,00;22,50;0,00;0,00;9,00;63,00;0,00;9,00;0,00;17,00;9,00;0,00;0,00;49,50;0,00;30,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;17,00;0,00;17,00;0,00;17,00;0,00;0,00;153,00;0,00;0,00;0,00;68,00;119,00;59,50;0,00;8,50;195,50;0,00;0,00;64,60;0,00;0,00;0,00;78,20;0,00;0,00;8,00;0,00;0,00;0,00;0,00;59,50;0,00;42,50;0,00;62,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;18,00;0,00;9,00;0,00;36,00;0,00;0,00;144,00;0,00;0,00;0,00;27,00;54,00;54,00;9,00;27,00;144,00;0,00;0,00;64,80;0,00;0,00;0,00;79,20;0,00;0,00;9,00;0,00;0,00;0,00;9,00;99,00;0,00;77,14;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;9,00;0,00;0,00;0,00;36,00;0,00;0,00;180,00;0,00;0,00;0,00;45,00;153,00;45,00;18,00;0,00;180,00;0,00;0,00;48,00;0,00;0,00;9,00;42,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;135,00;0,00;51,00;0,00;72,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;44,00;0,00;0,00;22,00;44,00;0,00;0,00;176,00;0,00;0,00;0,00;35,20;211,20;77,00;0,00;0,00;330,00;0,00;0,00;50,77;0,00;0,00;0,00;81,23;0,00;0,00;0,00;0,00;0,00;0,00;0,00;80,00;0,00;44,00;0,00;27,50;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;27,00;13,50;27,00;0,00;108,00;0,00;0,00;297,00;0,00;0,00;0,00;72,00;81,00;54,00;0,00;9,00;252,00;0,00;0,00;33,75;16,88;0,00;0,00;94,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50,14;0,00;54,00;18,90;35,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;45,00;0,00;22,50;0,00;90,00;0,00;11,25;202,50;0,00;0,00;0,00;99,00;144,00;72,00;0,00;27,00;207,00;0,00;0,00;72,69;10,38;0,00;0,00;35,36;0,00;0,00;0,00;0,00;9,00;8,18;0,00;90,00;0,00;45,00;0,00;7,94;0,00;18,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;27,00;0,00;27,00;0,00;81,00;13,50;0,00;270,00;0,00;0,00;0,00;63,00;108,00;99,00;9,00;27,00;234,00;16,88;10,13;60,75;33,75;0,00;0,00;94,50;0,00;0,00;9,00;0,00;0,00;0,00;7,71;104,14;0,00;64,80;0,00;99,90;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2021-07-04;18,00;0,00;18,00;9,00;54,00;72,00;0,00;252,00;0,00;0,00;0,00;144,00;99,00;135,00;0,00;0,00;342,00;0,00;0,00;39,60;18,00;0,00;0,00;33,00;0,00;0,00;0,00;0,00;0,00;7,20;0,00;64,80;7,20;69,43;0,00;36,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;47,00;0,00;47,00;0,00;141,00;11,75;11,75;470,00;0,00;0,00;0,00;23,50;133,17;94,00;0,00;37,60;385,40;0,00;0,00;137,38;10,85;0,00;0,00;67,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;90,08;0,00;58,06;0,00;58,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-18;39,00;0,00;39,00;19,50;117,00;0,00;0,00;429,00;0,00;0,00;0,00;124,80;93,60;156,00;0,00;9,75;409,50;0,00;0,00;81,55;0,00;0,00;0,00;117,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;152,10;0,00;67,60;0,00;39,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-25;19,00;0,00;0,00;0,00;57,00;0,00;0,00;304,00;9,50;0,00;0,00;114,00;199,50;152,00;0,00;0,00;342,00;0,00;0,00;88,67;9,50;0,00;0,00;123,50;0,00;0,00;10,00;0,00;0,00;0,00;0,00;102,60;0,00;78,71;0,00;67,86;0,00;29,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;78,00;0,00;0,00;0,00;117,00;0,00;0,00;546,00;0,00;0,00;0,00;93,60;109,20;136,50;0,00;29,25;438,75;0,00;0,00;70,91;10,64;0,00;0,00;136,50;0,00;0,00;0,00;0,00;0,00;20,53;0,00;151,89;0,00;126,41;0,00;59,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;50,00;12,50;25,00;0,00;100,00;0,00;0,00;475,00;0,00;0,00;0,00;116,67;183,33;110,00;0,00;0,00;450,00;10,71;0,00;146,43;0,00;0,00;10,00;103,33;0,00;0,00;0,00;0,00;10,00;11,54;0,00;126,92;0,00;107,89;0,00;50,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00
2021-08-15;78,00;0,00;0,00;0,00;117,00;0,00;13,00;572,00;0,00;0,00;0,00;132,60;124,80;253,50;0,00;9,75;380,25;10,17;0,00;94,96;10,17;0,00;0,00;126,75;0,00;0,00;10,00;0,00;0,00;8,21;8,21;78,00;0,00;118,34;0,00;40,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-22;31,00;0,00;15,50;0,00;124,00;15,50;15,50;527,00;0,00;0,00;0,00;124,00;139,50;113,67;10,33;10,33;423,67;10,33;0,00;93,00;0,00;0,00;0,00;141,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;127,88;11,63;76,09;0,00;42,27;0,00;10,00;21,00;0,00;0,00;0,00;0,00
2021-08-29;61,00;15,25;0,00;15,25;122,00;0,00;0,00;264,33;0,00;0,00;0,00;122,00;139,43;132,17;0,00;0,00;366,00;0,00;0,00;20,33;10,17;0,00;0,00;160,53;19,26;0,00;10,00;0,00;0,00;12,20;0,00;142,33;0,00;61,00;0,00;39,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;52,00;0,00;0,00;0,00;78,00;0,00;0,00;364,00;0,00;0,00;0,00;95,33;130,00;104,00;0,00;0,00;468,00;0,00;0,00;52,00;0,00;0,00;0,00;123,50;19,50;0,00;0,00;0,00;0,00;0,00;0,00;144,00;0,00;41,05;0,00;21,89;0,00;21,00;0,00;0,00;0,00;0,00;0,00
2021-09-12;12,00;0,00;0,00;0,00;96,00;12,00;0,00;192,00;0,00;0,00;0,00;168,00;96,00;168,00;0,00;0,00;336,00;0,00;0,00;52,00;0,00;0,00;12,00;75,00;0,00;0,00;0,00;0,00;12,00;24,00;0,00;80,00;0,00;78,00;0,00;27,00;0,00;12,00;12,00;0,00;0,00;0,00;0,00
