Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2021-07-04;14,00;34,00;4,00;2,00;3,00;37,00;2,00;6,00;40,00;76,00;4,00;2,00;4,00;5,00;26,00;2,00;0,00;2,00;2,00;0,00;5,00;7,00;6,00;0,00;0,00;0,00;0,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00
2021-07-11;16,00;26,00;1,00;2,00;0,50;33,00;1,00;3,00;44,00;51,00;1,00;0,50;3,00;3,00;19,00;0,00;0,50;1,00;1,00;1,00;4,00;6,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-18;15,00;27,00;3,00;2,00;2,00;28,00;2,00;5,00;38,00;36,00;1,00;2,00;2,00;3,00;19,00;1,00;1,00;3,00;2,00;1,00;4,00;5,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-25;64,00;24,00;1,00;3,00;1,00;26,00;4,00;2,00;34,00;53,00;3,00;0,00;3,00;2,00;15,00;3,00;0,00;1,00;1,00;0,50;3,00;6,00;4,00;0,00;0,00;0,00;0,50;4,00;0,00;0,00;0,00;0,50;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00
2021-08-01;26,00;30,00;2,00;1,00;1,00;35,00;0,50;3,00;34,00;58,00;1,00;0,00;2,00;2,00;25,00;2,00;0,00;0,00;1,00;1,00;2,00;5,00;4,00;0,00;0,00;0,00;0,00;4,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2021-08-08;16,00;40,00;4,00;3,00;2,00;39,00;2,00;5,00;32,00;63,00;2,00;2,00;2,00;3,00;25,00;4,00;0,00;2,00;3,00;1,00;4,00;7,00;5,00;0,00;1,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-15;13,00;33,00;2,00;1,00;0,00;32,00;2,00;4,00;37,00;69,00;2,00;0,00;2,00;1,00;24,00;3,00;0,00;2,00;3,00;1,00;2,00;9,00;5,00;1,00;1,00;0,00;0,00;5,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-22;27,00;27,00;3,00;0,00;2,00;25,00;3,00;2,00;29,00;52,00;2,00;2,00;3,00;3,00;15,00;3,00;0,00;2,00;2,00;1,00;3,00;4,00;5,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2021-08-29;17,00;17,00;2,00;2,00;1,00;23,00;3,00;3,00;18,00;34,00;1,00;1,00;3,00;2,00;10,00;3,00;1,00;0,00;0,00;1,00;2,00;2,00;5,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;10,00;24,00;2,00;1,00;2,00;18,00;1,00;1,00;12,00;30,00;0,00;1,00;1,00;1,00;5,00;1,00;1,00;2,00;1,00;1,00;3,00;1,00;4,00;0,00;0,00;0,00;0,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-12;10,00;20,00;2,00;1,00;2,00;16,00;1,00;1,00;11,00;18,00;1,00;2,00;2,00;1,00;7,00;1,00;0,00;1,00;0,00;1,00;1,00;1,00;2,00;1,00;0,00;0,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
