Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Flachau (AT);La Clusaz (FR);Zillertal (AT);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-04-12;7,00;0,00;0,00;0,00;17,50;0,00;0,00;0,00;0,00;7,00;0,00;7,00;0,00;0,00;3,00;7,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2020-04-19;3,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;6,00;3,60;0,00;0,00;13,20;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;9,00;0,00;3,00;0,00;14,00;0,00;0,00;6,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;7,00;0,00;3,50;0,00;3,50;0,00;0,00;7,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;22,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-31;3,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;6,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;37,00;0,00;0,00;0,00;6,53;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;3,00;0,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2020-06-14;34,00;3,19;3,19;0,00;14,88;0,00;0,00;6,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;6,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;3,00;0,00;0,00;0,00;9,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;17,00;0,00;0,00;0,00;10,20;0,00;0,00;0,00;0,00;3,00;0,00;13,00;0,00;3,00;10,00;10,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;49,00;0,00;6,39;3,20;12,78;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;10,00;7,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2020-07-05;27,00;0,00;3,24;0,00;3,24;3,00;7,00;3,00;0,00;7,00;0,00;0,00;0,00;3,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;3,00;7,00;3,00;0,00;0,00;3,00;3,00;0,00;7,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-07-12;70,00;0,00;7,54;3,23;10,77;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;7,00;11,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-19;43,00;0,00;3,23;7,53;3,23;0,00;0,00;0,00;0,00;4,00;0,00;11,00;0,00;7,00;11,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;7,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-26;87,00;0,00;0,00;3,22;3,22;0,00;0,00;4,00;0,00;0,00;0,00;7,00;0,00;7,00;11,00;7,00;4,00;0,00;0,00;4,00;4,00;0,00;4,00;4,00;4,00;0,00;0,00;15,00;7,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-02;63,00;3,20;10,68;0,00;0,00;7,00;0,00;3,00;0,00;3,00;0,00;3,00;0,00;3,00;3,00;10,00;10,00;10,00;0,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-09;57,00;3,23;3,23;3,23;9,68;3,00;3,00;3,00;0,00;3,00;0,00;10,00;0,00;7,00;13,00;10,00;7,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-16;66,00;3,25;0,00;0,00;16,23;0,00;3,00;0,00;0,00;0,00;0,00;10,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;3,00;0,00;10,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-23;26,00;0,00;13,00;0,00;22,75;0,00;0,00;13,00;0,00;0,00;0,00;3,00;3,00;3,00;10,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2020-08-30;19,00;0,00;6,33;0,00;3,17;10,00;0,00;3,00;0,00;0,00;0,00;16,00;0,00;10,00;6,00;6,00;10,00;3,00;0,00;0,00;3,00;3,00;0,00;3,00;0,00;3,00;0,00;3,00;0,00;0,00;6,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;46,00;3,21;0,00;3,21;6,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2020-09-13;36,00;3,27;3,27;3,27;3,27;0,00;3,00;0,00;0,00;0,00;3,00;3,00;0,00;3,00;10,00;0,00;3,00;13,00;0,00;0,00;3,00;0,00;0,00;3,00;3,00;7,00;3,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;32,00;6,40;0,00;0,00;3,20;6,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;6,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-27;27,00;6,48;0,00;3,24;9,72;0,00;0,00;13,00;3,00;0,00;3,00;3,00;0,00;3,00;0,00;7,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-04;34,00;0,00;0,00;6,38;10,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;7,00;0,00;10,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-11;35,00;0,00;0,00;0,00;16,97;3,00;0,00;3,00;0,00;7,00;0,00;7,00;0,00;0,00;4,00;0,00;0,00;7,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;49,00;3,27;3,27;0,00;10,89;0,00;3,00;0,00;0,00;0,00;3,00;3,00;0,00;3,00;7,00;0,00;0,00;0,00;0,00;3,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-10-25;13,00;0,00;0,00;0,00;6,50;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;10,00;0,00;7,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;13,00;0,00;0,00;0,00;3,25;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;10,00;0,00;3,33;0,00;3,33;0,00;0,00;7,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;13,00;0,00;0,00;3,25;3,25;0,00;0,00;10,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;6,00;6,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;3,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;10,00;0,00;3,33;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;10,00;3,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00
2020-12-06;16,00;0,00;0,00;0,00;12,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;3,00;3,00;0,00;0,00;3,00;6,00;6,00;0,00;3,00;0,00;3,00;3,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-13;13,00;0,00;3,25;0,00;3,25;3,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;7,00;7,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;10,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;19,00;19,00;0,00;0,00;11,61;4,00;0,00;0,00;4,00;0,00;0,00;8,00;0,00;0,00;8,00;4,00;0,00;8,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;23,00;0,00;4,38;0,00;15,33;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;8,00;4,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;17,00;0,00;0,00;0,00;6,38;3,00;0,00;0,00;0,00;3,00;0,00;10,00;0,00;3,00;3,00;7,00;7,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;17,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;13,00;0,00;0,00;0,00;16,25;0,00;0,00;0,00;0,00;3,00;0,00;10,00;90,00;0,00;7,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;16,00;3,20;0,00;0,00;6,40;0,00;3,00;0,00;0,00;6,00;0,00;6,00;39,00;3,00;3,00;13,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;55,00;3,24;3,24;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;6,00;0,00;6,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;6,00;19,00;0,00;6,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;32,00;0,00;0,00;0,00;12,80;3,00;0,00;0,00;0,00;6,00;3,00;0,00;3,00;6,00;0,00;3,00;0,00;6,00;0,00;6,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;6,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;16,00;0,00;3,20;0,00;3,20;0,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;3,00;3,00;3,00;0,00;3,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;10,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;14,00;3,23;0,00;0,00;6,46;3,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;3,00;3,00;3,00;0,00;7,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;7,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;7,00;3,50;3,50;0,00;7,00;7,00;0,00;0,00;3,00;7,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;7,00;0,00;3,50;0,00;7,00;7,00;3,00;50,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;3,00;7,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;3,00;3,00;0,00;0,00;9,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;9,00;0,00;3,00;0,00;3,00;3,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;3,00;0,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;10,00;0,00;0,00;0,00;3,33;3,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;4,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2021-04-11;10,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;24,00;0,00;0,00;3,27;6,55;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;10,00;0,00;0,00;3,33;10,00;3,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;10,00;0,00;0,00;3,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-09;17,00;0,00;0,00;0,00;6,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;13,00;0,00;0,00;0,00;3,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;28,00;0,00;0,00;3,23;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;17,00;0,00;0,00;0,00;10,63;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;14,00;0,00;0,00;0,00;3,23;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;3,00;7,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;7,00;0,00;3,50;0,00;3,50;7,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;27,00;0,00;3,24;0,00;3,24;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;3,00;3,00;7,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;10,00;0,00;0,00;0,00;3,33;3,00;0,00;0,00;3,00;0,00;0,00;10,00;0,00;0,00;3,00;10,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-04;28,00;0,00;14,00;3,23;18,31;4,00;0,00;4,00;0,00;4,00;4,00;7,00;0,00;7,00;0,00;4,00;4,00;32,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;4,00;7,00;0,00;4,00;4,00;0,00;4,00;7,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;25,00;0,00;3,26;3,26;7,61;4,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;7,00;7,00;0,00;7,00;0,00;0,00;7,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-18;44,00;0,00;7,51;0,00;16,10;0,00;0,00;0,00;0,00;0,00;4,00;20,00;0,00;8,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-25;28,00;0,00;4,31;0,00;7,54;0,00;0,00;0,00;4,00;0,00;0,00;12,00;0,00;4,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;23,00;0,00;0,00;0,00;4,38;0,00;0,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;8,00;0,00;0,00;0,00;8,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;74,00;0,00;4,29;0,00;4,29;8,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;8,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-15;36,00;0,00;0,00;0,00;14,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;18,00;4,00;4,00;7,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;4,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-22;42,00;0,00;0,00;0,00;11,85;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;11,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-29;64,00;3,25;0,00;0,00;7,59;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;4,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;34,00;3,29;0,00;0,00;10,97;4,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;7,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-12;21,00;0,00;4,42;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;4,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
