Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;100,00;53,33;31,11;35,56;0,00;27,00;5,00;14,00;18,00
2019-01-13;53,00;66,25;22,08;22,08;0,00;57,00;13,00;22,00;9,00
2019-01-20;44,00;61,60;8,80;22,00;4,40;31,00;13,00;4,00;22,00
2019-01-27;78,00;60,17;13,37;40,11;8,91;17,00;9,00;13,00;9,00
2019-02-03;31,00;44,29;0,00;48,71;4,43;17,00;4,00;13,00;9,00
2019-02-10;73,00;55,30;4,42;55,30;4,42;27,00;0,00;0,00;5,00
2019-02-17;41,00;41,00;4,56;13,67;0,00;4,00;4,00;13,00;18,00
2019-02-24;37,00;48,56;18,50;32,38;9,25;27,00;14,00;18,00;9,00
2019-03-03;13,00;52,00;17,33;17,33;0,00;18,00;9,00;22,00;9,00
2019-03-10;45,00;22,50;13,50;45,00;0,00;9,00;4,00;18,00;13,00
2019-03-17;32,00;22,86;13,71;32,00;0,00;5,00;14,00;0,00;14,00
2019-03-24;37,00;41,35;13,06;32,65;0,00;14,00;5,00;0,00;14,00
2019-03-31;46,00;37,24;13,14;28,48;4,38;23,00;5,00;19,00;9,00
2019-04-07;45,00;27,00;9,00;36,00;0,00;9,00;13,00;9,00;4,00
2019-04-14;29,00;24,54;8,92;8,92;0,00;14,00;5,00;19,00;10,00
2019-04-21;51,00;46,57;13,30;26,61;4,43;5,00;0,00;14,00;9,00
2019-04-28;45,00;31,50;22,50;22,50;4,50;4,00;4,00;9,00;13,00
2019-05-05;77,00;13,20;8,80;22,00;0,00;23,00;0,00;18,00;5,00
2019-05-12;56,00;17,92;17,92;22,40;0,00;9,00;5,00;5,00;5,00
2019-05-19;82,00;8,86;4,43;35,46;0,00;9,00;5,00;9,00;14,00
2019-05-26;58,00;17,85;4,46;17,85;4,46;9,00;0,00;4,00;13,00
2019-06-02;26,00;54,17;8,67;26,00;0,00;13,00;4,00;4,00;13,00
2019-06-09;31,00;13,29;13,29;26,57;0,00;17,00;13,00;13,00;13,00
2019-06-16;23,00;13,80;9,20;23,00;4,60;4,00;13,00;9,00;13,00
2019-06-23;41,00;27,33;41,00;18,22;4,56;5,00;5,00;9,00;14,00
2019-06-30;32,00;41,14;9,14;36,57;4,57;18,00;0,00;5,00;18,00
2019-07-07;50,00;18,18;4,55;22,73;0,00;0,00;9,00;9,00;4,00
2019-07-14;31,00;26,57;4,43;22,14;4,43;13,00;9,00;9,00;9,00
2019-07-21;32,00;18,29;18,29;27,43;0,00;9,00;14,00;5,00;18,00
2019-07-28;42,00;13,26;13,26;33,16;0,00;5,00;0,00;18,00;14,00
2019-08-04;63,00;4,50;9,00;36,00;0,00;0,00;0,00;22,00;9,00
2019-08-11;67,00;31,27;4,47;22,33;0,00;4,00;0,00;13,00;4,00
2019-08-18;69,00;26,71;22,26;37,84;8,90;18,00;0,00;9,00;5,00
2019-08-25;77,00;35,20;17,60;8,80;0,00;0,00;14,00;14,00;9,00
2019-09-01;40,00;35,56;22,22;26,67;0,00;13,00;0,00;22,00;9,00
2019-09-08;74,00;44,85;22,42;44,85;0,00;17,00;4,00;13,00;4,00
2019-09-15;43,00;43,00;21,50;25,80;4,30;26,00;0,00;22,00;17,00
2019-09-22;41,00;23,74;23,74;36,68;0,00;4,00;4,00;8,00;16,00
2019-09-29;34,00;18,13;13,60;24,93;9,07;13,00;4,00;21,00;13,00
2019-10-06;95,00;28,72;13,26;48,60;0,00;21,00;0,00;8,00;25,00
2019-10-13;84,00;24,32;17,68;50,84;4,42;21,00;4,00;33,00;8,00
2019-10-20;41,00;41,00;19,42;15,11;8,63;12,00;16,00;12,00;16,00
2019-10-27;54,00;13,50;0,00;24,75;0,00;17,00;0,00;4,00;17,00
2019-11-03;52,00;31,65;4,52;92,70;9,04;28,00;4,00;16,00;16,00
2019-11-10;53,00;24,29;15,46;24,29;0,00;32,00;0,00;12,00;0,00
2019-11-17;32,00;25,14;32,00;32,00;0,00;16,00;8,00;16,00;16,00
2019-11-24;43,00;40,74;27,16;11,32;4,53;31,00;4,00;19,00;12,00
2019-12-01;52,00;11,30;11,30;36,17;4,52;12,00;0,00;12,00;12,00
2019-12-08;57,00;48,23;15,35;13,15;4,38;0,00;16,00;12,00;16,00
2019-12-15;60,00;37,78;31,11;17,78;0,00;26,00;0,00;13,00;21,00
2019-12-22;74,00;29,15;17,94;47,09;8,97;23,00;0,00;9,00;14,00
2019-12-29;67,00;42,43;33,50;37,97;4,47;42,00;13,00;21,00;21,00
2020-01-05;43,00;72,42;24,89;56,58;0,00;39,00;4,00;23,00;12,00
2020-01-12;31,00;79,71;42,07;42,07;4,43;34,00;4,00;23,00;4,00
2020-01-19;67,00;67,00;26,80;40,20;0,00;28,00;8,00;12,00;12,00
2020-01-26;39,00;52,76;27,53;32,12;0,00;8,00;0,00;19,00;27,00
2020-02-02;36,00;92,25;9,00;27,00;4,50;24,00;0,00;28,00;20,00
2020-02-09;50,00;76,09;21,74;30,43;0,00;23,00;0,00;27,00;0,00
2020-02-16;35,00;50,31;10,94;26,25;6,56;15,00;4,00;23,00;12,00
2020-02-23;61,00;70,04;31,63;27,11;4,52;11,00;4,00;11,00;11,00
2020-03-01;38,00;33,53;22,35;33,53;6,71;19,00;4,00;15,00;0,00
2020-03-08;60,00;22,22;15,56;37,78;4,44;19,00;7,00;11,00;11,00
2020-03-15;56,00;26,88;29,12;11,20;0,00;7,00;4,00;18,00;11,00
2020-03-22;49,00;0,00;6,68;13,36;6,68;28,00;10,00;7,00;7,00
2020-03-29;42,00;35,37;4,42;13,26;4,42;17,00;3,00;17,00;14,00
2020-04-05;46,00;30,67;13,14;35,05;0,00;11,00;4,00;11,00;21,00
2020-04-12;57,00;28,50;10,96;17,54;4,38;14,00;14,00;0,00;14,00
2020-04-19;64,00;24,28;13,24;22,07;4,41;18,00;11,00;11,00;14,00
2020-04-26;96,00;31,26;4,47;31,26;0,00;24,00;10,00;17,00;20,00
2020-05-03;53,00;35,33;17,67;19,88;6,63;11,00;7,00;7,00;7,00
2020-05-10;48,00;26,18;6,55;19,64;4,36;17,00;3,00;27,00;24,00
2020-05-17;45,00;18,00;24,75;36,00;0,00;3,00;7,00;7,00;0,00
2020-05-24;55,00;17,60;26,40;22,00;4,40;15,00;18,00;4,00;15,00
2020-05-31;51,00;33,26;11,09;37,70;4,43;17,00;10,00;3,00;14,00
2020-06-07;71,00;26,63;4,44;13,31;4,44;14,00;7,00;10,00;10,00
2020-06-14;48,00;26,18;13,09;17,45;0,00;7,00;3,00;7,00;14,00
2020-06-21;71,00;24,41;11,09;28,84;6,66;14,00;4,00;18,00;21,00
