Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;16,00;5,00;27,00;16,00;0,00;5,00;5,00;5,00;5,00
2019-01-13;31,00;5,00;21,00;26,00;0,00;0,00;0,00;5,00;5,00
2019-01-20;15,00;0,00;5,00;15,00;0,00;0,00;0,00;15,00;5,00
2019-01-27;25,00;5,00;0,00;15,00;0,00;0,00;5,00;5,00;10,00
2019-02-03;26,00;10,00;32,00;10,00;0,00;0,00;10,00;0,00;0,00
2019-02-10;21,00;5,00;10,00;10,00;0,00;5,00;0,00;0,00;0,00
2019-02-17;37,00;16,00;11,00;11,00;0,00;0,00;0,00;11,00;5,00
2019-02-24;31,00;21,00;10,00;10,00;0,00;0,00;10,00;5,00;10,00
2019-03-03;16,00;0,00;48,00;32,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;11,00;0,00;0,00;21,00;5,00;5,00;5,00;11,00;0,00
2019-03-17;27,00;5,00;27,00;5,00;0,00;0,00;11,00;0,00;5,00
2019-03-24;37,00;5,00;11,00;21,00;0,00;5,00;11,00;0,00;16,00
2019-03-31;15,00;0,00;10,00;20,00;0,00;0,00;0,00;10,00;0,00
2019-04-07;31,00;0,00;21,00;5,00;0,00;5,00;0,00;5,00;5,00
2019-04-14;16,00;5,00;0,00;22,00;0,00;0,00;0,00;0,00;5,00
2019-04-21;10,00;21,00;21,00;10,00;0,00;0,00;10,00;0,00;5,00
2019-04-28;42,00;10,00;0,00;31,00;5,00;0,00;0,00;0,00;5,00
2019-05-05;10,00;15,00;72,00;20,00;0,00;0,00;10,00;5,00;5,00
2019-05-12;47,00;5,00;16,00;21,00;0,00;0,00;0,00;16,00;10,00
2019-05-19;26,00;10,00;10,00;21,00;0,00;10,00;0,00;0,00;10,00
2019-05-26;62,00;10,00;15,00;36,00;5,00;0,00;5,00;5,00;5,00
2019-06-02;25,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;30,00;5,00;5,00;40,00;5,00;0,00;10,00;5,00;5,00
2019-06-16;32,00;11,00;11,00;11,00;0,00;0,00;0,00;0,00;5,00
2019-06-23;22,00;11,00;11,00;32,00;0,00;0,00;11,00;5,00;11,00
2019-06-30;27,00;11,00;11,00;11,00;11,00;0,00;5,00;0,00;5,00
2019-07-07;31,00;10,00;10,00;16,00;0,00;5,00;0,00;5,00;0,00
2019-07-14;27,00;16,00;5,00;21,00;5,00;0,00;5,00;0,00;5,00
2019-07-21;77,00;5,00;16,00;27,00;0,00;0,00;11,00;0,00;0,00
2019-07-28;79,00;17,00;11,00;23,00;6,00;0,00;11,00;11,00;6,00
2019-08-04;50,00;11,00;11,00;28,00;0,00;6,00;0,00;0,00;0,00
2019-08-11;51,00;6,00;23,00;11,00;11,00;11,00;6,00;6,00;11,00
2019-08-18;28,00;6,00;22,00;39,00;0,00;0,00;5,00;0,00;0,00
2019-08-25;58,00;5,00;26,00;26,00;0,00;5,00;0,00;10,00;0,00
2019-09-01;35,00;15,00;10,00;10,00;0,00;0,00;5,00;10,00;10,00
2019-09-08;39,00;0,00;10,00;24,00;5,00;0,00;10,00;10,00;5,00
2019-09-15;39,00;5,00;10,00;10,00;5,00;0,00;5,00;10,00;0,00
2019-09-22;20,00;15,00;15,00;10,00;0,00;0,00;10,00;0,00;5,00
2019-09-29;10,00;0,00;20,00;25,00;5,00;0,00;5,00;5,00;0,00
2019-10-06;10,00;5,00;10,00;14,00;5,00;0,00;0,00;0,00;10,00
2019-10-13;14,00;14,00;24,00;24,00;14,00;0,00;5,00;9,00;0,00
2019-10-20;23,00;0,00;23,00;19,00;0,00;5,00;5,00;5,00;0,00
2019-10-27;14,00;19,00;10,00;0,00;0,00;0,00;5,00;0,00;19,00
2019-11-03;14,00;14,00;28,00;38,00;5,00;0,00;5,00;0,00;5,00
2019-11-10;23,00;5,00;14,00;33,00;0,00;0,00;5,00;9,00;5,00
2019-11-17;19,00;0,00;14,00;14,00;0,00;5,00;14,00;5,00;0,00
2019-11-24;14,00;9,00;0,00;9,00;5,00;0,00;5,00;14,00;0,00
2019-12-01;29,00;5,00;5,00;14,00;0,00;0,00;0,00;5,00;5,00
2019-12-08;30,00;20,00;10,00;45,00;0,00;10,00;0,00;5,00;5,00
2019-12-15;43,00;5,00;5,00;14,00;5,00;5,00;0,00;0,00;5,00
2019-12-22;21,00;16,00;11,00;16,00;0,00;16,00;5,00;21,00;5,00
2019-12-29;26,00;5,00;11,00;5,00;5,00;5,00;0,00;10,00;5,00
2020-01-05;53,00;10,00;10,00;10,00;0,00;5,00;5,00;5,00;0,00
2020-01-12;22,00;9,00;18,00;18,00;0,00;0,00;0,00;4,00;0,00
2020-01-19;30,00;13,00;13,00;9,00;0,00;0,00;0,00;4,00;0,00
2020-01-26;18,00;5,00;5,00;9,00;5,00;0,00;14,00;5,00;5,00
2020-02-02;14,00;0,00;5,00;23,00;5,00;0,00;18,00;9,00;5,00
2020-02-09;14,00;5,00;9,00;23,00;0,00;0,00;0,00;0,00;0,00
2020-02-16;27,00;9,00;23,00;14,00;0,00;4,00;0,00;5,00;9,00
2020-02-23;9,00;13,00;0,00;4,00;13,00;0,00;0,00;4,00;9,00
2020-03-01;39,00;9,00;17,00;13,00;9,00;0,00;4,00;4,00;4,00
2020-03-08;13,00;9,00;13,00;26,00;0,00;4,00;4,00;13,00;17,00
2020-03-15;17,00;4,00;0,00;4,00;4,00;0,00;12,00;0,00;8,00
2020-03-22;36,00;12,00;12,00;4,00;4,00;0,00;0,00;4,00;0,00
2020-03-29;27,00;4,00;8,00;12,00;0,00;0,00;8,00;0,00;8,00
2020-04-05;33,00;4,00;4,00;29,00;0,00;4,00;8,00;8,00;4,00
2020-04-12;32,00;0,00;0,00;28,00;0,00;0,00;8,00;4,00;4,00
2020-04-19;23,00;0,00;4,00;12,00;0,00;0,00;0,00;0,00;4,00
2020-04-26;20,00;4,00;0,00;12,00;8,00;0,00;4,00;4,00;0,00
2020-05-03;35,00;4,00;16,00;12,00;0,00;0,00;0,00;4,00;8,00
2020-05-10;39,00;8,00;8,00;12,00;0,00;12,00;8,00;12,00;12,00
2020-05-17;50,00;4,00;13,00;25,00;4,00;0,00;8,00;4,00;4,00
2020-05-24;75,00;4,00;8,00;4,00;0,00;8,00;0,00;0,00;8,00
2020-05-31;20,00;16,00;4,00;12,00;0,00;0,00;0,00;0,00;8,00
2020-06-07;24,00;4,00;16,00;8,00;16,00;4,00;4,00;4,00;4,00
2020-06-14;26,00;9,00;9,00;22,00;0,00;0,00;4,00;0,00;4,00
2020-06-21;41,00;5,00;5,00;0,00;0,00;5,00;0,00;5,00;5,00
2020-06-28;50,00;9,00;27,00;9,00;5,00;4,00;4,00;0,00;4,00
2020-07-05;14,00;9,00;14,00;5,00;0,00;0,00;5,00;0,00;0,00
2020-07-12;10,00;5,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00
2020-07-19;25,00;15,00;0,00;20,00;0,00;0,00;5,00;0,00;0,00
2020-07-26;30,00;10,00;0,00;15,00;0,00;0,00;5,00;5,00;0,00
2020-08-02;60,00;0,00;0,00;10,00;0,00;5,00;5,00;5,00;15,00
2020-08-09;40,00;5,00;10,00;10,00;0,00;0,00;15,00;5,00;0,00
2020-08-16;50,00;0,00;10,00;15,00;0,00;0,00;5,00;0,00;0,00
2020-08-23;15,00;5,00;5,00;5,00;0,00;0,00;5,00;5,00;5,00
2020-08-30;14,00;10,00;10,00;43,00;5,00;0,00;5,00;0,00;5,00
2020-09-06;33,00;9,00;38,00;5,00;0,00;5,00;0,00;5,00;5,00
2020-09-13;9,00;5,00;9,00;18,00;0,00;5,00;0,00;0,00;0,00
2020-09-20;18,00;4,00;18,00;18,00;0,00;0,00;4,00;4,00;13,00
2020-09-27;19,00;14,00;0,00;5,00;0,00;5,00;5,00;14,00;14,00
2020-10-04;9,00;5,00;0,00;9,00;5,00;0,00;5,00;0,00;23,00
