Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;29,00;116,00;89,90;130,50;5,80;7,00;14,00;5,00;7,00
2019-01-13;24,00;98,67;77,33;120,00;2,67;3,00;21,00;9,00;8,00
2019-01-20;29,00;100,18;65,91;102,82;2,64;6,00;22,00;6,00;5,00
2019-01-27;25,00;91,67;63,89;116,67;5,56;7,00;21,00;5,00;1,00
2019-02-03;28,00;114,80;78,40;92,40;5,60;7,00;26,00;8,00;5,00
2019-02-10;31,00;109,91;73,27;109,91;2,82;8,00;18,00;4,00;6,00
2019-02-17;27,00;89,10;67,50;105,30;2,70;9,00;42,00;5,00;6,00
2019-02-24;25,00;102,78;66,67;102,78;2,78;6,00;23,00;7,00;4,00
2019-03-03;27,00;94,50;62,10;110,70;1,35;5,00;26,00;8,00;5,00
2019-03-10;25,00;91,67;58,33;88,89;2,78;6,00;27,00;9,00;5,00
2019-03-17;27,00;81,00;59,40;89,10;5,40;5,00;29,00;9,00;4,00
2019-03-24;25,00;72,22;52,78;94,44;2,78;6,00;27,00;6,00;3,00
2019-03-31;25,00;77,78;61,11;108,33;2,78;5,00;19,00;6,00;3,00
2019-04-07;26,00;75,40;49,40;104,00;2,60;3,00;27,00;3,00;4,00
2019-04-14;25,00;69,44;44,44;111,11;2,78;5,00;19,00;6,00;3,00
2019-04-21;18,00;78,00;63,00;117,00;3,00;4,00;26,00;3,00;4,00
2019-04-28;24,00;58,67;50,67;104,00;2,67;6,00;25,00;6,00;5,00
2019-05-05;25,00;72,22;50,00;119,44;2,78;3,00;26,00;2,00;5,00
2019-05-12;22,00;60,50;46,75;96,25;2,75;4,00;25,00;9,00;5,00
2019-05-19;23,00;57,50;43,13;123,63;2,88;4,00;22,00;5,00;3,00
2019-05-26;30,00;54,55;40,91;111,82;2,73;2,00;25,00;8,00;4,00
2019-06-02;27,00;59,40;32,40;91,80;5,40;2,00;21,00;6,00;2,00
2019-06-09;25,00;55,56;38,89;105,56;2,78;2,00;27,00;3,00;3,00
