Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;37,00;832,50;37,00;18,50;18,50;18,00;23,00;14,00;5,00;0,00;9,00;0,00;9,00
2019-01-13;68,00;530,40;13,60;13,60;27,20;9,00;9,00;14,00;5,00;5,00;14,00;5,00;9,00
2019-01-20;27,00;432,00;13,50;6,75;27,00;27,00;18,00;9,00;9,00;9,00;4,00;0,00;0,00
2019-01-27;31,00;558,00;15,50;15,50;15,50;26,00;13,00;0,00;9,00;9,00;0,00;4,00;4,00
2019-02-03;9,00;306,00;9,00;9,00;9,00;31,00;13,00;0,00;13,00;4,00;4,00;0,00;0,00
2019-02-10;27,00;594,00;27,00;13,50;13,50;5,00;23,00;0,00;9,00;9,00;0,00;5,00;5,00
2019-02-17;33,00;709,50;33,00;33,00;16,50;24,00;9,00;5,00;9,00;0,00;5,00;0,00;5,00
2019-02-24;37,00;851,00;18,50;9,25;18,50;28,00;9,00;0,00;9,00;5,00;5,00;0,00;5,00
2019-03-03;46,00;659,33;30,67;30,67;7,67;23,00;5,00;9,00;23,00;5,00;0,00;0,00;0,00
2019-03-10;54,00;486,00;27,00;13,50;6,75;13,00;13,00;4,00;13,00;13,00;4,00;4,00;0,00
2019-03-17;23,00;437,00;23,00;11,50;23,00;36,00;27,00;0,00;9,00;14,00;5,00;5,00;0,00
2019-03-24;32,00;560,00;16,00;32,00;16,00;9,00;28,00;5,00;14,00;0,00;0,00;0,00;5,00
2019-03-31;69,00;552,00;6,90;13,80;13,80;28,00;19,00;5,00;5,00;28,00;5,00;0,00;9,00
2019-04-07;60,00;660,00;30,00;15,00;30,00;32,00;9,00;14,00;23,00;0,00;5,00;5,00;5,00
2019-04-14;28,00;1400,00;14,00;28,00;28,00;33,00;19,00;23,00;5,00;5,00;14,00;5,00;5,00
2019-04-21;48,00;864,00;16,00;16,00;8,00;34,00;19,00;29,00;0,00;19,00;10,00;5,00;5,00
2019-04-28;63,00;834,75;15,75;31,50;15,75;9,00;13,00;4,00;0,00;22,00;18,00;4,00;4,00
2019-05-05;53,00;450,50;13,25;26,50;13,25;22,00;18,00;4,00;13,00;13,00;4,00;13,00;0,00
2019-05-12;63,00;598,50;15,75;15,75;15,75;27,00;23,00;9,00;5,00;0,00;0,00;0,00;5,00
2019-05-19;58,00;493,00;29,00;14,50;14,50;40,00;27,00;18,00;13,00;4,00;0,00;4,00;0,00
2019-05-26;40,00;613,33;13,33;6,67;13,33;18,00;4,00;36,00;13,00;9,00;4,00;9,00;0,00
2019-06-02;83,00;664,00;13,83;13,83;41,50;17,00;25,00;25,00;8,00;21,00;4,00;13,00;8,00
2019-06-09;39,00;377,00;13,00;13,00;13,00;26,00;30,00;9,00;0,00;0,00;0,00;4,00;4,00
2019-06-16;53,00;618,33;17,67;17,67;35,33;26,00;35,00;13,00;0,00;22,00;4,00;9,00;4,00
2019-06-23;76,00;501,60;15,20;7,60;30,40;36,00;27,00;9,00;13,00;13,00;4,00;0,00;9,00
2019-06-30;89,00;548,83;14,83;14,83;89,00;49,00;9,00;27,00;13,00;13,00;4,00;13,00;13,00
2019-07-07;84,00;700,00;14,00;28,00;14,00;31,00;31,00;40,00;13,00;27,00;4,00;9,00;13,00
2019-07-14;85,00;750,83;28,33;14,17;28,33;33,00;42,00;19,00;24,00;42,00;0,00;9,00;9,00
2019-07-21;100,00;714,29;28,57;28,57;28,57;35,00;40,00;30,00;20,00;5,00;15,00;10,00;15,00
2019-07-28;90,00;855,00;45,00;30,00;30,00;40,00;40,00;15,00;15,00;20,00;15,00;15,00;5,00
2019-08-04;60,00;645,00;30,00;45,00;45,00;25,00;35,00;25,00;15,00;40,00;5,00;15,00;10,00
2019-08-11;56,00;672,00;14,00;14,00;28,00;19,00;28,00;14,00;28,00;28,00;9,00;5,00;0,00
2019-08-18;72,00;576,00;28,80;43,20;14,40;48,00;10,00;19,00;14,00;5,00;5,00;0,00;0,00
2019-08-25;42,00;420,00;14,00;14,00;0,00;14,00;28,00;14,00;19,00;9,00;0,00;19,00;5,00
2019-09-01;61,00;533,75;15,25;15,25;30,50;9,00;26,00;22,00;17,00;0,00;4,00;4,00;9,00
2019-09-08;58,00;652,50;0,00;14,50;14,50;18,00;13,00;13,00;27,00;4,00;0,00;0,00;0,00
2019-09-15;53,00;671,33;53,00;17,67;17,67;26,00;9,00;13,00;9,00;18,00;4,00;4,00;4,00
2019-09-22;34,00;646,00;17,00;17,00;17,00;13,00;9,00;17,00;17,00;9,00;9,00;0,00;9,00
2019-09-29;46,00;506,00;30,67;15,33;15,33;8,00;0,00;13,00;13,00;0,00;0,00;8,00;4,00
2019-10-06;25,00;550,00;12,50;12,50;12,50;13,00;26,00;26,00;9,00;4,00;4,00;0,00;0,00
2019-10-13;30,00;855,00;30,00;15,00;7,50;17,00;13,00;26,00;0,00;4,00;4,00;0,00;4,00
2019-10-20;22,00;990,00;22,00;22,00;22,00;0,00;26,00;35,00;4,00;22,00;4,00;9,00;0,00
2019-10-27;8,00;304,00;8,00;8,00;8,00;0,00;8,00;17,00;0,00;4,00;0,00;0,00;0,00
2019-11-03;21,00;693,00;63,00;21,00;21,00;17,00;4,00;13,00;4,00;0,00;4,00;21,00;0,00
2019-11-10;21,00;756,00;42,00;21,00;21,00;34,00;4,00;17,00;17,00;4,00;4,00;0,00;0,00
2019-11-17;22,00;726,00;22,00;22,00;22,00;22,00;13,00;9,00;9,00;4,00;4,00;0,00;0,00
2019-11-24;21,00;735,00;84,00;21,00;21,00;29,00;8,00;12,00;4,00;8,00;12,00;0,00;0,00
2019-12-01;22,00;902,00;11,00;11,00;22,00;13,00;9,00;9,00;9,00;0,00;0,00;0,00;4,00
2019-12-08;9,00;369,00;18,00;9,00;4,50;9,00;17,00;0,00;4,00;0,00;4,00;0,00;4,00
2019-12-15;17,00;629,00;34,00;17,00;34,00;4,00;21,00;8,00;13,00;4,00;4,00;8,00;0,00
2019-12-22;66,00;825,00;33,00;16,50;16,50;24,00;9,00;9,00;0,00;5,00;0,00;0,00;5,00
2019-12-29;9,00;369,00;9,00;9,00;4,50;22,00;22,00;18,00;9,00;4,00;4,00;0,00;0,00
2020-01-05;33,00;709,50;16,50;16,50;16,50;21,00;33,00;8,00;21,00;21,00;4,00;8,00;0,00
2020-01-12;48,00;608,00;16,00;16,00;16,00;28,00;20,00;24,00;24,00;12,00;0,00;8,00;0,00
2020-01-19;37,00;721,50;18,50;18,50;37,00;20,00;12,00;20,00;16,00;4,00;0,00;0,00;0,00
2020-01-26;20,00;760,00;20,00;40,00;20,00;20,00;8,00;33,00;8,00;12,00;8,00;0,00;0,00
2020-02-02;41,00;533,00;13,67;27,33;27,33;12,00;12,00;29,00;8,00;0,00;12,00;0,00;0,00
2020-02-09;32,00;608,00;16,00;16,00;8,00;32,00;36,00;8,00;8,00;8,00;0,00;0,00;0,00
2020-02-16;33,00;577,50;33,00;33,00;16,50;12,00;33,00;17,00;8,00;0,00;4,00;0,00;0,00
2020-02-23;33,00;775,50;16,50;16,50;33,00;12,00;29,00;8,00;4,00;12,00;4,00;4,00;0,00
2020-03-01;35,00;542,50;8,75;17,50;0,00;24,00;16,00;8,00;12,00;8,00;8,00;4,00;8,00
2020-03-08;38,00;405,33;0,00;12,67;12,67;23,00;4,00;15,00;4,00;4,00;0,00;11,00;0,00
2020-03-15;15,00;270,00;0,00;15,00;0,00;12,00;15,00;0,00;4,00;12,00;4,00;0,00;4,00
2020-03-22;11,00;132,00;5,50;5,50;5,50;7,00;0,00;7,00;4,00;4,00;0,00;4,00;0,00
2020-03-29;7,00;140,00;7,00;0,00;14,00;4,00;4,00;7,00;0,00;11,00;0,00;0,00;0,00
2020-04-05;12,00;96,00;6,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;4,00;0,00;0,00
2020-04-12;4,00;80,00;0,00;0,00;0,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;8,00;96,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;8,00;0,00
2020-04-26;11,00;88,00;0,00;5,50;5,50;4,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;4,00;80,00;0,00;4,00;4,00;11,00;4,00;4,00;4,00;0,00;8,00;0,00;0,00
2020-05-10;22,00;242,00;11,00;22,00;11,00;7,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00
2020-05-17;11,00;99,00;0,00;5,50;11,00;8,00;0,00;4,00;0,00;0,00;8,00;0,00;0,00
2020-05-24;15,00;180,00;7,50;0,00;15,00;7,00;7,00;7,00;0,00;4,00;0,00;0,00;0,00
2020-05-31;25,00;175,00;6,25;12,50;6,25;4,00;7,00;7,00;4,00;4,00;4,00;7,00;0,00
2020-06-07;18,00;270,00;9,00;18,00;9,00;28,00;11,00;7,00;7,00;0,00;4,00;4,00;0,00
