Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;33,00;12,00;4,00;4,00;0,00;0,00;8,00;4,00;8,00;12,00;8,00;8,00;25,00;4,00;8,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00
2019-01-13;46,00;4,00;4,00;0,00;13,00;0,00;0,00;4,00;4,00;13,00;25,00;4,00;17,00;0,00;8,00;0,00;13,00;0,00;0,00;17,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;71,00;12,00;4,00;0,00;4,00;0,00;0,00;8,00;4,00;12,00;8,00;4,00;17,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;21,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;81,00;8,00;4,00;4,00;8,00;8,00;0,00;16,00;4,00;28,00;12,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;81,00;9,00;9,00;0,00;9,00;4,00;0,00;21,00;0,00;8,00;0,00;8,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;43,00;4,00;4,00;0,00;4,00;0,00;0,00;9,00;4,00;21,00;13,00;17,00;13,00;0,00;0,00;0,00;13,00;0,00;4,00;4,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;21,00;4,00;0,00;0,00;0,00;9,00;0,00;17,00;4,00;13,00;9,00;13,00;9,00;4,00;4,00;4,00;13,00;0,00;4,00;4,00;9,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;39,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;13,00;4,00;17,00;9,00;0,00;0,00;0,00;9,00;0,00;9,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00
2019-03-03;41,00;8,00;0,00;0,00;4,00;0,00;0,00;20,00;0,00;8,00;4,00;8,00;4,00;0,00;4,00;0,00;8,00;0,00;0,00;0,00;12,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;55,00;0,00;0,00;0,00;8,00;4,00;0,00;13,00;0,00;4,00;8,00;8,00;13,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;48,00;9,00;9,00;4,00;0,00;0,00;0,00;9,00;0,00;4,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00
2019-03-24;48,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;4,00;4,00;13,00;9,00;9,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;72,00;4,00;4,00;8,00;0,00;4,00;0,00;4,00;0,00;4,00;8,00;4,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
