Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;56,00;115,11;87,11;43,56;28,00;70,00;42,00;28,00;83,00;0,00;56,00;14,00;28,00;0,00;0,00;0,00;0,00;14,00;0,00;14,00;28,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;69,00;54,00;69,00;42,00;15,00;55,00;55,00;27,00;27,00;0,00;14,00;41,00;55,00;14,00;0,00;0,00;0,00;0,00;0,00;14,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;27,00;120,00;66,00;132,00;12,00;13,00;54,00;40,00;40,00;13,00;27,00;40,00;27,00;0,00;40,00;0,00;13,00;13,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;40,00;123,08;80,00;40,00;40,00;53,00;27,00;0,00;13,00;27,00;53,00;27,00;13,00;13,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;27,00;108,00;93,00;81,00;27,00;0,00;0,00;0,00;41,00;0,00;14,00;27,00;0,00;0,00;27,00;14,00;0,00;14,00;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;28,00;99,56;71,56;43,56;84,00;55,00;14,00;14,00;28,00;28,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;14,00;106,40;92,40;39,20;39,20;0,00;14,00;0,00;28,00;28,00;28,00;14,00;0,00;0,00;28,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;70,00;70,00;97,39;27,39;42,61;0,00;28,00;70,00;28,00;0,00;14,00;28,00;0,00;28,00;0,00;0,00;0,00;14,00;0,00;14,00;14,00;14,00;0,00;0,00;14,00;0,00;0,00;0,00
2019-03-03;56,00;67,79;82,53;41,26;26,53;0,00;14,00;14,00;0,00;28,00;28,00;28,00;28,00;28,00;14,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;40,00;67,69;95,38;12,31;27,69;27,00;13,00;0,00;13,00;27,00;0,00;27,00;0,00;0,00;13,00;13,00;0,00;0,00;0,00;0,00;13,00;0,00;13,00;13,00;0,00;0,00;0,00;0,00
2019-03-17;14,00;75,60;75,60;39,20;0,00;14,00;14,00;41,00;14,00;0,00;14,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;42,00;69,00;54,00;0,00;0,00;14,00;0,00;0,00;14,00;14,00;0,00;14,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;42,00;54,00;42,00;15,00;27,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;14,00;25,20;39,20;0,00;0,00;0,00;14,00;14,00;14,00;0,00;0,00;42,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00
