Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;33,00;4,00;1,00;3,00;4,00;1,00;7,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;40,00;6,00;0,00;10,00;1,00;0,00;5,00;1,00;0,00;0,00;1,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;30,00;7,00;3,00;4,00;3,00;0,00;7,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;46,00;6,13;0,00;6,13;1,02;1,00;9,00;8,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;51,00;5,00;0,00;5,00;3,00;0,00;3,00;5,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;37,00;3,00;0,00;6,00;1,00;3,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;39,00;5,00;0,00;1,00;1,00;0,00;6,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;27,00;5,00;3,00;4,00;1,00;0,00;8,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00
2019-03-03;46,00;5,11;1,02;6,13;1,02;0,00;8,00;5,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;46,00;4,00;1,00;5,00;1,00;0,00;4,00;9,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;48,00;12,00;1,00;4,00;3,00;0,00;13,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;36,00;3,00;0,00;7,00;0,00;0,00;11,00;7,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;49,00;7,00;0,00;4,00;1,00;1,00;3,00;4,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00
2019-04-07;42,00;12,29;1,02;5,12;1,02;1,00;5,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00
2019-04-14;41,00;7,00;0,00;7,00;1,00;0,00;8,00;8,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-04-21;51,00;9,18;1,02;5,10;0,00;1,00;11,00;5,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-04-28;44,00;13,30;0,00;5,12;1,02;0,00;9,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;54,00;5,00;1,00;5,00;1,00;1,00;15,00;9,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;56,00;7,00;0,00;3,00;3,00;1,00;19,00;5,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-05-19;63,00;16,00;1,00;9,00;4,00;1,00;20,00;4,00;0,00;1,00;0,00;3,00;0,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;45,00;15,00;0,00;8,00;1,00;1,00;13,00;14,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;43,00;7,00;1,00;5,00;3,00;0,00;16,00;8,00;1,00;0,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;41,00;12,00;0,00;7,00;4,00;3,00;20,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;75,00;13,00;3,00;7,00;3,00;1,00;15,00;5,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;58,00;12,21;0,00;8,14;3,05;0,00;11,00;17,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;63,00;11,18;4,06;11,18;3,05;0,00;4,00;10,00;1,00;1,00;3,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;59,00;15,26;4,07;16,28;1,02;3,00;8,00;8,00;0,00;1,00;0,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-07-14;53,00;16,00;1,00;7,00;1,00;3,00;18,00;8,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;43,00;8,19;3,07;7,17;1,02;1,00;7,00;11,00;0,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;44,00;11,00;3,00;4,00;1,00;0,00;14,00;4,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-04;47,00;11,00;5,00;7,00;0,00;0,00;14,00;6,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-11;50,00;24,00;3,00;9,00;4,00;0,00;8,00;4,00;0,00;0,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;59,00;69,00;3,00;4,00;1,00;0,00;7,00;11,00;0,00;0,00;3,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-08-25;55,00;101,85;3,06;9,17;0,00;1,00;15,00;4,00;0,00;3,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-09-01;45,00;9,00;1,00;4,00;1,00;1,00;11,00;5,00;1,00;0,00;3,00;1,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;56,00;10,18;1,02;4,07;4,07;1,00;12,00;9,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;58,00;8,14;1,02;5,09;2,04;1,00;8,00;8,00;2,00;0,00;4,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-09-22;59,00;15,00;1,00;12,00;0,00;2,00;10,00;5,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-09-29;36,00;19,00;1,00;10,00;1,00;1,00;9,00;6,00;4,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-10-06;49,00;15,31;1,02;6,13;1,02;1,00;8,00;5,00;0,00;0,00;0,00;3,00;0,00;1,00;0,00;4,00;1,00;0,00;0,00;0,00;1,00
2019-10-13;49,00;7,00;0,00;2,00;4,00;1,00;8,00;4,00;1,00;0,00;4,00;1,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;31,00;6,00;4,00;5,00;0,00;0,00;4,00;4,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00
2019-10-27;30,00;10,34;1,03;5,17;1,03;0,00;2,00;9,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;45,00;9,20;2,05;6,14;2,05;4,00;4,00;2,00;0,00;0,00;1,00;2,00;4,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-11-10;37,00;7,19;0,00;12,33;1,03;2,00;12,00;4,00;2,00;0,00;2,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-11-17;45,00;9,20;0,00;5,11;2,05;0,00;12,00;4,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;4,00;0,00;0,00;1,00;1,00;0,00
2019-11-24;38,00;12,00;1,00;8,00;0,00;3,00;4,00;5,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;1,00
2019-12-01;41,00;7,00;4,00;6,00;4,00;0,00;10,00;4,00;1,00;1,00;5,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00
2019-12-08;44,00;17,00;0,00;11,00;2,00;1,00;15,00;10,00;1,00;0,00;4,00;0,00;0,00;0,00;0,00;1,00;2,00;0,00;1,00;1,00;0,00
2019-12-15;54,00;12,00;2,00;7,00;1,00;2,00;20,00;7,00;0,00;0,00;3,00;4,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-12-22;83,00;14,17;6,07;8,10;3,04;10,00;17,00;4,00;3,00;1,00;3,00;3,00;1,00;3,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-12-29;58,00;21,37;0,00;8,14;3,05;5,00;14,00;4,00;1,00;0,00;3,00;3,00;1,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00
2020-01-05;83,00;11,13;4,05;5,06;5,06;4,00;14,00;10,00;2,00;0,00;2,00;2,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00
2020-01-12;90,00;10,00;1,00;14,00;3,00;1,00;18,00;10,00;2,00;0,00;1,00;0,00;2,00;0,00;1,00;3,00;1,00;0,00;0,00;0,00;1,00
2020-01-19;100,00;21,21;2,02;7,07;0,00;2,00;18,00;11,00;5,00;2,00;5,00;1,00;0,00;1,00;0,00;4,00;2,00;1,00;0,00;0,00;2,00
2020-01-26;78,00;17,22;1,01;12,16;2,03;0,00;12,00;8,00;4,00;0,00;2,00;4,00;0,00;0,00;1,00;1,00;3,00;0,00;0,00;0,00;0,00
2020-02-02;65,00;9,14;1,02;14,22;2,03;2,00;12,00;4,00;2,00;0,00;2,00;4,00;0,00;2,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00
2020-02-09;72,00;10,00;3,00;2,00;2,00;4,00;18,00;6,00;1,00;0,00;1,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;2,00
