Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;82,00;7,00;14,00;20,00;7,00;27,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;74,68;7,32;0,00;0,00;0,00
2019-01-13;52,00;6,00;6,00;0,00;6,00;0,00;0,00;13,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38,63;26,74;6,00;0,00;0,00
2019-01-20;37,00;0,00;12,00;0,00;6,00;0,00;6,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;79,92;11,84;0,00;12,00;0,00
2019-01-27;37,00;6,00;6,00;19,00;12,00;6,00;0,00;12,00;6,00;0,00;6,00;0,00;0,00;6,00;0,00;12,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;37,00;5,92;0,00;19,00;0,00
2019-02-03;13,00;0,00;20,00;7,00;13,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;39,00;13,00;0,00;46,00;7,00
2019-02-10;52,00;0,00;0,00;7,00;26,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;44,78;5,78;0,00;7,00;20,00
2019-02-17;33,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;84,65;20,09;7,00;7,00;13,00
2019-02-24;33,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;46,50;33,00;0,00;13,00;6,00
2019-03-03;26,00;0,00;20,00;13,00;0,00;0,00;0,00;13,00;7,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;7,00;13,00;7,00;0,00;0,00;39,00;13,00;0,00;0,00;7,00
2019-03-10;27,00;20,00;13,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;13,50;21,00;0,00;7,00;0,00
2019-03-17;20,00;7,00;13,00;0,00;0,00;7,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00
2019-03-24;40,00;7,00;7,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,33;13,33;0,00;0,00;0,00
2019-03-31;32,00;0,00;13,00;0,00;13,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;18,91;13,09;6,00;6,00;0,00
2019-04-07;19,00;0,00;6,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;32,15;5,85;0,00;0,00;0,00
2019-04-14;55,00;0,00;14,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;34,19;7,43;0,00;7,00;0,00
2019-04-21;26,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,78;5,78;0,00;0,00;0,00
2019-04-28;26,00;0,00;0,00;7,00;13,00;0,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00
2019-05-05;26,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;45,00;0,00;13,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;5,81;0,00;0,00;0,00;0,00
2019-05-19;38,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;5,85;0,00;0,00;0,00;0,00
2019-05-26;51,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,11;0,00;0,00;0,00;0,00
2019-06-02;25,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;11,76;0,00;0,00;0,00;0,00
2019-06-09;44,00;0,00;6,00;6,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,20;5,87;0,00;0,00;0,00
2019-06-16;53,00;0,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;19,14;0,00;7,00;0,00;0,00
2019-06-23;47,00;0,00;13,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;13,22;0,00;0,00;0,00;0,00
2019-06-30;20,00;0,00;7,00;7,00;0,00;0,00;0,00;7,00;7,00;0,00;7,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;12,86;7,14;0,00;7,00;7,00
2019-07-07;26,00;0,00;6,00;6,00;0,00;0,00;0,00;13,00;6,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,78;0,00;0,00;0,00;0,00
2019-07-14;94,00;0,00;7,00;13,00;0,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;13,22;0,00;0,00;0,00;0,00
2019-07-21;55,00;41,00;7,00;7,00;27,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,24;0,00;0,00;0,00;0,00
2019-07-28;64,00;14,00;7,00;14,00;14,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;28,28;7,44;0,00;0,00;0,00
2019-08-04;84,00;0,00;7,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;7,37;7,37;0,00;0,00;0,00
2019-08-11;42,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;49,24;7,24;0,00;7,00;0,00
2019-08-18;76,00;7,00;7,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;27,77;0,00;0,00;7,00;0,00
2019-08-25;78,00;7,00;7,00;0,00;0,00;0,00;0,00;7,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;26,49;0,00;0,00;7,00;0,00
2019-09-01;62,00;6,00;12,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;11,81;5,90;0,00;6,00;0,00
2019-09-08;37,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,84;0,00;0,00;0,00;0,00
2019-09-15;48,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,82;0,00;0,00;0,00;6,00
2019-09-22;62,00;6,00;0,00;6,00;6,00;0,00;0,00;12,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;12,00;6,00;0,00;0,00;11,81;0,00;0,00;0,00;0,00
