Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;96,00;55,00;44,00;32,00;55,00;41,00;11,00;28,00;14,00;9,60;98,13;20,27;32,00;2,00;21,00;7,00;21,00;2,00;60,00;30,00;14,00;0,00;5,00;2,00;0,00;0,00;0,00;0,00
2019-01-13;80,00;36,00;29,00;38,00;52,00;38,00;4,00;34,00;13,00;2,13;69,33;4,27;28,80;0,00;25,00;2,00;11,00;2,00;40,00;31,00;7,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-01-20;69,00;49,00;29,00;40,00;61,00;18,00;4,00;18,00;16,00;16,17;72,23;4,31;18,33;0,00;56,00;18,00;9,00;0,00;29,00;22,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;79,00;22,00;29,00;39,00;29,00;22,00;4,00;11,00;11,00;8,54;89,68;2,14;19,22;2,00;15,00;7,00;9,00;0,00;29,00;29,00;9,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00
2019-02-03;70,00;33,00;46,00;31,00;42,00;33,00;4,00;24,00;11,00;12,73;65,76;6,36;24,39;4,00;46,00;9,00;15,00;0,00;27,00;33,00;9,00;0,00;4,00;0,00;2,00;0,00;2,00;0,00
2019-02-10;63,00;30,00;35,00;28,00;37,00;18,00;5,00;5,00;12,00;6,52;56,48;4,34;26,07;5,00;25,00;2,00;7,00;0,00;58,00;19,00;9,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00
2019-02-17;64,00;27,00;23,00;23,00;23,00;34,00;0,00;14,00;14,00;11,93;57,49;2,17;28,20;0,00;18,00;5,00;11,00;2,00;41,00;32,00;11,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-02-24;46,00;25,00;44,00;23,00;39,00;12,00;5,00;23,00;9,00;4,28;62,05;2,14;11,77;0,00;14,00;7,00;9,00;0,00;42,00;25,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;70,00;22,00;34,00;22,00;31,00;29,00;9,00;25,00;11,00;0,00;53,85;4,31;22,62;0,00;22,00;7,00;7,00;0,00;36,00;27,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00
2019-03-10;63,00;32,00;36,00;25,00;36,00;32,00;9,00;14,00;7,00;0,00;46,98;6,41;22,42;0,00;18,00;5,00;7,00;0,00;27,00;18,00;14,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00
2019-03-17;37,00;16,00;25,00;18,00;44,00;21,00;9,00;21,00;5,00;6,53;34,82;4,35;6,53;0,00;7,00;2,00;0,00;0,00;12,00;12,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;47,00;24,00;19,00;19,00;38,00;21,00;5,00;21,00;14,00;4,27;40,59;4,27;7,48;0,00;14,00;5,00;2,00;0,00;17,00;12,00;9,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-03-31;30,00;31,00;16,00;9,00;35,00;23,00;7,00;12,00;2,00;7,50;23,57;0,00;11,79;0,00;12,00;5,00;9,00;0,00;16,00;5,00;9,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;50,00;25,00;9,00;18,00;23,00;7,00;0,00;7,00;5,00;0,00;24,47;2,13;24,47;0,00;5,00;2,00;5,00;0,00;34,00;11,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;36,00;15,00;10,00;2,00;20,00;12,00;2,00;10,00;2,00;2,12;26,47;0,00;5,29;0,00;0,00;0,00;0,00;0,00;7,00;15,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-04-21;26,00;9,00;12,00;5,00;14,00;2,00;0,00;7,00;2,00;7,58;14,08;0,00;4,33;0,00;2,00;0,00;0,00;0,00;2,00;9,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00
2019-04-28;34,00;9,00;2,00;5,00;11,00;0,00;0,00;7,00;5,00;4,25;20,19;2,13;8,50;0,00;2,00;5,00;0,00;2,00;5,00;5,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;16,00;21,00;14,00;0,00;9,00;2,00;0,00;5,00;5,00;0,00;9,60;2,13;6,40;0,00;0,00;2,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;23,00;5,00;5,00;2,00;7,00;2,00;0,00;0,00;2,00;2,09;17,77;2,09;9,41;0,00;2,00;2,00;0,00;0,00;12,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00
2019-05-19;32,00;14,00;9,00;2,00;0,00;2,00;2,00;5,00;0,00;0,00;13,87;0,00;6,40;0,00;7,00;2,00;0,00;0,00;7,00;5,00;2,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00
2019-05-26;25,00;2,00;2,00;2,00;11,00;4,00;0,00;0,00;0,00;2,17;11,96;0,00;4,35;0,00;4,00;0,00;0,00;0,00;5,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-06-02;30,00;2,00;13,00;6,00;6,00;4,00;2,00;2,00;4,00;0,00;19,29;4,29;8,57;0,00;0,00;2,00;2,00;0,00;11,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;15,00;4,00;9,00;11,00;4,00;4,00;2,00;2,00;7,00;0,00;10,71;0,00;6,43;0,00;4,00;2,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;25,00;0,00;18,00;7,00;5,00;2,00;5,00;7,00;0,00;2,17;14,13;0,00;4,35;2,00;5,00;0,00;7,00;2,00;5,00;5,00;5,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-06-23;41,00;5,00;16,00;7,00;9,00;9,00;0,00;0,00;2,00;0,00;22,66;2,16;4,32;0,00;2,00;5,00;0,00;0,00;9,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;30,00;0,00;2,00;2,00;7,00;7,00;2,00;5,00;0,00;0,00;16,07;2,14;4,29;0,00;2,00;0,00;5,00;0,00;7,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00
2019-07-07;34,00;5,00;9,00;5,00;9,00;7,00;0,00;5,00;0,00;0,00;20,19;13,81;13,81;0,00;5,00;0,00;5,00;0,00;0,00;5,00;0,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00
