Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;33,00;594,00;5,50;11,00;11,00;13,00;12,00;28,00;5,00;1,00;0,00;4,00;3,00
2019-01-13;40,00;570,00;5,00;10,00;10,00;14,00;12,00;26,00;5,00;4,00;1,00;6,00;4,00
2019-01-20;30,00;530,00;5,00;10,00;10,00;9,00;9,00;30,00;5,00;4,00;5,00;8,00;0,00
2019-01-27;46,00;575,00;0,00;11,50;23,00;14,00;18,00;30,00;12,00;3,00;5,00;9,00;0,00
2019-02-03;51,00;499,80;10,20;10,20;20,40;8,00;23,00;30,00;5,00;3,00;1,00;4,00;3,00
2019-02-10;37,00;715,33;6,17;12,33;12,33;11,00;9,00;24,00;9,00;5,00;1,00;4,00;3,00
2019-02-17;39,00;536,25;4,88;19,50;9,75;16,00;21,00;22,00;1,00;4,00;0,00;4,00;3,00
2019-02-24;27,00;688,50;6,75;13,50;13,50;20,00;11,00;24,00;6,00;0,00;1,00;3,00;4,00
2019-03-03;46,00;770,50;5,75;11,50;11,50;12,00;17,00;26,00;8,00;3,00;5,00;9,00;1,00
2019-03-10;46,00;724,50;11,50;11,50;23,00;13,00;14,00;31,00;4,00;7,00;3,00;5,00;1,00
2019-03-17;48,00;756,00;6,00;12,00;24,00;15,00;13,00;20,00;4,00;1,00;1,00;3,00;4,00
2019-03-24;36,00;720,00;6,00;24,00;12,00;13,00;17,00;16,00;4,00;3,00;1,00;4,00;4,00
2019-03-31;49,00;568,40;4,90;9,80;9,80;13,00;16,00;35,00;4,00;5,00;1,00;5,00;3,00
2019-04-07;42,00;630,00;5,25;10,50;10,50;13,00;12,00;19,00;5,00;9,00;1,00;5,00;1,00
2019-04-14;41,00;1025,00;5,13;20,50;20,50;18,00;10,00;30,00;16,00;4,00;1,00;5,00;3,00
2019-04-21;51,00;612,00;5,10;10,20;10,20;27,00;27,00;25,00;4,00;3,00;0,00;11,00;0,00
2019-04-28;44,00;627,00;5,50;11,00;11,00;20,00;13,00;21,00;9,00;4,00;3,00;11,00;4,00
2019-05-05;54,00;669,60;5,40;21,60;21,60;15,00;20,00;40,00;9,00;9,00;3,00;4,00;1,00
2019-05-12;56,00;705,60;11,20;22,40;22,40;27,00;20,00;23,00;8,00;4,00;1,00;11,00;0,00
2019-05-19;63,00;661,50;5,25;10,50;21,00;25,00;11,00;23,00;7,00;4,00;4,00;4,00;1,00
2019-05-26;45,00;765,00;5,63;22,50;11,25;18,00;15,00;25,00;11,00;8,00;3,00;14,00;3,00
2019-06-02;43,00;741,75;10,75;10,75;21,50;29,00;21,00;33,00;4,00;7,00;1,00;5,00;1,00
2019-06-09;41,00;697,00;0,00;10,25;20,50;20,00;11,00;33,00;3,00;1,00;1,00;8,00;0,00
2019-06-16;75,00;771,43;5,36;21,43;21,43;19,00;14,00;33,00;11,00;0,00;1,00;10,00;3,00
2019-06-23;58,00;835,20;11,60;11,60;23,20;35,00;20,00;32,00;13,00;7,00;3,00;13,00;1,00
2019-06-30;63,00;724,50;10,50;10,50;31,50;24,00;21,00;23,00;11,00;4,00;0,00;6,00;0,00
2019-07-07;59,00;778,80;5,90;23,60;23,60;23,00;26,00;24,00;12,00;5,00;0,00;1,00;0,00
2019-07-14;53,00;636,00;5,30;10,60;21,20;18,00;18,00;29,00;5,00;4,00;0,00;7,00;1,00
2019-07-21;43,00;720,25;5,38;10,75;32,25;13,00;11,00;30,00;4,00;3,00;0,00;8,00;3,00
2019-07-28;44,00;682,00;5,50;11,00;11,00;14,00;16,00;21,00;6,00;8,00;7,00;7,00;1,00
2019-08-04;47,00;681,50;11,75;23,50;11,75;17,00;14,00;31,00;6,00;7,00;3,00;7,00;0,00
2019-08-11;50,00;580,00;10,00;10,00;30,00;14,00;18,00;18,00;8,00;5,00;3,00;4,00;0,00
2019-08-18;59,00;696,20;5,90;23,60;23,60;15,00;20,00;39,00;3,00;9,00;3,00;7,00;0,00
2019-08-25;55,00;583,00;5,50;11,00;11,00;22,00;16,00;26,00;4,00;5,00;1,00;13,00;1,00
2019-09-01;45,00;720,00;11,25;11,25;22,50;19,00;24,00;22,00;13,00;9,00;5,00;4,00;3,00
2019-09-08;56,00;716,80;11,20;22,40;11,20;20,00;14,00;23,00;9,00;6,00;5,00;7,00;5,00
2019-09-15;58,00;742,40;11,60;11,60;23,20;17,00;15,00;28,00;9,00;7,00;5,00;6,00;6,00
2019-09-22;59,00;778,80;5,90;23,60;23,60;22,00;26,00;25,00;14,00;12,00;9,00;10,00;6,00
2019-09-29;36,00;720,00;12,00;36,00;36,00;29,00;13,00;23,00;9,00;4,00;5,00;13,00;4,00
2019-10-06;49,00;597,80;9,80;19,60;19,60;15,00;17,00;28,00;6,00;5,00;6,00;5,00;1,00
2019-10-13;49,00;588,00;9,80;19,60;19,60;25,00;15,00;39,00;13,00;8,00;4,00;1,00;3,00
2019-10-20;31,00;589,00;5,17;31,00;31,00;26,00;22,00;19,00;9,00;10,00;5,00;6,00;4,00
2019-10-27;30,00;530,00;10,00;30,00;20,00;22,00;14,00;33,00;6,00;6,00;5,00;5,00;4,00
2019-11-03;45,00;641,25;11,25;33,75;22,50;20,00;23,00;23,00;7,00;2,00;5,00;11,00;2,00
2019-11-10;37,00;703,00;6,17;37,00;12,33;17,00;13,00;13,00;11,00;6,00;5,00;6,00;1,00
2019-11-17;45,00;596,25;11,25;33,75;22,50;18,00;23,00;16,00;2,00;6,00;2,00;6,00;2,00
2019-11-24;38,00;522,50;9,50;9,50;19,00;20,00;18,00;23,00;12,00;9,00;3,00;4,00;3,00
2019-12-01;41,00;563,75;5,13;20,50;20,50;19,00;17,00;22,00;11,00;8,00;7,00;5,00;1,00
2019-12-08;44,00;583,00;11,00;33,00;33,00;22,00;23,00;24,00;12,00;15,00;11,00;6,00;4,00
2019-12-15;54,00;658,80;10,80;21,60;32,40;33,00;26,00;25,00;10,00;10,00;9,00;5,00;5,00
2019-12-22;83,00;747,00;10,38;31,13;31,13;35,00;46,00;38,00;14,00;11,00;8,00;7,00;8,00
2019-12-29;58,00;812,00;11,60;34,80;23,20;29,00;26,00;37,00;13,00;18,00;12,00;4,00;5,00
2020-01-05;83,00;778,13;10,38;41,50;31,13;37,00;23,00;40,00;24,00;11,00;18,00;5,00;5,00
2020-01-12;90,00;888,75;11,25;33,75;22,50;46,00;43,00;44,00;17,00;21,00;9,00;2,00;3,00
2020-01-19;100,00;933,33;11,11;22,22;33,33;44,00;41,00;42,00;13,00;19,00;8,00;11,00;2,00
2020-01-26;78,00;646,29;11,14;33,43;33,43;34,00;28,00;33,00;16,00;23,00;15,00;4,00;6,00
2020-02-02;65,00;693,33;10,83;32,50;21,67;36,00;20,00;27,00;18,00;8,00;9,00;8,00;2,00
2020-02-09;72,00;720,00;10,29;30,86;30,86;33,00;29,00;36,00;21,00;18,00;7,00;4,00;9,00
2020-02-16;75,00;739,29;10,71;32,14;42,86;38,00;20,00;26,00;23,00;8,00;9,00;7,00;3,00
