Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;96,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;56,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;72,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;72,00;0,00;0,00;0,00;54,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;37,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;37,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;37,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;37,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;0,00;0,00;35,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;35,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;54,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;18,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;18,00;36,00;0,00;0,00;0,00;36,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;82,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;41,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;53,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;36,00;0,00;0,00;0,00;36,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;36,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;72,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;19,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;18,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;54,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;20,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;54,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;55,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;36,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;90,00;0,00;0,00;0,00;18,00;18,00;0,00;0,00;0,00;0,00
2019-05-12;18,00;18,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;54,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;53,00;0,00;36,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;34,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;17,00;0,00
2019-06-02;51,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00;17,00;51,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;52,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00
2019-06-16;75,00;19,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;56,00;0,00;0,00;0,00;56,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;35,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;35,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;54,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;36,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37,00;37,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00
2019-07-14;37,00;18,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;54,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;36,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-04;53,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;18,00;0,00;18,00;0,00;36,00;0,00;0,00;0,00;0,00;0,00
2019-08-11;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;17,00;0,00;0,00;0,00;35,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;34,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;34,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;34,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;17,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;67,00;0,00;17,00;0,00;34,00;0,00;0,00;0,00;0,00;0,00
