Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;15,00;247,50;3,75;7,50;7,50;5,00;1,00;1,00;1,00;2,00;1,00;1,00;1,00
2019-01-13;12,00;162,00;3,00;6,00;6,00;5,00;4,00;2,00;3,00;0,50;1,00;0,50;0,50
2019-01-20;13,00;149,50;0,00;3,25;3,25;5,00;1,00;2,00;3,00;2,00;1,00;0,50;0,00
2019-01-27;15,00;135,00;3,75;7,50;3,75;8,00;3,00;0,50;2,00;0,50;0,50;0,00;0,50
2019-02-03;15,00;135,00;3,75;3,75;3,75;2,00;4,00;1,00;1,00;0,00;3,00;0,50;0,00
2019-02-10;15,00;112,50;0,00;7,50;3,75;5,00;4,00;0,50;1,00;1,00;2,00;2,00;0,50
2019-02-17;13,00;110,50;3,25;6,50;6,50;7,00;2,00;0,00;0,00;1,00;1,00;1,00;0,50
2019-02-24;18,00;120,00;3,00;6,00;3,00;8,00;3,00;0,50;1,00;0,50;2,00;0,00;0,00
2019-03-03;14,00;126,00;3,50;7,00;3,50;10,00;7,00;1,00;0,50;1,00;3,00;1,00;0,00
2019-03-10;21,00;140,00;3,50;7,00;3,50;7,00;4,00;0,00;0,50;0,00;0,50;0,00;0,00
2019-03-17;19,00;95,00;0,00;6,33;3,17;4,00;3,00;1,00;1,00;2,00;0,50;1,00;0,50
2019-03-24;18,00;102,00;0,00;12,00;6,00;3,00;5,00;1,00;1,00;1,00;0,50;0,50;0,00
2019-03-31;22,00;124,67;0,00;7,33;7,33;9,00;1,00;0,50;1,00;0,50;2,00;0,50;0,50
2019-04-07;14,00;140,00;3,50;7,00;3,50;6,00;3,00;2,00;2,00;0,50;1,00;1,00;0,00
2019-04-14;25,00;625,00;3,13;6,25;6,25;7,00;3,00;2,00;4,00;3,00;3,00;1,00;1,00
2019-04-21;30,00;120,00;3,00;6,00;6,00;14,00;6,00;1,00;2,00;3,00;1,00;1,00;1,00
2019-04-28;16,00;128,00;4,00;8,00;8,00;7,00;4,00;2,00;4,00;2,00;2,00;1,00;0,00
2019-05-05;15,00;135,00;3,75;7,50;7,50;7,00;3,00;1,00;1,00;2,00;2,00;0,00;0,00
2019-05-12;15,00;120,00;3,75;3,75;7,50;5,00;3,00;1,00;4,00;2,00;1,00;1,00;0,00
2019-05-19;15,00;135,00;3,75;7,50;7,50;6,00;5,00;1,00;3,00;2,00;3,00;0,00;1,00
2019-05-26;14,00;112,00;3,50;7,00;7,00;6,00;2,00;3,00;2,00;2,00;1,00;1,00;0,50
2019-06-02;21,00;140,00;3,50;3,50;7,00;8,00;3,00;0,50;1,00;1,00;3,00;0,00;0,00
2019-06-09;20,00;120,00;3,33;6,67;6,67;5,00;8,00;2,00;1,00;0,50;0,50;1,00;0,00
2019-06-16;26,00;136,50;3,25;6,50;6,50;5,00;5,00;0,50;2,00;4,00;2,00;0,50;0,50
2019-06-23;26,00;136,50;3,25;6,50;6,50;12,00;5,00;2,00;3,00;3,00;3,00;1,00;0,00
2019-06-30;26,00;104,00;3,25;6,50;3,25;10,00;6,00;1,00;2,00;1,00;1,00;1,00;0,00
2019-07-07;28,00;133,00;3,50;7,00;7,00;5,00;6,00;2,00;4,00;3,00;3,00;0,00;0,00
2019-07-14;29,00;110,20;2,90;5,80;5,80;9,00;5,00;1,00;8,00;1,00;2,00;1,00;1,00
2019-07-21;28,00;161,00;3,50;7,00;7,00;9,00;4,00;2,00;5,00;3,00;4,00;1,00;0,00
2019-07-28;30,00;120,00;12,00;6,00;6,00;11,00;6,00;1,00;2,00;5,00;3,00;1,00;1,00
2019-08-04;36,00;150,00;3,00;6,00;6,00;14,00;5,00;1,00;5,00;1,00;3,00;2,00;1,00
2019-08-11;39,00;149,50;3,25;6,50;6,50;16,00;7,00;3,00;5,00;3,00;6,00;3,00;1,00
2019-08-18;31,00;130,20;3,10;12,40;6,20;7,00;6,00;3,00;4,00;1,00;3,00;2,00;1,00
2019-08-25;24,00;126,00;0,00;6,00;6,00;8,00;7,00;0,00;2,00;1,00;3,00;1,00;0,50
2019-09-01;22,00;168,67;3,67;7,33;3,67;12,00;6,00;1,00;4,00;0,50;2,00;1,00;1,00
2019-09-08;20,00;146,67;3,33;6,67;6,67;10,00;5,00;1,00;5,00;3,00;2,00;0,50;0,00
2019-09-15;20,00;146,67;3,33;6,67;6,67;9,00;7,00;0,50;2,00;2,00;5,00;0,00;0,00
2019-09-22;12,00;138,00;3,00;6,00;6,00;8,00;4,00;2,00;1,00;0,50;2,00;0,50;0,00
2019-09-29;16,00;128,00;2,67;5,33;5,33;10,00;2,00;2,00;3,00;1,00;2,00;0,00;0,00
2019-10-06;11,00;121,00;2,75;5,50;5,50;8,00;6,00;1,00;4,00;0,00;5,00;1,00;0,00
2019-10-13;19,00;152,00;3,17;6,33;6,33;12,00;4,00;2,00;2,00;1,00;2,00;0,00;0,50
2019-10-20;16,00;184,00;4,00;8,00;8,00;11,00;6,00;1,00;4,00;0,00;1,00;0,50;1,00
2019-10-27;14,00;252,00;3,50;7,00;7,00;9,00;4,00;0,50;1,00;1,00;1,00;1,00;1,00
2019-11-03;13,00;169,00;3,25;6,50;6,50;7,00;3,00;2,00;2,00;1,00;1,00;1,00;0,50
2019-11-10;9,00;216,00;4,50;9,00;9,00;5,00;5,00;1,00;3,00;0,00;1,00;0,50;0,00
