Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Flachau (AT);La Clusaz (FR);Zillertal (AT);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-06-07;23,00;0,00;3,63;3,63;3,63;7,00;0,00;3,00;0,00;0,00;0,00;3,00;3,00;7,00;7,00;10,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;37,00;0,00;3,83;0,00;3,83;3,00;0,00;3,00;0,00;0,00;0,00;3,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;7,00;0,00;0,00;3,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;40,00;0,00;0,00;0,00;25,00;4,00;0,00;0,00;4,00;0,00;0,00;11,00;0,00;0,00;11,00;11,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;7,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;42,00;3,71;3,71;0,00;9,88;7,00;4,00;7,00;0,00;0,00;0,00;0,00;0,00;4,00;11,00;4,00;11,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;4,00;0,00;7,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;41,00;0,00;3,73;3,73;3,73;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;7,00;7,00;4,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;4,00;0,00;4,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-12;64,00;0,00;3,76;3,76;15,06;0,00;0,00;8,00;0,00;0,00;4,00;4,00;0,00;8,00;23,00;11,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-07-19;46,00;0,00;3,73;0,00;0,00;0,00;0,00;4,00;0,00;8,00;0,00;4,00;0,00;0,00;0,00;15,00;4,00;0,00;0,00;4,00;8,00;0,00;0,00;8,00;4,00;8,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-26;75,00;0,00;3,75;3,75;3,75;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;12,00;4,00;0,00;4,00;0,00;0,00;4,05;0,00;4,00;0,00;0,00;4,00;0,00;16,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-02;60,00;0,00;11,25;0,00;3,75;4,00;0,00;4,00;0,00;8,00;0,00;8,00;0,00;0,00;11,00;11,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;8,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-09;54,00;3,77;7,53;3,77;17,58;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;21,00;4,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-16;60,00;0,00;0,00;0,00;7,50;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;7,00;7,00;7,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-23;25,00;3,75;7,50;0,00;27,50;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;4,00;7,00;7,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-30;42,00;3,71;7,41;0,00;3,71;4,00;0,00;4,00;4,00;0,00;0,00;14,00;0,00;4,00;0,00;7,00;11,00;7,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;57,00;3,80;0,00;0,00;3,80;0,00;4,07;4,07;0,00;0,00;0,00;18,32;4,07;4,07;11,20;0,00;4,07;4,07;0,00;4,00;4,00;0,00;0,00;7,13;0,00;0,00;0,00;7,13;4,07;0,00;7,13;4,07;0,00;0,00;0,00;4,07;0,00;0,00;0,00;0,00
2020-09-13;35,00;0,00;0,00;0,00;17,50;0,00;0,00;0,00;0,00;7,00;4,00;4,00;0,00;4,00;11,00;0,00;4,00;11,00;0,00;4,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;11,00;7,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;28,00;0,00;0,00;0,00;3,82;0,00;3,00;0,00;0,00;0,00;0,00;7,00;0,00;3,00;10,00;0,00;10,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-27;33,00;3,81;0,00;0,00;15,23;0,00;0,00;11,00;7,00;0,00;0,00;4,00;0,00;7,00;7,00;7,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-04;18,00;0,00;0,00;3,60;14,40;4,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;22,00;11,00;0,00;7,00;0,00;4,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-11;38,00;0,00;0,00;0,00;11,40;4,00;4,00;11,00;0,00;4,00;4,00;8,00;4,00;0,00;4,00;0,00;0,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;45,00;3,75;3,75;0,00;3,75;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-25;18,00;0,00;0,00;0,00;15,43;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;14,00;0,00;0,00;0,00;6,36;3,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;11,00;0,00;3,67;0,00;14,67;0,00;0,00;4,00;0,00;0,00;0,00;7,00;0,00;4,00;4,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;14,00;3,50;3,50;0,00;3,50;0,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;25,00;3,75;0,00;0,00;7,50;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;4,00;7,00;7,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;18,00;7,71;0,00;0,00;3,86;0,00;0,00;0,00;0,00;7,00;0,00;4,00;0,00;0,00;4,00;4,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;21,00;0,00;0,00;0,00;28,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;11,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-13;18,00;3,86;0,00;0,00;3,86;4,00;0,00;0,00;0,00;7,00;0,00;4,00;4,00;4,00;4,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;37,00;25,52;8,93;0,00;12,76;0,00;0,00;0,00;4,00;4,00;4,00;8,00;0,00;0,00;8,00;4,00;4,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;37,00;0,00;0,00;0,00;12,33;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;8,00;8,00;4,00;4,00;4,00;0,00;8,00;8,00;0,00;4,00;4,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;7,00;0,00;0,00;0,00;10,50;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;7,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;18,00;0,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;18,00;0,00;0,00;0,00;11,57;4,00;0,00;0,00;0,00;0,00;0,00;4,00;75,00;7,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;25,00;0,00;0,00;0,00;7,50;0,00;0,00;0,00;0,00;4,00;0,00;11,00;18,00;0,00;0,00;7,00;4,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;59,00;3,77;0,00;0,00;7,53;3,00;0,00;0,00;0,00;10,00;0,00;7,00;0,00;3,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;3,00;7,00;3,00;0,00;10,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;42,00;0,00;3,82;0,00;17,82;3,07;0,00;0,00;0,00;10,24;0,00;0,00;3,07;10,24;0,00;7,17;3,07;3,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;25,00;0,00;3,75;0,00;3,75;0,00;4,00;0,00;0,00;7,00;4,00;4,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;7,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;15,00;3,75;0,00;0,00;11,25;0,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;15,00;0,00;0,00;0,00;7,50;4,00;0,00;4,00;0,00;7,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;22,00;0,00;0,00;0,00;3,88;7,00;4,00;72,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-03-07;4,00;0,00;0,00;0,00;8,00;0,00;0,00;18,00;0,00;0,00;0,00;7,00;0,00;0,00;4,00;7,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-03-14;13,00;3,55;0,00;3,55;9,45;0,00;0,00;3,00;0,00;3,00;0,00;3,00;0,00;7,00;0,00;0,00;7,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;7,00;0,00;0,00;0,00;7,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;16,00;0,00;3,69;0,00;3,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;14,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;7,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;14,00;0,00;0,00;3,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-09;18,00;0,00;0,00;7,20;3,60;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-05-16;11,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;19,00;0,00;3,80;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;11,00;0,00;0,00;0,00;3,67;0,00;4,00;0,00;0,00;0,00;0,00;11,00;0,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;8,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;37,00;0,00;0,00;0,00;3,83;4,11;0,00;0,00;0,00;4,11;0,00;0,00;0,00;7,19;0,00;7,19;0,00;4,11;0,00;0,00;0,00;0,00;0,00;4,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;4,00;8,00;0,00;0,00;4,00;7,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;7,00;7,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;33,00;0,00;0,00;0,00;11,42;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;7,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00
2021-06-27;21,00;0,00;0,00;0,00;3,71;0,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
