Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2021-03-21;61,00;9,00;8,00;20,00;1,00;22,00;2,00;20,00;4,00
2021-03-28;45,00;13,00;13,00;8,00;1,00;11,00;4,00;18,00;7,00
2021-04-04;42,00;16,00;15,00;10,00;2,00;20,00;1,00;21,00;7,00
2021-04-11;50,00;16,00;13,00;12,00;1,00;15,00;2,00;28,00;12,00
2021-04-18;49,00;19,00;10,00;8,00;1,00;18,00;2,00;22,00;4,00
2021-04-25;44,00;10,00;8,00;10,00;1,00;15,00;1,00;23,00;4,00
2021-05-02;66,00;17,00;15,00;9,00;1,00;12,00;3,00;18,00;7,00
2021-05-09;52,00;11,00;16,00;13,00;0,00;16,00;4,00;25,00;7,00
2021-05-16;59,00;15,00;13,00;10,00;1,00;17,00;1,00;15,00;6,00
2021-05-23;65,00;14,00;8,00;14,00;2,00;12,00;5,00;22,00;6,00
2021-05-30;55,00;14,00;8,00;16,00;1,00;20,00;2,00;26,00;5,00
2021-06-06;52,00;16,00;13,00;16,00;0,00;16,00;2,00;25,00;9,00
2021-06-13;71,00;8,00;11,00;16,00;0,00;19,00;4,00;26,00;7,00
2021-06-20;61,00;11,00;7,00;14,00;3,00;13,00;4,00;18,00;5,00
2021-06-27;65,00;16,00;10,00;13,00;3,00;16,00;3,00;19,00;6,00
