Semaine;Nice (FR);Paris (FR);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2020-12-13;19,00;95,00;66,50;66,50;63,33;3,17;38,00;31,67;42,75;28,50;33,25;59,38;26,60;38,00;22,80;3,80;19,00;171,00;12,67;19,00;8,00;16,00;16,00;20,00;7,13;11,88;7,13;13,06;3,56;3,56;3,56;1,19;9,00;0,00;1,00
2020-12-20;20,00;100,00;55,00;80,00;46,67;3,33;66,67;20,00;37,50;42,50;52,50;65,00;36,00;68,00;16,00;8,00;40,00;180,00;13,33;26,67;3,00;20,00;20,00;20,00;7,69;23,08;3,08;21,54;7,69;4,62;1,54;0,00;4,00;0,00;1,00
2020-12-27;16,00;101,33;53,33;74,67;80,00;4,00;48,00;24,00;40,00;48,00;37,33;80,00;40,00;60,00;24,00;4,00;26,67;112,00;5,33;16,00;5,33;16,00;23,47;30,93;6,00;11,00;2,00;10,00;6,00;2,00;3,00;0,00;24,53;1,07;1,07
2021-01-03;9,00;81,00;45,00;76,50;99,00;4,50;162,00;27,00;54,00;45,00;42,00;75,00;31,50;67,50;22,50;4,50;45,00;189,00;18,00;27,00;6,75;14,63;14,63;15,75;6,00;11,00;2,00;14,00;4,00;5,00;2,00;1,00;5,63;2,25;0,00
2021-01-10;17,00;89,25;38,25;59,50;93,50;4,25;127,50;25,50;34,00;34,00;31,57;55,86;34,00;63,75;21,25;4,25;28,33;102,00;5,67;22,67;6,00;16,00;13,00;18,00;6,54;17,00;2,62;23,54;2,62;1,31;6,54;0,00;4,00;1,00;1,00
2021-01-17;10,00;100,00;45,00;75,00;90,00;5,00;170,00;30,00;40,00;30,00;47,50;55,00;30,00;65,00;20,00;10,00;20,00;105,00;5,00;10,00;6,00;12,00;22,00;9,00;6,00;17,00;4,00;11,00;2,00;2,00;2,00;1,00;8,00;1,00;0,00
2021-01-24;16,00;80,00;42,67;64,00;72,00;4,00;56,00;16,00;34,67;37,33;29,33;66,67;28,00;36,00;16,00;8,00;21,33;112,00;5,33;16,00;4,00;11,00;16,00;12,00;5,33;13,33;8,00;8,00;4,00;5,33;4,00;1,33;3,00;1,00;1,00
2021-01-31;10,00;65,00;35,00;55,00;80,00;5,00;70,00;20,00;37,50;22,50;32,50;50,00;20,00;46,67;6,67;3,33;25,00;80,00;0,00;15,00;7,00;13,00;13,00;10,00;1,25;10,00;1,25;8,75;1,25;2,50;3,75;2,50;4,00;0,00;1,00
2021-02-07;9,00;63,00;31,50;58,50;72,00;9,00;63,00;18,00;20,25;18,00;31,50;49,50;31,50;58,50;13,50;4,50;22,50;72,00;9,00;13,50;7,00;12,00;17,00;5,00;10,80;12,60;5,40;12,60;1,80;1,80;5,40;0,00;2,00;1,00;0,00
2021-02-14;9,00;94,50;31,50;72,00;99,00;9,00;63,00;9,00;24,75;22,50;22,50;45,00;49,50;49,50;18,00;4,50;27,00;85,50;4,50;13,50;5,00;15,00;14,00;16,00;3,38;13,50;3,38;14,63;5,63;3,38;3,38;1,13;10,00;0,00;1,00
2021-02-21;22,00;70,40;57,20;74,80;73,33;3,67;44,00;22,00;48,89;26,89;34,22;56,22;22,00;58,67;14,67;3,67;22,00;104,50;5,50;22,00;1,00;15,00;10,00;14,00;8,38;5,24;3,14;9,43;3,14;3,14;2,10;1,05;12,00;1,00;0,00
2021-02-28;21,00;84,00;47,25;68,25;56,00;7,00;42,00;14,00;26,25;31,50;26,25;60,38;33,60;50,40;12,60;4,20;35,00;140,00;7,00;14,00;7,74;12,16;9,95;9,95;2,00;9,00;3,00;3,00;2,00;3,00;3,00;1,00;6,63;1,11;0,00
2021-03-07;12,00;276,00;108,00;204,00;108,00;6,00;84,00;24,00;78,00;60,00;66,00;114,00;120,00;192,00;48,00;6,00;72,00;192,00;12,00;24,00;14,00;18,00;20,00;32,00;9,00;12,00;1,00;12,00;6,00;2,00;4,00;3,00;6,00;0,00;0,00
2021-03-14;16,00;112,00;64,00;101,33;64,00;4,00;56,00;24,00;36,57;34,29;29,71;68,57;32,00;68,00;12,00;8,00;32,00;106,67;5,33;16,00;9,00;12,00;20,00;15,00;6,15;9,85;3,69;12,31;3,69;6,15;2,46;0,00;5,00;0,00;1,00
2021-03-21;12,00;96,00;36,00;90,00;48,00;3,00;36,00;18,00;31,20;12,00;16,80;64,80;24,00;56,00;8,00;4,00;30,00;108,00;6,00;12,00;9,00;8,00;6,00;9,00;4,00;5,33;2,67;6,67;5,33;2,67;1,33;1,33;7,00;2,00;0,00
2021-03-28;13,00;65,00;34,67;52,00;26,00;6,50;39,00;19,50;31,20;15,60;26,00;67,60;21,67;60,67;8,67;8,67;26,00;130,00;6,50;6,50;4,00;1,00;4,00;6,00;4,33;8,67;0,00;3,25;4,33;2,17;2,17;1,08;2,00;1,00;1,00
2021-04-04;9,00;49,50;31,50;49,50;45,00;4,50;54,00;18,00;27,00;13,50;15,75;56,25;31,50;54,00;4,50;0,00;22,50;72,00;2,25;4,50;6,00;8,00;4,00;8,00;5,14;6,43;3,86;6,43;5,14;3,86;1,29;2,57;5,00;0,00;2,00
2021-04-11;9,00;40,50;27,00;49,50;54,00;4,50;54,00;18,00;29,25;18,00;18,00;45,00;22,50;45,00;9,00;2,25;13,50;76,50;2,25;4,50;4,00;8,00;6,00;5,00;2,00;14,00;4,00;4,00;4,00;2,00;1,00;0,00;10,00;1,00;0,00
2021-04-18;7,00;98,00;28,00;63,00;28,00;3,50;35,00;7,00;31,50;28,00;42,00;80,50;28,00;56,00;14,00;7,00;28,00;119,00;7,00;14,00;2,80;7,00;12,60;7,00;3,00;7,00;0,00;5,00;3,00;1,00;0,00;0,00;8,40;0,00;0,00
2021-04-25;9,00;67,50;22,50;40,50;63,00;4,50;54,00;27,00;27,00;11,25;15,75;45,00;27,00;40,50;4,50;2,25;22,50;94,50;4,50;4,50;6,00;7,00;6,00;5,00;7,50;10,50;1,50;6,00;7,50;9,00;3,00;0,00;6,00;3,00;0,00
2021-05-02;13,00;65,00;45,50;78,00;65,00;6,50;117,00;65,00;39,00;22,75;35,75;87,75;39,00;84,50;6,50;0,00;32,50;136,50;3,25;13,00;2,89;4,33;10,11;13,00;9,00;4,00;4,00;4,00;3,00;1,00;1,00;1,00;5,78;0,00;1,44
2021-05-09;16,00;74,67;37,33;80,00;64,00;4,00;48,00;80,00;32,00;29,33;29,33;40,00;20,00;44,00;16,00;4,00;26,67;122,67;5,33;5,33;11,73;6,40;4,27;8,53;5,00;2,00;3,00;7,00;4,00;4,00;1,00;4,00;4,27;1,07;1,07
2021-05-16;16,00;74,67;53,33;64,00;48,00;4,00;56,00;64,00;13,71;16,00;20,57;48,00;32,00;52,00;8,00;4,00;21,33;128,00;5,33;10,67;2,00;2,00;9,00;4,00;7,38;22,15;1,23;7,38;3,69;2,46;0,00;1,23;14,00;0,00;0,00
2021-05-23;16,00;101,33;42,67;58,67;48,00;8,00;48,00;64,00;20,57;16,00;25,14;50,29;32,00;24,00;8,00;8,00;42,67;144,00;2,67;5,33;2,00;10,00;7,00;5,00;11,43;8,00;1,14;9,14;1,14;4,57;4,57;1,14;10,00;1,00;0,00
2021-05-30;16,00;128,00;72,00;136,00;48,00;8,00;48,00;64,00;41,60;25,60;41,60;67,20;48,00;58,67;10,67;2,67;56,00;216,00;8,00;16,00;4,00;6,67;10,67;6,67;6,00;10,00;0,00;5,00;1,00;6,00;1,00;2,00;6,67;0,00;1,33
2021-06-06;12,00;52,00;32,00;56,00;42,00;3,00;30,00;30,00;16,80;21,60;19,20;45,60;28,00;48,00;8,00;2,00;42,00;174,00;3,00;6,00;5,00;1,00;7,00;6,00;3,27;8,73;0,00;6,55;2,18;1,09;2,18;0,00;7,00;0,00;1,00
2021-06-13;9,00;76,50;31,50;63,00;72,00;4,50;63,00;27,00;24,75;15,75;24,75;31,50;90,00;49,50;9,00;0,00;31,50;117,00;4,50;4,50;4,00;7,00;11,00;8,00;9,00;12,86;0,00;6,43;0,00;3,86;2,57;1,29;3,00;0,00;2,00
2021-06-20;19,00;85,50;38,00;71,25;50,67;3,17;44,33;25,33;26,13;19,00;28,50;42,75;57,00;41,80;7,60;3,80;57,00;183,67;6,33;25,33;5,00;6,00;6,00;9,00;4,47;6,71;0,00;5,59;0,00;1,12;4,47;1,12;3,00;0,00;0,00
2021-06-27;24,00;96,00;28,80;76,80;88,00;4,00;48,00;16,00;21,60;7,20;28,80;36,00;84,00;40,00;8,00;0,00;42,00;168,00;6,00;12,00;5,00;5,00;6,00;10,00;3,27;18,55;5,45;2,18;3,27;1,09;2,18;0,00;0,00;0,00;0,00
