Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2020-12-06;7,00;4,00;0,50;0,50;1,00;2,00;0,50;1,00;4,00;4,00;0,00;0,00;0,00;0,00;2,00;1,00;0,50;0,00;0,50;0,00;0,00;0,50;2,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2020-12-13;4,00;3,00;0,00;0,00;1,00;3,00;1,00;0,00;0,50;3,00;1,00;0,00;1,00;0,50;0,50;0,00;0,00;0,50;2,00;0,00;0,50;0,50;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;4,00;3,00;1,00;0,50;1,00;4,00;0,00;0,00;4,00;6,00;0,50;0,00;1,00;0,50;0,00;0,50;0,50;4,00;0,50;0,00;0,50;0,50;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;4,00;5,00;1,00;0,50;1,00;4,00;0,00;1,00;4,00;4,00;1,00;0,00;1,00;1,00;0,50;0,00;0,50;1,00;1,00;0,00;0,50;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;4,00;2,00;0,00;0,50;2,00;6,00;0,50;0,50;6,00;7,00;0,00;0,00;1,00;0,50;2,00;0,00;0,50;0,00;2,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;3,00;6,00;1,00;0,50;0,00;3,00;0,50;1,00;2,00;5,00;1,00;0,50;0,50;0,00;2,00;1,00;0,50;0,50;0,50;0,00;1,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;5,00;6,00;1,00;0,50;1,00;5,00;1,00;2,00;3,00;7,00;2,00;0,00;0,50;0,00;2,00;0,50;0,00;1,00;1,00;0,50;0,50;1,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;4,00;6,00;1,00;0,50;0,00;5,00;1,00;1,00;4,00;7,00;2,00;1,00;1,00;0,00;1,00;1,00;0,00;1,00;1,00;0,50;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;5,00;6,00;0,50;0,00;0,00;6,00;1,00;2,00;4,00;7,00;1,00;0,00;0,50;0,50;1,00;2,00;0,00;0,00;0,00;1,00;0,50;1,00;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;3,00;5,00;1,00;0,00;1,00;5,00;0,50;1,00;4,00;6,00;0,50;0,00;1,00;1,00;1,00;0,50;0,00;0,50;0,50;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;3,00;5,00;0,50;0,00;0,00;6,00;2,00;1,00;5,00;6,00;1,00;0,00;1,00;0,00;1,00;0,50;0,00;0,50;1,00;0,50;0,00;1,00;0,50;0,00;0,00;0,00;1,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;10,00;5,00;2,00;0,50;1,00;5,00;1,00;1,00;3,00;7,00;0,50;0,00;0,50;0,00;1,00;0,50;0,00;1,00;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;8,00;6,00;0,50;0,00;0,50;5,00;0,50;1,00;4,00;5,00;0,00;0,00;0,50;1,00;2,00;0,00;0,00;1,00;0,00;0,50;0,50;0,50;0,50;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;4,00;5,00;0,00;0,50;0,50;3,00;1,00;1,00;7,00;6,00;0,00;0,50;1,00;0,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;4,00;8,00;0,50;1,00;0,00;8,00;1,00;0,50;6,00;9,00;1,00;0,00;1,00;1,00;2,00;0,50;0,50;0,00;1,00;1,00;1,00;0,50;0,50;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;4,00;6,00;2,00;0,00;1,00;9,00;0,00;0,50;7,00;12,00;2,00;0,50;2,00;1,00;1,00;0,00;0,00;1,00;2,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;3,00;15,00;0,50;0,50;0,50;11,00;1,00;2,00;4,00;11,00;1,00;0,50;1,00;0,50;2,00;0,50;0,00;1,00;1,00;0,50;1,00;1,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;5,00;10,00;1,00;0,00;1,00;12,00;0,00;2,00;10,00;15,00;3,00;1,00;2,00;1,00;2,00;1,00;0,50;0,00;1,00;0,00;0,50;1,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;2,00;13,00;0,50;0,00;1,00;8,00;1,00;2,00;9,00;13,00;0,00;0,50;1,00;1,00;2,00;0,00;0,00;0,50;1,00;1,00;1,00;0,50;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;6,00;14,00;1,00;1,00;1,00;9,00;1,00;3,00;15,00;12,00;2,00;1,00;2,00;1,00;3,00;0,50;0,00;0,50;1,00;0,00;2,00;1,00;0,50;0,00;0,50;0,00;0,00;2,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;8,00;12,00;2,00;0,00;1,00;11,00;0,50;3,00;10,00;17,00;2,00;0,00;0,50;0,50;2,00;1,00;0,00;1,00;2,00;0,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;5,00;11,00;1,00;0,50;0,50;10,00;2,00;2,00;9,00;23,00;1,00;0,50;2,00;0,00;5,00;1,00;0,00;1,00;0,00;0,50;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-09;9,00;17,00;2,00;0,00;1,00;14,00;2,00;3,00;11,00;19,00;1,00;0,50;2,00;2,00;5,00;1,00;0,50;0,50;0,00;0,00;1,00;0,50;0,50;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;10,00;15,00;1,00;0,00;0,50;18,00;2,00;4,00;22,00;27,00;0,50;0,50;3,00;0,50;6,00;1,00;0,00;0,00;0,50;0,50;0,50;3,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;9,00;19,00;1,00;1,00;1,00;30,00;2,00;5,00;16,00;36,00;1,00;0,50;3,00;1,00;6,00;1,00;0,00;0,00;2,00;1,00;1,00;0,50;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;6,00;21,00;2,00;0,50;1,00;100,00;0,50;4,00;23,00;38,00;3,00;3,00;3,00;0,00;7,00;1,00;0,50;0,00;0,50;1,00;1,00;3,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;8,00;27,00;2,00;0,50;0,50;37,00;2,00;3,00;26,00;47,00;4,00;0,50;2,00;1,00;13,00;0,00;0,50;0,50;0,50;2,00;1,00;3,00;4,00;0,00;0,00;0,00;0,00;1,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;12,00;38,00;5,00;0,00;2,00;27,00;0,50;4,00;31,00;61,00;4,00;1,00;3,00;0,50;19,00;0,50;0,00;0,50;1,00;1,00;1,00;5,00;2,00;0,00;0,50;0,00;0,00;2,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;11,00;37,00;2,00;2,00;1,00;36,30;1,10;3,30;40,70;52,00;3,00;2,00;2,00;1,00;23,00;2,00;0,00;1,00;2,00;1,00;2,00;3,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;10,00;85,00;1,00;2,00;1,00;47,78;2,22;5,56;46,67;64,00;1,00;2,00;3,00;2,00;24,00;2,00;1,00;1,00;1,00;1,00;2,00;3,00;4,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
