Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;36,00;72,00;36,00;0,00;900,00;18,00;36,00;1800,00;18,00;0,00;6,00;600,00;204,00;554,40;7,20;50,40;720,00;0,00;12,86;156,86;7,71;0,00;6,55;137,45;0,00;0,00;15,00;0,00;15,00;7,71;0,00;244,29;0,00;152,57;0,00;145,71;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;43,00;21,50;10,75;10,75;494,50;10,75;0,00;1612,50;10,75;0,00;12,29;436,14;98,29;336,83;0,00;28,67;566,17;0,00;0,00;118,25;0,00;6,62;0,00;158,77;0,00;0,00;14,00;0,00;14,00;0,00;0,00;188,13;0,00;92,88;0,00;151,36;0,00;14,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;50,00;25,00;25,00;25,00;400,00;8,33;8,33;516,67;16,67;6,25;6,25;256,25;112,50;257,14;0,00;21,43;285,71;0,00;0,00;184,21;7,89;0,00;6,67;121,67;0,00;7,00;0,00;0,00;0,00;13,89;8,33;155,56;0,00;100,00;0,00;86,21;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;77,00;25,67;12,83;25,67;436,33;0,00;0,00;616,00;19,25;19,25;0,00;198,92;198,92;308,00;7,70;30,80;338,80;13,28;7,97;84,97;7,97;0,00;0,00;134,34;0,00;0,00;7,00;0,00;14,00;7,97;0,00;154,00;0,00;99,24;0,00;63,31;0,00;14,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;65,00;10,83;21,67;0,00;260,00;16,25;16,25;633,75;0,00;0,00;6,50;227,50;130,00;231,11;0,00;7,22;404,44;0,00;0,00;85,80;0,00;0,00;0,00;143,00;0,00;0,00;0,00;7,00;7,00;8,13;0,00;124,58;0,00;65,00;0,00;65,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;29,00;29,00;29,00;29,00;319,00;7,25;7,25;391,50;7,25;5,80;0,00;150,80;139,20;217,50;0,00;29,00;340,75;0,00;7,91;226,73;7,91;6,44;6,44;93,44;0,00;0,00;7,00;0,00;7,00;0,00;7,91;145,00;0,00;87,00;0,00;80,18;7,00;7,00;7,00;0,00;0,00;0,00;0,00
2019-02-17;22,00;22,00;11,00;22,00;308,00;22,00;11,00;572,00;0,00;0,00;5,50;247,50;115,50;249,33;0,00;14,67;278,67;0,00;22,00;93,50;8,25;0,00;0,00;98,15;0,00;0,00;0,00;0,00;0,00;16,50;0,00;189,75;0,00;88,00;0,00;50,77;0,00;7,00;7,00;0,00;0,00;0,00;0,00
2019-02-24;45,00;22,50;22,50;11,25;315,00;22,50;0,00;495,00;0,00;0,00;0,00;237,86;115,71;217,50;15,00;7,50;247,50;0,00;15,88;129,71;7,94;8,04;0,00;65,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;119,12;0,00;53,65;0,00;22,50;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;51,00;25,50;51,00;25,50;280,50;17,00;0,00;493,00;8,50;6,38;0,00;127,50;95,63;262,29;0,00;21,86;320,57;0,00;8,05;110,05;8,05;0,00;6,58;65,81;0,00;0,00;0,00;0,00;7,00;0,00;0,00;131,53;0,00;43,97;0,00;59,79;7,00;7,00;7,00;0,00;0,00;0,00;0,00
2019-03-10;43,00;21,50;43,00;0,00;258,00;0,00;21,50;516,00;10,75;12,29;12,29;184,29;104,43;215,00;0,00;14,33;236,50;0,00;8,06;145,13;0,00;0,00;0,00;79,38;0,00;7,00;7,00;0,00;22,00;21,50;0,00;102,13;0,00;72,24;0,00;49,88;0,00;0,00;7,00;0,00;0,00;0,00;0,00
2019-03-17;46,00;23,00;23,00;0,00;207,00;11,50;0,00;437,00;0,00;0,00;0,00;118,29;72,29;145,67;0,00;30,67;199,33;0,00;0,00;70,35;0,00;0,00;0,00;60,79;0,00;0,00;0,00;0,00;0,00;8,12;0,00;83,88;0,00;15,92;0,00;38,92;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;30,00;15,00;30,00;0,00;300,00;15,00;0,00;180,00;0,00;0,00;0,00;132,00;114,00;112,50;0,00;0,00;180,00;0,00;8,18;84,55;0,00;0,00;0,00;38,33;0,00;0,00;0,00;0,00;7,00;0,00;0,00;60,00;0,00;61,76;0,00;30,00;0,00;0,00;0,00;0,00;0,00;7,00;7,00
2019-03-31;23,00;23,00;23,00;11,50;207,00;23,00;11,50;138,00;11,50;11,50;5,75;161,00;74,75;92,00;0,00;0,00;138,00;7,67;0,00;74,11;0,00;0,00;0,00;44,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;112,13;0,00;7,08;0,00;15,92;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;30,00;0,00;0,00;0,00;150,00;0,00;0,00;105,00;0,00;6,00;6,00;48,00;84,00;75,00;15,00;0,00;225,00;8,18;8,18;84,55;0,00;0,00;0,00;66,67;0,00;0,00;0,00;0,00;7,00;8,18;0,00;60,00;0,00;38,82;7,06;22,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;24,00;12,00;0,00;0,00;216,00;12,00;12,00;144,00;0,00;0,00;18,00;78,00;54,00;40,00;0,00;16,00;232,00;0,00;0,00;40,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;72,00;0,00;41,14;0,00;65,14;0,00;0,00;0,00;0,00;8,00;0,00;0,00
2019-04-21;24,00;24,00;0,00;12,00;144,00;0,00;12,00;120,00;0,00;0,00;0,00;102,00;48,00;64,00;0,00;0,00;128,00;0,00;0,00;40,00;8,00;0,00;0,00;32,57;0,00;0,00;0,00;0,00;0,00;8,00;0,00;64,00;0,00;48,00;0,00;39,43;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;37,00;0,00;18,50;0,00;259,00;0,00;0,00;148,00;0,00;0,00;0,00;49,33;67,83;59,20;0,00;7,40;148,00;0,00;0,00;37,00;7,93;0,00;0,00;21,86;0,00;7,00;0,00;0,00;0,00;7,93;0,00;13,21;0,00;15,86;0,00;29,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;14,00;0,00;14,00;0,00;28,00;7,00;0,00;140,00;0,00;0,00;0,00;49,00;112,00;49,00;0,00;0,00;112,00;0,00;0,00;53,20;0,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;75,60;0,00;22,75;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;37,00;37,00;18,50;0,00;74,00;0,00;9,25;129,50;0,00;0,00;0,00;43,17;67,83;29,60;0,00;0,00;103,60;0,00;7,93;74,00;0,00;0,00;0,00;43,43;0,00;0,00;0,00;0,00;8,00;0,00;0,00;74,00;0,00;37,00;0,00;37,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;15,00;15,00;0,00;0,00;45,00;7,50;0,00;90,00;0,00;0,00;7,50;30,00;37,50;45,00;7,50;7,50;120,00;7,50;0,00;20,00;20,00;0,00;15,00;15,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;70,00;7,50;15,00;0,00;6,67;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;22,00;0,00;11,00;11,00;22,00;11,00;0,00;198,00;0,00;0,00;0,00;27,50;27,50;29,33;0,00;7,33;132,00;7,33;0,00;48,89;0,00;0,00;0,00;58,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,50;0,00;59,23;0,00;6,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;74,00;0,00;12,33;0,00;74,00;0,00;0,00;185,00;9,25;0,00;0,00;80,17;67,83;66,60;0,00;0,00;177,60;0,00;0,00;21,14;0,00;0,00;0,00;74,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50,21;0,00;37,86;0,00;22,37;0,00;0,00;0,00;7,00;0,00;0,00;0,00
2019-06-09;46,00;0,00;0,00;0,00;46,00;0,00;0,00;299,00;0,00;0,00;0,00;78,86;85,43;115,00;0,00;7,67;130,33;0,00;8,12;100,12;0,00;0,00;0,00;37,79;0,00;0,00;0,00;0,00;0,00;0,00;8,12;138,00;0,00;47,77;0,00;54,85;0,00;0,00;8,00;0,00;0,00;0,00;0,00
2019-06-16;46,00;11,50;23,00;0,00;69,00;11,50;0,00;299,00;0,00;0,00;6,57;65,71;105,14;61,33;0,00;7,67;138,00;8,12;0,00;46,00;0,00;0,00;0,00;115,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;62,24;0,00;30,67;0,00;30,67;8,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;15,00;7,50;15,00;7,50;45,00;0,00;0,00;135,00;0,00;0,00;0,00;52,50;45,00;75,00;0,00;15,00;187,50;0,00;0,00;65,00;0,00;0,00;8,33;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50,00;0,00;30,00;0,00;6,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;22,00;0,00;22,00;11,00;88,00;0,00;0,00;242,00;0,00;0,00;0,00;55,00;88,00;73,33;7,33;14,67;168,67;0,00;0,00;85,25;0,00;0,00;0,00;64,43;0,00;0,00;0,00;0,00;7,00;8,25;0,00;90,75;0,00;37,23;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;22,00;11,00;11,00;0,00;132,00;11,00;0,00;264,00;0,00;0,00;0,00;49,50;137,50;190,67;0,00;22,00;300,67;0,00;8,25;90,75;8,25;0,00;6,77;82,92;0,00;0,00;0,00;0,00;0,00;8,25;0,00;82,50;0,00;35,54;0,00;44,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-07-14;46,00;11,50;46,00;11,50;138,00;0,00;0,00;168,67;7,67;0,00;6,57;72,29;138,00;46,00;0,00;0,00;245,33;0,00;0,00;23,00;7,67;0,00;0,00;92,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;108,24;0,00;54,52;0,00;15,33;0,00;0,00;8,00;0,00;0,00;0,00;0,00
2019-07-21;56,00;28,00;28,00;14,00;140,00;18,67;0,00;205,33;0,00;0,00;0,00;87,11;186,67;120,00;0,00;24,00;272,00;8,00;0,00;64,00;8,00;0,00;0,00;72,47;0,00;0,00;0,00;32,00;0,00;8,00;0,00;40,00;0,00;103,52;0,00;56,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;23,00;11,50;23,00;0,00;115,00;11,50;0,00;391,00;0,00;5,75;0,00;109,25;120,75;107,33;0,00;15,33;168,67;0,00;0,00;46,00;0,00;8,21;0,00;124,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;120,11;0,00;67,36;0,00;44,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-04;55,00;0,00;27,50;0,00;82,50;0,00;0,00;330,00;9,17;6,11;0,00;103,89;116,11;149,29;0,00;7,86;267,14;7,86;0,00;55,00;0,00;0,00;0,00;38,82;0,00;0,00;8,00;0,00;8,00;0,00;0,00;70,71;0,00;63,59;0,00;32,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-11;8,00;0,00;16,00;16,00;64,00;0,00;8,00;256,00;0,00;8,00;8,00;128,00;168,00;112,00;8,00;8,00;312,00;0,00;8,00;106,67;0,00;0,00;0,00;59,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;136,00;0,00;44,00;0,00;18,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;46,00;23,00;0,00;23,00;92,00;0,00;0,00;276,00;15,33;0,00;6,57;131,43;105,14;84,33;0,00;7,67;337,33;0,00;8,12;54,12;8,12;0,00;0,00;23,00;0,00;0,00;0,00;0,00;8,00;0,00;8,12;92,00;0,00;92,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;60,00;0,00;15,00;0,00;180,00;0,00;0,00;280,00;0,00;0,00;0,00;96,00;66,00;105,00;7,50;7,50;292,50;0,00;7,83;88,70;0,00;0,00;0,00;76,67;0,00;0,00;0,00;0,00;8,00;0,00;0,00;84,55;0,00;37,71;0,00;15,43;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;59,00;14,75;14,75;29,50;147,50;0,00;9,83;295,00;9,83;6,56;0,00;118,00;111,44;81,13;7,38;7,38;199,13;0,00;0,00;96,55;0,00;0,00;0,00;73,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50,95;0,00;45,12;0,00;22,56;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;29,00;29,00;14,50;0,00;174,00;0,00;7,25;217,50;7,25;0,00;0,00;29,00;104,40;94,25;0,00;21,75;203,00;0,00;0,00;137,09;0,00;0,00;0,00;49,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;92,27;0,00;35,82;0,00;22,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;22,00;11,00;11,00;0,00;110,00;0,00;0,00;330,00;11,00;5,50;5,50;55,00;55,00;73,33;0,00;0,00;227,33;8,25;0,00;46,75;0,00;0,00;7,86;50,29;0,00;0,00;0,00;0,00;0,00;8,25;0,00;90,75;0,00;44,00;0,00;28,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-22;29,00;14,50;14,50;14,50;145,00;14,50;14,50;130,50;7,25;5,80;0,00;87,00;46,40;108,75;0,00;7,25;275,50;0,00;0,00;63,27;0,00;6,82;15,35;81,88;0,00;0,00;0,00;0,00;0,00;7,91;7,91;63,27;0,00;42,65;0,00;35,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;51,00;12,75;25,50;0,00;178,50;0,00;0,00;204,00;0,00;0,00;0,00;76,50;70,13;58,29;0,00;0,00;262,29;8,05;8,05;59,05;0,00;14,81;6,58;87,19;0,00;0,00;0,00;0,00;15,00;0,00;0,00;80,53;0,00;93,50;0,00;64,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;22,00;11,00;0,00;0,00;110,00;0,00;0,00;198,00;0,00;0,00;0,00;102,67;124,67;110,00;0,00;7,33;256,67;8,25;0,00;30,25;0,00;0,00;6,77;103,23;0,00;0,00;7,00;0,00;0,00;8,25;0,00;236,50;8,25;35,54;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;29,00;14,50;14,50;0,00;174,00;14,50;7,25;174,00;0,00;0,00;5,80;92,80;69,60;94,25;0,00;7,25;159,50;0,00;0,00;108,09;0,00;0,00;0,00;75,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;55,36;0,00;22,18;6,82;42,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;28,00;14,00;0,00;14,00;196,00;14,00;7,00;182,00;0,00;0,00;0,00;84,00;63,00;49,00;0,00;7,00;182,00;20,36;0,00;53,45;0,00;6,59;0,00;62,59;0,00;0,00;0,00;0,00;7,00;8,40;0,00;64,40;0,00;28,00;0,00;28,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00
2019-10-27;28,00;14,00;0,00;0,00;224,00;14,00;0,00;154,00;0,00;0,00;0,00;95,20;61,60;126,00;0,00;0,00;224,00;0,00;0,00;73,82;0,00;0,00;0,00;56,00;0,00;0,00;0,00;0,00;0,00;8,40;0,00;36,40;0,00;64,75;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;27,00;27,00;27,00;0,00;216,00;0,00;13,50;486,00;0,00;0,00;0,00;108,00;87,75;128,25;0,00;13,50;209,25;0,00;13,50;70,20;0,00;0,00;0,00;75,94;0,00;0,00;0,00;0,00;0,00;13,50;0,00;89,10;0,00;72,56;0,00;33,75;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;14,00;14,00;14,00;0,00;196,00;7,00;0,00;224,00;0,00;14,00;0,00;105,00;77,00;168,00;0,00;14,00;161,00;14,00;8,40;72,80;0,00;0,00;0,00;57,75;0,00;0,00;0,00;0,00;14,00;0,00;8,40;78,40;0,00;77,00;0,00;42,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-17;27,00;27,00;13,50;27,00;270,00;27,00;0,00;567,00;0,00;0,00;20,25;148,50;128,25;121,50;13,50;20,25;182,25;0,00;0,00;97,20;8,10;0,00;6,35;85,76;0,00;0,00;0,00;7,00;0,00;0,00;8,10;199,80;0,00;87,75;6,75;33,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;13,00;6,50;0,00;0,00;234,00;6,50;6,50;208,00;13,00;0,00;0,00;162,50;97,50;117,00;6,50;6,50;195,00;0,00;7,80;91,00;0,00;0,00;6,50;45,50;0,00;0,00;7,00;7,00;0,00;0,00;0,00;122,20;0,00;56,88;0,00;19,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;28,00;28,00;0,00;0,00;336,00;0,00;0,00;294,00;14,00;7,00;7,00;231,00;84,00;140,00;0,00;14,00;161,00;0,00;0,00;101,82;0,00;0,00;0,00;90,59;0,00;0,00;0,00;7,00;14,00;8,40;0,00;50,40;8,40;92,75;0,00;50,75;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;42,00;21,00;0,00;0,00;294,00;10,50;0,00;609,00;21,00;0,00;12,00;180,00;96,00;154,00;0,00;21,00;168,00;7,88;0,00;160,13;0,00;0,00;6,72;114,24;0,00;0,00;0,00;0,00;14,00;7,88;7,88;170,63;0,00;71,75;0,00;35,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-15;28,00;56,00;28,00;14,00;308,00;0,00;7,00;434,00;7,00;11,20;11,20;140,00;89,60;189,00;0,00;0,00;259,00;0,00;0,00;142,55;0,00;6,59;21,41;56,00;0,00;0,00;0,00;0,00;0,00;36,40;14,00;162,40;0,00;92,75;21,00;78,75;0,00;21,00;7,00;0,00;0,00;0,00;0,00
