Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2020-11-01;15,00;80,00;10,00;2,50;5,00;6,00;11,00;5,00;4,00;4,00;2,00;3,00;7,00;2,00;4,00;3,00;64,00;2,00;2,00;18,00;2,00;53,57;0,54;0,54;0,54;14,00;3,00;19,00;0,50;12,69;10,38;11,54;2,31;4,00;4,00;3,00
2020-11-08;16,00;101,33;10,67;2,67;5,33;6,00;11,00;5,00;6,00;3,00;3,00;1,00;8,00;4,00;3,00;0,50;26,00;0,53;2,13;22,40;1,07;18,29;0,57;0,57;0,57;11,00;2,00;18,00;1,00;12,31;11,08;9,85;1,23;4,00;5,00;3,00
2020-11-15;17,00;113,33;51,00;2,83;5,67;4,00;12,00;6,00;6,00;3,00;2,00;4,00;9,00;3,00;5,00;1,00;28,00;1,06;3,19;23,38;1,06;17,00;0,57;1,13;0,57;14,00;4,00;19,00;1,00;13,36;12,14;9,71;2,43;2,00;4,00;4,00
2020-11-22;19,00;145,67;25,33;6,33;6,33;7,00;17,00;7,00;7,00;3,00;2,00;9,00;8,00;3,00;3,00;2,00;38,00;1,06;3,17;30,61;2,11;26,13;1,19;1,19;0,59;17,00;5,00;19,00;1,00;14,25;19,00;14,25;2,38;4,00;5,00;3,00
2020-11-29;18,00;144,00;12,00;6,00;6,00;6,00;12,00;5,00;6,00;3,00;2,00;4,00;9,00;2,00;4,00;1,00;33,00;1,06;3,18;30,71;1,06;24,75;1,13;1,13;0,56;19,00;4,00;20,00;1,00;16,88;12,38;12,38;4,50;4,00;6,00;4,00
2020-12-06;24,00;156,00;18,00;6,00;6,00;7,00;17,00;6,00;7,00;4,00;2,00;3,00;14,00;2,00;5,00;2,00;28,00;2,09;2,09;33,39;1,04;27,43;1,14;1,14;0,57;21,00;4,00;22,00;1,00;14,40;13,20;12,00;3,60;4,00;6,00;3,00
2020-12-13;30,00;165,00;15,00;5,00;10,00;6,00;22,00;7,00;5,00;4,00;3,00;3,00;7,00;2,00;4,00;1,00;39,00;2,14;2,14;43,93;1,07;38,89;1,11;1,11;0,00;26,00;7,00;19,00;1,00;19,20;16,80;14,40;4,80;5,00;7,00;4,00
2020-12-20;33,00;181,50;22,00;5,50;5,50;8,00;27,00;5,00;10,00;4,00;2,00;3,00;7,00;3,00;3,00;1,00;79,00;1,06;3,19;40,45;2,13;35,28;0,57;1,14;1,14;32,00;7,00;25,00;1,00;22,39;20,04;15,32;4,71;7,00;8,00;6,00
2020-12-27;26,00;176,80;10,40;5,20;5,20;7,00;20,00;6,00;10,00;3,00;1,00;3,00;6,00;4,00;8,00;2,00;37,00;1,08;2,17;48,75;2,17;38,43;1,13;1,13;0,57;22,00;8,00;22,00;0,50;18,91;15,36;15,36;5,91;10,00;5,00;5,00
2021-01-03;28,00;179,20;11,20;5,60;5,60;7,00;21,00;24,00;13,00;3,00;2,00;4,00;7,00;3,00;5,00;1,00;38,00;2,07;3,11;45,63;1,04;40,32;1,12;1,12;0,56;23,00;8,00;23,00;1,00;19,83;18,67;19,83;5,83;7,00;11,00;6,00
2021-01-10;26,00;161,20;10,40;2,60;5,20;7,00;19,00;27,00;8,00;3,00;1,00;4,00;8,00;3,00;6,00;1,00;35,00;2,08;3,12;37,44;1,04;31,65;0,57;1,13;1,13;25,00;5,00;22,00;1,00;20,09;20,09;13,00;3,55;9,00;5,00;5,00
2021-01-17;22,00;159,50;11,00;2,75;11,00;6,00;18,00;20,00;6,00;3,00;1,00;3,00;7,00;2,00;6,00;0,50;31,00;2,10;3,14;38,76;1,05;29,70;0,55;1,10;0,55;24,00;4,00;27,00;1,00;18,53;15,05;13,89;3,47;6,00;5,00;4,00
2021-01-24;26,00;130,00;10,40;2,60;15,60;7,00;15,00;8,00;4,00;4,00;1,00;3,00;6,00;2,00;4,00;1,00;35,00;2,08;2,08;37,44;1,04;30,52;1,13;1,13;0,57;23,00;4,00;21,00;0,50;16,55;13,00;13,00;4,73;5,00;8,00;5,00
2021-01-31;27,00;140,40;10,80;2,70;5,40;10,00;18,00;8,00;5,00;2,00;2,00;5,00;5,00;2,00;6,00;1,00;34,00;1,04;3,12;33,23;1,04;28,13;1,13;2,25;0,56;27,00;5,00;24,00;1,00;19,96;15,26;14,09;5,87;6,00;9,00;6,00
2021-02-07;29,00;168,20;5,80;5,80;5,80;9,00;24,00;9,00;5,00;2,00;3,00;3,00;4,00;3,00;3,00;1,00;40,00;1,07;2,15;47,26;3,22;33,46;1,12;2,23;0,00;26,00;7,00;24,00;0,50;22,96;22,96;16,92;4,83;5,00;7,00;5,00
2021-02-14;28,00;196,00;11,20;5,60;33,60;8,00;18,00;10,00;5,00;3,00;2,00;5,00;5,00;1,00;7,00;1,00;47,00;2,07;2,07;44,59;1,04;34,72;1,12;2,24;0,56;29,00;5,00;22,00;1,00;24,50;19,83;18,67;5,83;7,00;6,00;5,00
2021-02-21;41,00;175,71;11,71;2,93;35,14;8,00;21,00;11,00;5,00;3,00;2,00;6,00;6,00;2,00;7,00;1,00;37,00;2,10;0,53;43,10;2,10;39,86;1,14;1,14;0,57;27,00;7,00;22,00;1,00;20,50;20,50;19,29;8,44;5,00;5,00;6,00
2021-02-28;30,00;150,00;10,00;5,00;10,00;11,00;33,00;10,00;5,00;3,00;2,00;5,00;5,00;2,00;13,00;1,00;42,00;1,03;1,03;43,45;3,10;34,44;1,11;1,11;0,56;25,00;7,00;23,00;1,00;18,46;19,62;19,62;6,92;4,00;8,00;4,00
2021-03-07;61,00;238,45;11,09;2,77;55,45;11,00;24,00;13,00;5,00;2,00;2,00;4,00;5,00;2,00;8,00;2,00;47,00;3,21;2,14;41,74;2,14;50,64;1,15;1,15;0,58;27,00;5,00;21,00;0,50;20,33;15,55;19,14;5,98;4,00;4,00;5,00
2021-03-14;36,00;154,29;5,14;5,14;10,29;7,00;23,00;13,00;6,00;3,00;1,00;5,00;8,00;1,00;3,00;0,50;36,00;3,18;3,18;41,29;2,12;31,50;1,13;0,56;0,56;23,00;6,00;24,00;0,50;18,00;18,00;24,00;4,80;4,00;6,00;5,00
2021-03-21;25,00;125,00;10,00;2,50;10,00;8,00;15,00;9,00;4,00;3,00;2,00;3,00;9,00;2,00;4,00;0,50;36,00;2,08;3,13;36,46;2,08;37,50;0,57;1,14;0,00;23,00;4,00;27,00;1,00;20,24;20,24;17,86;5,95;4,00;6,00;6,00
2021-03-28;25,00;140,00;5,00;2,50;5,00;7,00;19,00;10,00;5,00;3,00;3,00;3,00;6,00;1,00;3,00;1,00;30,00;3,13;2,08;34,38;1,04;32,95;0,57;1,14;0,57;22,00;4,00;22,00;0,50;16,67;16,67;13,10;4,76;4,00;7,00;5,00
2021-04-04;25,00;120,00;5,00;2,50;10,00;6,00;13,00;11,00;6,00;2,00;2,00;2,00;6,00;2,00;3,00;1,00;38,00;1,09;3,26;31,52;1,09;28,41;1,14;0,57;0,57;27,00;4,00;18,00;0,50;14,29;15,48;11,90;4,76;2,00;8,00;5,00
2021-04-11;24,00;144,00;12,00;3,00;6,00;6,00;27,00;11,00;6,00;5,00;3,00;3,00;6,00;1,00;4,00;1,00;29,00;3,13;2,09;29,22;2,09;35,43;1,14;0,57;1,14;17,00;4,00;20,00;0,50;18,00;26,40;14,40;4,80;3,00;5,00;5,00
2021-04-18;24,00;180,00;12,00;3,00;12,00;10,00;21,00;11,00;8,00;3,00;2,00;3,00;6,00;3,00;5,00;1,00;31,00;5,22;4,17;32,35;2,09;35,43;0,57;0,57;0,57;23,00;4,00;22,00;0,50;16,80;22,80;14,40;4,80;5,00;5,00;5,00
2021-04-25;31,00;149,83;10,33;5,17;10,33;8,00;21,00;18,00;9,00;2,00;2,00;4,00;13,00;3,00;7,00;1,00;67,00;4,28;2,14;37,41;1,07;72,33;1,15;1,15;0,57;25,00;5,00;27,00;1,00;19,08;19,08;16,69;4,77;5,00;8,00;5,00
2021-05-02;38,00;195,43;10,86;5,43;16,29;12,00;25,00;17,00;10,00;2,00;3,00;5,00;9,00;2,00;7,00;1,00;43,00;4,22;1,06;49,61;3,17;48,06;1,12;1,12;1,12;31,00;7,00;28,00;0,50;26,13;21,38;24,94;8,31;5,00;9,00;7,00
2021-05-09;41,00;189,63;10,25;5,13;20,50;16,00;26,00;13,00;12,00;4,00;2,00;8,00;7,00;3,00;8,00;1,00;45,00;5,26;2,10;48,36;2,10;58,08;1,14;1,14;1,14;33,00;8,00;29,00;0,50;31,35;32,56;26,53;8,44;8,00;9,00;7,00
2021-05-16;56,00;218,40;11,20;5,60;22,40;15,00;31,00;13,00;13,00;2,00;2,00;8,00;9,00;3,00;8,00;2,00;49,00;7,40;2,11;59,17;2,11;65,14;1,14;1,14;0,57;32,00;11,00;28,00;1,00;29,79;26,21;29,79;8,34;6,00;10,00;9,00
2021-05-23;48,00;224,00;10,67;5,33;16,00;14,00;27,00;12,00;16,00;4,00;2,00;8,00;8,00;3,00;10,00;2,00;52,00;7,47;2,13;58,67;2,13;67,43;1,14;1,14;1,14;41,00;8,00;32,00;1,00;33,60;30,00;26,40;9,60;8,00;10,00;8,00
2021-05-30;47,00;224,56;10,44;5,22;20,89;15,00;27,00;8,00;15,00;3,00;4,00;8,00;10,00;7,00;8,00;1,00;49,00;6,41;3,20;64,09;4,27;65,34;2,29;2,29;0,57;43,00;10,00;34,00;1,00;29,38;31,73;28,20;7,05;6,00;8,00;9,00
2021-06-06;52,00;260,00;10,40;5,20;26,00;19,00;30,00;12,00;16,00;4,00;3,00;7,00;10,00;7,00;11,00;2,00;57,00;6,24;3,12;70,72;3,12;83,65;1,13;1,13;1,13;38,00;9,00;33,00;0,50;33,09;27,18;31,91;8,27;4,00;11,00;8,00
2021-06-13;52,00;275,60;10,40;5,20;20,80;17,00;35,00;12,00;15,00;2,00;3,00;6,00;12,00;25,00;8,00;3,00;55,00;8,49;2,12;71,10;3,18;85,91;2,26;1,13;1,13;45,00;14,00;34,00;1,00;39,00;34,27;33,09;8,27;5,00;9,00;10,00
2021-06-20;59,00;289,64;10,73;5,36;21,45;19,00;27,00;13,00;23,00;4,00;3,00;7,00;9,00;31,00;11,00;2,00;62,00;7,38;3,16;63,21;4,21;80,56;1,13;1,13;1,13;49,00;12,00;34,00;1,00;38,94;35,40;35,40;10,62;7,00;7,00;8,00
2021-06-27;60,00;283,64;16,36;5,45;21,82;19,00;28,00;12,00;18,00;4,00;3,00;7,00;12,00;11,00;13,00;3,00;52,00;7,37;3,16;64,21;3,16;82,64;1,13;1,13;2,26;46,00;9,00;41,00;2,00;34,12;40,00;28,24;14,12;7,00;10,00;11,00
