Semaine;Nice (FR);reta (SI);Agadir (MA);Djerba (TN);Corfu (GR);Santorini Island (GR);Faro (PT);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2020-11-22;6,00;6,00;6,00;3,00;9,00;10,00;6,00;0,00;18,00;12,00;6,00;0,00;6,00;3,00;0,00;6,00;10,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;3,00;3,00;20,00;0,00;6,00;36,00;3,00;3,00;3,00;18,00;0,00;3,00;13,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;7,00;3,00;20,00;0,00;13,00;23,33;18,67;0,00;0,00;14,00;0,00;3,00;0,00;3,00;3,00;3,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00
2020-12-13;13,00;0,00;10,00;0,00;13,00;13,00;2,60;0,00;0,00;13,00;0,00;7,00;0,00;0,00;0,00;7,00;3,00;7,00;3,00;0,00;2,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;14,00;0,00;0,00;0,00;14,00;35,00;0,00;0,00;7,00;0,00;0,00;0,00;4,00;0,00;4,00;11,00;7,00;0,00;7,00;0,00;2,80;2,80;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;18,00;4,00;4,00;4,00;32,00;18,00;23,14;6,00;6,00;18,00;6,00;7,00;11,00;0,00;4,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;7,00;0,00;10,00;3,00;32,00;23,33;2,33;3,50;7,00;14,00;7,00;3,00;7,00;0,00;3,00;16,00;0,00;3,00;3,00;0,00;3,50;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;3,00;0,00;3,00;0,00;20,00;18,00;9,00;0,00;6,00;6,00;6,00;0,00;3,00;7,00;0,00;10,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00
2021-01-17;13,00;3,00;26,00;0,00;35,00;39,00;10,40;0,00;13,00;13,00;0,00;6,00;6,00;3,00;3,00;13,00;0,00;3,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;7,00;0,00;6,00;15,17;33,83;25,67;7,00;0,00;7,00;14,00;0,00;0,00;3,00;7,00;7,00;6,00;3,00;0,00;0,00;0,00;0,00;3,50;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;10,00;0,00;13,00;3,00;13,00;37,50;0,00;0,00;20,00;20,00;0,00;3,00;0,00;3,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;10,00;0,00;10,00;0,00;19,00;27,50;0,00;5,00;10,00;20,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;7,00;0,00;0,00;2,86;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;10,00;0,00;3,00;0,00;3,00;35,00;0,00;0,00;20,00;10,00;0,00;31,00;0,00;3,00;0,00;7,00;0,00;3,00;0,00;0,00;2,86;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;17,00;0,00;0,00;3,00;10,00;43,71;7,29;4,25;4,25;25,50;4,25;13,00;10,00;3,00;3,00;7,00;3,00;3,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;7,00;10,00;13,00;0,00;26,00;35,00;0,00;3,50;14,00;14,00;0,00;3,00;10,00;0,00;0,00;10,00;0,00;7,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;10,00;10,00;0,00;0,00;13,00;60,00;0,00;5,00;20,00;10,00;0,00;0,00;7,00;0,00;0,00;3,00;3,00;3,00;3,00;0,00;2,86;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;6,00;10,00;16,00;0,00;19,00;50,00;6,00;6,00;12,00;12,00;3,00;16,00;3,00;0,00;0,00;10,00;0,00;6,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;11,00;4,00;0,00;0,00;17,00;49,50;2,75;5,50;11,00;16,50;0,00;4,00;0,00;0,00;0,00;14,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;7,00;7,00;4,00;0,00;18,00;42,00;0,00;7,00;21,00;28,00;7,00;4,00;0,00;0,00;4,00;7,00;0,00;4,00;7,00;0,00;2,80;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;10,00;7,00;7,00;3,00;7,00;52,50;17,50;0,00;5,00;5,00;0,00;3,00;7,00;0,00;0,00;0,00;3,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;10,00;0,00;7,00;3,00;20,00;62,50;20,00;5,00;10,00;30,00;5,00;0,00;0,00;0,00;3,00;7,00;3,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;10,00;0,00;7,00;0,00;16,00;42,50;2,50;10,00;20,00;20,00;0,00;10,00;0,00;0,00;3,00;7,00;3,00;3,00;13,00;0,00;5,71;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00
2021-04-25;7,00;0,00;10,00;3,50;26,83;42,00;16,33;3,50;21,00;14,00;0,00;13,00;10,00;0,00;0,00;10,00;3,00;13,00;0,00;0,00;3,50;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;17,00;3,00;14,00;0,00;17,00;43,71;7,29;4,25;8,50;25,50;4,25;0,00;0,00;3,00;0,00;3,00;0,00;3,00;14,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00
2021-05-09;20,00;7,00;17,00;0,00;20,00;62,50;17,50;3,33;13,33;26,67;0,00;3,00;3,00;0,00;7,00;10,00;0,00;3,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;17,00;3,00;3,00;3,00;34,00;99,57;21,86;4,25;17,00;59,50;0,00;3,00;3,00;0,00;3,00;7,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;3,00;10,00;7,00;3,00;34,00;96,00;39,00;12,00;36,00;24,00;0,00;7,00;0,00;0,00;0,00;24,00;0,00;7,00;10,00;3,00;3,00;0,00;10,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;31,00;3,00;14,00;7,23;35,13;76,31;40,54;7,75;38,75;38,75;3,88;7,00;7,00;0,00;3,00;14,00;3,00;31,00;0,00;0,00;2,95;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;35,00;4,00;11,00;10,00;31,00;95,67;23,33;7,00;42,00;49,00;0,00;7,00;11,00;4,00;4,00;17,00;7,00;24,00;0,00;0,00;2,92;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;28,00;10,00;10,00;0,00;38,37;152,73;15,27;14,00;35,00;35,00;7,00;3,00;10,00;7,00;0,00;14,00;3,00;17,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;22,00;4,00;30,00;7,00;77,00;168,67;34,22;7,33;73,33;88,00;0,00;4,00;11,00;0,00;0,00;15,00;4,00;4,00;0,00;0,00;0,00;2,93;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;46,00;8,00;8,00;0,00;50,09;198,53;33,89;7,67;76,67;122,67;7,67;4,00;8,00;8,00;0,00;25,00;8,00;17,00;4,00;0,00;4,45;0,00;4,00;0,00;0,00;0,00;0,00;4,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00
