Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2020-05-17;15,00;15,00;4,00;33,00;0,00;2,00;6,00;2,00;4,00
2020-05-24;18,00;7,00;5,00;20,00;2,00;0,00;0,00;4,00;2,00
2020-05-31;7,00;16,00;5,00;31,00;2,00;0,00;2,00;3,00;5,00
2020-06-07;21,00;7,00;2,00;30,00;2,00;5,00;9,00;2,00;0,00
2020-06-14;100,00;12,00;5,00;19,00;0,00;2,00;5,00;5,00;2,00
2020-06-21;6,00;6,00;7,00;18,00;0,00;2,00;7,00;2,00;2,00
2020-06-28;16,00;9,00;5,00;20,00;0,00;2,00;5,00;0,00;0,00
2020-07-05;24,00;17,00;11,00;28,00;0,00;0,00;4,00;4,00;6,00
2020-07-12;12,00;10,00;8,00;23,00;0,00;0,00;8,00;6,00;6,00
2020-07-19;12,00;10,00;0,00;34,00;2,00;2,00;4,00;4,00;2,00
2020-07-26;4,00;8,00;4,00;26,00;4,00;2,00;4,00;2,00;4,00
2020-08-02;16,00;6,00;12,00;18,00;0,00;4,00;6,00;0,00;2,00
2020-08-09;21,00;8,00;4,00;29,00;0,00;0,00;10,00;4,00;2,00
2020-08-16;19,00;14,00;2,00;23,00;4,00;2,00;4,00;0,00;4,00
2020-08-23;4,00;41,00;8,00;48,00;2,00;0,00;2,00;2,00;4,00
2020-08-30;15,00;17,00;6,00;25,00;0,00;4,00;8,00;0,00;0,00
2020-09-06;43,00;10,00;10,00;33,00;0,00;0,00;4,00;4,00;4,00
2020-09-13;10,00;8,00;10,00;29,00;0,00;2,00;2,00;0,00;0,00
2020-09-20;10,00;21,00;6,00;23,00;0,00;0,00;8,00;0,00;2,00
2020-09-27;15,00;17,00;6,00;19,00;0,00;2,00;2,00;0,00;6,00
2020-10-04;12,00;10,00;4,00;20,00;0,00;2,00;6,00;0,00;6,00
2020-10-11;4,00;6,00;2,00;30,00;0,00;2,00;8,00;0,00;0,00
2020-10-18;8,00;16,00;0,00;12,00;0,00;6,00;6,00;6,00;0,00
2020-10-25;4,00;16,00;6,00;16,00;0,00;0,00;0,00;2,00;4,00
2020-11-01;4,00;5,00;4,00;11,00;0,00;0,00;2,00;0,00;4,00
2020-11-08;8,00;2,00;4,00;14,00;0,00;0,00;0,00;4,00;2,00
2020-11-15;21,00;17,00;6,00;17,00;0,00;2,00;4,00;2,00;2,00
2020-11-22;13,00;6,00;11,00;8,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;10,00;4,00;8,00;25,00;0,00;2,00;2,00;0,00;2,00
2020-12-06;15,00;15,00;4,00;19,00;2,00;2,00;0,00;2,00;0,00
2020-12-13;11,00;21,00;4,00;49,00;0,00;2,00;2,00;13,00;0,00
2020-12-20;13,00;11,00;2,00;46,00;0,00;0,00;2,00;2,00;4,00
2020-12-27;16,00;21,00;10,00;29,00;0,00;4,00;4,00;0,00;0,00
2021-01-03;22,00;24,00;13,00;28,00;0,00;6,00;8,00;6,00;0,00
2021-01-10;11,00;16,00;9,00;20,00;0,00;5,00;7,00;0,00;4,00
2021-01-17;12,00;18,00;11,00;29,00;0,00;2,00;0,00;2,00;2,00
2021-01-24;14,00;14,00;9,00;39,00;0,00;0,00;11,00;2,00;4,00
2021-01-31;20,00;13,00;16,00;27,00;0,00;2,00;5,00;4,00;0,00
2021-02-07;16,00;9,00;4,00;44,00;0,00;0,00;0,00;4,00;4,00
2021-02-14;11,00;9,00;4,00;9,00;0,00;2,00;2,00;5,00;0,00
2021-02-21;4,00;7,00;6,00;17,00;2,00;0,00;0,00;2,00;2,00
2021-02-28;11,00;13,00;2,00;22,00;0,00;2,00;2,00;0,00;0,00
2021-03-07;13,00;18,00;5,00;25,00;0,00;4,00;4,00;4,00;2,00
2021-03-14;19,00;3,00;5,00;19,00;2,00;0,00;3,00;0,00;2,00
2021-03-21;8,00;8,00;6,00;13,00;2,00;0,00;2,00;0,00;2,00
2021-03-28;6,00;4,00;6,00;24,00;0,00;0,00;0,00;2,00;2,00
2021-04-04;10,00;4,00;0,00;27,00;0,00;0,00;2,00;0,00;2,00
2021-04-11;24,00;9,00;11,00;20,00;4,00;2,00;16,00;5,00;4,00
2021-04-18;15,00;11,00;2,00;15,00;0,00;4,00;2,00;2,00;0,00
2021-04-25;17,00;7,00;6,00;24,00;0,00;0,00;7,00;0,00;6,00
2021-05-02;11,00;4,00;4,00;25,00;4,00;2,00;7,00;2,00;2,00
2021-05-09;9,00;19,00;11,00;19,00;0,00;0,00;2,00;2,00;0,00
2021-05-16;23,00;12,00;9,00;20,00;5,00;5,00;9,00;0,00;0,00
2021-05-23;11,00;11,00;2,00;28,00;4,00;2,00;6,00;4,00;0,00
2021-05-30;6,00;4,00;20,00;32,00;8,00;0,00;4,00;4,00;4,00
2021-06-06;27,00;17,00;6,00;21,00;2,00;8,00;8,00;6,00;4,00
2021-06-13;27,00;10,00;8,00;35,00;4,00;0,00;12,00;2,00;0,00
2021-06-20;8,00;15,00;6,00;25,00;0,00;6,00;14,00;6,00;4,00
2021-06-27;13,00;7,00;11,00;24,00;2,00;0,00;0,00;2,00;0,00
