Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-02-09;69,00;11,00;8,00;8,00;8,00;0,00;0,00;11,00;0,00;0,00;0,00;5,11;23,00;0,00;0,00;8,00;0,00;0,00;0,00;71,46;0,00;0,00;8,00;4,00;4,00;0,00;0,00;4,00;4,00;8,00;8,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-16;46,00;0,00;0,00;4,00;12,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;28,11;0,00;0,00;0,00;8,00;0,00;0,00;46,00;7,67;0,00;11,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;40,00;0,00;0,00;7,00;4,00;4,00;0,00;4,00;0,00;7,50;2,50;7,50;25,00;11,00;0,00;0,00;0,00;0,00;0,00;75,00;2,50;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;7,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;18,00;0,00;0,00;11,00;18,00;0,00;0,00;0,00;0,00;2,57;0,00;2,57;15,43;0,00;0,00;7,00;4,00;2,57;0,00;51,43;0,00;0,00;4,00;0,00;7,00;0,00;0,00;0,00;0,00;11,00;4,00;14,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;14,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;2,80;19,60;0,00;0,00;3,00;0,00;0,00;0,00;23,33;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2020-03-15;10,00;0,00;3,00;3,00;7,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;3,00;0,00;0,00;0,00;15,00;0,00;0,00;3,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;16,00;3,00;0,00;0,00;36,00;0,00;3,00;0,00;0,00;0,00;0,00;2,67;10,67;3,00;0,00;3,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;7,00;0,00;3,00;0,00;13,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;2,33;0,00;0,00;0,00;7,00;0,00;0,00;2,33;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;3,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;3,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;7,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;7,00;0,00;3,00;7,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;2,33;2,33;0,00;0,00;0,00;0,00;0,00;0,00;11,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;3,00;0,00;1,00;0,00;11,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;7,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;2,33;9,33;0,00;0,00;3,00;0,00;0,00;0,00;25,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;3,00;3,00;3,00;3,00;3,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;3,00;0,00;7,00;0,00;0,00;0,00;33,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;4,00;0,00;0,00;4,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;4,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-05-31;14,00;0,00;0,00;11,00;4,00;4,00;4,00;7,00;0,00;0,00;0,00;2,33;2,33;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;11,00;0,00;0,00;11,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,25;0,00;0,00;4,00;4,00;0,00;0,00;38,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;26,00;0,00;0,00;7,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;2,60;15,60;0,00;0,00;7,00;4,00;0,00;0,00;39,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;15,00;0,00;0,00;15,00;0,00;8,00;0,00;4,00;0,00;5,00;0,00;0,00;12,50;0,00;0,00;0,00;0,00;0,00;0,00;37,50;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;27,00;0,00;11,00;11,00;4,00;0,00;0,00;8,00;0,00;0,00;0,00;5,40;24,30;4,00;0,00;4,00;4,00;0,00;0,00;34,36;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;39,00;4,00;0,00;15,00;0,00;0,00;8,00;4,00;0,00;5,20;0,00;0,00;13,00;0,00;0,00;4,00;0,00;4,88;0,00;68,25;4,88;0,00;4,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-07-12;24,00;0,00;0,00;12,00;0,00;4,00;0,00;0,00;0,00;5,33;0,00;13,33;24,00;4,00;0,00;0,00;4,00;0,00;0,00;57,60;0,00;0,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-19;48,00;0,00;8,00;8,00;4,00;4,00;4,00;0,00;0,00;5,05;0,00;5,05;25,26;4,00;0,00;4,00;4,00;0,00;0,00;27,79;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-07-26;33,00;8,00;4,00;20,00;0,00;4,00;0,00;4,00;0,00;0,00;5,08;5,08;15,23;8,00;0,00;8,00;8,00;5,08;0,00;73,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;12,00;4,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-08-02;65,00;4,00;8,00;20,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;7,80;0,00;0,00;0,00;4,00;0,00;0,00;52,50;0,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-08-09;70,00;0,00;9,00;17,00;9,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;25,93;4,00;0,00;18,00;0,00;0,00;0,00;110,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-16;38,00;0,00;8,00;8,00;4,00;8,00;0,00;9,00;0,00;0,00;0,00;17,73;25,33;0,00;0,00;9,00;4,00;0,00;5,07;91,20;0,00;0,00;4,00;4,00;9,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-23;28,00;0,00;4,00;12,00;4,00;4,00;0,00;8,00;0,00;0,00;0,00;0,00;22,91;0,00;4,00;8,00;8,00;5,09;0,00;53,45;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-30;27,00;4,00;4,00;15,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;4,91;41,73;0,00;0,00;8,00;12,00;4,91;0,00;63,82;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;8,00;0,00;12,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;31,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;5,17;15,50;0,00;4,00;0,00;8,00;0,00;0,00;31,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-09-13;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,50;4,00;0,00;0,00;4,00;0,00;0,00;37,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;36,00;0,00;0,00;7,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;7,71;0,00;0,00;4,00;7,00;2,40;0,00;38,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-27;19,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,75;7,13;4,00;0,00;4,00;0,00;0,00;0,00;21,38;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-04;12,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,80;12,00;4,00;0,00;0,00;0,00;0,00;0,00;19,20;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-11;16,00;0,00;0,00;0,00;4,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;4,00;0,00;0,00;50,67;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;20,00;4,00;0,00;0,00;0,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;4,00;0,00;0,00;0,00;32,50;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-10-25;19,00;4,00;4,00;4,00;8,00;0,00;0,00;0,00;0,00;4,75;0,00;4,75;21,38;0,00;0,00;0,00;8,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;11,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;16,50;0,00;0,00;0,00;0,00;0,00;0,00;16,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;4,00;0,00;0,00;8,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;4,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;15,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;2,50;30,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;7,00;0,00;4,00;0,00;11,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;23,33;0,00;0,00;0,00;0,00;0,00;0,00;37,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;15,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;0,00;0,00;7,00;0,00;0,00;0,00;72,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;6,00;0,00;0,00;23,00;0,00;0,00;0,00;23,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-13;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;4,00;4,00;0,00;0,00;34,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;17,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,86;17,00;0,00;0,00;9,00;4,00;0,00;0,00;55,86;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;21,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;18,38;0,00;0,00;38,00;0,00;0,00;0,00;78,75;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;15,00;4,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;15,00;40,00;0,00;0,00;4,00;0,00;5,00;0,00;35,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;23,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,22;15,33;73,00;0,00;8,00;0,00;5,11;0,00;53,67;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;15,00;0,00;8,00;0,00;0,00;0,00;51,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;23,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,11;4,00;0,00;4,00;0,00;0,00;0,00;56,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;28,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,64;0,00;0,00;32,00;0,00;0,00;0,00;35,64;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-02-07;15,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;12,50;0,00;0,00;4,00;0,00;0,00;0,00;37,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;16,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,33;0,00;0,00;12,00;0,00;0,00;0,00;36,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;4,00;0,00;0,00;4,00;0,00;0,00;37,33;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;4,00;0,00;0,00;4,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;4,00;6,00;0,00;4,00;8,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;8,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;45,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;0,00;0,00;0,00;0,00;0,00;7,00;0,00;4,00;0,00;0,00;0,00;0,00;10,00;4,00;0,00;7,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,33;0,00;0,00;13,33;0,00;0,00;0,00;4,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;4,00;0,00;4,00;0,00;24,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;8,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,33;0,00;0,00;0,00;0,00;5,33;0,00;16,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-04-25;4,00;0,00;4,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;16,00;0,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,33;0,00;0,00;4,00;8,00;0,00;0,00;6,86;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-09;16,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,33;0,00;0,00;0,00;4,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;36,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,71;0,00;4,00;4,00;0,00;0,00;0,00;7,71;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;32,00;4,00;0,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;19,69;0,00;0,00;0,00;0,00;0,00;0,00;24,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,33;18,67;0,00;0,00;0,00;4,00;0,00;0,00;40,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;25,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;4,00;0,00;0,00;25,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;9,00;0,00;0,00;13,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;42,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;26,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,40;4,00;0,00;9,00;4,00;0,00;0,00;11,82;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;20,00;0,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;20,00;5,00;0,00;0,00;5,00;0,00;0,00;35,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
