Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2020-10-04;52,00;468,00;494,00;130,00;273,00;378,86;7,43;260,00;74,29;131,53;174,35;125,41;256,94;83,20;260,00;62,40;20,80;120,00;200,00;28,00;64,00;24,47;81,06;73,41;48,94;28,11;50,59;18,27;50,59;14,00;6,00;4,00;6,00;4,00;5,00;0,00
2020-10-11;47,00;411,25;470,00;141,00;329,00;315,57;6,71;248,43;60,43;123,38;126,31;176,25;193,88;94,00;206,80;47,00;18,80;121,42;164,50;15,67;70,50;24,26;75,81;62,16;53,06;15,21;47,00;20,74;63,59;14,00;11,00;11,00;7,00;18,00;3,00;3,00
2020-10-18;51,00;382,50;459,00;153,00;280,50;364,29;14,57;233,14;72,86;126,00;111,00;147,00;228,00;112,20;224,40;61,20;20,40;110,50;199,75;21,25;76,50;30,91;72,64;69,55;58,73;15,58;39,67;14,17;70,83;18,00;21,00;14,00;4,00;15,00;3,00;1,00
2020-10-25;66,00;382,80;382,80;118,80;264,00;293,33;7,33;220,00;58,67;114,00;132,00;129,00;207,00;66,00;160,29;47,14;18,86;111,38;177,38;16,50;61,88;16,88;70,60;58,33;53,72;18,26;44,94;11,23;32,30;13,00;6,00;3,00;6,00;11,00;6,00;3,00
2020-11-01;42,00;322,00;392,00;84,00;224,00;266,00;7,00;175,00;56,00;96,00;93,00;105,00;177,00;63,00;157,50;73,50;21,00;75,60;130,20;16,80;67,20;23,33;59,11;54,44;51,33;8,40;35,00;12,60;33,60;9,00;3,00;3,00;5,00;12,00;0,00;2,00
2020-11-08;61,00;305,00;414,80;85,40;244,00;305,00;6,78;244,00;67,78;97,60;106,75;137,25;228,75;81,33;203,33;81,33;30,50;101,67;166,73;28,47;69,13;21,35;57,95;59,48;68,63;9,70;49,91;12,48;48,52;18,00;12,00;13,00;0,00;9,00;5,00;3,00
2020-11-15;50,00;375,00;412,50;125,00;250,00;335,71;14,29;207,14;64,29;94,12;97,06;129,41;182,35;100,00;210,00;70,00;20,00;83,33;170,83;25,00;83,33;28,79;51,52;63,64;51,52;23,61;56,94;19,44;34,72;15,00;8,00;14,00;4,00;20,00;3,00;4,00
2020-11-22;60,00;300,00;408,00;120,00;228,00;313,33;6,67;233,33;66,67;117,00;120,00;168,00;204,00;90,00;170,00;70,00;30,00;112,00;160,00;32,00;60,00;21,54;56,92;53,85;66,15;18,14;33,49;18,14;66,98;13,00;6,00;6,00;4,00;15,00;4,00;1,00
2020-11-29;57,00;342,00;364,80;114,00;216,60;306,38;7,13;199,50;57,00;96,00;132,00;135,00;186,00;66,50;190,00;47,50;28,50;93,64;215,79;20,36;61,07;12,32;52,38;70,86;61,62;25,65;48,45;15,68;74,10;8,00;8,00;7,00;7,00;11,00;4,00;4,00
2020-12-06;50,00;350,00;500,00;112,50;325,00;321,43;7,14;250,00;64,29;134,38;96,88;150,00;206,25;90,00;220,00;70,00;30,00;95,83;179,17;29,17;75,00;21,88;70,31;68,75;73,44;21,43;57,14;14,29;60,00;12,00;8,00;7,00;5,00;5,00;3,00;4,00
2020-12-13;38,00;367,33;481,33;114,00;240,67;259,67;12,67;171,00;50,67;114,00;96,46;114,00;181,23;95,00;180,50;47,50;19,00;101,33;181,56;33,78;59,11;25,84;62,32;65,36;76,00;9,85;47,85;16,89;67,56;15,00;16,00;8,00;4,00;15,00;4,00;5,00
2020-12-20;53,00;397,50;516,75;159,00;291,50;337,88;6,63;231,88;72,88;130,94;177,71;155,88;190,18;116,60;243,80;84,80;31,80;122,31;232,38;24,46;73,38;18,71;73,26;107,56;65,47;26,50;53,00;12,55;59,97;7,00;16,00;9,00;9,00;10,00;4,00;0,00
2020-12-27;53,00;344,50;556,50;119,25;291,50;311,38;6,63;212,00;59,63;115,35;155,88;168,35;199,53;106,00;222,60;74,20;31,80;118,23;195,69;20,38;69,31;20,26;90,41;70,15;63,91;25,11;37,66;26,50;59,97;11,00;17,00;10,00;8,00;15,00;0,00;6,00
2021-01-03;52,00;377,00;481,00;156,00;286,00;312,00;6,50;266,50;58,50;107,06;107,06;165,18;186,59;104,00;208,00;83,20;20,80;108,00;188,00;20,00;68,00;21,41;59,65;68,82;55,06;21,08;44,97;16,86;70,27;14,00;12,00;4,00;8,00;13,00;5,00;3,00
2021-01-10;41,00;410,00;492,00;150,33;259,67;307,50;13,67;287,00;54,67;111,29;108,36;149,36;178,64;92,25;174,25;61,50;20,50;102,50;164,00;32,80;73,80;24,30;68,33;78,96;60,74;26,86;49,48;14,14;65,03;17,00;4,00;5,00;7,00;12,00;4,00;3,00
2021-01-17;54,00;405,00;445,50;135,00;283,50;290,25;6,75;371,25;74,25;108,00;108,00;144,00;201,00;72,00;171,00;63,00;18,00;112,15;166,15;33,23;70,62;18,51;64,80;72,51;67,89;13,85;56,77;12,46;63,69;15,00;11,00;4,00;4,00;11,00;5,00;5,00
2021-01-24;34,00;340,00;396,67;124,67;294,67;312,80;6,80;183,60;54,40;129,82;132,91;148,36;163,82;85,00;161,50;59,50;17,00;106,25;199,75;34,00;63,75;24,73;58,73;75,73;61,82;11,33;51,00;11,33;75,08;17,00;13,00;12,00;7,00;24,00;13,00;5,00
2021-01-31;29,00;362,50;435,00;130,50;304,50;282,75;7,25;195,75;79,75;75,40;101,50;124,70;168,20;77,33;174,00;58,00;19,33;107,71;190,57;20,71;70,43;12,21;58,00;53,42;68,68;12,43;38,67;9,67;48,33;10,00;9,00;8,00;3,00;13,00;1,00;3,00
2021-02-07;43,00;301,00;354,75;107,50;215,00;301,00;7,17;243,67;64,50;116,71;125,93;119,79;184,29;96,75;182,75;53,75;21,50;86,00;179,82;19,55;70,36;24,57;61,43;72,18;56,82;15,26;33,29;15,26;52,71;12,00;8,00;11,00;1,00;25,00;1,00;8,00
2021-02-14;51,00;395,25;484,50;153,00;331,50;364,29;7,29;255,00;58,29;99,00;123,00;144,00;195,00;102,00;204,00;61,20;30,60;109,85;180,46;35,31;98,08;21,64;83,45;63,36;60,27;24,81;51,00;23,43;51,00;19,00;12,00;8,00;4,00;22,00;3,00;7,00
2021-02-21;33,00;330,00;352,00;110,00;220,00;349,80;13,20;204,60;72,60;117,00;117,00;120,00;195,00;99,00;231,00;66,00;22,00;136,13;202,13;20,63;74,25;39,29;59,71;78,57;73,86;11,48;54,52;25,83;54,52;20,00;9,00;4,00;7,00;15,00;3,00;5,00
2021-02-28;49,00;343,00;379,75;110,25;245,00;301,00;14,00;189,00;63,00;113,31;98,00;119,44;192,94;78,40;225,40;58,80;19,60;110,25;183,75;20,42;57,17;13,78;47,47;55,13;49,00;16,80;44,80;12,60;51,80;11,00;15,00;1,00;8,00;11,00;4,00;1,00
2021-03-07;63,00;340,20;466,20;126,00;289,80;343,00;7,00;280,00;63,00;126,00;111,00;144,00;195,00;94,50;241,50;63,00;10,50;100,80;214,20;21,00;117,60;41,49;70,68;84,51;64,54;29,40;75,60;19,60;47,60;12,00;11,00;9,00;3,00;24,00;4,00;1,00
2021-03-14;45,00;326,25;382,50;123,75;270,00;289,29;6,43;205,71;70,71;114,00;156,00;111,00;201,00;90,00;198,00;63,00;27,00;135,00;225,00;20,45;94,09;18,00;63,00;66,00;72,00;12,66;33,75;22,50;54,84;16,00;4,00;10,00;8,00;28,00;0,00;5,00
2021-03-21;56,00;380,80;403,20;112,00;235,20;343,00;14,00;280,00;77,00;123,79;132,63;176,84;238,74;112,00;205,33;65,33;28,00;152,00;184,00;32,00;96,00;13,62;92,32;78,70;56,00;30,80;53,20;16,80;89,60;16,00;24,00;4,00;7,00;24,00;5,00;8,00
2021-03-28;49,00;441,00;453,25;147,00;294,00;378,00;7,00;266,00;77,00;131,69;128,63;125,56;235,81;98,00;225,40;68,60;19,60;126,58;191,92;44,92;93,92;33,69;59,72;82,69;71,97;23,80;60,20;18,20;65,80;19,00;19,00;12,00;7,00;23,00;3,00;5,00
2021-04-04;51,00;433,50;586,50;165,75;318,75;408,00;7,29;284,14;109,29;141,00;144,00;174,00;234,00;112,20;224,40;71,40;40,80;161,50;238,00;46,75;106,25;46,36;77,27;106,64;69,55;29,75;51,00;28,33;75,08;20,00;20,00;18,00;5,00;18,00;7,00;10,00
2021-04-11;65,00;416,00;572,00;182,00;325,00;404,44;14,44;296,11;93,89;148,57;136,19;160,95;225,95;92,86;213,57;74,29;27,86;154,38;219,38;32,50;109,69;38,69;105,24;99,05;89,76;35,33;55,11;19,78;63,59;22,00;25,00;16,00;7,00;24,00;8,00;4,00
2021-04-18;72,00;384,00;540,00;168,00;336,00;424,80;14,40;316,80;108,00;129,00;165,00;159,00;240,00;113,14;288,00;102,86;41,14;192,00;212,00;44,00;96,00;38,30;56,68;84,26;67,40;32,47;69,18;24,00;88,94;23,00;16,00;14,00;5,00;18,00;4,00;6,00
2021-04-25;51,00;420,75;522,75;165,75;318,75;371,57;7,29;255,00;65,57;123,00;117,00;171,00;198,00;102,00;224,40;71,40;30,60;156,92;207,92;19,62;74,54;21,00;57,00;60,00;51,00;17,92;60,65;23,43;62,03;19,00;22,00;4,00;11,00;22,00;5,00;5,00
2021-05-02;63,00;478,80;529,20;151,20;315,00;399,00;14,00;322,00;105,00;126,00;126,00;174,00;198,00;94,50;231,00;73,50;31,50;149,63;181,13;31,50;86,63;26,12;78,37;89,12;59,93;19,60;47,60;19,60;70,00;13,00;15,00;13,00;7,00;20,00;8,00;9,00
2021-05-09;67,00;469,00;603,00;174,20;294,80;448,90;13,40;268,00;87,10;127,91;149,23;179,68;216,23;86,14;220,14;67,00;28,71;217,75;217,75;46,06;100,50;37,40;81,02;68,56;87,26;41,34;58,45;35,64;76,98;14,00;23,00;12,00;12,00;25,00;10,00;0,00
2021-05-16;51,00;497,25;510,00;165,75;344,25;466,29;14,57;276,86;80,14;117,00;150,00;213,00;237,00;91,80;265,20;61,20;40,80;164,77;192,23;31,38;82,38;21,64;72,64;75,73;86,55;31,17;141,67;28,33;69,42;16,00;14,00;7,00;11,00;23,00;4,00;6,00
2021-05-23;69,00;437,00;483,00;126,50;310,50;407,10;13,80;296,70;82,80;132,00;150,00;201,00;198,00;108,43;246,43;69,00;59,14;211,06;182,65;32,47;117,71;23,00;88,93;96,60;65,93;18,31;57,73;39,43;67,59;26,00;22,00;14,00;6,00;39,00;11,00;6,00
2021-05-30;85,00;473,57;510,00;145,71;303,57;396,67;14,17;262,08;85,00;130,54;127,50;182,14;239,82;94,44;292,78;66,11;37,78;202,38;198,33;40,48;105,24;35,55;66,45;86,55;83,45;26,48;54,34;27,87;48,77;23,00;16,00;15,00;10,00;27,00;6,00;3,00
2021-06-06;54,00;526,50;567,00;121,50;324,00;391,50;6,75;263,25;94,50;132,00;129,00;177,00;219,00;118,80;324,00;86,40;21,60;195,23;203,54;41,54;103,85;43,20;70,97;92,57;61,71;25,58;56,84;27,00;62,53;17,00;14,00;5,00;8,00;29,00;5,00;4,00
2021-06-13;72,00;480,00;444,00;156,00;276,00;439,20;14,40;345,60;93,60;129,00;147,00;192,00;243,00;123,43;267,43;82,29;30,86;208,00;240,00;32,00;112,00;36,77;78,13;55,15;82,72;32,47;79,06;26,82;55,06;29,00;5,00;29,00;3,00;21,00;0,00;7,00
2021-06-20;69,00;494,50;471,50;138,00;276,00;414,00;6,90;282,90;110,40;105,00;114,00;162,00;210,00;98,57;276,00;69,00;29,57;219,18;211,06;36,53;89,29;24,53;90,47;61,33;64,40;35,20;57,73;19,71;52,10;22,00;17,00;15,00;11,00;18,00;6,00;14,00
2021-06-27;75,00;637,50;512,50;175,00;337,50;436,36;13,64;300,00;88,64;129,00;138,00;216,00;219,00;84,38;290,63;75,00;18,75;233,33;237,50;33,33;108,33;35,20;93,37;45,92;65,82;31,94;40,28;34,72;73,61;14,00;27,00;8,00;6,00;21,00;8,00;11,00
