Semaine;London (GB);Paris (FR);Amsterdam (NL);Barcelona (ES);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);stanbul (TR);Budapest (HU);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2021-04-18;22,00;16,50;2,75;8,25;0,50;5,00;2,00;2,00;6,00;4,00;3,00;1,00;1,00;4,00;4,00;1,00;3,00;1,00;3,00;1,00;3,00;0,00;1,00;0,50;1,00;0,50;0,00;0,50;0,00;1,00;0,00;0,00
2021-04-25;22,00;16,50;5,50;5,50;0,50;9,00;3,00;3,00;5,00;4,00;3,00;2,00;1,00;5,00;1,00;1,00;3,00;1,00;7,00;3,00;3,00;1,00;1,00;1,00;1,00;1,00;0,50;0,50;0,00;2,00;0,00;0,00
2021-05-02;20,00;20,00;5,71;8,57;0,50;23,00;3,00;4,00;5,00;3,00;2,00;1,00;1,00;4,00;2,00;1,00;1,00;1,00;4,00;1,00;3,00;1,00;1,00;0,50;1,00;0,50;0,00;0,00;0,00;1,00;0,00;0,00
2021-05-09;21,00;18,38;2,63;7,88;0,50;11,00;4,00;4,00;8,00;3,00;4,00;2,00;1,00;5,00;3,00;1,00;2,00;1,00;3,00;2,00;4,00;1,00;0,50;0,00;1,00;0,50;0,00;0,50;0,50;2,00;0,00;0,00
2021-05-16;19,00;19,00;5,43;8,14;0,00;7,00;3,00;5,00;5,00;4,00;4,00;2,00;1,00;5,00;3,00;5,00;3,00;1,00;4,00;2,00;3,00;0,50;34,00;0,00;1,00;1,00;0,00;0,00;0,00;6,00;0,50;0,00
2021-05-23;18,00;18,00;5,14;7,71;0,00;8,00;4,00;3,00;5,00;4,00;3,00;3,00;1,00;5,00;2,00;1,00;3,00;2,00;6,00;3,00;2,00;0,00;2,00;1,00;1,00;1,00;0,00;0,50;0,50;4,00;0,00;0,00
2021-05-30;24,00;29,33;5,33;10,67;0,50;7,00;5,00;4,00;6,00;4,00;3,00;3,00;1,00;5,00;2,00;1,00;2,00;1,00;5,00;2,00;4,00;1,00;1,00;0,00;2,00;0,50;0,50;0,50;0,00;3,00;0,00;0,50
2021-06-06;19,00;27,14;5,43;13,57;0,50;9,00;5,00;4,00;5,00;5,00;3,00;4,00;1,00;8,00;3,00;1,00;3,00;1,00;5,00;2,00;4,00;0,50;1,00;1,00;1,00;1,00;0,50;1,00;0,50;3,00;0,50;0,50
2021-06-13;32,00;26,67;8,00;13,33;1,00;9,00;4,00;4,00;13,00;5,00;6,00;3,00;1,00;9,00;2,00;1,00;4,00;2,00;6,00;2,00;4,00;0,50;1,00;0,50;1,00;0,50;0,50;0,50;0,50;3,00;0,00;0,00
2021-06-20;26,00;28,60;7,80;13,00;1,00;9,00;8,00;6,00;9,00;6,00;7,00;3,00;2,00;8,00;3,00;1,00;2,00;2,00;6,00;4,00;4,00;2,00;1,00;1,00;2,00;1,00;0,00;0,00;0,00;3,00;0,00;0,50
2021-06-27;24,00;32,00;8,00;16,00;0,00;10,00;5,00;5,00;9,00;8,00;8,00;5,00;1,00;7,00;5,00;1,00;4,00;1,00;9,00;3,00;4,00;1,00;1,00;0,50;1,00;1,00;0,00;1,00;0,50;3,00;0,00;0,00
