Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-04-21;61,00;81,97;13,34;5,72;3,81;18,00;0,00;2,00;11,00;256,20;20,33;8,13;20,33;12,77;92,21;7,09;1,42;2,00;2,00;12,00;2,00;87,14;17,43;19,17;6,97;0,00;0,00;2,00;2,00;6,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;46,00;70,92;7,67;0,00;7,67;25,00;1,00;1,00;18,00;263,45;20,91;16,73;25,09;12,94;76,19;8,63;0,00;10,00;1,00;10,00;0,00;76,08;7,08;12,38;5,31;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;66,00;78,49;7,14;7,14;5,35;39,00;1,00;1,00;15,00;210,38;16,50;4,13;20,63;12,91;71,74;8,61;1,43;9,00;3,00;14,00;2,00;112,89;12,16;26,05;8,68;0,00;0,00;0,00;2,00;6,00;0,00;0,00;0,00;5,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;64,00;70,40;8,00;6,40;3,20;43,00;3,00;6,00;18,00;337,07;25,60;21,33;21,33;1,45;104,73;7,27;1,45;5,00;2,00;8,00;2,00;115,89;17,30;24,22;6,92;0,00;2,00;0,00;2,00;8,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;52,00;63,41;7,61;3,80;3,80;38,00;0,00;18,00;27,00;346,67;26,00;13,00;30,33;14,44;99,67;8,67;4,33;8,00;2,00;12,00;2,00;142,13;17,33;24,27;12,13;0,00;5,00;2,00;0,00;6,00;0,00;0,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;42,00;59,82;5,09;14,00;12,73;30,00;8,00;8,00;31,00;420,00;16,80;12,60;29,40;36,21;144,83;11,59;0,00;11,00;0,00;6,00;0,00;112,00;10,50;35,00;10,50;0,00;2,00;0,00;2,00;8,00;2,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;44,00;76,11;3,57;3,57;3,57;42,00;3,00;6,00;26,00;343,20;30,80;22,00;26,40;14,67;140,80;10,27;0,00;17,00;0,00;8,00;2,00;116,16;17,60;26,40;8,80;0,00;3,00;0,00;2,00;5,00;0,00;2,00;0,00;6,00;2,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;67,00;84,74;11,82;3,94;9,85;32,00;2,00;5,00;38,00;293,13;25,13;12,56;29,31;11,40;122,60;24,23;0,00;6,00;6,00;6,00;0,00;146,03;22,33;20,62;6,87;0,00;3,00;0,00;2,00;9,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00
2019-06-16;75,00;104,17;4,17;6,25;6,25;35,00;3,00;2,00;31,00;312,50;16,67;8,33;29,17;20,19;106,73;10,10;1,44;6,00;2,00;5,00;2,00;113,37;24,42;33,14;10,47;0,00;3,00;0,00;0,00;15,00;3,00;2,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;61,00;86,93;7,63;9,15;6,10;38,00;2,00;3,00;27,00;353,80;20,33;8,13;28,47;15,60;116,33;14,19;1,42;5,00;2,00;5,00;2,00;174,29;20,91;26,14;12,20;0,00;0,00;0,00;2,00;13,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;73,00;104,03;7,30;9,13;5,48;35,00;6,00;5,00;18,00;347,82;8,59;12,88;25,76;21,47;130,25;17,18;4,29;10,00;3,00;18,00;2,00;140,79;10,43;38,24;6,95;0,00;3,00;2,00;2,00;13,00;2,00;0,00;0,00;5,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;77,00;67,94;13,59;3,02;4,53;41,00;2,00;5,00;14,00;308,00;29,94;2,14;21,39;22,81;115,50;9,98;2,85;3,00;5,00;5,00;0,00;88,98;6,84;32,51;10,27;0,00;0,00;2,00;0,00;11,00;2,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-14;69,00;89,03;6,68;13,35;6,68;40,00;0,00;0,00;25,00;373,41;24,35;8,12;20,29;21,56;127,94;11,50;4,31;11,00;5,00;8,00;0,00;117,30;17,25;25,88;10,35;0,00;0,00;0,00;5,00;17,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;62,00;135,92;16,69;11,92;9,54;57,00;2,00;2,00;35,00;305,87;12,40;8,27;33,07;11,53;125,44;5,77;8,65;8,00;6,00;13,00;0,00;117,11;12,06;24,11;8,61;0,00;3,00;0,00;3,00;14,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;53,00;76,94;5,13;6,84;6,84;31,00;2,00;3,00;28,00;277,23;28,54;4,08;16,31;21,49;113,16;17,19;4,30;9,00;5,00;6,00;0,00;100,70;15,90;14,13;8,83;0,00;0,00;2,00;3,00;14,00;2,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-08-04;54,00;91,38;20,77;8,31;12,46;49,00;5,00;6,00;35,00;303,23;16,62;16,62;16,62;15,63;110,84;19,89;2,84;9,00;2,00;3,00;0,00;101,03;13,94;34,84;5,23;0,00;0,00;0,00;3,00;20,00;5,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-11;49,00;70,00;10,50;3,50;7,00;42,00;5,00;5,00;38,00;261,33;36,75;8,17;28,58;14,41;129,71;5,76;2,88;11,00;2,00;6,00;5,00;122,50;7,00;22,75;8,75;0,00;2,00;0,00;2,00;11,00;5,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;54,00;88,56;15,12;12,96;6,48;25,00;1,00;7,00;22,00;294,92;16,62;8,31;16,62;18,97;78,81;94,86;2,92;9,00;6,00;4,00;0,00;90,58;8,71;22,65;17,42;0,00;1,00;0,00;0,00;12,00;0,00;1,00;1,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-08-25;48,00;80,00;10,00;0,00;6,00;36,00;6,00;4,00;25,00;288,00;8,73;8,73;8,73;21,82;77,09;120,73;2,91;6,00;1,00;4,00;3,00;78,86;8,57;13,71;6,86;0,00;0,00;1,00;0,00;7,00;1,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00
2019-09-01;60,00;71,67;16,67;3,33;10,00;26,00;9,00;3,00;30,00;261,43;34,29;4,29;30,00;15,71;91,43;8,57;4,29;7,00;4,00;6,00;0,00;102,35;7,06;14,12;12,35;1,00;0,00;0,00;1,00;10,00;1,00;0,00;0,00;6,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-09-08;69,00;75,90;20,70;8,63;8,63;49,00;6,00;8,00;24,00;211,06;20,29;12,18;24,35;12,94;79,06;20,13;1,44;8,00;7,00;7,00;1,00;106,95;12,08;20,70;5,18;1,00;1,00;0,00;3,00;3,00;1,00;0,00;1,00;3,00;1,00;3,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-09-15;60,00;113,57;21,43;10,71;10,71;33,00;8,00;11,00;20,00;235,71;38,57;8,57;30,00;15,71;84,29;7,14;1,43;8,00;3,00;11,00;1,00;118,29;22,29;12,00;0,00;3,00;3,00;0,00;0,00;5,00;3,00;1,00;0,00;5,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-09-22;72,00;60,24;22,04;5,88;7,35;29,00;3,00;4,00;36,00;237,18;25,41;4,24;33,88;17,28;60,48;8,64;2,88;7,00;1,00;11,00;4,00;92,57;10,29;20,57;3,43;1,00;0,00;0,00;3,00;8,00;3,00;0,00;0,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;44,00;49,68;14,19;2,84;8,52;21,00;8,00;8,00;47,00;224,40;26,40;13,20;39,60;21,29;42,58;17,03;1,42;13,00;0,00;10,00;3,00;88,00;7,04;31,68;3,52;3,00;1,00;0,00;0,00;9,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;49,00;105,00;11,67;7,00;18,67;27,00;10,00;10,00;38,00;175,58;24,50;8,17;16,33;15,85;63,41;14,41;0,00;0,00;3,00;6,00;1,00;73,50;5,25;8,75;7,00;1,00;1,00;0,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00;6,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-10-13;54,00;63,00;13,50;4,50;13,50;32,00;6,00;8,00;42,00;178,62;12,46;12,46;29,08;21,32;46,89;8,53;0,00;3,00;0,00;3,00;0,00;80,13;3,48;10,45;10,45;0,00;1,00;0,00;3,00;3,00;1,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;43,00;64,50;25,41;3,91;13,68;21,00;8,00;4,00;36,00;206,40;17,20;8,60;34,40;18,63;31,53;8,60;5,73;7,00;1,00;10,00;0,00;70,52;5,16;17,20;3,44;1,00;1,00;0,00;1,00;4,00;1,00;0,00;0,00;1,00;0,00;3,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-10-27;46,00;81,55;31,36;10,45;18,82;33,00;6,00;10,00;43,00;138,00;20,91;8,36;29,27;24,44;35,94;18,69;2,88;7,00;6,00;10,00;1,00;68,15;6,81;10,22;3,41;1,00;1,00;0,00;1,00;1,00;3,00;0,00;0,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;59,00;73,24;28,48;2,03;12,21;26,00;1,00;8,00;44,00;130,64;33,71;16,86;25,29;14,39;31,66;10,07;1,44;7,00;4,00;7,00;4,00;52,06;10,41;19,09;6,94;1,00;0,00;0,00;1,00;5,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;53,00;79,50;30,29;3,79;17,04;10,00;4,00;4,00;42,00;142,69;24,46;12,23;24,46;22,92;47,27;12,89;0,00;3,00;4,00;1,00;1,00;49,58;3,42;20,52;3,42;0,00;1,00;0,00;1,00;5,00;1,00;0,00;0,00;4,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-11-17;51,00;62,16;27,09;6,38;11,16;37,00;5,00;11,00;32,00;174,25;21,25;8,50;38,25;18,94;36,43;11,66;0,00;8,00;5,00;3,00;1,00;65,07;12,31;15,83;5,28;1,00;0,00;0,00;1,00;5,00;0,00;0,00;1,00;4,00;0,00;4,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-11-24;50,00;83,93;21,43;3,57;12,50;46,00;11,00;6,00;29,00;158,33;16,67;12,50;37,50;12,86;28,57;20,00;1,43;13,00;0,00;6,00;4,00;55,17;5,17;24,14;8,62;1,00;1,00;1,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;59,00;82,97;25,81;5,53;14,75;36,00;3,00;9,00;33,00;160,14;25,29;8,43;46,36;14,39;31,66;8,63;4,32;11,00;4,00;7,00;3,00;62,47;12,15;12,15;3,47;0,00;3,00;0,00;1,00;8,00;1,00;1,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;49,00;90,46;39,58;9,42;11,31;50,00;11,00;7,00;26,00;155,17;24,50;8,17;28,58;18,74;41,79;11,53;0,00;7,00;1,00;8,00;0,00;66,50;14,00;15,75;8,75;0,00;3,00;0,00;7,00;5,00;0,00;0,00;1,00;4,00;0,00;3,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-12-15;76,00;127,48;24,52;12,26;22,06;45,00;6,00;4,00;31,00;215,33;29,56;12,67;25,33;22,94;57,36;15,77;1,43;8,00;1,00;7,00;6,00;69,09;15,55;20,73;8,64;1,00;3,00;0,00;1,00;4,00;3,00;0,00;0,00;0,00;1,00;6,00;0,00;0,00;1,00;0,00;3,00;0,00;0,00
2019-12-22;90,00;113,40;37,80;5,40;43,20;51,00;12,00;19,00;34,00;210,00;42,86;21,43;47,14;32,86;54,29;17,14;2,86;3,00;3,00;5,00;3,00;96,92;22,50;22,50;3,46;5,00;3,00;0,00;2,00;8,00;2,00;2,00;2,00;5,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
