Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2020-12-27;6,00;66,00;27,00;12,00;24,00;21,60;0,00;37,20;18,00;6,00;36,00;45,00;36,00;10,00;16,00;14,00;14,00;3,00;12,00;9,00;9,00;12,00;6,00;6,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00
2021-01-03;3,00;39,00;33,00;9,00;48,00;30,00;0,00;84,00;27,00;21,00;33,00;51,00;48,00;21,00;27,00;21,00;0,00;3,00;10,00;3,00;21,00;3,00;10,00;5,00;3,00;7,50;0,00;15,00;0,00;3,00;3,00;0,00;0,00;3,00;0,00
2021-01-10;3,00;42,00;27,00;6,00;24,00;36,00;3,00;141,00;13,50;24,00;21,00;54,00;33,00;18,00;6,00;18,00;0,00;13,00;3,00;5,00;23,00;3,00;0,00;10,00;3,00;0,00;0,00;25,50;0,00;0,00;0,00;0,00;3,00;0,00;0,00
2021-01-17;10,00;47,50;30,00;5,00;17,50;28,89;0,00;60,00;18,89;10,00;37,50;32,50;40,00;2,00;18,00;18,00;4,00;5,00;8,00;13,00;15,00;3,00;13,00;8,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;10,00;30,00;15,00;0,00;27,50;26,67;2,22;21,11;10,00;12,50;10,00;40,00;27,50;15,00;20,00;10,00;5,00;10,00;7,00;12,00;10,00;2,00;20,00;18,00;3,00;0,00;0,00;13,33;2,00;0,00;0,00;2,00;7,00;2,00;0,00
2021-01-31;5,00;42,50;15,00;12,50;37,50;30,00;0,00;13,75;13,75;5,00;37,50;45,00;30,00;12,50;35,00;2,50;5,00;15,00;3,00;10,00;5,00;0,00;10,00;8,00;3,00;0,00;0,00;12,00;0,00;3,00;0,00;0,00;3,00;5,00;3,00
2021-02-07;13,00;33,80;26,00;7,80;23,40;31,91;4,73;23,64;0,00;10,40;44,20;39,00;33,80;17,33;19,50;10,83;0,00;16,00;3,00;10,00;16,00;0,00;8,00;8,00;0,00;0,00;0,00;21,67;3,00;0,00;0,00;0,00;8,00;0,00;0,00
2021-02-14;5,00;55,00;30,00;5,00;32,50;23,00;0,00;23,00;9,00;0,00;22,50;57,50;35,00;17,50;30,00;12,50;12,50;13,00;19,00;8,00;3,00;5,00;13,00;3,00;0,00;0,00;8,00;20,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00
2021-02-21;11,00;57,75;38,50;8,25;33,00;39,11;0,00;25,67;8,56;13,75;33,00;77,00;33,00;8,80;26,40;4,40;2,20;13,00;8,00;8,00;8,00;0,00;16,00;5,00;8,00;3,30;0,00;8,80;0,00;3,00;0,00;0,00;3,00;0,00;3,00
2021-02-28;18,00;36,00;25,71;2,57;38,57;32,63;2,25;12,38;7,88;15,43;25,71;43,71;33,43;9,00;18,00;9,00;9,00;5,00;5,00;13,00;18,00;11,00;11,00;3,00;0,00;0,00;0,00;10,59;0,00;0,00;3,00;0,00;5,00;0,00;0,00
2021-03-07;5,00;37,50;15,00;7,50;35,00;27,50;0,00;27,50;30,00;17,50;17,50;60,00;57,50;15,00;15,00;12,50;22,50;15,00;13,00;13,00;8,00;0,00;13,00;5,00;5,00;7,00;7,00;17,00;5,00;0,00;0,00;0,00;3,00;0,00;0,00
2021-03-14;5,00;20,00;15,00;10,00;42,50;31,25;0,00;31,25;21,25;12,50;27,50;45,00;57,50;10,00;50,00;20,00;10,00;7,00;7,00;10,00;15,00;5,00;15,00;7,00;2,00;2,00;0,00;21,00;5,00;0,00;0,00;0,00;2,00;0,00;2,00
2021-03-21;21,00;34,13;21,00;5,25;42,00;18,67;4,67;46,67;33,83;2,63;34,13;55,13;42,00;4,67;16,33;14,00;16,33;10,00;8,00;5,00;24,00;0,00;3,00;8,00;3,00;2,10;0,00;5,25;0,00;3,00;0,00;0,00;10,00;0,00;0,00
2021-03-28;9,00;42,00;36,00;6,00;63,00;21,86;0,00;56,57;21,86;3,00;24,00;48,00;81,00;18,00;11,25;9,00;6,75;14,00;6,00;6,00;14,00;6,00;11,00;6,00;0,00;3,38;0,00;18,00;3,00;6,00;0,00;0,00;3,00;0,00;0,00
2021-04-04;8,00;13,33;24,00;5,33;26,67;37,71;2,29;42,29;13,71;21,33;21,33;56,00;45,33;18,00;8,00;24,00;2,00;5,00;5,00;5,00;19,00;8,00;8,00;0,00;3,00;0,00;3,00;15,00;0,00;3,00;3,00;5,00;0,00;3,00;3,00
2021-04-11;8,00;21,33;29,33;8,00;48,00;17,14;0,00;43,43;33,14;16,00;21,33;37,33;24,00;16,00;40,00;5,33;18,67;13,00;5,00;5,00;13,00;3,00;5,00;3,00;3,00;0,00;2,29;8,00;0,00;5,00;5,00;0,00;5,00;3,00;0,00
2021-04-18;11,00;27,50;27,50;22,00;52,25;39,11;0,00;36,67;36,67;22,00;33,00;71,50;19,25;15,40;11,00;11,00;4,40;8,00;5,00;0,00;21,00;5,00;13,00;0,00;3,00;0,00;3,30;11,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;3,00;48,00;45,00;21,00;39,00;16,50;0,00;49,50;36,00;6,00;30,00;66,00;45,00;21,00;33,00;30,00;3,00;8,00;5,00;10,00;18,00;3,00;13,00;10,00;0,00;15,00;0,00;25,50;5,00;0,00;0,00;3,00;3,00;0,00;3,00
2021-05-02;5,00;32,50;47,50;10,00;52,50;38,75;2,50;55,00;25,00;17,50;15,00;95,00;17,50;7,50;62,50;22,50;0,00;15,00;3,00;10,00;10,00;3,00;15,00;3,00;5,00;7,00;0,00;7,00;0,00;3,00;0,00;5,00;0,00;0,00;3,00
2021-05-09;11,00;71,50;41,25;16,50;90,75;67,22;0,00;56,22;47,67;2,75;38,50;63,25;22,00;4,40;55,00;8,80;4,40;35,00;5,00;13,00;13,00;3,00;16,00;8,00;3,00;7,70;2,20;24,20;5,00;3,00;0,00;5,00;8,00;3,00;0,00
2021-05-16;13,00;62,40;26,00;10,40;62,40;56,73;4,73;36,64;59,09;15,60;41,60;101,40;28,60;6,50;84,50;15,17;6,50;46,00;10,00;15,00;13,00;8,00;26,00;3,00;0,00;2,17;0,00;18,42;0,00;3,00;5,00;0,00;8,00;0,00;0,00
2021-05-23;14,00;44,80;33,60;11,20;61,60;51,33;0,00;46,67;49,00;11,20;33,60;114,80;28,00;14,00;81,67;18,67;16,33;33,00;5,00;14,00;16,00;11,00;22,00;8,00;3,00;16,15;0,00;16,15;3,00;0,00;3,00;3,00;11,00;0,00;0,00
2021-05-30;40,00;66,67;18,67;5,33;77,33;67,06;0,00;24,71;48,24;10,00;32,50;95,00;42,50;22,22;77,78;22,22;4,44;32,00;3,00;11,00;24,00;11,00;11,00;8,00;3,00;3,16;3,16;29,47;3,00;5,00;8,00;5,00;3,00;3,00;0,00
2021-06-06;26,00;59,80;28,60;7,80;59,80;58,78;5,65;42,96;58,78;26,00;14,18;99,27;63,82;15,17;73,67;23,83;2,17;24,00;13,00;13,00;26,00;8,00;26,00;5,00;5,00;0,00;2,08;31,20;3,00;5,00;3,00;3,00;3,00;0,00;0,00
2021-06-13;40,00;80,00;28,57;22,86;65,71;48,24;0,00;37,65;58,82;12,50;40,00;82,50;55,00;48,89;68,89;13,33;11,11;56,00;8,00;11,00;27,00;27,00;24,00;5,00;16,00;10,53;3,16;31,58;3,00;0,00;8,00;0,00;3,00;0,00;3,00
2021-06-20;34,00;76,50;39,67;19,83;85,00;58,62;0,00;34,00;39,86;21,86;68,00;104,43;58,29;47,60;79,33;38,53;11,33;34,00;11,00;16,00;13,00;16,00;37,00;5,00;3,00;7,44;0,00;31,88;5,00;3,00;8,00;0,00;0,00;0,00;3,00
2021-06-27;24,00;85,33;29,33;21,33;98,67;43,20;0,00;39,60;33,60;28,80;31,20;112,80;40,80;32,73;43,64;28,36;19,64;36,00;9,00;27,00;27,00;21,00;24,00;9,00;3,00;12,00;3,27;30,55;9,00;0,00;0,00;3,00;12,00;3,00;0,00
