Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2021-04-25;11,00;99,00;33,00;33,00;55,00;51,33;23,83;31,17;38,50;6,88;28,88;22,00;53,63;11,00;17,60;11,00;13,20;19,00;8,00;19,00;4,00;34,00;4,00;8,00;4,00;31,00;4,00;0,00;0,00;11,00;0,00;8,00;8,00;15,00;4,00;0,00
2021-05-02;26,00;91,00;52,00;39,00;78,00;36,00;32,00;80,00;62,00;14,44;4,33;28,89;52,00;7,09;18,91;11,82;18,91;15,00;11,00;15,00;4,00;26,00;7,00;4,00;7,00;15,00;4,00;7,00;7,00;11,00;0,00;4,00;11,00;0,00;0,00;7,00
2021-05-09;19,00;171,00;114,00;114,00;133,00;84,44;59,11;35,89;52,78;27,77;19,00;42,38;42,38;35,63;38,00;7,13;16,63;16,00;8,00;23,00;8,00;31,00;19,00;8,00;12,00;16,00;12,00;0,00;8,00;16,00;4,00;4,00;8,00;4,00;0,00;4,00
2021-05-16;41,00;164,00;54,67;68,33;82,00;49,20;32,80;55,35;51,25;29,29;14,64;11,71;52,71;12,06;31,35;31,35;19,29;41,00;11,00;15,00;15,00;52,00;15,00;0,00;11,00;19,00;8,00;0,00;0,00;11,00;11,00;7,00;7,00;7,00;0,00;0,00
2021-05-23;39,00;143,00;91,00;65,00;78,00;106,74;51,32;63,63;86,21;39,00;34,67;34,67;82,33;24,38;68,25;41,44;0,00;47,00;27,00;12,00;12,00;59,00;0,00;8,00;12,00;16,00;0,00;4,00;8,00;8,00;23,00;4,00;8,00;20,00;8,00;8,00
2021-05-30;35,00;262,50;52,50;140,00;70,00;82,35;59,71;47,35;72,06;16,04;7,29;27,71;78,75;7,00;53,67;28,00;18,67;32,00;12,00;12,00;24,00;47,00;0,00;12,00;8,00;35,00;16,00;0,00;16,00;8,00;12,00;0,00;0,00;8,00;8,00;4,00
2021-06-06;31,00;186,00;93,00;46,50;124,00;64,07;82,67;59,93;80,60;22,55;11,27;26,77;64,82;28,62;52,46;7,15;19,08;28,00;20,00;20,00;12,00;71,00;8,00;20,00;4,00;12,00;16,00;16,00;4,00;4,00;12,00;4,00;16,00;4,00;4,00;4,00
2021-06-13;54,00;229,50;54,00;94,50;94,50;58,15;70,62;66,46;89,31;23,35;37,95;46,70;68,59;56,35;61,04;18,78;4,70;15,00;12,00;15,00;15,00;77,00;12,00;12,00;8,00;23,00;15,00;8,00;15,00;8,00;11,00;4,00;4,00;4,00;11,00;0,00
2021-06-20;81,00;202,50;67,50;81,00;81,00;85,05;72,90;46,58;119,48;27,98;19,15;38,29;78,05;85,76;57,18;42,88;30,97;50,00;15,00;31,00;12,00;66,00;35,00;12,00;8,00;46,00;27,00;4,00;8,00;15,00;19,00;0,00;23,00;12,00;4,00;4,00
2021-06-27;41,00;246,00;82,00;136,67;136,67;67,65;100,45;45,10;77,90;36,61;41,00;49,79;114,21;86,82;69,94;19,29;14,47;23,00;32,00;45,00;0,00;59,00;100,00;14,00;18,00;45,00;14,00;18,00;9,00;14,00;23,00;5,00;14,00;9,00;9,00;9,00
