Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Les Deux Alpes (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-12-13;24,00;12,00;12,00;12,00;24,00;12,52;24,00;12,52;24,00;0,00;0,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;0,00;7,00;7,00;0,00;3,00;13,00;13,00;0,00;0,00;0,00;0,00;0,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;13,00;0,00;13,00;13,00;13,00;0,00;0,00;13,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;61,00;0,00;11,44;0,00;11,44;0,00;0,00;0,00;0,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;36,00;36,00;36,00;0,00;0,00;11,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;24,00;12,00;24,00;36,00;24,00;11,48;0,00;35,48;0,00;0,00;0,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;24,00;12,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;49,00;0,00;12,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;13,00;13,00;13,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;12,00;24,00;0,00;0,00;12,00;12,00;12,00;0,00;0,00;0,00;12,00;0,00;12,00;0,00;12,00;0,00;0,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;0,00;6,00;0,00;6,00;0,00;12,00;0,00;24,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;12,00;24,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;12,00;24,00;0,00;0,00;0,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;11,00;0,00;44,00;11,00;0,00;0,00;0,00;11,00;0,00;0,00;11,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00
2021-03-21;24,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;12,00;24,00;36,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;12,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;12,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;12,00;12,00;12,00;0,00;12,00;0,00;12,00;0,00;0,00;0,00;12,00;0,00;0,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;25,00;0,00;10,71;10,71;0,00;0,00;0,00;12,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;12,00;12,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-09;25,00;0,00;12,50;12,50;0,00;0,00;0,00;12,50;12,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;12,00;0,00;12,00;12,00;0,00;0,00;0,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;25,00;0,00;0,00;0,00;0,00;13,04;13,04;0,00;0,00;0,00;12,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;13,00;0,00;30,33;13,00;0,00;13,00;0,00;13,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00
2021-06-06;13,00;13,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;13,00;25,00;13,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;36,00;12,00;36,00;0,00;12,00;12,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;25,00;0,00;12,50;12,50;0,00;0,00;13,04;13,04;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;100,00;23,08;23,08;11,54;50,00;0,00;0,00;12,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00
2021-07-04;50,00;11,54;38,46;38,46;100,00;0,00;0,00;37,50;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;0,00;0,00;23,00;0,00;3,00;12,00;0,00;0,00;0,00;13,00;0,00;26,00;0,00;13,00;0,00;0,00;0,00;13,00;0,00;13,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00
2021-07-18;70,00;0,00;15,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,00;0,00;14,00;0,00;0,00;0,00;0,00;14,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-25;27,00;0,00;11,57;0,00;0,00;13,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;28,00;16,00;44,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;14,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;67,00;0,00;35,47;0,00;35,47;0,00;16,75;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;17,00;0,00;17,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
