Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-04-21;46,00;120,11;33,22;0,00;33,22;64,40;55,20;42,06;69,66;32,00;27,00;14,00;37,00;46,00;9,20;31,54;31,54;23,00;14,00;5,00;0,00;5,00;9,00;14,00;5,00;14,00;5,00;9,00;9,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00
2019-04-28;56,00;160,36;38,18;5,09;35,64;69,02;46,88;16,93;106,79;51,00;26,00;26,00;39,00;44,00;0,00;26,67;21,33;26,00;9,00;9,00;26,00;4,00;17,00;9,00;4,00;0,00;4,00;4,00;4,00;0,00;9,00;9,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;29,00;108,75;48,33;4,83;36,25;51,41;25,05;51,41;63,27;33,00;29,00;42,00;63,00;42,18;7,91;17,14;7,91;12,00;21,00;4,00;4,00;8,00;17,00;8,00;0,00;13,00;0,00;0,00;4,00;0,00;13,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;43,00;174,53;70,82;0,00;48,06;91,21;70,36;48,21;52,12;44,00;30,00;17,00;35,00;39,09;13,03;26,06;26,06;17,00;13,00;17,00;13,00;17,00;4,00;9,00;0,00;9,00;4,00;9,00;4,00;9,00;13,00;4,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;25,00;145,00;42,50;0,00;32,50;106,58;72,37;25,00;85,53;54,00;46,00;17,00;38,00;28,95;34,21;13,16;17,11;17,00;8,00;8,00;13,00;4,00;13,00;13,00;0,00;0,00;4,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00
2019-05-26;64,00;202,24;69,12;0,00;25,60;56,16;60,08;52,24;56,16;34,00;30,00;21,00;77,00;50,94;16,98;9,14;30,04;13,00;21,00;9,00;4,00;4,00;17,00;9,00;4,00;9,00;4,00;13,00;4,00;13,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;64,00;145,92;48,64;5,12;12,80;77,06;48,33;56,16;48,33;36,00;36,00;8,00;60,00;40,49;7,84;19,59;15,67;8,00;12,00;16,00;12,00;8,00;0,00;8,00;12,00;0,00;8,00;0,00;4,00;0,00;12,00;4,00;8,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;71,00;139,46;58,32;5,07;50,71;109,13;42,07;88,09;59,17;83,00;33,00;17,00;42,00;63,11;24,98;17,09;17,09;12,00;29,00;21,00;8,00;21,00;12,00;21,00;4,00;4,00;8,00;12,00;0,00;4,00;4,00;0,00;12,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;82,00;161,52;24,85;4,97;24,85;35,14;35,14;42,95;55,97;82,00;30,00;22,00;56,00;87,29;21,16;13,23;9,26;4,00;35,00;13,00;13,00;9,00;22,00;0,00;4,00;4,00;4,00;9,00;4,00;0,00;9,00;0,00;0,00;4,00;4,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;51,00;168,30;51,00;0,00;38,25;60,15;74,54;83,69;60,15;60,00;51,00;23,00;46,00;60,15;14,38;18,31;41,85;5,00;9,00;5,00;23,00;23,00;18,00;19,00;9,00;0,00;5,00;23,00;14,00;9,00;9,00;9,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;9,00;0,00
