Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Les Deux Alpes (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-11-08;48,00;9,88;0,00;0,00;0,00;0,00;9,00;0,00;9,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;10,00;20,00;0,00;28,57;10,00;53,33;10,00;31,67;10,00;10,00;0,00;10,00;0,00;10,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;19,00;19,00;0,00;0,00;10,23;8,77;8,77;0,00;19,00;0,00;19,00;0,00;9,00;0,00;0,00;0,00;0,00;9,00;0,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;0,00;20,00;7,00;27,00;13,00;6,00;6,00;26,00;13,00;0,00;10,00;10,00;0,00;0,00;10,00;0,00;0,00;0,00;29,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00
2020-12-06;29,00;0,00;19,33;0,00;9,67;9,16;9,16;0,00;9,16;19,00;19,00;19,00;19,00;10,00;29,00;19,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00
2020-12-13;49,00;19,60;9,80;0,00;29,40;0,00;0,00;0,00;10,39;0,00;10,00;10,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;10,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;21,00;21,00;21,00;21,00;0,00;10,50;21,00;21,00;0,00;0,00;0,00;0,00;10,00;0,00;21,00;10,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;10,00;21,43;31,43;0,00;0,00;10,00;20,00;0,00;0,00;10,00;21,00;10,00;0,00;0,00;10,00;21,00;21,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;29,00;0,00;0,00;9,67;0,00;19,84;39,68;9,16;0,00;29,00;29,00;0,00;19,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;29,00;29,00;20,30;0,00;0,00;0,00;19,84;0,00;0,00;10,00;0,00;0,00;10,00;0,00;0,00;0,00;10,00;10,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;19,00;27,14;9,50;19,00;19,00;8,77;0,00;19,00;0,00;10,00;0,00;0,00;0,00;0,00;19,00;10,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;57,00;18,53;9,98;0,00;0,00;9,00;0,00;0,00;0,00;0,00;10,00;0,00;10,00;9,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;19,00;19,00;0,00;9,50;27,14;0,00;0,00;8,77;0,00;0,00;0,00;0,00;0,00;0,00;10,00;29,00;10,00;0,00;10,00;0,00;0,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;10,00;20,00;20,00;10,00;20,00;10,00;10,00;10,00;0,00;10,00;0,00;0,00;10,00;0,00;10,00;0,00;0,00;0,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;0,00;21,00;7,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00;20,00;10,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;30,00;20,00;0,00;0,00;20,00;10,50;10,50;0,00;0,00;0,00;0,00;20,00;0,00;10,00;10,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;10,00;30,00;0,00;0,00;30,00;0,00;10,00;0,00;0,00;20,00;0,00;0,00;0,00;10,00;0,00;0,00;10,00;0,00;0,00;10,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00
2021-03-07;0,00;7,00;14,00;7,00;0,00;0,00;6,00;6,00;6,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;10,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;28,00;0,00;9,80;0,00;9,80;9,33;0,00;0,00;0,00;18,00;9,00;0,00;0,00;9,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;10,00;10,00;30,00;10,00;10,00;0,00;0,00;10,00;10,00;20,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;0,00;7,00;0,00;15,00;0,00;0,00;0,00;14,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;0,00;14,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;10,00;10,00;10,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;10,00;0,00;0,00;10,00;0,00;18,57;0,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;9,00;16,71;16,71;9,00;9,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;9,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-09;40,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;20,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;10,00;0,00;0,00;0,00;0,00
2021-05-16;19,00;0,00;0,00;19,00;0,00;8,77;27,77;19,00;8,77;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;10,00;0,00;20,00;0,00;41,43;0,00;10,00;0,00;0,00;30,00;10,00;20,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;10,00;0,00;10,00;10,00;30,00;10,00;0,00;10,00;0,00;20,00;10,00;10,00;10,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00
2021-06-06;50,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;10,00;0,00;0,00;10,00;0,00;20,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;0,00;0,00;7,00;0,00;21,00;0,00;0,00;0,00;0,00;10,00;10,00;0,00;10,00;0,00;0,00;10,00;0,00;0,00;10,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;10,00;0,00;30,00;10,00;0,00;18,57;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;20,00;0,00;20,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00
2021-06-27;10,00;0,00;10,00;20,00;40,00;18,57;0,00;18,57;0,00;20,00;20,00;0,00;0,00;10,00;0,00;20,00;30,00;0,00;0,00;0,00;10,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00
2021-07-04;42,00;0,00;21,00;11,20;74,20;10,50;10,50;10,50;10,50;21,00;11,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;11,00;0,00;11,00;11,00;11,00;0,00;0,00;0,00;0,00
2021-07-11;11,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;11,00;0,00;0,00;11,00;0,00;0,00;0,00;22,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00
2021-07-18;61,00;0,00;24,12;36,88;12,77;0,00;0,00;35,71;11,90;24,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-25;55,00;0,00;22,56;11,28;33,85;0,00;0,00;10,41;0,00;44,00;0,00;0,00;11,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00
2021-08-01;56,00;11,49;11,49;0,00;11,49;10,59;0,00;0,00;0,00;11,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;39,00;0,00;13,00;13,00;13,00;0,00;25,50;13,50;13,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00
