Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Les Deux Alpes (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2021-04-04;14,00;5,00;2,00;5,00;2,00;2,00;2,00;5,00;0,00;4,67;9,33;4,67;7,00;5,00;2,00;2,00;5,00;0,00;2,00;7,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;2,00;2,00;7,00;2,00;5,00;0,00;0,00;2,00;2,00;2,00;4,00;0,00;0,00;0,00;5,00;0,00;2,00;0,00;2,00;5,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00
2021-04-18;7,00;0,00;5,00;2,00;7,00;0,00;0,00;2,00;2,00;0,00;2,33;0,00;7,00;2,00;0,00;0,00;2,00;0,00;7,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;12,00;0,00;0,00;2,00;5,00;0,00;0,00;2,00;2,00;2,40;4,80;0,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;5,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;11,00;4,00;0,00;0,00;9,00;4,00;0,00;0,00;2,00;2,20;11,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;4,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-09;14,00;5,00;5,00;0,00;0,00;2,00;2,00;0,00;0,00;2,33;11,67;0,00;2,33;0,00;2,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;9,00;2,00;14,00;5,00;7,00;2,00;0,00;5,00;0,00;0,00;9,00;0,00;4,50;0,00;5,00;0,00;2,00;0,00;7,00;5,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;12,00;2,00;2,00;2,00;0,00;2,00;0,00;2,00;0,00;4,80;18,00;0,00;7,20;0,00;5,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;2,00;0,00;2,00;2,00;2,00;2,00;0,00;2,00;2,00;0,00;11,00;0,00;4,00;0,00;5,00;2,00;0,00;0,00;5,00;2,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;2,00;0,00;0,00;7,00;2,00;5,00;0,00;7,00;0,00;2,00;6,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;7,00;9,00;5,00;2,00;5,00;0,00;0,00;2,00;0,00;2,33;2,33;0,00;2,33;0,00;5,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;14,00;0,00;0,00;2,00;2,00;0,00;2,00;2,00;2,00;0,00;0,00;0,00;4,67;0,00;5,00;0,00;2,00;0,00;5,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;7,00;2,00;5,00;2,00;9,00;5,00;0,00;2,00;0,00;0,00;4,67;0,00;4,67;5,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-04;21,00;2,00;2,00;2,00;18,00;0,00;0,00;2,00;2,00;0,00;7,00;0,00;16,33;0,00;7,00;0,00;2,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;22,00;2,00;5,00;0,00;2,00;10,00;0,00;0,00;0,00;0,00;9,26;0,00;6,95;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;2,00;2,00;0,00;0,00;2,00;0,00
2021-07-18;10,00;2,00;10,00;5,00;5,00;5,00;0,00;5,00;0,00;0,00;6,67;0,00;2,22;0,00;2,00;0,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-25;10,00;5,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;7,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;14,00;5,00;12,00;5,00;5,00;5,00;0,00;5,00;2,00;2,15;6,46;0,00;2,15;0,00;2,00;0,00;0,00;0,00;5,00;5,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;20,00;6,00;11,00;3,00;8,00;8,00;3,00;3,00;0,00;0,00;8,24;0,00;2,35;0,00;0,00;0,00;3,00;3,00;3,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
