Semaine;Nice (FR);Paris (FR);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2020-12-20;18,00;108,00;49,50;76,50;54,00;3,00;60,00;12,00;34,00;34,00;42,00;56,00;32,40;50,40;21,60;3,60;22,50;121,50;4,50;22,50;5,00;13,00;19,00;17,00;5,00;18,00;5,00;18,00;4,00;4,00;2,00;1,00;5,00;0,00;2,00
2020-12-27;17,00;89,25;63,75;72,25;62,33;5,67;39,67;22,67;34,00;46,75;29,75;46,75;40,80;51,00;17,00;1,70;21,25;106,25;4,25;8,50;4,00;12,00;16,00;24,00;5,00;10,00;2,00;9,00;4,00;5,00;0,00;1,00;15,00;1,00;1,00
2021-01-03;11,00;77,00;36,67;77,00;66,00;2,75;88,00;16,50;37,40;39,60;30,80;50,60;36,67;51,33;14,67;3,67;33,00;115,50;11,00;22,00;8,00;12,00;16,00;12,00;9,00;14,00;2,00;19,00;5,00;5,00;4,00;3,00;7,00;2,00;1,00
2021-01-10;11,00;77,00;47,67;58,67;60,50;5,50;88,00;16,50;30,80;33,00;30,80;48,40;33,00;47,67;11,00;1,83;60,50;121,00;5,50;16,50;3,00;18,00;17,00;22,00;7,00;9,00;0,00;17,00;6,00;3,00;3,00;0,00;5,00;2,00;0,00
2021-01-17;11,00;80,67;44,00;62,33;60,50;0,00;104,50;16,50;33,00;28,60;41,80;61,60;22,00;47,67;18,33;3,67;27,50;104,50;5,50;22,00;8,00;13,00;13,00;8,00;9,00;12,00;1,00;14,00;3,00;1,00;0,00;1,00;8,00;1,00;1,00
2021-01-24;7,00;63,00;28,00;59,50;49,00;3,50;56,00;21,00;32,67;39,67;35,00;53,67;28,00;52,50;17,50;3,50;28,00;147,00;7,00;21,00;7,00;5,00;17,00;13,00;8,00;5,00;1,00;6,00;4,00;4,00;5,00;0,00;3,00;3,00;2,00
2021-01-31;9,00;67,50;40,50;49,50;81,00;0,00;63,00;9,00;33,75;24,75;36,00;54,00;36,00;49,50;13,50;4,50;27,00;94,50;4,50;13,50;7,00;11,00;5,00;11,00;3,00;8,00;5,00;10,00;5,00;0,00;2,00;1,00;3,00;1,00;3,00
2021-02-07;8,00;60,00;28,00;56,00;56,00;4,00;48,00;16,00;16,00;20,00;32,00;48,00;28,00;44,00;16,00;4,00;20,00;72,00;4,00;8,00;7,00;8,00;8,00;10,00;3,00;10,00;3,00;7,00;3,00;1,00;2,00;1,00;4,00;2,00;1,00
2021-02-14;6,00;126,00;54,00;102,00;54,00;6,00;36,00;12,00;26,00;28,00;30,00;50,00;33,00;36,00;12,00;3,00;42,00;108,00;6,00;12,00;4,00;10,00;19,00;14,00;5,00;9,00;3,00;10,00;4,00;4,00;4,00;2,00;5,00;0,00;2,00
2021-02-21;17,00;89,25;55,25;76,50;56,67;2,83;34,00;11,33;36,13;23,38;29,75;59,50;23,80;54,40;13,60;3,40;25,50;97,75;4,25;21,25;1,00;9,00;9,00;15,00;9,00;4,00;3,00;3,00;2,00;4,00;2,00;1,00;5,00;0,00;0,00
2021-02-28;17,00;63,75;42,50;63,75;45,33;5,67;34,00;11,33;21,25;19,13;31,88;46,75;23,80;51,00;6,80;3,40;39,67;107,67;5,67;5,67;3,00;11,00;10,00;11,00;6,00;6,00;3,00;7,00;5,00;4,00;4,00;2,00;3,00;1,00;0,00
2021-03-07;11,00;69,67;36,67;58,67;44,00;2,75;44,00;16,50;33,00;22,00;24,20;48,40;36,67;58,67;11,00;3,67;33,00;104,50;5,50;16,50;8,00;7,00;7,00;9,00;5,00;5,00;1,00;10,00;6,00;3,00;4,00;3,00;4,00;1,00;1,00
2021-03-14;6,00;114,00;60,00;90,00;60,00;3,00;42,00;18,00;38,00;24,00;30,00;64,00;12,00;45,00;6,00;3,00;30,00;126,00;6,00;6,00;10,00;11,00;10,00;13,00;2,00;10,00;2,00;15,00;1,00;3,00;3,00;0,00;5,00;0,00;1,00
2021-03-21;10,00;85,00;25,00;65,00;35,00;2,50;25,00;10,00;22,00;22,00;18,00;46,00;20,00;43,33;10,00;3,33;30,00;90,00;2,50;20,00;10,00;5,00;6,00;7,00;4,00;6,00;3,00;4,00;6,00;2,00;1,00;0,00;4,00;1,00;1,00
2021-03-28;6,00;84,00;30,00;60,00;36,00;3,00;24,00;12,00;16,00;16,00;16,00;58,00;12,00;30,00;3,00;3,00;24,00;120,00;6,00;6,00;3,00;5,00;7,00;7,00;6,00;8,00;0,00;7,00;3,00;1,00;0,00;1,00;3,00;0,00;0,00
2021-04-04;6,00;72,00;42,00;54,00;48,00;3,00;42,00;12,00;22,00;12,00;8,00;62,00;18,00;27,00;6,00;3,00;24,00;114,00;3,00;18,00;6,00;6,00;5,00;4,00;4,00;6,00;2,00;6,00;2,00;1,00;1,00;1,00;6,00;1,00;0,00
2021-04-11;8,00;48,00;28,00;40,00;56,00;4,00;40,00;16,00;30,00;16,00;26,00;56,00;16,00;36,00;8,00;2,00;20,00;76,00;4,00;8,00;2,00;7,00;5,00;1,00;2,00;12,00;4,00;5,00;2,00;3,00;0,00;0,00;6,00;0,00;0,00
2021-04-18;6,00;66,00;36,00;66,00;30,00;3,00;36,00;12,00;24,00;22,00;18,00;42,00;18,00;33,00;6,00;3,00;24,00;126,00;6,00;12,00;0,00;4,00;5,00;3,00;3,00;4,00;1,00;4,00;4,00;1,00;0,00;0,00;5,00;1,00;1,00
2021-04-25;8,00;56,00;32,00;36,00;56,00;4,00;40,00;16,00;30,00;12,00;24,00;48,00;20,00;44,00;4,00;2,00;24,00;88,00;4,00;8,00;3,00;5,00;2,00;7,00;7,00;5,00;0,00;3,00;2,00;5,00;2,00;1,00;6,00;1,00;0,00
2021-05-02;20,00;52,00;32,00;64,00;46,67;3,33;53,33;40,00;20,00;18,00;18,00;46,00;20,00;36,67;6,67;0,00;35,00;95,00;5,00;5,00;3,00;5,00;5,00;9,00;6,00;6,00;2,00;5,00;2,00;1,00;4,00;0,00;3,00;0,00;3,00
2021-05-09;11,00;51,33;33,00;51,33;33,00;2,75;33,00;55,00;17,60;22,00;22,00;33,00;29,33;36,67;11,00;1,83;33,00;132,00;5,50;5,50;6,00;7,00;6,00;6,00;7,00;7,00;2,00;3,00;1,00;3,00;1,00;3,00;7,00;2,00;1,00
2021-05-16;16,00;64,00;36,00;52,00;64,00;4,00;48,00;56,00;22,00;12,00;20,00;32,00;28,00;60,00;8,00;8,00;26,67;128,00;5,33;10,67;3,00;5,00;6,00;5,00;2,00;16,00;2,00;9,00;5,00;2,00;2,00;1,00;9,00;0,00;0,00
2021-05-23;11,00;58,67;22,00;51,33;44,00;5,50;38,50;33,00;24,20;17,60;22,00;46,20;36,67;47,67;7,33;3,67;44,00;132,00;2,75;11,00;2,00;9,00;5,00;8,00;6,00;10,00;0,00;6,00;3,00;2,00;1,00;1,00;10,00;1,00;2,00
2021-05-30;9,00;54,00;40,50;76,50;72,00;4,50;54,00;81,00;33,75;24,75;24,75;49,50;30,00;42,00;6,00;3,00;31,50;135,00;2,25;13,50;2,00;4,00;7,00;6,00;9,00;5,00;1,00;2,00;2,00;3,00;1,00;1,00;5,00;0,00;0,00
2021-06-06;14,00;60,67;37,33;65,33;49,00;0,00;42,00;28,00;24,00;18,00;22,00;42,00;24,50;38,50;7,00;1,75;18,67;140,00;2,33;9,33;4,00;7,00;7,00;6,00;3,00;5,00;1,00;4,00;5,00;2,00;2,00;1,00;3,00;0,00;1,00
2021-06-13;8,00;60,00;28,00;48,00;64,00;4,00;64,00;32,00;24,00;16,00;16,00;28,00;72,00;36,00;8,00;2,00;28,00;108,00;4,00;8,00;2,00;5,00;9,00;7,00;5,00;6,00;2,00;7,00;1,00;2,00;2,00;1,00;3,00;0,00;0,00
2021-06-20;17,00;76,50;34,00;63,75;39,67;2,83;34,00;17,00;31,88;10,63;27,63;46,75;51,00;51,00;10,20;0,00;25,50;123,25;4,25;12,75;9,00;11,00;2,00;11,00;2,00;4,00;1,00;2,00;1,00;0,00;7,00;1,00;1,00;0,00;0,00
2021-06-27;14,00;93,33;37,33;79,33;105,00;3,50;28,00;21,00;22,00;16,00;30,00;40,00;70,00;31,50;7,00;3,50;42,00;144,67;4,67;9,33;4,00;5,00;5,00;6,00;4,00;11,00;5,00;4,00;5,00;2,00;1,00;0,00;2,00;1,00;0,00
2021-07-04;19,00;104,50;38,00;90,25;57,00;3,17;44,33;25,33;27,44;21,11;25,33;44,33;34,20;38,00;11,40;7,60;42,75;147,25;4,75;14,25;6,00;6,00;3,00;6,00;5,00;11,00;3,00;5,00;5,00;5,00;5,00;2,00;4,00;0,00;2,00
2021-07-11;26,00;108,33;52,00;99,67;84,50;3,25;45,50;19,50;26,00;24,00;16,00;44,00;26,00;52,00;14,86;3,71;52,00;192,40;5,20;15,60;8,00;6,00;7,00;11,00;3,00;7,00;2,00;6,00;4,00;0,00;3,00;3,00;5,00;0,00;2,00
2021-07-18;23,00;82,80;46,00;87,40;40,25;2,88;40,25;34,50;31,36;31,36;23,00;29,27;46,00;46,00;7,67;1,92;41,40;174,80;4,60;13,80;5,00;8,00;5,00;8,00;4,00;11,00;2,00;9,00;3,00;1,00;0,00;1,00;5,00;1,00;0,00
2021-07-25;13,00;91,00;60,67;108,33;52,00;3,25;52,00;26,00;30,33;21,67;30,33;54,17;60,67;30,33;8,67;2,17;39,00;173,33;4,33;13,00;6,00;11,00;8,00;13,00;7,00;11,00;1,00;8,00;6,00;3,00;3,00;1,00;14,00;0,00;2,00
2021-08-01;22,00;123,20;57,20;92,40;58,67;3,67;51,33;36,67;42,00;36,00;22,00;30,00;44,00;55,00;14,67;1,83;66,00;206,80;4,40;13,20;6,00;4,00;10,00;14,00;11,00;10,00;1,00;8,00;6,00;2,00;3,00;1,00;9,00;0,00;2,00
2021-08-08;30,00;167,14;68,57;132,86;42,00;6,00;36,00;36,00;32,00;40,00;28,00;40,00;33,75;63,75;11,25;3,75;90,00;265,00;10,00;20,00;10,00;6,00;6,00;8,00;15,00;12,00;4,00;17,00;0,00;3,00;4,00;0,00;11,00;0,00;3,00
2021-08-15;27,00;139,50;49,50;126,00;47,25;3,38;54,00;33,75;29,08;31,15;29,08;31,15;42,43;57,86;7,71;15,43;54,00;229,50;4,50;22,50;4,00;11,00;9,00;19,00;8,00;15,00;6,00;5,00;5,00;1,00;1,00;0,00;4,00;1,00;3,00
2021-08-22;25,00;125,00;54,17;116,67;62,50;6,25;56,25;31,25;35,42;43,75;27,08;41,67;35,71;39,29;21,43;3,57;65,00;250,00;5,00;10,00;11,00;9,00;10,00;12,00;7,00;9,00;3,00;4,00;5,00;3,00;2,00;3,00;3,00;0,00;1,00
2021-08-29;33,00;140,25;61,88;119,63;72,60;3,30;66,00;39,60;35,06;28,88;30,94;39,19;62,33;73,33;14,67;0,00;47,14;216,86;4,71;18,86;10,00;12,00;16,00;16,00;7,00;15,00;3,00;6,00;8,00;3,00;2,00;2,00;10,00;0,00;1,00
2021-09-05;18,00;144,00;67,50;112,50;54,00;6,00;48,00;42,00;40,00;40,00;32,00;42,00;36,00;61,20;18,00;3,60;45,00;207,00;9,00;9,00;5,00;12,00;7,00;9,00;16,00;12,00;7,00;8,00;3,00;3,00;3,00;1,00;9,00;0,00;1,00
2021-09-12;33,00;148,50;82,50;127,88;85,80;6,60;59,40;52,80;49,50;55,69;49,50;57,75;47,67;80,67;11,00;3,67;61,29;240,43;9,43;23,57;4,00;16,00;11,00;19,00;11,00;16,00;6,00;7,00;6,00;5,00;1,00;2,00;6,00;1,00;2,00
