Semaine;Nice (FR);reta (SI);Agadir (MA);Djerba (TN);Corfu (GR);Santorini Island (GR);Faro (PT);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2020-07-12;16,00;4,00;16,00;12,31;23,38;86,40;41,60;8,00;40,00;96,00;8,00;16,00;12,00;0,00;8,00;7,38;0,00;0,00;3,69;0,00;4,80;0,00;4,00;0,00;8,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-19;24,00;8,00;0,00;0,00;16,42;99,00;27,00;16,00;48,00;112,00;24,00;16,00;12,00;4,00;0,00;0,00;0,00;7,58;3,79;0,00;4,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00
2020-07-26;33,00;12,00;16,00;8,88;29,19;99,00;12,00;8,25;66,00;140,25;16,50;8,00;8,00;4,00;0,00;3,81;16,50;12,69;3,81;0,00;4,71;0,00;4,00;0,00;0,00;4,00;0,00;0,00;8,00;4,00;0,00;4,00;0,00;0,00;0,00
2020-08-02;29,00;4,00;4,00;3,78;25,22;103,11;25,78;7,25;36,25;130,50;14,50;8,00;12,00;12,00;0,00;12,61;0,00;8,83;3,78;0,00;4,83;4,83;8,00;0,00;0,00;4,00;4,00;4,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-09;32,00;0,00;4,00;3,69;16,00;90,18;32,00;0,00;16,00;96,00;8,00;12,00;20,00;0,00;0,00;19,69;16,00;3,69;0,00;7,62;12,19;0,00;0,00;0,00;8,00;0,00;0,00;0,00;16,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-08-16;17,00;8,00;4,00;3,92;9,15;68,00;51,00;17,00;17,00;144,50;8,50;12,00;4,00;0,00;0,00;17,00;3,92;17,00;9,15;0,00;20,09;0,00;12,00;4,00;4,00;0,00;4,00;4,00;17,00;4,00;0,00;0,00;0,00;4,00;0,00
2020-08-23;28,00;0,00;8,00;12,73;12,73;115,11;28,00;7,00;21,00;63,00;14,00;8,00;44,00;8,00;0,00;7,64;16,55;7,64;7,64;4,67;0,00;4,67;12,00;4,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-30;44,00;0,00;8,00;0,00;36,46;91,14;25,14;7,33;7,33;95,33;0,00;8,00;12,00;8,00;8,00;16,34;0,00;7,54;3,77;0,00;4,71;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;8,00;0,00
2020-09-06;12,00;4,00;12,00;4,00;8,00;45,00;42,00;24,00;24,00;120,00;60,00;35,00;4,00;0,00;0,00;17,33;8,00;8,00;4,00;0,00;8,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-13;4,00;7,00;4,00;4,00;16,00;116,00;24,00;4,00;16,00;48,00;8,00;11,00;0,00;0,00;0,00;4,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-09-20;15,00;7,00;22,00;3,75;11,25;66,00;18,00;7,50;15,00;60,00;0,00;18,00;4,00;4,00;0,00;3,75;15,00;3,75;7,50;0,00;0,00;3,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-27;26,00;8,00;23,00;0,00;3,71;40,44;17,33;8,67;8,67;60,67;8,67;4,00;0,00;4,00;0,00;14,86;3,71;0,00;3,71;0,00;3,06;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-04;15,00;4,00;12,00;0,00;7,50;45,00;24,00;3,75;15,00;60,00;0,00;0,00;4,00;0,00;0,00;3,75;0,00;3,75;0,00;0,00;10,50;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00
2020-10-11;0,00;0,00;25,00;10,00;10,00;11,00;3,00;0,00;1,00;5,00;0,00;4,00;4,00;4,00;0,00;7,00;3,00;0,00;3,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;4,00;0,00;12,00;0,00;4,00;52,00;16,00;4,00;4,00;8,00;0,00;0,00;0,00;0,00;4,00;12,00;4,00;4,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-10-25;24,00;0,00;16,00;0,00;0,00;24,00;12,00;0,00;0,00;32,00;0,00;0,00;4,00;4,00;0,00;3,79;0,00;3,79;0,00;0,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00
2020-11-01;15,00;0,00;7,00;3,75;11,25;15,00;6,00;3,75;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;8,00;4,00;12,00;4,00;4,00;37,33;0,00;0,00;8,00;16,00;0,00;12,00;4,00;0,00;0,00;0,00;4,00;8,00;4,00;0,00;3,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;8,00;0,00;4,00;4,00;8,00;21,33;8,00;0,00;0,00;32,00;0,00;8,00;4,00;0,00;4,00;8,00;0,00;8,00;0,00;0,00;3,20;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;15,00;4,00;4,00;3,75;11,25;33,00;6,00;3,75;22,50;15,00;0,00;4,00;8,00;4,00;0,00;0,00;0,00;0,00;7,50;0,00;7,50;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;4,00;0,00;12,00;0,00;12,00;56,00;4,00;4,00;0,00;24,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;4,00;0,00;16,00;4,00;21,33;20,00;16,00;4,00;4,00;8,00;4,00;4,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;6,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-13;20,00;0,00;12,00;0,00;11,25;26,67;3,33;0,00;5,00;10,00;0,00;0,00;8,00;0,00;0,00;3,75;7,50;7,50;0,00;0,00;3,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;13,00;4,00;4,00;3,90;22,10;42,25;0,00;0,00;0,00;6,50;0,00;4,00;9,00;4,00;0,00;3,90;3,90;3,90;9,10;0,00;4,88;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;9,00;4,00;9,00;9,00;12,86;42,00;9,00;0,00;9,00;27,00;0,00;0,00;8,00;0,00;8,00;3,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;16,00;0,00;20,00;3,69;39,38;48,00;9,60;4,00;4,00;16,00;8,00;0,00;16,00;4,00;0,00;16,00;0,00;3,69;19,69;0,00;4,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;4,00;8,00;8,00;0,00;25,33;24,00;0,00;4,00;4,00;16,00;8,00;0,00;4,00;8,00;0,00;21,33;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;8,00;0,00;19,00;0,00;36,00;76,00;0,00;4,00;8,00;4,00;0,00;4,00;8,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;3,20;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;0,00;0,00;15,00;0,00;28,00;11,00;1,00;0,00;0,50;2,00;0,00;0,00;0,00;4,00;4,00;15,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;8,00;0,00;8,00;0,00;4,00;29,33;0,00;0,00;24,00;8,00;0,00;4,00;0,00;0,00;0,00;24,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;8,00;0,00;19,00;4,00;8,00;37,33;2,67;4,00;8,00;16,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;0,00;0,00;8,00;0,00;10,00;13,00;0,00;1,00;2,00;2,00;0,00;60,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;27,00;0,00;12,00;0,00;23,32;39,00;12,00;9,00;18,00;9,00;0,00;20,00;4,00;0,00;0,00;3,68;3,68;7,36;3,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;8,00;0,00;16,00;0,00;21,33;61,33;2,67;8,00;24,00;16,00;0,00;12,00;0,00;0,00;0,00;4,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;20,00;8,00;16,00;0,00;0,00;51,43;2,86;6,67;13,33;13,33;0,00;4,00;4,00;0,00;0,00;7,50;3,75;3,75;3,75;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;4,00;4,00;11,00;0,00;16,00;48,00;0,00;0,00;16,00;4,00;4,00;7,00;4,00;0,00;0,00;12,00;4,00;0,00;12,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;8,00;13,00;0,00;0,00;8,00;48,00;10,67;8,00;8,00;16,00;8,00;4,00;8,00;0,00;0,00;11,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;9,00;0,00;0,00;0,00;9,00;48,00;3,00;9,00;9,00;36,00;0,00;4,00;4,00;0,00;4,00;5,14;0,00;5,14;0,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;16,00;4,00;8,00;0,00;12,31;76,80;12,80;8,00;16,00;16,00;8,00;4,00;4,00;0,00;4,00;3,69;0,00;3,69;3,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;8,00;0,00;16,00;0,00;17,33;56,00;10,67;0,00;16,00;24,00;0,00;0,00;8,00;0,00;4,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;8,00;4,00;16,00;0,00;21,33;50,67;10,67;8,00;24,00;16,00;0,00;4,00;12,00;4,00;0,00;8,00;0,00;8,00;4,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;12,00;0,00;12,00;8,00;12,00;42,00;3,00;0,00;6,00;36,00;6,00;4,00;4,00;0,00;0,00;16,00;0,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;12,00;0,00;12,00;3,60;31,20;45,00;12,00;6,00;6,00;6,00;6,00;0,00;4,00;0,00;4,00;12,00;3,60;3,60;3,60;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-09;24,00;16,00;16,00;3,79;29,05;66,00;21,00;16,00;16,00;24,00;0,00;8,00;4,00;0,00;0,00;20,21;0,00;12,63;3,79;0,00;4,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;12,00;8,00;8,00;3,60;27,60;105,00;45,00;6,00;24,00;42,00;0,00;12,00;8,00;0,00;4,00;3,60;0,00;8,40;3,60;0,00;4,50;0,00;4,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;20,00;4,00;20,00;0,00;25,00;88,57;45,71;13,33;40,00;40,00;0,00;0,00;4,00;8,00;0,00;12,50;0,00;25,00;0,00;0,00;0,00;0,00;8,00;0,00;4,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;36,00;12,00;12,00;12,41;32,28;111,00;42,00;7,20;57,60;43,20;0,00;4,00;12,00;4,00;4,00;12,41;0,00;12,41;3,72;0,00;0,00;0,00;8,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;37,00;8,00;8,00;3,70;45,63;151,08;33,92;7,40;44,40;59,20;7,40;0,00;8,00;0,00;4,00;40,70;8,63;33,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;29,00;16,00;16,00;3,78;61,78;225,56;12,89;7,25;65,25;36,25;7,25;0,00;20,00;8,00;4,00;12,61;3,78;8,83;0,00;0,00;4,83;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;22,00;13,00;35,00;4,89;56,22;198,00;34,57;7,33;88,00;102,67;0,00;9,00;13,00;4,00;0,00;9,06;3,88;12,94;0,00;0,00;4,71;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;13,00;22,00;4,00;0,00;72,80;204,75;32,50;6,50;78,00;84,50;13,00;4,00;22,00;4,00;4,00;18,20;3,90;13,00;9,10;0,00;4,88;0,00;4,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-07-04;43,00;4,00;9,00;0,00;67,57;181,21;24,57;25,80;111,80;77,40;8,60;4,00;9,00;13,00;0,00;29,49;17,20;25,80;8,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;43,00;13,00;26,00;3,69;38,09;208,86;30,71;14,33;57,33;71,67;7,17;22,00;13,00;13,00;0,00;17,20;20,89;25,80;8,60;0,00;12,29;4,61;9,00;4,00;0,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-18;31,00;9,00;9,00;0,00;62,00;232,50;49,60;15,50;77,50;100,75;15,50;4,00;9,00;22,00;4,00;22,32;4,96;39,68;13,64;0,00;0,00;0,00;9,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00
2021-07-25;39,00;9,00;17,00;0,00;83,03;171,00;42,00;23,40;101,40;124,80;7,80;9,00;0,00;9,00;0,00;35,23;8,81;12,58;8,81;0,00;0,00;0,00;13,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;71,00;13,00;9,00;0,00;66,02;206,83;40,13;31,56;78,89;118,33;7,89;9,00;9,00;22,00;0,00;31,14;13,70;31,14;4,98;0,00;0,00;0,00;9,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;18,00;9,00;23,00;0,00;102,00;222,00;45,00;27,00;63,00;144,00;18,00;9,00;14,00;9,00;23,00;18,00;4,80;31,20;4,80;0,00;4,50;0,00;9,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00
2021-08-15;72,00;14,00;14,00;0,00;80,69;204,00;30,00;16,00;56,00;168,00;8,00;4,00;18,00;4,00;0,00;27,31;0,00;36,00;13,66;0,00;9,39;0,00;13,00;0,00;4,00;4,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-22;28,00;0,00;23,00;4,87;86,43;230,22;37,33;7,00;56,00;91,00;7,00;5,00;33,00;0,00;0,00;33,09;24,18;47,09;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-29;46,00;18,00;23,00;0,00;46,00;165,60;12,27;15,33;46,00;92,00;15,33;0,00;9,00;9,00;5,00;41,03;8,70;4,97;0,00;0,00;4,76;0,00;5,00;0,00;0,00;0,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;48,00;10,00;5,00;0,00;61,54;108,00;18,00;8,00;32,00;88,00;8,00;14,00;19,00;5,00;5,00;38,15;4,92;28,31;9,85;0,00;4,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-12;31,00;10,00;31,00;4,96;26,04;120,90;15,50;7,75;38,75;69,75;23,25;0,00;10,00;5,00;5,00;4,96;0,00;21,08;14,88;0,00;4,65;0,00;5,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
