Semaine;Nice (FR);Paris (FR);London (GB);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2021-02-28;4,00;104,00;88,00;56,00;40,00;4,00;28,00;28,00;12,00;48,00;44,00;84,00;18,00;46,00;22,00;0,00;20,00;30,00;14,00;14,00;4,00;42,67;21,33;13,33;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;8,00;0,00;0,00
2021-03-07;8,00;120,00;48,00;48,00;42,67;8,00;48,00;32,00;28,00;48,00;16,00;72,00;24,00;24,00;16,00;10,67;19,20;41,60;0,00;19,20;8,00;21,33;12,00;33,33;8,00;8,00;4,00;4,00;4,00;4,00;4,00;0,00;4,00;0,00;4,00
2021-03-14;4,00;96,00;72,00;48,00;52,00;4,00;56,00;32,00;24,00;52,00;32,00;96,00;28,00;64,00;12,00;4,00;32,00;28,00;0,00;22,00;8,00;12,00;4,00;12,00;4,00;4,00;4,00;8,00;8,00;4,00;8,00;0,00;4,00;0,00;0,00
2021-03-21;8,00;88,00;56,00;48,00;37,33;8,00;37,33;32,00;40,00;64,00;16,00;64,00;32,00;40,00;13,33;5,33;30,40;27,20;3,20;3,20;4,00;12,00;12,00;8,00;4,00;0,00;4,00;16,00;8,00;12,00;0,00;0,00;4,00;0,00;0,00
2021-03-28;13,00;117,00;104,00;65,00;32,50;0,00;74,75;9,75;39,00;30,33;30,33;125,67;15,60;20,80;15,60;5,20;29,25;32,50;0,00;4,88;3,90;9,10;16,90;9,10;13,00;0,00;8,00;8,00;4,00;9,00;0,00;0,00;4,00;0,00;0,00
2021-04-04;0,00;8,00;10,00;7,00;10,00;1,00;21,00;13,00;15,00;10,00;8,00;20,00;9,00;15,00;9,00;2,00;15,00;10,00;0,00;5,00;3,00;13,00;10,00;13,00;0,00;12,00;4,00;24,00;0,00;0,00;0,00;8,00;0,00;0,00;4,00
2021-04-11;16,00;176,00;160,00;80,00;34,67;0,00;64,00;21,33;19,20;32,00;22,40;54,40;24,00;24,00;16,00;16,00;24,00;32,00;3,20;3,20;12,31;19,69;7,38;7,38;0,00;17,00;0,00;8,00;4,00;8,00;4,00;0,00;4,00;0,00;4,00
2021-04-18;13,00;130,00;143,00;65,00;29,25;3,25;78,00;45,50;26,00;73,67;30,33;99,67;28,60;28,60;20,80;5,20;13,00;13,00;13,00;16,25;16,90;16,90;0,00;16,90;0,00;0,00;0,00;13,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00
2021-04-25;13,00;182,00;104,00;78,00;32,50;9,75;61,75;48,75;22,75;35,75;13,00;39,00;26,00;36,40;26,00;5,20;24,38;8,13;4,88;8,13;9,10;13,00;9,10;13,00;0,00;9,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00
2021-05-02;12,00;156,00;144,00;72,00;63,00;0,00;93,00;60,00;48,00;76,00;16,00;64,00;4,80;28,80;19,20;4,80;20,57;34,29;8,57;8,57;12,00;12,00;38,40;15,60;4,00;4,00;8,00;4,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00
2021-05-09;17,00;221,00;170,00;170,00;53,83;8,50;45,33;104,83;54,40;37,40;47,60;44,20;39,67;62,33;31,17;0,00;73,10;59,50;8,50;13,60;0,00;9,15;30,08;26,15;4,00;8,00;8,00;13,00;0,00;8,00;4,00;4,00;0,00;0,00;0,00
2021-05-16;20,00;280,00;260,00;260,00;45,71;2,86;51,43;60,00;72,00;60,00;56,00;92,00;31,43;65,71;22,86;14,29;40,00;48,33;11,67;28,33;20,00;20,00;7,50;7,50;20,00;24,00;4,00;12,00;12,00;8,00;0,00;12,00;12,00;0,00;0,00
2021-05-23;29,00;290,00;203,00;188,50;58,00;0,00;60,90;136,30;21,75;68,88;25,38;145,00;29,00;68,55;152,91;15,82;51,18;17,06;0,00;8,53;29,00;16,39;23,96;7,57;17,00;0,00;4,00;12,00;4,00;8,00;4,00;4,00;54,00;4,00;0,00
2021-05-30;25,00;237,50;150,00;150,00;52,78;0,00;44,44;125,00;46,43;96,43;53,57;125,00;44,44;66,67;69,44;5,56;38,33;33,33;30,00;25,00;0,00;37,50;8,75;28,75;4,00;8,00;17,00;25,00;0,00;0,00;8,00;4,00;21,00;4,00;0,00
2021-06-06;25,00;325,00;137,50;137,50;88,89;2,78;36,11;97,22;67,86;114,29;46,43;75,00;38,89;58,33;75,00;22,22;46,67;68,33;25,00;8,33;32,50;32,50;16,25;32,50;25,00;4,00;13,00;25,00;4,00;4,00;0,00;0,00;8,00;4,00;0,00
2021-06-13;45,00;315,00;195,00;225,00;102,00;18,00;81,00;153,00;48,75;123,75;78,75;131,25;135,00;90,00;52,94;5,29;70,00;48,33;40,00;11,67;28,29;33,43;37,29;37,29;20,00;8,00;8,00;12,00;4,00;4,00;0,00;8,00;12,00;8,00;0,00
2021-06-20;41,00;464,67;136,67;177,67;93,71;2,93;49,79;181,57;108,09;149,09;67,09;164,00;226,87;101,13;79,27;13,67;71,75;29,04;20,50;25,63;28,19;57,66;24,34;33,31;37,00;25,00;4,00;45,00;0,00;12,00;8,00;0,00;4,00;4,00;0,00
2021-06-27;79,00;487,17;184,33;197,50;219,44;11,70;79,00;114,11;79,00;168,77;75,41;96,95;189,60;73,73;86,90;15,80;95,81;36,98;28,57;16,81;29,31;66,26;42,05;53,52;38,00;17,00;8,00;29,00;4,00;8,00;13,00;8,00;17,00;0,00;4,00
2021-07-04;42,00;532,00;140,00;182,00;138,00;12,00;42,00;96,00;106,91;137,45;118,36;76,36;65,63;107,63;57,75;15,75;50,40;63,84;16,80;25,20;33,09;45,82;33,09;45,82;29,00;25,00;21,00;33,00;0,00;4,00;4,00;0,00;8,00;13,00;0,00
2021-07-11;13,00;481,00;156,00;221,00;149,50;3,25;42,25;58,50;71,50;110,50;78,00;159,25;67,60;158,60;80,60;18,20;55,25;55,25;8,13;34,13;26,00;75,40;18,20;26,00;17,00;17,00;13,00;52,00;13,00;13,00;4,00;4,00;9,00;13,00;0,00
2021-07-18;56,00;518,00;154,00;210,00;206,32;23,58;38,32;91,37;112,00;194,13;168,00;153,07;90,67;154,67;32,00;18,67;32,94;84,00;32,94;23,06;14,00;98,00;28,00;33,09;19,00;47,00;9,00;38,00;14,00;5,00;5,00;0,00;28,00;0,00;0,00
2021-07-25;68,00;530,40;217,60;312,80;206,96;8,87;82,78;133,04;128,84;157,47;146,74;161,05;168,64;171,36;73,44;46,24;58,05;112,78;39,80;23,22;17,96;68,00;35,92;41,06;14,00;18,00;18,00;36,00;9,00;18,00;5,00;0,00;9,00;14,00;0,00
2021-08-01;71,00;724,20;156,20;326,60;221,88;17,75;94,67;115,38;115,84;145,74;142,00;130,79;84,15;210,37;42,07;36,81;101,43;81,14;23,67;33,81;28,40;61,96;23,24;38,73;43,00;28,00;19,00;19,00;9,00;14,00;5,00;0,00;19,00;5,00;0,00
2021-08-08;63,00;803,25;315,00;393,75;194,73;20,05;120,27;151,77;151,94;192,71;114,88;233,47;81,38;191,63;139,13;28,88;53,05;48,08;28,18;19,89;34,71;63,00;34,71;43,71;34,00;15,00;24,00;58,00;5,00;15,00;10,00;0,00;15,00;5,00;0,00
2021-08-15;37,00;518,00;271,33;271,33;145,15;37,00;71,15;122,38;140,60;144,30;59,20;170,20;74,00;132,14;79,29;23,79;92,50;74,00;13,45;37,00;28,07;40,83;51,03;40,83;18,00;23,00;5,00;37,00;14,00;0,00;14,00;0,00;9,00;9,00;9,00
2021-08-22;48,00;624,00;320,00;352,00;198,00;21,00;117,00;168,00;136,62;136,62;81,23;158,77;101,33;120,00;58,67;13,33;86,07;76,14;28,14;14,90;33,73;67,46;33,73;44,11;14,00;38,00;19,00;57,00;10,00;34,00;10,00;5,00;33,00;14,00;0,00
2021-08-29;38,00;418,00;215,33;266,00;154,92;23,38;84,77;152,00;129,20;216,60;106,40;136,80;62,43;135,71;67,86;29,86;46,26;46,26;33,04;41,30;23,59;28,83;34,07;28,83;19,00;28,00;5,00;14,00;9,00;9,00;0,00;0,00;5,00;19,00;0,00
2021-09-05;58,00;565,50;246,50;275,50;162,40;20,30;87,00;168,20;116,00;145,00;112,38;130,50;71,18;118,64;87,00;10,55;86,17;71,26;19,89;33,14;14,18;29,64;24,49;19,33;10,00;24,00;5,00;58,00;0,00;10,00;0,00;0,00;14,00;10,00;0,00
2021-09-12;48,00;800,00;336,00;320,00;192,00;33,00;72,00;189,00;118,15;180,92;140,31;184,62;42,67;96,00;42,67;10,67;57,93;57,93;9,93;36,41;0,00;48,00;26,53;48,00;21,00;11,00;5,00;21,00;21,00;16,00;0,00;0,00;11,00;5,00;5,00
