Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-03-22;9,00;0,00;0,00;3,00;28,00;3,00;0,00;6,00;0,00;0,00;0,00;9,00;9,00;0,00;0,00;9,00;3,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;3,00;0,00;3,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;9,00;0,00;3,00;3,00;0,00;0,00;0,00;13,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;9,00;0,00;0,00;9,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,75;0,00;0,00;3,00;0,00;0,00;0,00;16,20;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;6,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;14,00;3,00;0,00;0,00;0,00;2,00;0,00;6,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;0,00;3,00;0,00;0,00;1,00;0,00;6,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;3,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;9,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,25;11,25;0,00;0,00;0,00;0,00;0,00;0,00;15,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;3,00;0,00;0,00;0,00;6,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;3,00;0,00;0,00;7,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-05-31;6,00;0,00;0,00;9,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;22,00;0,00;3,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;15,40;0,00;0,00;0,00;3,00;0,00;0,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;10,00;0,00;3,00;6,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;32,50;0,00;0,00;6,00;0,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;24,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;4,36;0,00;4,36;19,64;0,00;0,00;7,00;0,00;0,00;0,00;6,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;17,00;0,00;7,00;10,00;3,00;0,00;0,00;7,00;0,00;0,00;4,25;6,38;19,13;3,00;0,00;10,00;3,00;0,00;0,00;48,88;0,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;3,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;38,00;0,00;3,00;7,00;0,00;3,00;0,00;0,00;0,00;4,47;0,00;6,71;17,88;0,00;0,00;0,00;0,00;10,00;0,00;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-07-12;35,00;0,00;0,00;17,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;4,38;19,69;3,00;0,00;0,00;3,00;0,00;0,00;63,82;0,00;3,00;10,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;10,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00
2020-07-19;42,00;0,00;10,00;7,00;0,00;0,00;0,00;0,00;0,00;4,42;0,00;4,42;22,11;0,00;0,00;7,00;0,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-26;29,00;0,00;0,00;11,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;11,15;15,62;4,00;0,00;7,00;7,00;0,00;0,00;62,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2020-08-02;35,00;0,00;7,00;14,00;4,00;11,00;0,00;7,00;0,00;0,00;0,00;4,38;6,56;0,00;0,00;0,00;0,00;4,12;0,00;43,24;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-08-09;27,00;0,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;4,50;0,00;0,00;22,50;4,00;4,00;0,00;4,00;0,00;0,00;47,77;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-16;49,00;0,00;4,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;6,68;22,27;0,00;4,00;11,00;0,00;0,00;4,08;59,21;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;4,00;7,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-23;21,00;0,00;0,00;3,00;7,00;3,00;0,00;3,00;0,00;4,67;0,00;4,67;37,33;0,00;0,00;7,00;0,00;4,20;0,00;67,20;0,00;7,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-30;24,00;0,00;7,00;14,00;0,00;7,00;3,00;7,00;0,00;0,00;0,00;0,00;30,55;0,00;0,00;3,00;7,00;4,00;0,00;76,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;24,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,91;0,00;3,00;0,00;7,00;0,00;0,00;30,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-13;13,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,33;0,00;0,00;0,00;0,00;0,00;0,00;46,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;10,00;0,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,50;30,00;0,00;0,00;6,00;10,00;0,00;0,00;34,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;10,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-09-27;17,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;10,63;29,75;0,00;0,00;3,00;3,00;4,25;4,25;34,00;0,00;0,00;7,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-04;24,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,45;0,00;0,00;7,00;0,00;0,00;0,00;38,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-11;14,00;0,00;0,00;0,00;14,00;4,00;0,00;0,00;0,00;0,00;0,00;4,67;7,00;4,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;11,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;13,20;0,00;0,00;0,00;0,00;0,00;0,00;35,20;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-10-25;17,00;3,00;3,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;4,25;10,63;0,00;0,00;0,00;0,00;0,00;4,25;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;13,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,67;0,00;0,00;3,00;0,00;0,00;0,00;17,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;7,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,67;0,00;0,00;3,00;3,00;0,00;0,00;25,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;16,00;3,00;0,00;3,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;2,29;9,14;0,00;0,00;3,00;3,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;3,00;0,00;6,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;3,00;0,00;3,00;0,00;33,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;7,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,00;0,00;0,00;7,00;0,00;0,00;0,00;60,67;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;4,50;0,00;0,00;17,00;0,00;0,00;0,00;42,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-13;10,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;40,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;11,00;0,00;4,00;8,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;11,00;4,00;0,00;11,00;0,00;0,00;0,00;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;11,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,40;0,00;0,00;11,00;0,00;0,00;15,00;0,00;0,00;0,00;70,40;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;7,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;14,00;14,00;0,00;0,00;3,00;0,00;4,67;0,00;58,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;7,00;3,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,67;7,00;71,00;0,00;3,00;0,00;4,67;0,00;49,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;3,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,50;20,00;0,00;10,00;0,00;0,00;0,00;87,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;7,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;4,67;0,00;4,67;4,67;0,00;0,00;17,00;0,00;0,00;0,00;39,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;7,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;17,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27,63;0,00;0,00;14,00;0,00;0,00;0,00;41,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,67;0,00;0,00;10,00;0,00;0,00;0,00;58,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,67;4,00;0,00;0,00;0,00;0,00;0,00;51,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;7,00;4,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;3,00;0,00;7,00;3,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;4,50;0,00;0,00;0,00;0,00;0,00;0,00;22,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;7,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;3,00;0,00;0,00;0,00;18,67;4,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;6,00;0,00;0,00;0,00;3,00;3,00;3,00;3,00;0,00;2,00;0,00;0,00;8,00;3,00;0,00;9,00;0,00;0,00;0,00;34,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;10,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;4,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;7,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;24,50;3,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;4,00;4,00;4,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;10,00;0,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;3,00;7,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;0,00;0,00;3,00;7,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;0,00;0,00;7,00;10,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;3,00;3,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;11,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-05-09;17,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,25;12,75;0,00;0,00;0,00;0,00;0,00;0,00;6,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;14,00;0,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;18,67;0,00;4,00;4,00;0,00;4,00;0,00;18,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;18,00;0,00;4,00;11,00;0,00;0,00;0,00;7,00;0,00;0,00;4,50;0,00;13,50;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;7,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;7,00;0,00;0,00;7,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;11,67;0,00;0,00;4,00;4,00;0,00;0,00;12,25;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;22,00;0,00;0,00;11,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,40;6,60;0,00;0,00;0,00;4,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;11,00;0,00;0,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;6,60;0,00;0,00;0,00;0,00;0,00;0,00;31,17;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;8,00;0,00;4,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;8,00;24,00;4,00;0,00;0,00;0,00;0,00;0,00;26,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-06-27;23,00;0,00;4,00;19,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;10,45;4,00;4,00;4,00;8,00;0,00;0,00;20,91;4,18;0,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00
2021-07-04;19,00;0,00;4,00;19,00;0,00;4,00;8,00;0,00;0,00;0,00;0,00;4,22;4,22;0,00;4,00;4,00;15,00;0,00;0,00;31,67;12,67;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;30,00;0,00;4,00;19,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;17,14;0,00;0,00;11,00;4,00;4,00;0,00;22,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;7,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-07-18;27,00;0,00;0,00;12,00;4,00;0,00;0,00;8,00;0,00;0,00;0,00;4,50;22,50;0,00;4,00;0,00;0,00;0,00;0,00;54,00;4,15;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-25;15,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,43;25,71;0,00;0,00;8,00;11,00;0,00;0,00;42,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;30,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,71;4,00;0,00;8,00;4,00;0,00;0,00;30,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;15,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;54,00;0,00;4,00;8,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;9,00;47,25;0,00;0,00;12,00;0,00;4,15;0,00;78,92;0,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;8,00;8,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-08-15;53,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,46;0,00;0,00;4,00;4,00;0,00;0,00;77,46;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;12,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00
2021-08-22;48,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,36;4,00;0,00;0,00;4,00;0,00;0,00;77,22;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;12,00;4,00;4,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-29;23,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,18;10,45;0,00;0,00;8,00;4,00;0,00;0,00;62,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;24,00;0,00;4,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;4,00;0,00;0,00;0,00;0,00;0,00;32,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
